#                                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-      -            156 111730at33208        -            629   2.8e-76  254.0   0.4   1   1   5.3e-77   3.1e-76  253.8   0.4   161   311     2   156     1   156 0.96 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i8:3359-3823|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i9:3414-3878|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i9:3414-3878|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i9:3414-3878|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
448514at33208_104452_0:002ee9|TRINITY_DN73621_c6_g1_i2:353-805|+     -            151 111730at33208        -            629   6.2e-11   38.1   0.0   1   1   1.6e-11   9.6e-11   37.5   0.0    94   224     3   144     1   151 0.83 -
448514at33208_104452_0:002ee9|TRINITY_DN73621_c6_g1_i3:353-805|+     -            151 111730at33208        -            629   6.2e-11   38.1   0.0   1   1   1.6e-11   9.6e-11   37.5   0.0    94   224     3   144     1   151 0.83 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i1:1091-1906|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   1   4   1.5e-05   9.2e-05   17.7   0.2   126   202    29   110     4   135 0.76 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i1:1091-1906|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   2   4      0.69       4.1    2.4   0.1   161   194   108   142   101   147 0.85 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i1:1091-1906|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   3   4     0.062      0.37    5.8   0.1   145   197   135   189   121   194 0.78 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i1:1091-1906|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   4   4   0.00085     0.005   12.0   0.0   159   196   193   230   187   247 0.87 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i2:2021-2836|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   1   4   1.5e-05   9.2e-05   17.7   0.2   126   202    29   110     4   135 0.76 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i2:2021-2836|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   2   4      0.69       4.1    2.4   0.1   161   194   108   142   101   147 0.85 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i2:2021-2836|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   3   4     0.062      0.37    5.8   0.1   145   197   135   189   121   194 0.78 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i2:2021-2836|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   4   4   0.00085     0.005   12.0   0.0   159   196   193   230   187   247 0.87 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i4:2637-3452|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   1   4   1.5e-05   9.2e-05   17.7   0.2   126   202    29   110     4   135 0.76 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i4:2637-3452|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   2   4      0.69       4.1    2.4   0.1   161   194   108   142   101   147 0.85 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i4:2637-3452|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   3   4     0.062      0.37    5.8   0.1   145   197   135   189   121   194 0.78 -
448514at33208_113334_0:003788|TRINITY_DN82372_c8_g1_i4:2637-3452|-   -            272 111730at33208        -            629   6.5e-11   38.0   1.7   4   4   0.00085     0.005   12.0   0.0   159   196   193   230   187   247 0.87 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i14:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i16:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i17:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i1:128-601|+     -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i23:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i24:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i25:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i26:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i28:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i29:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_104452_0:002ee9|TRINITY_DN82556_c9_g1_i30:128-601|+    -            158 111730at33208        -            629   7.2e-11   37.9   0.8   1   1   1.5e-11     9e-11   37.6   0.8   127   268    16   158    10   158 0.93 -
448514at33208_441894_0:001fa2|TRINITY_DN92485_c10_g1_i2:268-549|-    -             94 111730at33208        -            629   8.8e-11   37.6   0.2   1   2   9.5e-05   0.00056   15.1   0.0    78   117     6    45     4    56 0.85 -
448514at33208_441894_0:001fa2|TRINITY_DN92485_c10_g1_i2:268-549|-    -             94 111730at33208        -            629   8.8e-11   37.6   0.2   2   2     4e-08   2.4e-07   26.3   0.1   125   196    17    89    15    93 0.91 -
448514at33208_441894_0:001fa2|TRINITY_DN92485_c10_g1_i3:737-1018|-   -             94 111730at33208        -            629   8.8e-11   37.6   0.2   1   2   9.5e-05   0.00056   15.1   0.0    78   117     6    45     4    56 0.85 -
448514at33208_441894_0:001fa2|TRINITY_DN92485_c10_g1_i3:737-1018|-   -             94 111730at33208        -            629   8.8e-11   37.6   0.2   2   2     4e-08   2.4e-07   26.3   0.1   125   196    17    89    15    93 0.91 -
111730at33208_29031_0:002211|TRINITY_DN75784_c6_g1_i1:2033-2404|-    -            124 111730at33208        -            629     2e-10   36.4   0.1   1   1   5.3e-11   3.1e-10   35.8   0.1   162   270     5   119     2   124 0.83 -
111730at33208_29031_0:002211|TRINITY_DN75784_c6_g1_i2:2296-2667|-    -            124 111730at33208        -            629     2e-10   36.4   0.1   1   1   5.3e-11   3.1e-10   35.8   0.1   162   270     5   119     2   124 0.83 -
448514at33208_259920_0:002877|TRINITY_DN92485_c10_g1_i1:638-1111|-   -            158 111730at33208        -            629   2.1e-10   36.3   1.0   1   1   1.1e-10   6.3e-10   34.8   1.0    77   189    36   155    17   158 0.87 -
111730at33208_8019_0:003f67|TRINITY_DN83983_c5_g2_i1:1018-1509|-     -            164 111730at33208        -            629   4.2e-10   35.4   1.5   1   2     0.015     0.087    7.9   0.1   160   195    47    83    10    87 0.84 -
111730at33208_8019_0:003f67|TRINITY_DN83983_c5_g2_i1:1018-1509|-     -            164 111730at33208        -            629   4.2e-10   35.4   1.5   2   2   9.3e-10   5.5e-09   31.7   0.9   128   216    56   157    55   164 0.76 -
111730at33208_29031_0:002211|TRINITY_DN88363_c11_g1_i1:954-1421|+    -            156 111730at33208        -            629   4.6e-10   35.2   1.8   1   2     3e-05   0.00018   16.8   0.1   133   198     2    72     1    80 0.81 -
111730at33208_29031_0:002211|TRINITY_DN88363_c11_g1_i1:954-1421|+    -            156 111730at33208        -            629   4.6e-10   35.2   1.8   2   2   1.5e-07   8.6e-07   24.4   0.2    87   196    34   154    29   156 0.82 -
111730at33208_29031_0:002211|TRINITY_DN88363_c11_g1_i3:1421-1888|+   -            156 111730at33208        -            629   4.6e-10   35.2   1.8   1   2     3e-05   0.00018   16.8   0.1   133   198     2    72     1    80 0.81 -
111730at33208_29031_0:002211|TRINITY_DN88363_c11_g1_i3:1421-1888|+   -            156 111730at33208        -            629   4.6e-10   35.2   1.8   2   2   1.5e-07   8.6e-07   24.4   0.2    87   196    34   154    29   156 0.82 -
448514at33208_10224_0:002dfa|TRINITY_DN79934_c8_g3_i3:2275-3150|-    -            292 111730at33208        -            629   6.2e-10   34.8   9.6   1   4     0.041      0.24    6.4   0.0   164   195     3    34     1    39 0.84 -
448514at33208_10224_0:002dfa|TRINITY_DN79934_c8_g3_i3:2275-3150|-    -            292 111730at33208        -            629   6.2e-10   34.8   9.6   2   4   9.4e-08   5.6e-07   25.1   2.6    79   216    37   185    35   192 0.83 -
448514at33208_10224_0:002dfa|TRINITY_DN79934_c8_g3_i3:2275-3150|-    -            292 111730at33208        -            629   6.2e-10   34.8   9.6   3   4      0.83       4.9    2.1   0.0   180   195   207   222   200   232 0.76 -
448514at33208_10224_0:002dfa|TRINITY_DN79934_c8_g3_i3:2275-3150|-    -            292 111730at33208        -            629   6.2e-10   34.8   9.6   4   4      0.98       5.8    1.9   0.1   165   196   234   265   229   286 0.76 -
111730at33208_80966_0:0030f6|TRINITY_DN84398_c2_g1_i2:614-1447|+     -            278 111730at33208        -            629   6.8e-10   34.7   3.8   1   3     0.016     0.097    7.7   0.0   249   270     7    28     1    37 0.72 -
111730at33208_80966_0:0030f6|TRINITY_DN84398_c2_g1_i2:614-1447|+     -            278 111730at33208        -            629   6.8e-10   34.7   3.8   2   3    0.0006    0.0035   12.5   0.5    67   118    71   122    63   137 0.79 -
111730at33208_80966_0:0030f6|TRINITY_DN84398_c2_g1_i2:614-1447|+     -            278 111730at33208        -            629   6.8e-10   34.7   3.8   3   3   0.00043    0.0026   13.0   0.0   157   202   212   258   191   278 0.73 -
111730at33208_8022_0:008577|TRINITY_DN86682_c13_g1_i6:616-900|-      -             95 111730at33208        -            629   8.4e-10   34.4   0.6   1   1   1.5e-10     9e-10   34.3   0.6   182   268     3    94     1    95 0.84 -
111730at33208_8022_0:008577|TRINITY_DN86682_c13_g1_i7:616-900|-      -             95 111730at33208        -            629   8.4e-10   34.4   0.6   1   1   1.5e-10     9e-10   34.3   0.6   182   268     3    94     1    95 0.84 -
448514at33208_1629725_0:000120|TRINITY_DN92254_c0_g4_i1:107-907|+    -            267 111730at33208        -            629   1.5e-09   33.6  12.0   1   3   4.6e-06   2.7e-05   19.5   0.3   170   225     2    64     1    65 0.81 -
448514at33208_1629725_0:000120|TRINITY_DN92254_c0_g4_i1:107-907|+    -            267 111730at33208        -            629   1.5e-09   33.6  12.0   2   3   0.00025    0.0015   13.7   0.0   158   196    35    73    33    82 0.89 -
448514at33208_1629725_0:000120|TRINITY_DN92254_c0_g4_i1:107-907|+    -            267 111730at33208        -            629   1.5e-09   33.6  12.0   3   3    0.0011    0.0065   11.6   0.5   161   225    82   153    77   167 0.77 -
111730at33208_30019_0:0005ac|TRINITY_DN79765_c9_g1_i3:510-956|+      -            149 111730at33208        -            629     2e-09   33.1   0.0   1   1   1.2e-09     7e-09   31.3   0.0    83   196     7   127     1   148 0.76 -
111730at33208_30019_0:0005ac|TRINITY_DN79765_c9_g1_i8:1499-1945|+    -            149 111730at33208        -            629     2e-09   33.1   0.0   1   1   1.2e-09     7e-09   31.3   0.0    83   196     7   127     1   148 0.76 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i10:4138-4734|-   -            199 111730at33208        -            629   2.5e-09   32.8   5.5   1   3   0.00023    0.0013   13.9   0.1    86   119     3    36     1    40 0.93 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i10:4138-4734|-   -            199 111730at33208        -            629   2.5e-09   32.8   5.5   2   3    0.0053     0.032    9.3   0.6   158   195    56    93    47    95 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i10:4138-4734|-   -            199 111730at33208        -            629   2.5e-09   32.8   5.5   3   3    0.0034      0.02   10.0   0.0   161   195   102   136    95   141 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i2:4336-4932|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   1   3   0.00023    0.0013   13.9   0.1    86   119     3    36     1    40 0.93 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i2:4336-4932|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   2   3    0.0053     0.032    9.3   0.6   158   195    56    93    47    95 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i2:4336-4932|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   3   3    0.0034      0.02   10.0   0.0   161   195   102   136    95   141 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i4:4172-4768|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   1   3   0.00023    0.0013   13.9   0.1    86   119     3    36     1    40 0.93 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i4:4172-4768|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   2   3    0.0053     0.032    9.3   0.6   158   195    56    93    47    95 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i4:4172-4768|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   3   3    0.0034      0.02   10.0   0.0   161   195   102   136    95   141 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i7:3974-4570|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   1   3   0.00023    0.0013   13.9   0.1    86   119     3    36     1    40 0.93 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i7:3974-4570|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   2   3    0.0053     0.032    9.3   0.6   158   195    56    93    47    95 0.90 -
111730at33208_39758_0:000c43|TRINITY_DN87574_c7_g1_i7:3974-4570|-    -            199 111730at33208        -            629   2.5e-09   32.8   5.5   3   3    0.0034      0.02   10.0   0.0   161   195   102   136    95   141 0.90 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i21:128-535|+     -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i22:128-535|+     -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i2:128-535|+      -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i31:128-535|+     -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i32:128-535|+     -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_29031_0:002211|TRINITY_DN82556_c9_g1_i4:128-535|+      -            136 111730at33208        -            629   2.6e-09   32.7   0.7   1   1   4.9e-10   2.9e-09   32.6   0.7   135   268     2   136     1   136 0.92 -
111730at33208_1218281_0:002bc6|TRINITY_DN79765_c9_g1_i2:354-935|+    -            194 111730at33208        -            629   2.8e-09   32.6   0.0   1   1   1.3e-09   7.6e-09   31.2   0.0    77   195    53   178     1   186 0.76 -
111730at33208_8019_0:003f67|TRINITY_DN84398_c2_g1_i4:464-970|+       -            169 111730at33208        -            629   4.2e-09   32.1   0.9   1   2   3.8e-07   2.3e-06   23.0   0.0   127   214    12   105     3   117 0.89 -
111730at33208_8019_0:003f67|TRINITY_DN84398_c2_g1_i4:464-970|+       -            169 111730at33208        -            629   4.2e-09   32.1   0.9   2   2     0.022      0.13    7.3   0.1    67   114   121   168   113   169 0.70 -
111730at33208_8019_0:003f67|TRINITY_DN84398_c2_g1_i5:464-970|+       -            169 111730at33208        -            629   4.2e-09   32.1   0.9   1   2   3.8e-07   2.3e-06   23.0   0.0   127   214    12   105     3   117 0.89 -
111730at33208_8019_0:003f67|TRINITY_DN84398_c2_g1_i5:464-970|+       -            169 111730at33208        -            629   4.2e-09   32.1   0.9   2   2     0.022      0.13    7.3   0.1    67   114   121   168   113   169 0.70 -
448514at33208_38123_0:000be9|TRINITY_DN84398_c2_g1_i1:414-716|+      -            101 111730at33208        -            629   4.4e-09   32.0   0.2   1   2   0.00017     0.001   14.3   0.0   157   195    20    58     5    66 0.81 -
448514at33208_38123_0:000be9|TRINITY_DN84398_c2_g1_i1:414-716|+      -            101 111730at33208        -            629   4.4e-09   32.0   0.2   2   2   3.6e-05   0.00021   16.5   0.1   161   194    66    99    59   101 0.89 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i10:274-729|+     -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i10:274-729|+     -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i1:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i1:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i4:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i4:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i5:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i5:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i6:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i6:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i7:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i7:197-652|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i9:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   1   2   1.7e-05    0.0001   17.6   0.0   160   194    19    54    10    58 0.88 -
111730at33208_30019_0:0005ac|TRINITY_DN88922_c5_g1_i9:274-729|+      -            152 111730at33208        -            629   4.6e-09   31.9   0.1   2   2    0.0022     0.013   10.7   0.1   162   202    71   112    63   140 0.70 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i12:2114-2635|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i12:2114-2635|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i13:2061-2582|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i13:2061-2582|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i16:2091-2612|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i16:2091-2612|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i19:2063-2584|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i19:2063-2584|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i20:2072-2593|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i20:2072-2593|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i21:2033-2554|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i21:2033-2554|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i24:2103-2624|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i24:2103-2624|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i25:2091-2612|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i25:2091-2612|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i27:2084-2605|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i27:2084-2605|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i28:2072-2593|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i28:2072-2593|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i29:2114-2635|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i29:2114-2635|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i30:2061-2582|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i30:2061-2582|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i33:2103-2624|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i33:2103-2624|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   2   2   0.00023    0.0014   13.8   0.1   159   223    98   165    88   168 0.81 -
435253at33208_1507135_0:002822|TRINITY_DN88422_c3_g1_i34:2073-2594|+ -            174 111730at33208        -            629   6.2e-09   31.5   0.4   1   2   4.5e-05   0.00027   16.2   0.0   146   222     3    82     1    90 0.91 -
