# BUSCO version is: 5.7.1 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2024-01-08, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
42943at6656	Complete	TRINITY_DN83754_c13_g2_i3:171-2090	191.2	173	https://v10-1.orthodb.org/?query=42943at6656	Helicase, C-terminal
42992at6656	Complete	TRINITY_DN71534_c17_g1_i2:612-2636	722.4	515	https://v10-1.orthodb.org/?query=42992at6656	Peptidase M3A/M3B catalytic domain
43045at6656	Complete	TRINITY_DN77408_c14_g2_i3:470-2041	731.7	434	https://v10-1.orthodb.org/?query=43045at6656	TH1 protein
43236at6656	Complete	TRINITY_DN92846_c9_g1_i1:808-3465	744.4	532	https://v10-1.orthodb.org/?query=43236at6656	Cold shock domain
43245at6656	Complete	TRINITY_DN83809_c4_g3_i4:111-1954	486.9	377	https://v10-1.orthodb.org/?query=43245at6656	General transcription factor IIH subunit 4
43540at6656	Complete	TRINITY_DN79054_c10_g1_i2:58-2060	631.3	402	https://v10-1.orthodb.org/?query=43540at6656	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
43728at6656	Complete	TRINITY_DN72062_c12_g1_i3:271-2117	645.4	428	https://v10-1.orthodb.org/?query=43728at6656	WD40 repeat
43774at6656	Complete	TRINITY_DN82880_c11_g1_i1:197-1696	652.5	394	https://v10-1.orthodb.org/?query=43774at6656	splicing factor 3A subunit 3
44001at6656	Complete	TRINITY_DN92128_c0_g1_i2:213-3161	929.8	715	https://v10-1.orthodb.org/?query=44001at6656	Peptidase M16, C-terminal
44123at6656	Complete	TRINITY_DN82347_c5_g2_i2:98-3028	344.6	326	https://v10-1.orthodb.org/?query=44123at6656	Ankyrin repeat-containing domain
44359at6656	Complete	TRINITY_DN79505_c12_g1_i1:579-2892	425.7	337	https://v10-1.orthodb.org/?query=44359at6656	RUN domain
44389at6656	Fragmented	TRINITY_DN90021_c13_g1_i1:120-989	469.9	253	https://v10-1.orthodb.org/?query=44389at6656	RUN domain
44504at6656	Complete	TRINITY_DN91792_c15_g1_i2:695-2233	708.3	412	https://v10-1.orthodb.org/?query=44504at6656	WD40 repeat
44630at6656	Complete	TRINITY_DN85542_c6_g1_i3:142-2030	470.5	283	https://v10-1.orthodb.org/?query=44630at6656	Zinc finger, RING-type
44694at6656	Complete	TRINITY_DN83983_c5_g1_i1:272-2587	455.4	356	https://v10-1.orthodb.org/?query=44694at6656	Helicase, C-terminal
44953at6656	Complete	TRINITY_DN80473_c9_g2_i2:504-1961	573.3	355	https://v10-1.orthodb.org/?query=44953at6656	WD40 repeat
45131at6656	Missing
45367at6656	Complete	TRINITY_DN86243_c6_g2_i1:1286-2584	305.4	280	https://v10-1.orthodb.org/?query=45367at6656	Dynactin subunit 4
45528at6656	Complete	TRINITY_DN90274_c14_g1_i6:720-3061	501.3	446	https://v10-1.orthodb.org/?query=45528at6656	AARP2CN
45556at6656	Complete	TRINITY_DN77658_c9_g1_i1:186-1568	318.5	331	https://v10-1.orthodb.org/?query=45556at6656	Protoporphyrinogen oxidase
45732at6656	Complete	TRINITY_DN85755_c10_g1_i1:808-2268	561.2	391	https://v10-1.orthodb.org/?query=45732at6656	Nmd3, N-terminal
45915at6656	Complete	TRINITY_DN73432_c8_g2_i1:173-1474	301.3	302	https://v10-1.orthodb.org/?query=45915at6656	Alpha-2-glucosyltransferase Alg10
46430at6656	Complete	TRINITY_DN76374_c8_g1_i2:105-1556	595.4	397	https://v10-1.orthodb.org/?query=46430at6656	Glycosyl transferase CAP10 domain
46437at6656	Complete	TRINITY_DN89386_c12_g2_i1:3326-4525	477.1	324	https://v10-1.orthodb.org/?query=46437at6656	Tapt1 family
46671at6656	Fragmented	TRINITY_DN71947_c8_g1_i2:150-1109	315.6	205	https://v10-1.orthodb.org/?query=46671at6656	Tetratricopeptide repeat
46679at6656	Complete	TRINITY_DN89881_c2_g1_i10:70-3342	617.5	379	https://v10-1.orthodb.org/?query=46679at6656	Sterile alpha motif domain
46692at6656	Complete	TRINITY_DN84811_c8_g2_i3:952-3102	584.9	514	https://v10-1.orthodb.org/?query=46692at6656	Vacuole morphology and inheritance protein 14
46750at6656	Complete	TRINITY_DN80600_c11_g1_i6:1649-3634	611.1	410	https://v10-1.orthodb.org/?query=46750at6656	Pyridoxal phosphate-dependent transferase
46960at6656	Complete	TRINITY_DN81436_c13_g1_i2:664-1917	404.1	288	https://v10-1.orthodb.org/?query=46960at6656	Forkhead-associated (FHA) domain
47270at6656	Complete	TRINITY_DN86577_c7_g1_i1:148-2244	625.2	520	https://v10-1.orthodb.org/?query=47270at6656	SDA1 domain
47443at6656	Complete	TRINITY_DN92964_c14_g1_i2:420-2204	661.2	406	https://v10-1.orthodb.org/?query=47443at6656	Sel1-like repeat
47495at6656	Complete	TRINITY_DN83747_c11_g2_i4:100-1692	361.7	274	https://v10-1.orthodb.org/?query=47495at6656	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
47500at6656	Complete	TRINITY_DN86528_c3_g1_i1:1493-4854	545.2	657	https://v10-1.orthodb.org/?query=47500at6656	Protein kinase domain
47967at6656	Complete	TRINITY_DN82486_c11_g1_i4:509-2275	645.1	346	https://v10-1.orthodb.org/?query=47967at6656	Histone-arginine methyltransferase CARM1, N-terminal
48195at6656	Complete	TRINITY_DN88051_c7_g1_i15:5177-6505	759.7	373	https://v10-1.orthodb.org/?query=48195at6656	Helicase, C-terminal
48466at6656	Complete	TRINITY_DN90067_c10_g1_i3:1585-5218	391.6	225	https://v10-1.orthodb.org/?query=48466at6656	SERRATE/Ars2 , C-terminal
48519at6656	Complete	TRINITY_DN90487_c4_g2_i7:808-2037	457.2	328	https://v10-1.orthodb.org/?query=48519at6656	Chromatid cohesion factor MAU2
48657at6656	Complete	TRINITY_DN85838_c4_g1_i4:87-1505	694.0	374	https://v10-1.orthodb.org/?query=48657at6656	GDP dissociation inhibitor
48836at6656	Complete	TRINITY_DN88951_c11_g1_i9:323-1744	451.6	309	https://v10-1.orthodb.org/?query=48836at6656	PIGA, GPI anchor biosynthesis
49070at6656	Complete	TRINITY_DN74201_c0_g1_i3:41-1309	411.7	301	https://v10-1.orthodb.org/?query=49070at6656	tRNA-dihydrouridine synthase
49526at6656	Complete	TRINITY_DN75238_c14_g2_i1:204-2027	215.2	334	https://v10-1.orthodb.org/?query=49526at6656	Translation initiation factor eIF-2B subunit epsilon
49936at6656	Complete	TRINITY_DN88987_c16_g1_i1:769-3156	967.8	626	https://v10-1.orthodb.org/?query=49936at6656	SANT/Myb domain
50191at6656	Complete	TRINITY_DN91957_c6_g1_i4:328-2492	560.8	471	https://v10-1.orthodb.org/?query=50191at6656	UBX domain
50493at6656	Missing
50740at6656	Complete	TRINITY_DN86454_c1_g1_i1:132-1643	628.4	389	https://v10-1.orthodb.org/?query=50740at6656	Peptidase M16, C-terminal
50792at6656	Complete	TRINITY_DN86173_c6_g2_i1:680-2749	369.1	439	https://v10-1.orthodb.org/?query=50792at6656	E3 UFM1-protein ligase 1
50947at6656	Complete	TRINITY_DN73614_c11_g1_i4:690-2048	741.1	386	https://v10-1.orthodb.org/?query=50947at6656	WD40 repeat
51037at6656	Complete	TRINITY_DN92973_c10_g1_i2:695-2126	216.5	206	https://v10-1.orthodb.org/?query=51037at6656	Transcription factor IIIC subunit 5, HTH domain
51280at6656	Complete	TRINITY_DN89752_c3_g1_i3:187-1137	174.0	173	https://v10-1.orthodb.org/?query=51280at6656	Sarcoglycan alpha/epsilon
51364at6656	Complete	TRINITY_DN87978_c11_g1_i4:1337-3511	626.8	505	https://v10-1.orthodb.org/?query=51364at6656	Armadillo
51757at6656	Complete	TRINITY_DN91275_c2_g1_i1:304-2934	274.8	282	https://v10-1.orthodb.org/?query=51757at6656	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
52210at6656	Complete	TRINITY_DN82894_c13_g1_i1:72-1334	489.6	321	https://v10-1.orthodb.org/?query=52210at6656	Ferrodoxin-fold anticodon-binding domain
52224at6656	Complete	TRINITY_DN74875_c5_g2_i2:65-1789	436.5	325	https://v10-1.orthodb.org/?query=52224at6656	Vacuolar fusion protein Mon1
52320at6656	Complete	TRINITY_DN92265_c6_g1_i1:1742-2584	340.8	213	https://v10-1.orthodb.org/?query=52320at6656	PDZ domain
52422at6656	Complete	TRINITY_DN82085_c10_g2_i4:293-1765	262.7	222	https://v10-1.orthodb.org/?query=52422at6656	CCAAT-binding factor
52643at6656	Complete	TRINITY_DN92616_c11_g1_i3:453-1766	391.3	295	https://v10-1.orthodb.org/?query=52643at6656	CRAL-TRIO lipid binding domain
52828at6656	Complete	TRINITY_DN86665_c10_g1_i2:328-1320	332.0	260	https://v10-1.orthodb.org/?query=52828at6656	mRNA cap guanine-N7 methyltransferase
53201at6656	Complete	TRINITY_DN86274_c10_g1_i1:30-1250	495.9	332	https://v10-1.orthodb.org/?query=53201at6656	WD40 repeat
53243at6656	Complete	TRINITY_DN85125_c1_g2_i1:90-1577	877.5	455	https://v10-1.orthodb.org/?query=53243at6656	Signal recognition particle, SRP54 subunit, GTPase domain
53298at6656	Complete	TRINITY_DN93238_c6_g6_i3:3126-5804	834.5	662	https://v10-1.orthodb.org/?query=53298at6656	Heat shock protein 70 family
53318at6656	Complete	TRINITY_DN80344_c7_g1_i9:126-1689	401.0	333	https://v10-1.orthodb.org/?query=53318at6656	Origin recognition complex subunit 4
53993at6656	Fragmented	TRINITY_DN91928_c17_g2_i3:2140-2415	30.8	62	https://v10-1.orthodb.org/?query=53993at6656	Potassium channel tetramerisation-type BTB domain
54236at6656	Complete	TRINITY_DN88593_c4_g1_i4:65-2251	474.5	460	https://v10-1.orthodb.org/?query=54236at6656	WD40 repeat
54527at6656	Missing
54679at6656	Complete	TRINITY_DN89162_c9_g2_i1:797-2626	431.7	375	https://v10-1.orthodb.org/?query=54679at6656	Nitrogen permease regulator 3
55036at6656	Fragmented	TRINITY_DN85134_c16_g1_i3:60-1308	465.5	318	https://v10-1.orthodb.org/?query=55036at6656	Exocyst complex component 2
55094at6656	Complete	TRINITY_DN90053_c5_g5_i2:186-1379	348.4	314	https://v10-1.orthodb.org/?query=55094at6656	Eukaryotic translation initiation factor 2A
55108at6656	Complete	TRINITY_DN79633_c8_g1_i3:238-2384	604.8	410	https://v10-1.orthodb.org/?query=55108at6656	Ubiquitin-activating enzyme, catalytic cysteine domain
55260at6656	Complete	TRINITY_DN71761_c6_g1_i2:154-1344	452.5	264	https://v10-1.orthodb.org/?query=55260at6656	PFTB repeat
55417at6656	Complete	TRINITY_DN88830_c8_g1_i3:19-1244	379.7	298	https://v10-1.orthodb.org/?query=55417at6656	Tetratricopeptide repeat
55450at6656	Complete	TRINITY_DN81100_c11_g2_i2:498-1967	514.3	355	https://v10-1.orthodb.org/?query=55450at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
55599at6656	Complete	TRINITY_DN84255_c7_g1_i5:398-1957	601.9	438	https://v10-1.orthodb.org/?query=55599at6656	WD40 repeat
55847at6656	Complete	TRINITY_DN89753_c1_g1_i4:158-2395	407.9	504	https://v10-1.orthodb.org/?query=55847at6656	nuclear pore complex protein Nup107
55932at6656	Complete	TRINITY_DN87902_c12_g2_i3:657-2360	206.5	274	https://v10-1.orthodb.org/?query=55932at6656	Signal recognition particle subunit SRP68
55953at6656	Complete	TRINITY_DN91967_c13_g1_i8:279-3236	419.4	337	https://v10-1.orthodb.org/?query=55953at6656	SANT/Myb domain
56010at6656	Complete	TRINITY_DN86791_c10_g2_i7:90-2416	641.4	392	https://v10-1.orthodb.org/?query=56010at6656	Aminoacyl-tRNA synthetase, class II
56322at6656	Complete	TRINITY_DN85920_c8_g1_i2:714-2324	407.8	361	https://v10-1.orthodb.org/?query=56322at6656	Alpha/Beta hydrolase fold
56449at6656	Complete	TRINITY_DN92202_c4_g1_i12:2-3042	880.4	647	https://v10-1.orthodb.org/?query=56449at6656	P-type ATPase, cytoplasmic domain N
56523at6656	Complete	TRINITY_DN77653_c4_g2_i3:2432-4354	750.8	476	https://v10-1.orthodb.org/?query=56523at6656	Leucine-rich repeat
56687at6656	Missing
56836at6656	Complete	TRINITY_DN78118_c9_g1_i1:1137-2339	598.7	329	https://v10-1.orthodb.org/?query=56836at6656	Winged helix-like DNA-binding domain superfamily
57262at6656	Complete	TRINITY_DN72563_c13_g1_i1:655-1824	322.9	231	https://v10-1.orthodb.org/?query=57262at6656	Protoheme IX farnesyltransferase, mitochondrial
57597at6656	Complete	TRINITY_DN75955_c4_g2_i3:1721-4028	222.5	275	https://v10-1.orthodb.org/?query=57597at6656	Coiled-coil domain-containing protein 22
57605at6656	Complete	TRINITY_DN74346_c13_g1_i4:161-1827	460.4	385	https://v10-1.orthodb.org/?query=57605at6656	De-etiolated protein 1, Det1
57624at6656	Complete	TRINITY_DN87942_c5_g1_i2:308-2344	590.5	426	https://v10-1.orthodb.org/?query=57624at6656	LMBR1-like membrane protein
57932at6656	Complete	TRINITY_DN92960_c4_g1_i3:440-2158	505.9	403	https://v10-1.orthodb.org/?query=57932at6656	RNA helicase
58012at6656	Complete	TRINITY_DN74697_c8_g1_i5:284-2029	391.5	375	https://v10-1.orthodb.org/?query=58012at6656	DNA polymerase epsilon subunit
58027at6656	Complete	TRINITY_DN77081_c8_g9_i1:614-2290	655.9	457	https://v10-1.orthodb.org/?query=58027at6656	BTB/POZ domain
58110at6656	Complete	TRINITY_DN84398_c2_g1_i4:188-1763	553.1	346	https://v10-1.orthodb.org/?query=58110at6656	WD40 repeat
58119at6656	Complete	TRINITY_DN76830_c5_g1_i5:633-2144	701.0	413	https://v10-1.orthodb.org/?query=58119at6656	WD40 repeat
58276at6656	Complete	TRINITY_DN84319_c14_g1_i3:941-2188	582.6	336	https://v10-1.orthodb.org/?query=58276at6656	Acyl-CoA dehydrogenase/oxidase, N-terminal
59084at6656	Complete	TRINITY_DN77644_c22_g2_i1:279-1655	581.2	362	https://v10-1.orthodb.org/?query=59084at6656	26S proteasome non-ATPase regulatory subunit 3
59193at6656	Complete	TRINITY_DN77247_c0_g1_i1:273-1661	247.8	289	https://v10-1.orthodb.org/?query=59193at6656	PSP, proline-rich
59197at6656	Complete	TRINITY_DN93417_c8_g3_i1:2311-3432	101.7	152	https://v10-1.orthodb.org/?query=59197at6656	EF-hand domain
59200at6656	Complete	TRINITY_DN78763_c15_g5_i1:106-1871	581.5	295	https://v10-1.orthodb.org/?query=59200at6656	Tetratricopeptide repeat
59226at6656	Complete	TRINITY_DN85802_c6_g1_i1:128-2287	740.4	526	https://v10-1.orthodb.org/?query=59226at6656	DNA mismatch repair protein Mlh1, C-terminal
59393at6656	Complete	TRINITY_DN92547_c5_g1_i1:10-1395	349.4	232	https://v10-1.orthodb.org/?query=59393at6656	Pyridoxal phosphate-dependent transferase
59430at6656	Complete	TRINITY_DN75873_c11_g4_i1:16-1824	414.9	328	https://v10-1.orthodb.org/?query=59430at6656	DIRP domain
59681at6656	Complete	TRINITY_DN89898_c8_g1_i1:2576-3977	641.9	335	https://v10-1.orthodb.org/?query=59681at6656	Actin family
59824at6656	Complete	TRINITY_DN89724_c10_g1_i6:88-2006	782.9	383	https://v10-1.orthodb.org/?query=59824at6656	WD40 repeat
59833at6656	Complete	TRINITY_DN81742_c0_g1_i1:199-1698	646.3	402	https://v10-1.orthodb.org/?query=59833at6656	Nop domain
60067at6656	Complete	TRINITY_DN78882_c9_g1_i3:186-1052	151.8	261	https://v10-1.orthodb.org/?query=60067at6656	UAA transporter
60299at6656	Complete	TRINITY_DN83738_c12_g2_i1:257-1555	720.5	357	https://v10-1.orthodb.org/?query=60299at6656	26S Proteasome regulatory subunit 7
60333at6656	Complete	TRINITY_DN90250_c6_g1_i1:964-2425	632.4	389	https://v10-1.orthodb.org/?query=60333at6656	Zinc finger, UBP-type
60356at6656	Complete	TRINITY_DN74360_c12_g2_i2:0-1751	504.4	340	https://v10-1.orthodb.org/?query=60356at6656	WD40-repeat-containing domain
60468at6656	Missing
60682at6656	Missing
60729at6656	Complete	TRINITY_DN86555_c12_g1_i2:288-1967	607.1	404	https://v10-1.orthodb.org/?query=60729at6656	beta-catenin-like protein 1
60750at6656	Missing
60762at6656	Complete	TRINITY_DN77072_c5_g1_i4:255-1406	373.2	296	https://v10-1.orthodb.org/?query=60762at6656	General transcription factor IIH subunit
61081at6656	Complete	TRINITY_DN89369_c6_g1_i3:848-2233	300.8	298	https://v10-1.orthodb.org/?query=61081at6656	Ribosomal protein Rsm22-like
61096at6656	Complete	TRINITY_DN75543_c10_g1_i1:401-1696	372.6	286	https://v10-1.orthodb.org/?query=61096at6656	DNA methyltransferase 1-associated 1
61153at6656	Complete	TRINITY_DN87175_c8_g2_i4:305-2101	630.9	470	https://v10-1.orthodb.org/?query=61153at6656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
61180at6656	Complete	TRINITY_DN92127_c5_g3_i3:449-3316	459.1	386	https://v10-1.orthodb.org/?query=61180at6656	ATPase, AAA-type, core
61261at6656	Complete	TRINITY_DN72002_c9_g1_i4:939-2768	627.9	464	https://v10-1.orthodb.org/?query=61261at6656	ATPase family AAA domain-containing protein 3
61577at6656	Missing
61612at6656	Complete	TRINITY_DN92456_c8_g1_i5:243-2639	689.7	482	https://v10-1.orthodb.org/?query=61612at6656	Splicing factor 3A subunit 1
62010at6656	Complete	TRINITY_DN90674_c9_g1_i4:57-794	77.9	88	https://v10-1.orthodb.org/?query=62010at6656	Phosphorylated adapter RNA export protein
62275at6656	Fragmented	TRINITY_DN87782_c5_g5_i3:853-1896	288.2	236	https://v10-1.orthodb.org/?query=62275at6656	Mannosyltransferase
62580at6656	Complete	TRINITY_DN75012_c15_g1_i3:101-1348	364.9	248	https://v10-1.orthodb.org/?query=62580at6656	Nuclear hormone receptor
62678at6656	Complete	TRINITY_DN83902_c1_g1_i4:1603-5718	538.4	617	https://v10-1.orthodb.org/?query=62678at6656	SAC3/GANP/THP3
62914at6656	Complete	TRINITY_DN84850_c10_g2_i1:168-2021	223.1	282	https://v10-1.orthodb.org/?query=62914at6656	Smg8/Smg9
62979at6656	Complete	TRINITY_DN73624_c13_g1_i1:153-1889	754.1	449	https://v10-1.orthodb.org/?query=62979at6656	Negative elongation factor B
63193at6656	Fragmented	TRINITY_DN77971_c23_g1_i2:0-635	258.4	175	https://v10-1.orthodb.org/?query=63193at6656	Thioredoxin domain
63228at6656	Complete	TRINITY_DN78422_c8_g1_i9:2477-4456	587.9	437	https://v10-1.orthodb.org/?query=63228at6656	DnaJ domain
63461at6656	Missing
63923at6656	Fragmented	TRINITY_DN76346_c9_g1_i2:37-772	245.4	162	https://v10-1.orthodb.org/?query=63923at6656	Intimal thickness related receptor, IRP
63924at6656	Complete	TRINITY_DN82555_c7_g2_i5:434-2257	551.6	428	https://v10-1.orthodb.org/?query=63924at6656	NEDD8-activating enzyme E1 regulatory subunit
64046at6656	Complete	TRINITY_DN84923_c2_g2_i1:281-2524	243.6	293	https://v10-1.orthodb.org/?query=64046at6656	Sterile alpha motif domain
64896at6656	Complete	TRINITY_DN76911_c7_g1_i7:485-2130	431.2	365	https://v10-1.orthodb.org/?query=64896at6656	Transmembrane protein 161A/B
65490at6656	Complete	TRINITY_DN85409_c2_g1_i1:30-752	227.7	176	https://v10-1.orthodb.org/?query=65490at6656	UBX domain
65508at6656	Complete	TRINITY_DN77823_c4_g3_i2:127-1185	499.3	295	https://v10-1.orthodb.org/?query=65508at6656	Thiolase
65532at6656	Complete	TRINITY_DN86856_c1_g1_i1:50-2829	607.1	386	https://v10-1.orthodb.org/?query=65532at6656	Transcription initiation factor TFIID subunit 6
65949at6656	Complete	TRINITY_DN81477_c5_g1_i2:884-2479	449.1	360	https://v10-1.orthodb.org/?query=65949at6656	WD40 repeat
66028at6656	Complete	TRINITY_DN83891_c8_g7_i1:258-1295	551.0	272	https://v10-1.orthodb.org/?query=66028at6656	WD40 repeat
66229at6656	Complete	TRINITY_DN77260_c8_g1_i1:4-1521	441.8	345	https://v10-1.orthodb.org/?query=66229at6656	U3 small nucleolar RNA-associated protein 15, C-terminal
66299at6656	Missing
66366at6656	Complete	TRINITY_DN91258_c13_g2_i5:545-2005	526.6	342	https://v10-1.orthodb.org/?query=66366at6656	Protein kinase domain
66597at6656	Complete	TRINITY_DN90105_c5_g2_i6:72-1547	514.1	391	https://v10-1.orthodb.org/?query=66597at6656	Tetratricopeptide repeat
66770at6656	Complete	TRINITY_DN90288_c4_g1_i3:1017-3223	413.9	344	https://v10-1.orthodb.org/?query=66770at6656	TFIIH p62 subunit, N-terminal
67113at6656	Complete	TRINITY_DN88641_c5_g1_i3:361-1704	502.0	346	https://v10-1.orthodb.org/?query=67113at6656	Winged helix-like DNA-binding domain superfamily
67166at6656	Complete	TRINITY_DN90439_c8_g1_i1:267-2546	898.0	562	https://v10-1.orthodb.org/?query=67166at6656	DnaJ domain
67191at6656	Complete	TRINITY_DN91680_c2_g1_i5:761-2004	433.7	278	https://v10-1.orthodb.org/?query=67191at6656	COX15/CtaA family
67491at6656	Complete	TRINITY_DN72597_c13_g2_i3:621-1775	407.7	260	https://v10-1.orthodb.org/?query=67491at6656	Protein kinase domain
67583at6656	Missing
67710at6656	Complete	TRINITY_DN88726_c8_g2_i14:1327-4712	723.9	677	https://v10-1.orthodb.org/?query=67710at6656	DNA2/NAM7 helicase, AAA domain
68468at6656	Complete	TRINITY_DN91471_c4_g1_i4:3140-4387	624.6	346	https://v10-1.orthodb.org/?query=68468at6656	Clathrin adaptor, mu subunit
68491at6656	Missing
68731at6656	Complete	TRINITY_DN82922_c9_g2_i1:904-2388	529.7	378	https://v10-1.orthodb.org/?query=68731at6656	Ubiquitin specific protease, conserved site
68876at6656	Complete	TRINITY_DN85499_c9_g1_i1:243-1346	572.9	295	https://v10-1.orthodb.org/?query=68876at6656	Methionine aminopeptidase 2
68939at6656	Complete	TRINITY_DN79600_c6_g1_i8:579-3021	699.5	446	https://v10-1.orthodb.org/?query=68939at6656	Zinc finger, CCCH-type
68961at6656	Complete	TRINITY_DN85844_c11_g1_i1:317-1276	487.0	266	https://v10-1.orthodb.org/?query=68961at6656	Ribonucleotide reductase small subunit
68981at6656	Complete	TRINITY_DN71286_c0_g1_i1:267-1499	278.2	293	https://v10-1.orthodb.org/?query=68981at6656	Sister chromatid cohesion protein Dcc1
68987at6656	Complete	TRINITY_DN91089_c6_g3_i6:213-1226	377.3	245	https://v10-1.orthodb.org/?query=68987at6656	Nucleotidyl transferase domain
69201at6656	Complete	TRINITY_DN92039_c2_g2_i4:173-1705	501.2	390	https://v10-1.orthodb.org/?query=69201at6656	GTP binding domain
69238at6656	Complete	TRINITY_DN91050_c6_g1_i2:118-939	115.6	166	https://v10-1.orthodb.org/?query=69238at6656	Inositol monophosphatase-like
69284at6656	Complete	TRINITY_DN85726_c7_g1_i3:1691-2767	174.0	181	https://v10-1.orthodb.org/?query=69284at6656	Cyclin PHO80-like
69394at6656	Complete	TRINITY_DN74949_c5_g1_i3:38-1459	613.7	330	https://v10-1.orthodb.org/?query=69394at6656	Pseudouridine synthase II, N-terminal
69403at6656	Missing
69742at6656	Complete	TRINITY_DN87573_c0_g1_i1:511-1641	346.8	304	https://v10-1.orthodb.org/?query=69742at6656	26S proteasome non-ATPase regulatory subunit 13
69897at6656	Complete	TRINITY_DN78714_c12_g1_i7:209-2799	431.9	391	https://v10-1.orthodb.org/?query=69897at6656	MIF4G-like domain superfamily
70078at6656	Complete	TRINITY_DN92494_c10_g1_i1:70-1410	513.1	314	https://v10-1.orthodb.org/?query=70078at6656	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal
70201at6656	Complete	TRINITY_DN83187_c17_g3_i3:364-1929	593.8	364	https://v10-1.orthodb.org/?query=70201at6656	ATPase, AAA-type, conserved site
70300at6656	Complete	TRINITY_DN84655_c15_g1_i2:179-679	114.9	100	https://v10-1.orthodb.org/?query=70300at6656	Neugrin/Rrg9
70550at6656	Complete	TRINITY_DN71864_c9_g1_i11:1-960	405.1	253	https://v10-1.orthodb.org/?query=70550at6656	Sugar phosphate transporter domain
70663at6656	Complete	TRINITY_DN90171_c0_g1_i6:229-1707	470.3	301	https://v10-1.orthodb.org/?query=70663at6656	Helicase, C-terminal
71018at6656	Complete	TRINITY_DN91122_c1_g3_i1:21-1097	393.8	304	https://v10-1.orthodb.org/?query=71018at6656	WD40 repeat
71110at6656	Complete	TRINITY_DN78223_c15_g1_i5:79-1335	498.6	321	https://v10-1.orthodb.org/?query=71110at6656	Fumarylacetoacetase-like, C-terminal
71129at6656	Complete	TRINITY_DN92211_c1_g5_i5:603-2407	547.6	333	https://v10-1.orthodb.org/?query=71129at6656	NadR/Ttd14, AAA domain
71199at6656	Complete	TRINITY_DN72671_c11_g2_i1:187-1257	510.6	297	https://v10-1.orthodb.org/?query=71199at6656	Ubiquitin specific protease, conserved site
71230at6656	Complete	TRINITY_DN80252_c7_g4_i1:376-1649	358.4	253	https://v10-1.orthodb.org/?query=71230at6656	Solute carrier family 25 member 46
71251at6656	Complete	TRINITY_DN71341_c11_g2_i7:140-1663	394.6	265	https://v10-1.orthodb.org/?query=71251at6656	Rab-GTPase-TBC domain
71483at6656	Complete	TRINITY_DN86617_c6_g3_i6:2355-3530	302.6	230	https://v10-1.orthodb.org/?query=71483at6656	Diphosphomevalonate decarboxylase
71937at6656	Complete	TRINITY_DN90474_c2_g1_i3:747-2279	480.9	393	https://v10-1.orthodb.org/?query=71937at6656	von Willebrand factor, type A
72450at6656	Complete	TRINITY_DN93088_c11_g1_i5:703-3049	383.6	422	https://v10-1.orthodb.org/?query=72450at6656	Regulator of MON1-CCZ1 complex, C-terminal
72578at6656	Complete	TRINITY_DN85202_c5_g2_i1:83-1924	571.1	398	https://v10-1.orthodb.org/?query=72578at6656	tRNA-dihydrouridine synthase
72583at6656	Missing
72586at6656	Complete	TRINITY_DN87224_c9_g1_i1:672-2349	666.9	409	https://v10-1.orthodb.org/?query=72586at6656	UbiB domain
72782at6656	Complete	TRINITY_DN74535_c5_g3_i4:17-1207	410.9	279	https://v10-1.orthodb.org/?query=72782at6656	Branched-chain-amino-acid aminotransferase
72857at6656	Complete	TRINITY_DN87790_c10_g1_i2:298-2232	522.1	375	https://v10-1.orthodb.org/?query=72857at6656	WD40 repeat
73084at6656	Complete	TRINITY_DN80671_c2_g1_i1:183-1622	537.6	338	https://v10-1.orthodb.org/?query=73084at6656	Eukaryotic translation initiation factor 3 subunit E
73301at6656	Complete	TRINITY_DN81668_c6_g1_i1:302-1918	654.4	400	https://v10-1.orthodb.org/?query=73301at6656	Eukaryotic translation initiation factor 3 subunit L
73455at6656	Complete	TRINITY_DN88663_c4_g1_i2:283-2277	730.6	492	https://v10-1.orthodb.org/?query=73455at6656	Cactin, central domain
73456at6656	Complete	TRINITY_DN86026_c11_g2_i5:58-1696	515.9	327	https://v10-1.orthodb.org/?query=73456at6656	Amyloidogenic glycoprotein, copper-binding
73547at6656	Complete	TRINITY_DN85275_c12_g1_i7:68-1429	104.4	179	https://v10-1.orthodb.org/?query=73547at6656	Rad9/Ddc1
74030at6656	Complete	TRINITY_DN81180_c13_g3_i2:85-1869	296.8	359	https://v10-1.orthodb.org/?query=74030at6656	Anaphase-promoting complex subunit 5
74384at6656	Complete	TRINITY_DN89699_c7_g1_i1:194-1654	540.3	415	https://v10-1.orthodb.org/?query=74384at6656	PPM-type phosphatase domain
74655at6656	Complete	TRINITY_DN84494_c5_g4_i4:495-2394	521.4	374	https://v10-1.orthodb.org/?query=74655at6656	Glycosyltransferase 61
