	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, NO-BLAST]	TRINITY_DN88427_c10_g1_i1.p1	---NA---	101									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88427_c13_g1_i1.p1	---NA---	100									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88428_c5_g1_i1.p1	---NA---	210									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88429_c7_g4_i1.p1	---NA---	125									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88431_c6_g1_i1.p1	---NA---	112									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88433_c10_g3_i2.p1	---NA---	154									SignalP-noTM (SIGNALP_EUK); SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88434_c13_g2_i1.p1	---NA---	113									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88434_c4_g1_i1.p1	---NA---	128									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88439_c3_g1_i1.p1	---NA---	103									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88439_c9_g3_i1.p1	---NA---	122									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88441_c14_g1_i1.p1	---NA---	111									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88441_c14_g2_i1.p2	---NA---	128									SIGNAL_PEPTIDE_N_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88441_c2_g1_i1.p1	---NA---	120									TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88441_c9_g1_i1.p2	---NA---	104									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88442_c7_g1_i2.p1	---NA---	99									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88444_c2_g1_i1.p1	---NA---	105									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88446_c3_g1_i1.p1	---NA---	143									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88447_c2_g1_i1.p1	---NA---	103									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN88447_c5_g3_i1.p2	---NA---	108									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88450_c9_g1_i2.p1	---NA---	99									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN88451_c3_g1_i1.p1	---NA---	235									SIGNAL_PEPTIDE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SignalP-noTM (SIGNALP_EUK); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88456_c3_g1_i1.p1	---NA---	102									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88460_c6_g2_i1.p1	---NA---	141									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88460_c9_g3_i1.p1	---NA---	105									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88465_c6_g1_i1.p2	---NA---	181									Coil (COILS); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88465_c6_g2_i1.p1	---NA---	118									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88466_c13_g2_i2.p1	---NA---	121									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88468_c6_g1_i2.p1	---NA---	249									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88470_c8_g1_i1.p2	---NA---	103									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88474_c12_g1_i4.p2	---NA---	152									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88475_c8_g2_i1.p1	---NA---	112									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88477_c0_g1_i1.p2	---NA---	137									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88478_c14_g1_i1.p1	---NA---	106									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88478_c15_g1_i1.p2	---NA---	101									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88480_c11_g1_i1.p1	---NA---	161									SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-TM (SIGNALP_EUK)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88480_c20_g1_i1.p1	---NA---	207									TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SignalP-TM (SIGNALP_EUK); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88481_c20_g1_i1.p1	---NA---	143									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88481_c3_g1_i1.p3	---NA---	99									mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88481_c6_g3_i1.p1	---NA---	217									CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88482_c11_g1_i1.p1	---NA---	207									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88482_c2_g1_i1.p1	---NA---	100									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88483_c9_g4_i1.p1	---NA---	101									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88485_c18_g1_i1.p2	---NA---	118									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88486_c15_g2_i1.p3	---NA---	134									SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88486_c25_g1_i1.p2	---NA---	100									mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88486_c4_g2_i1.p1	---NA---	114									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88487_c2_g1_i1.p1	---NA---	136									TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88487_c8_g2_i1.p1	---NA---	122									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN88489_c10_g2_i1.p1	---NA---	127									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN8848_c0_g1_i1.p1	---NA---	112									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88504_c0_g1_i1.p1	---NA---	114									TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88504_c14_g7_i1.p1	---NA---	108									SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88504_c17_g1_i1.p1	---NA---	116									SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88504_c8_g1_i1.p1	---NA---	151									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88508_c14_g4_i1.p1	---NA---	121									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88508_c21_g1_i1.p1	---NA---	101									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88508_c9_g2_i1.p2	---NA---	104									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88510_c6_g5_i1.p1	---NA---	101									no IPS match	no IPS match	no IPS match
true	[INTERPRO, NO-BLAST]	TRINITY_DN88514_c0_g1_i2.p1	---NA---	151									Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88514_c2_g1_i1.p1	---NA---	110									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88516_c5_g1_i1.p1	---NA---	116									CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88519_c11_g5_i1.p1	---NA---	300									TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88520_c10_g1_i1.p1	---NA---	132									mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88521_c5_g1_i1.p1	---NA---	128									CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88523_c11_g1_i1.p1	---NA---	101									TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88523_c4_g1_i1.p1	---NA---	102									CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88526_c0_g1_i1.p1	---NA---	118									NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	TRINITY_DN88527_c0_g1_i2.p2	---NA---	101									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
