#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
564286at33208_6565_0:0040cb|TRINITY_DN91187_c13_g1_i1:120-647|+     -            176 564286at33208        -            121   1.5e-64  214.2   0.1   1   1   4.6e-66   2.2e-64  213.7   0.1     1   119     1   124     1   126 0.96 -
331186at33208_121845_0:003aa4|TRINITY_DN93116_c16_g2_i4:1080-1841|+ -            254 564286at33208        -            121   1.2e-12   46.6   0.4   2   3     1e-07   4.9e-06   25.3   0.1    29   103    97   167    76   177 0.85 -
331186at33208_121845_0:003aa4|TRINITY_DN93116_c16_g2_i4:1080-1841|+ -            254 564286at33208        -            121   1.2e-12   46.6   0.4   3   3   1.8e-05   0.00083   18.1   0.0    32   108   178   248   172   252 0.91 -
564286at33208_7159_0:0030fc|TRINITY_DN76024_c13_g2_i2:1117-1377|-   -             87 564286at33208        -            121   3.8e-12   45.0   0.0   1   1     9e-14   4.2e-12   44.9   0.0    37   110     3    76     1    82 0.93 -
564286at33208_7159_0:0030fc|TRINITY_DN76024_c13_g2_i4:1693-1953|-   -             87 564286at33208        -            121   3.8e-12   45.0   0.0   1   1     9e-14   4.2e-12   44.9   0.0    37   110     3    76     1    82 0.93 -
564286at33208_7159_0:0030fc|TRINITY_DN76024_c13_g2_i5:1693-1953|-   -             87 564286at33208        -            121   3.8e-12   45.0   0.0   1   1     9e-14   4.2e-12   44.9   0.0    37   110     3    76     1    82 0.93 -
578354at33208_52283_0:000fa5|TRINITY_DN72130_c16_g1_i3:629-1270|-   -            214 564286at33208        -            121   4.3e-12   44.8   0.0   1   1   1.3e-13   6.2e-12   44.3   0.0    32   106    79   153    50   160 0.91 -
564286at33208_38123_0:0017f4|TRINITY_DN85178_c13_g1_i11:2920-3078|+ -             53 564286at33208        -            121   4.3e-12   44.8   0.4   1   1   9.6e-14   4.5e-12   44.8   0.4    33    83     1    50     1    53 0.94 -
564286at33208_38123_0:0017f4|TRINITY_DN85178_c13_g1_i14:2920-3078|+ -             53 564286at33208        -            121   4.3e-12   44.8   0.4   1   1   9.6e-14   4.5e-12   44.8   0.4    33    83     1    50     1    53 0.94 -
564286at33208_38123_0:0017f4|TRINITY_DN85178_c13_g1_i1:2920-3078|+  -             53 564286at33208        -            121   4.3e-12   44.8   0.4   1   1   9.6e-14   4.5e-12   44.8   0.4    33    83     1    50     1    53 0.94 -
564286at33208_7159_0:0030fc|TRINITY_DN81227_c12_g2_i1:725-955|+     -             77 564286at33208        -            121     8e-12   44.0   0.0   1   1   1.8e-13   8.2e-12   43.9   0.0    35   106     6    77     1    77 0.95 -
564286at33208_7159_0:0030fc|TRINITY_DN81227_c12_g2_i2:423-653|+     -             77 564286at33208        -            121     8e-12   44.0   0.0   1   1   1.8e-13   8.2e-12   43.9   0.0    35   106     6    77     1    77 0.95 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i3:357-1229|+   -            291 564286at33208        -            121   1.2e-11   43.3   1.0   1   2         1        48    2.7   0.3    43    84    93   138    89   143 0.66 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i3:357-1229|+   -            291 564286at33208        -            121   1.2e-11   43.3   1.0   2   2   7.5e-12   3.5e-10   38.7   0.0    28   104   207   283   193   288 0.88 -
564286at33208_441921_0:0017da|TRINITY_DN73894_c2_g2_i3:3-218|-      -             72 564286at33208        -            121   2.2e-11   42.5   0.1   1   1   5.2e-13   2.5e-11   42.4   0.1    23    77    14    72     3    72 0.82 -
564286at33208_441921_0:0017da|TRINITY_DN73894_c2_g2_i5:3-218|-      -             72 564286at33208        -            121   2.2e-11   42.5   0.1   1   1   5.2e-13   2.5e-11   42.4   0.1    23    77    14    72     3    72 0.82 -
564286at33208_441921_0:0017da|TRINITY_DN73894_c2_g2_i6:3-218|-      -             72 564286at33208        -            121   2.2e-11   42.5   0.1   1   1   5.2e-13   2.5e-11   42.4   0.1    23    77    14    72     3    72 0.82 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i5:357-1232|+   -            292 564286at33208        -            121   2.3e-11   42.5   0.7   1   2         1        48    2.7   0.3    43    84    93   138    89   143 0.66 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i5:357-1232|+   -            292 564286at33208        -            121   2.3e-11   42.5   0.7   2   2   1.6e-11   7.6e-10   37.6   0.0    28   103   207   282   193   289 0.86 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i4:357-1348|+   -            292 564286at33208        -            121   2.4e-11   42.4   0.8   1   2         1        49    2.7   0.3    43    84    93   138    89   144 0.67 -
436539at33208_294128_0:001c56|TRINITY_DN78494_c7_g2_i4:357-1348|+   -            292 564286at33208        -            121   2.4e-11   42.4   0.8   2   2   1.6e-11   7.6e-10   37.6   0.0    28   103   207   282   193   289 0.86 -
564286at33208_6832_0:0012b4|TRINITY_DN93023_c6_g2_i4:2048-2389|-    -            114 564286at33208        -            121     3e-11   42.1   0.1   1   2   3.8e-10   1.8e-08   33.2   0.0    35    83     3    51     1    77 0.86 -
564286at33208_6832_0:0012b4|TRINITY_DN93023_c6_g2_i4:2048-2389|-    -            114 564286at33208        -            121     3e-11   42.1   0.1   2   2     0.031       1.5    7.6   0.0    30    59    84   113    72   114 0.89 -
564286at33208_6832_0:0012b4|TRINITY_DN93023_c6_g2_i6:2048-2389|-    -            114 564286at33208        -            121     3e-11   42.1   0.1   1   2   3.8e-10   1.8e-08   33.2   0.0    35    83     3    51     1    77 0.86 -
564286at33208_6832_0:0012b4|TRINITY_DN93023_c6_g2_i6:2048-2389|-    -            114 564286at33208        -            121     3e-11   42.1   0.1   2   2     0.031       1.5    7.6   0.0    30    59    84   113    72   114 0.89 -
436539at33208_7200_0:0001f1|TRINITY_DN85252_c10_g1_i1:622-831|+     -             70 564286at33208        -            121   4.2e-11   41.6   0.0   1   1   9.9e-13   4.6e-11   41.5   0.0    33   100     1    67     1    70 0.86 -
564286at33208_6832_0:0012b4|TRINITY_DN87542_c6_g2_i5:689-1021|+     -            111 564286at33208        -            121   5.2e-11   41.3   0.0   1   1   1.4e-12   6.3e-11   41.1   0.0    33    98     2    67     1    91 0.92 -
564286at33208_13249_0:001aae|TRINITY_DN92549_c8_g1_i10:288-560|-    -             91 564286at33208        -            121     1e-10   40.4   0.0   1   1   3.6e-12   1.7e-10   39.7   0.0    33   111     1    87     1    91 0.88 -
436539at33208_8128_0:001019|TRINITY_DN73894_c5_g1_i1:76-300|+       -             75 564286at33208        -            121   1.5e-10   39.8   0.0   1   1   3.3e-12   1.5e-10   39.8   0.0    30    79    26    75     5    75 0.90 -
564286at33208_13249_0:001aae|TRINITY_DN92549_c8_g1_i2:288-560|-     -             91 564286at33208        -            121   1.5e-10   39.8   0.0   1   1   5.6e-12   2.6e-10   39.1   0.0    33   111     1    87     1    91 0.88 -
564286at33208_13249_0:001aae|TRINITY_DN92549_c8_g1_i5:288-560|-     -             91 564286at33208        -            121   1.5e-10   39.8   0.0   1   1   5.6e-12   2.6e-10   39.1   0.0    33   111     1    87     1    91 0.88 -
564286at33208_13249_0:001aae|TRINITY_DN92549_c8_g1_i9:288-560|-     -             91 564286at33208        -            121   1.5e-10   39.8   0.0   1   1   5.6e-12   2.6e-10   39.1   0.0    33   111     1    87     1    91 0.88 -
564286at33208_7176_0:003daf|TRINITY_DN78507_c3_g2_i1:253-465|+      -             71 564286at33208        -            121   1.8e-10   39.6   0.1   1   1   3.8e-12   1.8e-10   39.6   0.1    33    96     1    63     1    71 0.83 -
564286at33208_6832_0:0012b4|TRINITY_DN73894_c2_g5_i1:0-236|-        -             79 564286at33208        -            121   2.2e-10   39.3   0.0   1   1   4.7e-12   2.2e-10   39.3   0.0    31    83     4    56     1    78 0.85 -
564286at33208_6832_0:0012b4|TRINITY_DN87542_c6_g2_i10:689-1021|+    -            111 564286at33208        -            121   2.4e-10   39.2   0.0   1   1   1.9e-11   8.9e-10   37.4   0.0    33    98     2    67     1    78 0.92 -
564286at33208_6832_0:0012b4|TRINITY_DN87542_c6_g2_i2:689-1021|+     -            111 564286at33208        -            121   2.4e-10   39.2   0.0   1   1   1.9e-11   8.9e-10   37.4   0.0    33    98     2    67     1    78 0.92 -
564286at33208_6832_0:0012b4|TRINITY_DN87542_c6_g2_i4:689-1021|+     -            111 564286at33208        -            121   2.4e-10   39.2   0.0   1   1   1.9e-11   8.9e-10   37.4   0.0    33    98     2    67     1    78 0.92 -
564286at33208_6832_0:0012b4|TRINITY_DN87542_c6_g2_i7:689-1021|+     -            111 564286at33208        -            121   2.4e-10   39.2   0.0   1   1   1.9e-11   8.9e-10   37.4   0.0    33    98     2    67     1    78 0.92 -
564286at33208_7159_0:0030fc|TRINITY_DN76024_c13_g2_i1:1117-1332|-   -             72 564286at33208        -            121   2.5e-10   39.1   0.0   1   1   5.9e-12   2.8e-10   39.0   0.0    51   110     2    61     1    67 0.93 -
564286at33208_7159_0:0030fc|TRINITY_DN76024_c13_g2_i3:1693-1908|-   -             72 564286at33208        -            121   2.5e-10   39.1   0.0   1   1   5.9e-12   2.8e-10   39.0   0.0    51   110     2    61     1    67 0.93 -
436539at33208_8897_0:003258|TRINITY_DN73894_c2_g1_i1:441-593|-      -             51 564286at33208        -            121   3.7e-10   38.6   0.1   1   1     8e-12   3.7e-10   38.6   0.1    32    79     4    51     1    51 0.93 -
331186at33208_121845_0:003aa4|TRINITY_DN84403_c3_g1_i2:2095-2670|-  -            192 564286at33208        -            121   5.4e-10   38.0   0.0   1   2   9.1e-08   4.3e-06   25.5   0.0    34    98    17    83     8   107 0.84 -
331186at33208_121845_0:003aa4|TRINITY_DN84403_c3_g1_i2:2095-2670|-  -            192 564286at33208        -            121   5.4e-10   38.0   0.0   2   2    0.0025      0.12   11.2   0.0    35   108   111   185    92   191 0.75 -
587958at33208_136037_0:001f79|TRINITY_DN78468_c9_g2_i1:536-880|-    -            115 564286at33208        -            121   5.5e-10   38.0   0.1   1   1   1.5e-11   6.9e-10   37.7   0.1    32   119    19   103    14   106 0.90 -
596973at33208_166423_0:002eec|TRINITY_DN92549_c8_g1_i7:0-950|-      -            317 564286at33208        -            121   8.6e-10   37.4   0.0   1   1   3.2e-11   1.5e-09   36.6   0.0    31   111   129   217   121   223 0.87 -
596973at33208_166423_0:002eec|TRINITY_DN92549_c8_g1_i6:0-1022|-     -            341 564286at33208        -            121     1e-09   37.2   0.0   1   1   3.7e-11   1.7e-09   36.4   0.0    31   111   153   241   145   247 0.87 -
596973at33208_166423_0:002eec|TRINITY_DN92549_c8_g1_i8:0-1022|-     -            341 564286at33208        -            121     1e-09   37.2   0.0   1   1   3.7e-11   1.7e-09   36.4   0.0    31   111   153   241   145   247 0.87 -
564286at33208_441921_0:0017da|TRINITY_DN76980_c8_g1_i1:79-306|-     -             76 564286at33208        -            121   1.3e-09   36.8   0.1   1   1   2.8e-11   1.3e-09   36.8   0.1    34   105     2    72     1    76 0.88 -
587958at33208_13249_0:000902|TRINITY_DN76633_c3_g1_i14:1068-1283|-  -             72 564286at33208        -            121   1.7e-09   36.5   0.0   1   1   3.9e-11   1.8e-09   36.3   0.0    33   105     3    72     1    72 0.96 -
587958at33208_13249_0:000902|TRINITY_DN76633_c3_g1_i5:2200-2415|-   -             72 564286at33208        -            121   1.7e-09   36.5   0.0   1   1   3.9e-11   1.8e-09   36.3   0.0    33   105     3    72     1    72 0.96 -
436539at33208_8897_0:003258|TRINITY_DN78494_c7_g2_i1:146-400|+      -             85 564286at33208        -            121   1.7e-09   36.5   0.0   1   1   3.9e-11   1.8e-09   36.4   0.0    38   105    13    80     2    84 0.86 -
564286at33208_6832_0:0012b4|TRINITY_DN84616_c7_g1_i4:514-906|+      -            131 564286at33208        -            121   2.5e-09   35.9   0.0   1   2   1.7e-07   7.7e-06   24.6   0.0    32   112     4    83     1    94 0.87 -
564286at33208_6832_0:0012b4|TRINITY_DN84616_c7_g1_i4:514-906|+      -            131 564286at33208        -            121   2.5e-09   35.9   0.0   2   2    0.0037      0.17   10.6   0.0    31    60   101   130    78   131 0.75 -
436539at33208_7200_0:0001f1|TRINITY_DN76633_c3_g1_i10:1909-2136|-   -             76 564286at33208        -            121   2.8e-09   35.8   0.0   1   1   6.8e-11   3.2e-09   35.6   0.0    33   103     1    71     1    75 0.94 -
436539at33208_7200_0:0001f1|TRINITY_DN76633_c3_g1_i14:777-1004|-    -             76 564286at33208        -            121   2.8e-09   35.8   0.0   1   1   6.8e-11   3.2e-09   35.6   0.0    33   103     1    71     1    75 0.94 -
436539at33208_7200_0:0001f1|TRINITY_DN76633_c3_g1_i5:1909-2136|-    -             76 564286at33208        -            121   2.8e-09   35.8   0.0   1   1   6.8e-11   3.2e-09   35.6   0.0    33   103     1    71     1    75 0.94 -
436539at33208_7200_0:0001f1|TRINITY_DN76633_c3_g1_i8:777-1004|-     -             76 564286at33208        -            121   2.8e-09   35.8   0.0   1   1   6.8e-11   3.2e-09   35.6   0.0    33   103     1    71     1    75 0.94 -
436539at33208_7200_0:0001f1|TRINITY_DN76633_c3_g1_i9:1909-2136|-    -             76 564286at33208        -            121   2.8e-09   35.8   0.0   1   1   6.8e-11   3.2e-09   35.6   0.0    33   103     1    71     1    75 0.94 -
547099at33208_50429_0:005f1c|TRINITY_DN85415_c7_g1_i1:127-375|+     -             83 564286at33208        -            121   3.2e-09   35.5   0.0   1   1   7.8e-11   3.7e-09   35.4   0.0    35    95    21    81    14    83 0.94 -
547099at33208_50429_0:005f1c|TRINITY_DN85415_c7_g1_i3:67-315|+      -             83 564286at33208        -            121   3.2e-09   35.5   0.0   1   1   7.8e-11   3.7e-09   35.4   0.0    35    95    21    81    14    83 0.94 -
547099at33208_50429_0:005f1c|TRINITY_DN85415_c7_g1_i6:127-375|+     -             83 564286at33208        -            121   3.2e-09   35.5   0.0   1   1   7.8e-11   3.7e-09   35.4   0.0    35    95    21    81    14    83 0.94 -
547099at33208_50429_0:005f1c|TRINITY_DN85415_c7_g1_i7:127-375|+     -             83 564286at33208        -            121   3.2e-09   35.5   0.0   1   1   7.8e-11   3.7e-09   35.4   0.0    35    95    21    81    14    83 0.94 -
564286at33208_7160_0:003f5c|TRINITY_DN73763_c7_g1_i4:1490-1699|-    -             70 564286at33208        -            121   4.3e-09   35.2   0.1   1   1     1e-10   4.7e-09   35.0   0.1    34   105     1    70     1    70 0.93 -
564286at33208_7160_0:003f5c|TRINITY_DN73763_c7_g1_i7:1559-1768|-    -             70 564286at33208        -            121   4.3e-09   35.2   0.1   1   1     1e-10   4.7e-09   35.0   0.1    34   105     1    70     1    70 0.93 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i10:57-284|+    -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i13:57-284|+    -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i2:57-284|+     -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i4:57-284|+     -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i7:57-284|+     -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
547099at33208_225164_0:005b50|TRINITY_DN93654_c3_g1_i9:57-284|+     -             76 564286at33208        -            121   5.5e-09   34.8   0.0   1   1   1.2e-10   5.7e-09   34.7   0.0    34   107     2    75     1    76 0.95 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i11:199-555|-   -            119 564286at33208        -            121   5.7e-09   34.8   0.0   1   2      0.22        10    4.9   0.0    73   108     1    36     1    48 0.90 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i11:199-555|-   -            119 564286at33208        -            121   5.7e-09   34.8   0.0   2   2   9.9e-09   4.6e-07   28.6   0.0    25    83    56   114    40   119 0.83 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i13:199-555|-   -            119 564286at33208        -            121   5.7e-09   34.8   0.0   1   2      0.22        10    4.9   0.0    73   108     1    36     1    48 0.90 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i13:199-555|-   -            119 564286at33208        -            121   5.7e-09   34.8   0.0   2   2   9.9e-09   4.6e-07   28.6   0.0    25    83    56   114    40   119 0.83 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i2:469-825|-    -            119 564286at33208        -            121   5.7e-09   34.8   0.0   1   2      0.22        10    4.9   0.0    73   108     1    36     1    48 0.90 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i2:469-825|-    -            119 564286at33208        -            121   5.7e-09   34.8   0.0   2   2   9.9e-09   4.6e-07   28.6   0.0    25    83    56   114    40   119 0.83 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i3:469-825|-    -            119 564286at33208        -            121   5.7e-09   34.8   0.0   1   2      0.22        10    4.9   0.0    73   108     1    36     1    48 0.90 -
196950at33208_259920_0:0013f9|TRINITY_DN75451_c7_g2_i3:469-825|-    -            119 564286at33208        -            121   5.7e-09   34.8   0.0   2   2   9.9e-09   4.6e-07   28.6   0.0    25    83    56   114    40   119 0.83 -
564286at33208_441921_0:0017da|TRINITY_DN72130_c16_g1_i1:1482-1700|- -             73 564286at33208        -            121   1.2e-08   33.7   0.0   1   1   2.7e-10   1.3e-08   33.6   0.0    32    83    22    73     6    73 0.92 -
564286at33208_441921_0:0017da|TRINITY_DN72130_c16_g1_i4:1482-1700|- -             73 564286at33208        -            121   1.2e-08   33.7   0.0   1   1   2.7e-10   1.3e-08   33.6   0.0    32    83    22    73     6    73 0.92 -
564286at33208_441921_0:0017da|TRINITY_DN72130_c16_g1_i5:1448-1666|- -             73 564286at33208        -            121   1.2e-08   33.7   0.0   1   1   2.7e-10   1.3e-08   33.6   0.0    32    83    22    73     6    73 0.92 -
436539at33208_8897_0:003258|TRINITY_DN78228_c5_g1_i1:907-1113|-     -             69 564286at33208        -            121   1.4e-08   33.5   0.0   1   1   3.1e-10   1.4e-08   33.5   0.0    38   105     1    68     1    69 0.96 -
564286at33208_438502_0:005d3e|TRINITY_DN73894_c2_g4_i1:100-279|+    -             60 564286at33208        -            121   2.3e-08   32.8   0.3   1   1     5e-10   2.4e-08   32.8   0.3    43    95     1    57     1    60 0.83 -
564286at33208_610380_0:0000e5|TRINITY_DN73456_c10_g1_i1:300-593|-   -             98 564286at33208        -            121   2.6e-08   32.6   0.0   1   1   6.6e-10   3.1e-08   32.4   0.0    28   105    16    93     5    97 0.95 -
564286at33208_7397_0:004a22|TRINITY_DN76980_c8_g1_i3:40-246|-       -             69 564286at33208        -            121   2.7e-08   32.5   0.0   1   1   6.4e-10     3e-08   32.4   0.0    47   103    13    68     6    69 0.89 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i10:139-360|-    -             74 564286at33208        -            121   4.2e-08   32.0   0.0   1   1     9e-10   4.2e-08   31.9   0.0    44    96    10    62     1    71 0.88 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i1:409-630|-     -             74 564286at33208        -            121   4.2e-08   32.0   0.0   1   1     9e-10   4.2e-08   31.9   0.0    44    96    10    62     1    71 0.88 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i7:139-360|-     -             74 564286at33208        -            121   4.2e-08   32.0   0.0   1   1     9e-10   4.2e-08   31.9   0.0    44    96    10    62     1    71 0.88 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i8:409-630|-     -             74 564286at33208        -            121   4.2e-08   32.0   0.0   1   1     9e-10   4.2e-08   31.9   0.0    44    96    10    62     1    71 0.88 -
564286at33208_7176_0:003daf|TRINITY_DN76980_c8_g1_i2:40-252|-       -             71 564286at33208        -            121   4.2e-08   32.0   0.2   1   1   9.3e-10   4.4e-08   31.9   0.2    34   104     2    71     1    71 0.89 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i4:139-360|-     -             74 564286at33208        -            121   4.6e-08   31.8   0.0   1   1   9.9e-10   4.6e-08   31.8   0.0    45    96    11    62     1    71 0.89 -
436539at33208_88015_0:000b1d|TRINITY_DN75451_c7_g2_i9:409-630|-     -             74 564286at33208        -            121   4.6e-08   31.8   0.0   1   1   9.9e-10   4.6e-08   31.8   0.0    45    96    11    62     1    71 0.89 -
436539at33208_7200_0:0001f1|TRINITY_DN75338_c5_g5_i5:3446-3691|-    -             82 564286at33208        -            121   6.6e-08   31.3   0.0   1   1   1.5e-09   6.8e-08   31.3   0.0    34   107     2    75     1    82 0.94 -
547099at33208_1629725_0:0007aa|TRINITY_DN87486_c3_g1_i1:413-658|-   -             82 564286at33208        -            121   1.7e-07   30.0   0.0   1   1   3.8e-09   1.8e-07   29.9   0.0    38   109     8    78     1    81 0.86 -
444231at33208_121225_0:000b27|TRINITY_DN83966_c11_g2_i3:192-1244|+  -            287 564286at33208        -            121   2.3e-07   29.5   0.0   1   1   1.1e-08     5e-07   28.5   0.0    32    90     3    61     2    82 0.92 -
444231at33208_13037_0:002e6d|TRINITY_DN83966_c11_g2_i2:743-1816|+   -            303 564286at33208        -            121     3e-07   29.2   0.0   1   1   1.3e-08   6.3e-07   28.2   0.0    33    91     2    60     1    78 0.90 -
564286at33208_6573_0:0053a2|TRINITY_DN87254_c8_g2_i5:360-593|+      -             78 564286at33208        -            121   3.7e-07   28.9   0.0   1   1   8.5e-09     4e-07   28.8   0.0    55   108     2    55     1    66 0.91 -
444231at33208_121225_0:000b27|TRINITY_DN83966_c11_g2_i2:58-1789|+   -            450 564286at33208        -            121   4.2e-07   28.7   0.0   1   1   1.9e-08   8.8e-07   27.7   0.0    32    90   166   224   162   242 0.92 -
444231at33208_121225_0:000b27|TRINITY_DN83966_c11_g2_i1:744-2571|+  -            482 564286at33208        -            121   4.5e-07   28.6   0.0   1   1   2.1e-08   9.7e-07   27.6   0.0    32    90   198   256   194   274 0.92 -
564286at33208_222816_0:00218d|TRINITY_DN77605_c7_g2_i1:96-410|+     -            105 564286at33208        -            121   6.7e-07   28.1   0.0   1   1   1.4e-08   6.7e-07   28.1   0.0    22    83     4    65     1   104 0.84 -
564286at33208_222816_0:00218d|TRINITY_DN77605_c7_g2_i2:96-410|+     -            105 564286at33208        -            121   6.7e-07   28.1   0.0   1   1   1.4e-08   6.7e-07   28.1   0.0    22    83     4    65     1   104 0.84 -
560566at33208_88015_0:002bdd|TRINITY_DN80264_c9_g2_i1:451-810|+     -            120 564286at33208        -            121   1.9e-06   26.6   0.0   1   1   4.8e-08   2.2e-06   26.4   0.0    33    91     2    64     1    84 0.81 -
564286at33208_121225_0:0029b4|TRINITY_DN85252_c10_g2_i1:414-602|-   -             63 564286at33208        -            121     2e-06   26.5   0.0   1   1   4.3e-08     2e-06   26.5   0.0    41    87     1    47     1    63 0.81 -
564286at33208_441921_0:0017da|TRINITY_DN76980_c7_g1_i1:7-222|+      -             72 564286at33208        -            121   2.7e-06   26.1   0.1   1   1   5.7e-08   2.7e-06   26.1   0.1    32    96     8    71     1    72 0.85 -
547099at33208_1629725_0:0007aa|TRINITY_DN93237_c16_g1_i1:82-369|+   -             96 564286at33208        -            121     4e-06   25.6   0.0   1   1   1.1e-07   5.1e-06   25.2   0.0    33   109     1    73     1    80 0.91 -
547099at33208_1629725_0:0007aa|TRINITY_DN93237_c16_g1_i2:82-369|+   -             96 564286at33208        -            121     4e-06   25.6   0.0   1   1   1.1e-07   5.1e-06   25.2   0.0    33   109     1    73     1    80 0.91 -
547099at33208_1629725_0:0007aa|TRINITY_DN93237_c16_g1_i3:82-369|+   -             96 564286at33208        -            121     4e-06   25.6   0.0   1   1   1.1e-07   5.1e-06   25.2   0.0    33   109     1    73     1    80 0.91 -
547099at33208_1629725_0:0007aa|TRINITY_DN93237_c16_g1_i4:82-369|+   -             96 564286at33208        -            121     4e-06   25.6   0.0   1   1   1.1e-07   5.1e-06   25.2   0.0    33   109     1    73     1    80 0.91 -
564286at33208_7176_0:003daf|TRINITY_DN76980_c7_g13_i1:0-215|+       -             72 564286at33208        -            121   7.2e-06   24.7   0.1   1   1   1.5e-07   7.2e-06   24.7   0.1    31    93    11    72     1    72 0.85 -
564286at33208_315563_0:002b41|TRINITY_DN87542_c6_g2_i1:860-1198|+   -            113 564286at33208        -            121     1e-05   24.2   0.0   1   1   2.5e-07   1.2e-05   24.1   0.0    28   116    21   113     1   113 0.77 -
564286at33208_315563_0:002b41|TRINITY_DN87542_c6_g2_i3:860-1198|+   -            113 564286at33208        -            121     1e-05   24.2   0.0   1   1   2.5e-07   1.2e-05   24.1   0.0    28   116    21   113     1   113 0.77 -
564286at33208_315563_0:002b41|TRINITY_DN87542_c6_g2_i6:860-1198|+   -            113 564286at33208        -            121     1e-05   24.2   0.0   1   1   2.5e-07   1.2e-05   24.1   0.0    28   116    21   113     1   113 0.77 -
601875at33208_286706_0:00149f|TRINITY_DN90478_c3_g3_i1:327-1811|-   -            495 564286at33208        -            121   1.2e-05   24.1   0.0   1   1   7.4e-07   3.5e-05   22.5   0.0    24    96    89   161    66   185 0.87 -
601875at33208_286706_0:00149f|TRINITY_DN90478_c3_g3_i2:327-1811|-   -            495 564286at33208        -            121   1.2e-05   24.1   0.0   1   1   7.4e-07   3.5e-05   22.5   0.0    24    96    89   161    66   185 0.87 -
564286at33208_121225_0:0029b4|TRINITY_DN80891_c10_g1_i8:35-235|-    -             67 564286at33208        -            121   2.5e-05   23.0   0.0   1   1   5.6e-07   2.6e-05   22.9   0.0    33    80     1    49     1    64 0.86 -
564286at33208_121225_0:0029b4|TRINITY_DN80891_c10_g1_i9:35-235|-    -             67 564286at33208        -            121   2.5e-05   23.0   0.0   1   1   5.6e-07   2.6e-05   22.9   0.0    33    80     1    49     1    64 0.86 -
560566at33208_294128_0:000f63|TRINITY_DN3340_c0_g1_i1:116-925|-     -            270 564286at33208        -            121   3.4e-05   22.5   0.0   1   1   1.5e-06   7.2e-05   21.5   0.0    30   106   157   225   151   236 0.86 -
547099at33208_45351_0:0032ed|TRINITY_DN90222_c9_g1_i3:409-732|-     -            108 564286at33208        -            121   3.8e-05   22.4   0.0   1   1   1.2e-06   5.5e-05   21.9   0.0    33   108     1    71     1    78 0.91 -
547099at33208_45351_0:0032ed|TRINITY_DN90222_c9_g1_i4:2140-2463|-   -            108 564286at33208        -            121   3.8e-05   22.4   0.0   1   1   1.2e-06   5.5e-05   21.9   0.0    33   108     1    71     1    78 0.91 -
547099at33208_45351_0:0032ed|TRINITY_DN90222_c9_g1_i5:935-1258|-    -            108 564286at33208        -            121   3.8e-05   22.4   0.0   1   1   1.2e-06   5.5e-05   21.9   0.0    33   108     1    71     1    78 0.91 -
547099at33208_45351_0:0032ed|TRINITY_DN90222_c9_g1_i6:2285-2608|-   -            108 564286at33208        -            121   3.8e-05   22.4   0.0   1   1   1.2e-06   5.5e-05   21.9   0.0    33   108     1    71     1    78 0.91 -
