#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 111730at33208        -            629   1.3e-75  254.0   0.4   1   1   7.7e-77   1.4e-75  253.8   0.4   161   311     2   156     1   156 0.96 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-      -            800 111730at33208        -            629   8.7e-11   39.8   3.4   2   4     0.026      0.49    7.6   0.0   162   222   299   364   281   373 0.82 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-      -            800 111730at33208        -            629   8.7e-11   39.8   3.4   3   4   3.7e-06   6.9e-05   20.3   0.3    87   269   387   586   377   587 0.67 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-      -            800 111730at33208        -            629   8.7e-11   39.8   3.4   4   4      0.55        10    3.2   0.0   241   289   620   667   611   684 0.81 -
119591at33208_197043_0:0007b1|TRINITY_DN82556_c9_g1_i23:116-616|+     -            167 111730at33208        -            629   1.1e-10   39.4   0.7   1   1   8.2e-12   1.5e-10   39.0   0.7   127   270    20   164    14   166 0.93 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+      -            179 111730at33208        -            629   1.3e-10   39.3   0.1   1   2     8e-07   1.5e-05   22.5   0.0   154   224    11    85     6    98 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+      -            179 111730at33208        -            629   1.3e-10   39.3   0.1   2   2   0.00023    0.0043   14.4   0.1   162   225   102   172    93   177 0.80 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 111730at33208        -            629   1.4e-10   39.2   4.7   1   2   3.3e-07   6.2e-06   23.8   0.1    98   267     6   190     1   197 0.74 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 111730at33208        -            629   1.4e-10   39.2   4.7   2   2   6.7e-05    0.0012   16.2   1.8    83   174   211   310   208   312 0.83 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+      -            179 111730at33208        -            629   1.6e-10   38.9   0.1   1   2   8.2e-07   1.5e-05   22.5   0.0   154   224    11    85     6    96 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+      -            179 111730at33208        -            629   1.6e-10   38.9   0.1   2   2   0.00025    0.0046   14.3   0.1   162   225   102   172    95   179 0.80 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+      -            179 111730at33208        -            629   1.6e-10   38.9   0.1   1   2   8.2e-07   1.5e-05   22.5   0.0   154   224    11    85     6    96 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+      -            179 111730at33208        -            629   1.6e-10   38.9   0.1   2   2   0.00025    0.0046   14.3   0.1   162   225   102   172    95   179 0.80 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-      -            719 111730at33208        -            629   1.7e-10   38.8   4.0   1   4       6.3   1.2e+02   -0.2   0.0   163   187    91   115    10   123 0.53 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-      -            719 111730at33208        -            629   1.7e-10   38.8   4.0   2   4     0.023      0.43    7.8   0.0   162   222   242   307   224   316 0.82 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-      -            719 111730at33208        -            629   1.7e-10   38.8   4.0   3   4   2.4e-06   4.5e-05   20.9   0.3    87   269   330   529   321   532 0.68 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-      -            719 111730at33208        -            629   1.7e-10   38.8   4.0   4   4      0.48         9    3.4   0.0   241   289   563   610   554   627 0.81 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-      -            913 111730at33208        -            629   1.8e-10   38.8   3.2   1   5       5.7   1.1e+02   -0.1   0.0    31   111    37   118    20   138 0.63 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-      -            913 111730at33208        -            629   1.8e-10   38.8   3.2   2   5       8.9   1.7e+02   -0.8   0.0   164   188   143   167    64   175 0.56 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-      -            913 111730at33208        -            629   1.8e-10   38.8   3.2   3   5     0.031      0.58    7.4   0.0   162   222   299   364   281   373 0.82 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-      -            913 111730at33208        -            629   1.8e-10   38.8   3.2   4   5   3.6e-06   6.7e-05   20.4   0.3    87   269   387   586   378   589 0.68 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-      -            913 111730at33208        -            629   1.8e-10   38.8   3.2   5   5      0.65        12    3.0   0.0   241   289   620   667   611   684 0.81 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-      -            913 111730at33208        -            629   1.8e-10   38.7   3.3   1   4       5.3        99   -0.0   0.0    30   111    36   118    18   136 0.62 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-      -            913 111730at33208        -            629   1.8e-10   38.7   3.3   2   4     0.031      0.58    7.4   0.0   162   222   299   364   281   373 0.82 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-      -            913 111730at33208        -            629   1.8e-10   38.7   3.3   3   4   3.6e-06   6.7e-05   20.4   0.3    87   269   387   586   378   589 0.68 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-      -            913 111730at33208        -            629   1.8e-10   38.7   3.3   4   4      0.65        12    3.0   0.0   241   289   620   667   611   684 0.81 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+     -            325 111730at33208        -            629   1.9e-10   38.7   1.1   1   4      0.28       5.2    4.2   0.0   163   195     3    35     1    45 0.87 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+     -            325 111730at33208        -            629   1.9e-10   38.7   1.1   2   4   0.00079     0.015   12.6   0.7   161   222    43   107    37   115 0.68 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+     -            325 111730at33208        -            629   1.9e-10   38.7   1.1   3   4   0.00046    0.0087   13.4   0.0   129   214   147   236   134   243 0.68 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+     -            325 111730at33208        -            629   1.9e-10   38.7   1.1   4   4      0.29       5.4    4.2   0.0    84   115   280   311   262   314 0.90 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+      -            290 111730at33208        -            629   2.1e-10   38.6   1.4   1   3   2.5e-06   4.7e-05   20.9   0.0   127   214     7   100     4   108 0.89 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+      -            290 111730at33208        -            629   2.1e-10   38.6   1.4   2   3   0.00096     0.018   12.4   0.6    67   122   116   172   108   184 0.80 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+      -            290 111730at33208        -            629   2.1e-10   38.6   1.4   3   3         1        19    2.4   0.0   157   188   257   288   234   290 0.73 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+     -            317 111730at33208        -            629   2.1e-10   38.6   0.4   1   2   1.7e-07   3.3e-06   24.7   0.1     8   116    82   195    77   198 0.79 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+     -            317 111730at33208        -            629   2.1e-10   38.6   0.4   2   2   3.4e-05   0.00064   17.1   0.1   143   231   187   281   187   295 0.81 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+      -            317 111730at33208        -            629   2.1e-10   38.6   0.4   1   2   1.7e-07   3.3e-06   24.7   0.1     8   116    82   195    77   198 0.79 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+      -            317 111730at33208        -            629   2.1e-10   38.6   0.4   2   2   3.4e-05   0.00064   17.1   0.1   143   231   187   281   187   295 0.81 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-    -            313 111730at33208        -            629   2.1e-10   38.6   4.0   1   2    0.0004    0.0074   13.6   0.1   160   268    94   208    86   213 0.82 -
433216at33208_294128_0:0047ce|TRINITY_DN92485_c10_g1_i2:238-1176|-    -            313 111730at33208        -            629   2.1e-10   38.6   4.0   2   2   2.7e-09     5e-08   30.7   0.1    92   198   187   300   164   307 0.86 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+     -            383 111730at33208        -            629   2.8e-10   38.1   0.0   1   2   2.9e-05   0.00054   17.4   0.0   140   228    17   109     7   118 0.85 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+     -            383 111730at33208        -            629   2.8e-10   38.1   0.0   2   2   1.3e-05   0.00024   18.5   0.0   161   222   121   185   115   189 0.85 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-      -            725 111730at33208        -            629   3.3e-10   37.9   5.0   1   4       5.9   1.1e+02   -0.2   0.0   163   188    91   116    10   126 0.55 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-      -            725 111730at33208        -            629   3.3e-10   37.9   5.0   2   4     0.024      0.46    7.7   0.0   162   222   248   313   230   320 0.82 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-      -            725 111730at33208        -            629   3.3e-10   37.9   5.0   3   4   2.7e-06     5e-05   20.8   0.3    87   269   336   535   331   538 0.68 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-      -            725 111730at33208        -            629   3.3e-10   37.9   5.0   4   4      0.49       9.1    3.4   0.0   241   289   569   616   560   633 0.81 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-     -            279 111730at33208        -            629   3.4e-10   37.8   1.8   1   2   2.4e-07   4.4e-06   24.3   0.0    98   267     6   190     1   198 0.75 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-     -            279 111730at33208        -            629   3.4e-10   37.8   1.8   2   2   0.00068     0.013   12.8   0.4    83   141   211   276   208   279 0.77 -
433216at33208_321398_0:0016ec|TRINITY_DN92485_c10_g1_i3:623-1081|-    -            153 111730at33208        -            629   5.5e-10   37.2   0.5   1   1   3.9e-11   7.3e-10   36.8   0.5    77   193    26   149     4   152 0.87 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-     -            203 111730at33208        -            629   6.2e-10   37.0   3.9   1   3       0.1       1.9    5.6   0.2   164   199     2    38     1    51 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-     -            203 111730at33208        -            629   6.2e-10   37.0   3.9   2   3   8.2e-08   1.5e-06   25.8   0.1   125   195    50   124    46   130 0.88 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-     -            203 111730at33208        -            629   6.2e-10   37.0   3.9   3   3     0.084       1.6    5.9   0.0   165   208   150   193   145   200 0.81 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   1   3       0.1       1.9    5.6   0.2   164   199     2    38     1    51 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   2   3   8.2e-08   1.5e-06   25.8   0.1   125   195    50   124    46   130 0.88 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   3   3     0.084       1.6    5.9   0.0   165   208   150   193   145   200 0.81 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   1   3       0.1       1.9    5.6   0.2   164   199     2    38     1    51 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   2   3   8.2e-08   1.5e-06   25.8   0.1   125   195    50   124    46   130 0.88 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   3   3     0.084       1.6    5.9   0.0   165   208   150   193   145   200 0.81 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   1   3       0.1       1.9    5.6   0.2   164   199     2    38     1    51 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   2   3   8.2e-08   1.5e-06   25.8   0.1   125   195    50   124    46   130 0.88 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-      -            203 111730at33208        -            629   6.2e-10   37.0   3.9   3   3     0.084       1.6    5.9   0.0   165   208   150   193   145   200 0.81 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i1:2302-3126|+      -            275 111730at33208        -            629     8e-10   36.6   1.6   1   2   4.1e-06   7.6e-05   20.2   0.2    87   194     7   119     2   124 0.44 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i1:2302-3126|+      -            275 111730at33208        -            629     8e-10   36.6   1.6   2   2   0.00028    0.0052   14.1   0.1    44   115   152   225   143   252 0.66 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i4:2015-2839|+      -            275 111730at33208        -            629     8e-10   36.6   1.6   1   2   4.1e-06   7.6e-05   20.2   0.2    87   194     7   119     2   124 0.44 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i4:2015-2839|+      -            275 111730at33208        -            629     8e-10   36.6   1.6   2   2   0.00028    0.0052   14.1   0.1    44   115   152   225   143   252 0.66 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+      -            141 111730at33208        -            629   1.1e-09   36.2   0.0   1   2     5e-07   9.3e-06   23.2   0.0   154   224     6    80     2    91 0.85 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+      -            141 111730at33208        -            629   1.1e-09   36.2   0.0   2   2    0.0017     0.033   11.5   0.0   161   196    96   134    80   137 0.85 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+       -            214 111730at33208        -            629   1.5e-09   35.7   2.0   1   2   1.3e-06   2.4e-05   21.8   0.0   127   214     7   100     4   108 0.89 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+       -            214 111730at33208        -            629   1.5e-09   35.7   2.0   2   2   0.00059     0.011   13.0   0.6    67   122   116   172   109   184 0.80 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i5:479-1120|+       -            214 111730at33208        -            629   1.5e-09   35.7   2.0   1   2   1.3e-06   2.4e-05   21.8   0.0   127   214     7   100     4   108 0.89 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i5:479-1120|+       -            214 111730at33208        -            629   1.5e-09   35.7   2.0   2   2   0.00059     0.011   13.0   0.6    67   122   116   172   109   184 0.80 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+    -            173 111730at33208        -            629   1.8e-09   35.5   2.6   1   2   6.4e-06   0.00012   19.5   0.1   128   200    17    94    10   102 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+    -            173 111730at33208        -            629   1.8e-09   35.5   2.6   2   2   7.1e-07   1.3e-05   22.7   0.3    87   194    54   172    49   173 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 111730at33208        -            629   1.8e-09   35.5   2.6   1   2   6.4e-06   0.00012   19.5   0.1   128   200    17    94    10   102 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 111730at33208        -            629   1.8e-09   35.5   2.6   2   2   7.1e-07   1.3e-05   22.7   0.3    87   194    54   172    49   173 0.82 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i19:116-2999|+    -            900 111730at33208        -            629   1.9e-09   35.4   0.6   1   1   9.9e-11   1.9e-09   35.4   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i24:116-3245|+    -            900 111730at33208        -            629   1.9e-09   35.4   0.6   1   1   9.9e-11   1.9e-09   35.4   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+    -            940 111730at33208        -            629     2e-09   35.3   0.6   1   2   1.1e-10     2e-09   35.3   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i26:116-3365|+    -            940 111730at33208        -            629     2e-09   35.3   0.6   2   2       2.9        55    0.8   0.1   429   565   475   629   459   646 0.50 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+    -            940 111730at33208        -            629     2e-09   35.3   0.6   1   2   1.1e-10     2e-09   35.3   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i27:116-3119|+    -            940 111730at33208        -            629     2e-09   35.3   0.6   2   2       2.9        55    0.8   0.1   429   565   475   629   459   646 0.50 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    63   133    24   143 0.81 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   2   5       1.8        33    1.6   0.1    81   121   184   224   164   236 0.75 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   3   5       7.2   1.3e+02   -0.4   0.0   155   193   372   411   347   419 0.77 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   479   513   453   520 0.84 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   5   5   3.7e-05   0.00069   17.0   2.0    88   196   484   599   483   608 0.73 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    63   133    24   143 0.81 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   2   5       1.8        33    1.6   0.1    81   121   184   224   164   236 0.75 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   3   5       7.2   1.3e+02   -0.4   0.0   155   193   372   411   347   419 0.77 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   479   513   453   520 0.84 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i6:190-2858|-      -            797 111730at33208        -            629   2.1e-09   35.3  11.6   5   5   3.7e-05   0.00069   17.0   2.0    88   196   484   599   483   608 0.73 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    65   135    26   145 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   2   5       1.8        33    1.6   0.1    81   121   186   226   166   238 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   3   5       7.3   1.4e+02   -0.5   0.0   155   193   374   413   349   421 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   481   515   455   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   5   5   3.8e-05   0.00071   17.0   2.0    88   196   486   601   485   610 0.73 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    65   135    26   145 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   2   5       1.8        33    1.6   0.1    81   121   186   226   166   238 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   3   5       7.3   1.4e+02   -0.5   0.0   155   193   374   413   349   421 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   481   515   455   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   5   5   3.8e-05   0.00071   17.0   2.0    88   196   486   601   485   610 0.73 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    65   135    26   145 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   2   5       1.8        33    1.6   0.1    81   121   186   226   166   238 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   3   5       7.3   1.4e+02   -0.5   0.0   155   193   374   413   349   421 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   481   515   455   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   5   5   3.8e-05   0.00071   17.0   2.0    88   196   486   601   485   610 0.73 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   1   5   0.00028    0.0052   14.1   0.1   127   195    65   135    26   145 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   2   5       1.8        33    1.6   0.1    81   121   186   226   166   238 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   3   5       7.3   1.4e+02   -0.5   0.0   155   193   374   413   349   421 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   4   5    0.0064      0.12    9.6   0.3   160   194   481   515   455   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 111730at33208        -            629   2.2e-09   35.2  11.6   5   5   3.8e-05   0.00071   17.0   2.0    88   196   486   601   485   610 0.73 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-     -            224 111730at33208        -            629   2.5e-09   35.0   3.6   1   2     0.041      0.77    7.0   0.0   164   195     3    34     1    39 0.84 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-     -            224 111730at33208        -            629   2.5e-09   35.0   3.6   2   2     6e-08   1.1e-06   26.2   2.6    78   216    36   185    34   192 0.84 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i20:116-3541|+    -           1142 111730at33208        -            629   2.6e-09   34.9   0.6   1   1   1.4e-10   2.6e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i25:116-3787|+    -           1142 111730at33208        -            629   2.6e-09   34.9   0.6   1   1   1.4e-10   2.6e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i30:116-3962|+    -           1142 111730at33208        -            629   2.6e-09   34.9   0.6   1   1   1.4e-10   2.6e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i3:116-3716|+     -           1142 111730at33208        -            629   2.6e-09   34.9   0.6   1   1   1.4e-10   2.6e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i10:116-3607|+    -           1164 111730at33208        -            629   2.7e-09   34.9   0.6   1   1   1.4e-10   2.7e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i13:116-3782|+    -           1164 111730at33208        -            629   2.7e-09   34.9   0.6   1   1   1.4e-10   2.7e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i17:116-4028|+    -           1164 111730at33208        -            629   2.7e-09   34.9   0.6   1   1   1.4e-10   2.7e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i28:116-3853|+    -           1164 111730at33208        -            629   2.7e-09   34.9   0.6   1   1   1.4e-10   2.7e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i12:116-3661|+    -           1182 111730at33208        -            629   2.8e-09   34.9   0.6   1   2   1.5e-10   2.8e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i12:116-3661|+    -           1182 111730at33208        -            629   2.8e-09   34.9   0.6   2   2       3.9        72    0.4   0.1   429   565   475   629   457   646 0.50 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i16:116-4082|+    -           1182 111730at33208        -            629   2.8e-09   34.9   0.6   1   2   1.5e-10   2.8e-09   34.9   0.6   127   275    20   169    16   176 0.92 -
