#                                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
578734at33208_294128_0:003caa|TRINITY_DN78574_c9_g1_i1:101-820|+     -            240 578734at33208        -            193   1.9e-59  199.3   7.8   1   1   8.2e-61   7.8e-59  197.3   7.8     3   193     6   238     1   238 0.86 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   1   6     0.038       3.6    5.9   0.1    75   112     1    42     1    47 0.83 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   2   6    0.0013      0.13   10.7   0.4    72   112    46    90    41    94 0.80 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   3   6     3e-06   0.00029   19.3   2.7    24   112    95   186    92   191 0.80 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   4   6     5e-06   0.00047   18.6   2.8    72   146   190   276   185   280 0.76 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   5   6    0.0029      0.28    9.6   0.2    67   110   256   305   237   326 0.76 -
234290at33208_29053_0:00274d|TRINITY_DN83407_c11_g1_i1:2935-4029|-   -            365 578734at33208        -            193   2.3e-15   55.5  28.5   6   6   3.7e-05    0.0035   15.8   0.4    42   109   290   363   268   365 0.78 -
514121at33208_294128_0:0004df|TRINITY_DN85923_c3_g1_i1:77-889|+      -            271 578734at33208        -            193   3.4e-15   55.0   6.7   1   3   1.4e-05    0.0013   17.2   2.3    45   119    33    86     8    86 0.58 -
514121at33208_294128_0:0004df|TRINITY_DN85923_c3_g1_i1:77-889|+      -            271 578734at33208        -            193   3.4e-15   55.0   6.7   2   3   6.8e-09   6.5e-07   27.9   0.9    64   148    74   170    68   172 0.81 -
514121at33208_294128_0:0004df|TRINITY_DN85923_c3_g1_i1:77-889|+      -            271 578734at33208        -            193   3.4e-15   55.0   6.7   3   3   2.6e-05    0.0025   16.3   0.0    68   101   173   206   171   212 0.94 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i2:1348-2775|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   1   4   1.4e-08   1.3e-06   27.0   4.2    38   115    17   108     1   130 0.67 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i2:1348-2775|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   2   4   4.2e-05     0.004   15.6   0.2    45   111   202   269   191   274 0.72 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i2:1348-2775|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   3   4     0.079       7.6    4.9   0.0    45    78   279   314   271   323 0.59 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i2:1348-2775|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   4   4    0.0012      0.11   10.8   3.7    28   113   366   457   363   470 0.69 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i3:1578-3005|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   1   4   1.4e-08   1.3e-06   27.0   4.2    38   115    17   108     1   130 0.67 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i3:1578-3005|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   2   4   4.2e-05     0.004   15.6   0.2    45   111   202   269   191   274 0.72 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i3:1578-3005|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   3   4     0.079       7.6    4.9   0.0    45    78   279   314   271   323 0.59 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i3:1578-3005|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   4   4    0.0012      0.11   10.8   3.7    28   113   366   457   363   470 0.69 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i9:1584-3011|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   1   4   1.4e-08   1.3e-06   27.0   4.2    38   115    17   108     1   130 0.67 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i9:1584-3011|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   2   4   4.2e-05     0.004   15.6   0.2    45   111   202   269   191   274 0.72 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i9:1584-3011|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   3   4     0.079       7.6    4.9   0.0    45    78   279   314   271   323 0.59 -
234290at33208_37001_0:0022df|TRINITY_DN93731_c3_g2_i9:1584-3011|-    -            476 578734at33208        -            193   5.7e-15   54.2  21.8   4   4    0.0012      0.11   10.8   3.7    28   113   366   457   363   470 0.69 -
514121at33208_6210_0:002a75|TRINITY_DN91669_c1_g1_i2:1754-2338|+     -            195 578734at33208        -            193   5.9e-15   54.2   0.9   1   1   4.4e-16   4.2e-14   51.4   0.8    29   171    24   175    19   177 0.84 -
514121at33208_6210_0:002a75|TRINITY_DN91669_c1_g1_i3:1408-1992|+     -            195 578734at33208        -            193   5.9e-15   54.2   0.9   1   1   4.4e-16   4.2e-14   51.4   0.8    29   171    24   175    19   177 0.84 -
578734at33208_1218281_0:001423|TRINITY_DN85685_c12_g2_i1:1254-1760|- -            169 578734at33208        -            193   1.2e-14   53.1  16.1   1   2   3.5e-09   3.3e-07   28.9   5.0    66   148     9    99     4   100 0.84 -
578734at33208_1218281_0:001423|TRINITY_DN85685_c12_g2_i1:1254-1760|- -            169 578734at33208        -            193   1.2e-14   53.1  16.1   2   2   1.5e-11   1.4e-09   36.6   3.4    67   151    56   149    54   169 0.80 -
578734at33208_1218281_0:001423|TRINITY_DN85685_c12_g2_i2:1332-1838|- -            169 578734at33208        -            193   1.2e-14   53.1  16.1   1   2   3.5e-09   3.3e-07   28.9   5.0    66   148     9    99     4   100 0.84 -
578734at33208_1218281_0:001423|TRINITY_DN85685_c12_g2_i2:1332-1838|- -            169 578734at33208        -            193   1.2e-14   53.1  16.1   2   2   1.5e-11   1.4e-09   36.6   3.4    67   151    56   149    54   169 0.80 -
382000at33208_294128_0:003989|TRINITY_DN75758_c13_g1_i1:209-1210|+   -            334 578734at33208        -            193     7e-14   50.7  14.6   1   3   0.00053      0.05   12.0   2.0    66   109   121   167   108   169 0.72 -
382000at33208_294128_0:003989|TRINITY_DN75758_c13_g1_i1:209-1210|+   -            334 578734at33208        -            193     7e-14   50.7  14.6   2   3   4.1e-10   3.9e-08   31.9   6.4    25   111   129   217   126   239 0.76 -
382000at33208_294128_0:003989|TRINITY_DN75758_c13_g1_i1:209-1210|+   -            334 578734at33208        -            193     7e-14   50.7  14.6   3   3   0.00017     0.016   13.6   0.8    66   131   261   331   247   334 0.76 -
514121at33208_294128_0:0004df|TRINITY_DN85923_c3_g1_i3:77-679|+      -            201 578734at33208        -            193   1.9e-13   49.2   7.0   1   2     6e-10   5.7e-08   31.4   5.9    28   148    41   170     5   172 0.72 -
514121at33208_294128_0:0004df|TRINITY_DN85923_c3_g1_i3:77-679|+      -            201 578734at33208        -            193   1.9e-13   49.2   7.0   2   2    0.0045      0.43    8.9   0.0    68    94   173   199   171   201 0.90 -
578734at33208_411798_0:001eb2|TRINITY_DN85685_c12_g2_i3:384-854|-    -            157 578734at33208        -            193   3.8e-13   48.3   9.2   1   2   5.3e-06    0.0005   18.5   0.6    66   112    12    61     3    63 0.83 -
578734at33208_411798_0:001eb2|TRINITY_DN85685_c12_g2_i3:384-854|-    -            157 578734at33208        -            193   3.8e-13   48.3   9.2   2   2   2.8e-11   2.7e-09   35.7   3.1    67   150    59   151    57   153 0.86 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i1:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   1   4   2.2e-06   0.00021   19.8   0.2    76   114    21    63     5    65 0.82 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i1:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   2   4    0.0032      0.31    9.4   0.3    70   113    63   110    61   116 0.80 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i1:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   3   4    0.0014      0.14   10.6   0.2    38   112    88   160    84   165 0.65 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i1:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   4   4   3.6e-06   0.00035   19.0   0.2    14    95   155   235   150   237 0.68 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i2:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   1   4   2.2e-06   0.00021   19.8   0.2    76   114    21    63     5    65 0.82 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i2:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   2   4    0.0032      0.31    9.4   0.3    70   113    63   110    61   116 0.80 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i2:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   3   4    0.0014      0.14   10.6   0.2    38   112    88   160    84   165 0.65 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i2:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   4   4   3.6e-06   0.00035   19.0   0.2    14    95   155   235   150   237 0.68 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i3:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   1   4   2.2e-06   0.00021   19.8   0.2    76   114    21    63     5    65 0.82 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i3:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   2   4    0.0032      0.31    9.4   0.3    70   113    63   110    61   116 0.80 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i3:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   3   4    0.0014      0.14   10.6   0.2    38   112    88   160    84   165 0.65 -
453056at33208_8255_0:001b1c|TRINITY_DN79934_c8_g1_i3:311-1024|+      -            238 578734at33208        -            193   4.8e-13   47.9  10.2   4   4   3.6e-06   0.00035   19.0   0.2    14    95   155   235   150   237 0.68 -
567650at33208_37621_0:000465|TRINITY_DN85551_c9_g1_i3:424-1603|-     -            376 578734at33208        -            193   1.2e-12   46.7  11.5   1   2   1.5e-08   1.4e-06   26.9   5.3    31   143   112   230   100   240 0.78 -
567650at33208_37621_0:000465|TRINITY_DN85551_c9_g1_i3:424-1603|-     -            376 578734at33208        -            193   1.2e-12   46.7  11.5   2   2   2.4e-08   2.3e-06   26.2   1.2    29   109   228   307   226   332 0.74 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i2:434-904|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   1   3    0.0015      0.14   10.5   0.2    74   112    21    64     4    65 0.69 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i2:434-904|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   2   3   4.8e-06   0.00046   18.7   0.3   113   149    47    84    43    85 0.85 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i2:434-904|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   3   3   7.3e-09     7e-07   27.8   0.3    67   119    85   140    84   153 0.91 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i4:332-802|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   1   3    0.0015      0.14   10.5   0.2    74   112    21    64     4    65 0.69 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i4:332-802|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   2   3   4.8e-06   0.00046   18.7   0.3   113   149    47    84    43    85 0.85 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i4:332-802|+      -            157 578734at33208        -            193   3.8e-12   45.0   6.5   3   3   7.3e-09     7e-07   27.8   0.3    67   119    85   140    84   153 0.91 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i5:582-1052|+     -            157 578734at33208        -            193   3.8e-12   45.0   6.5   1   3    0.0015      0.14   10.5   0.2    74   112    21    64     4    65 0.69 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i5:582-1052|+     -            157 578734at33208        -            193   3.8e-12   45.0   6.5   2   3   4.8e-06   0.00046   18.7   0.3   113   149    47    84    43    85 0.85 -
578734at33208_7091_0:001d02|TRINITY_DN84597_c13_g1_i5:582-1052|+     -            157 578734at33208        -            193   3.8e-12   45.0   6.5   3   3   7.3e-09     7e-07   27.8   0.3    67   119    85   140    84   153 0.91 -
567650at33208_37621_0:000465|TRINITY_DN85551_c9_g1_i1:424-1650|-     -            409 578734at33208        -            193   4.5e-12   44.8  12.3   1   2   2.7e-08   2.5e-06   26.0   5.8    31   143   112   230   100   239 0.78 -
567650at33208_37621_0:000465|TRINITY_DN85551_c9_g1_i1:424-1650|-     -            409 578734at33208        -            193   4.5e-12   44.8  12.3   2   2     6e-07   5.7e-05   21.6   0.9    67   122   240   298   233   305 0.83 -
514121at33208_6210_0:002a75|TRINITY_DN91669_c1_g1_i1:177-626|+       -            150 578734at33208        -            193   7.2e-12   44.1   0.1   1   2    0.0023      0.22    9.9   0.0    62    93    11    41     1    43 0.48 -
514121at33208_6210_0:002a75|TRINITY_DN91669_c1_g1_i1:177-626|+       -            150 578734at33208        -            193   7.2e-12   44.1   0.1   2   2   1.6e-11   1.5e-09   36.5   0.1    66   151    37   132    36   145 0.84 -
234290at33208_166361_0:001b6d|TRINITY_DN77653_c4_g2_i2:2432-2866|-   -            145 578734at33208        -            193   9.5e-12   43.7   7.1   1   2   2.9e-09   2.8e-07   29.2   0.5    67   146     3    91     1    92 0.87 -
234290at33208_166361_0:001b6d|TRINITY_DN77653_c4_g2_i2:2432-2866|-   -            145 578734at33208        -            193   9.5e-12   43.7   7.1   2   2   8.8e-08   8.4e-06   24.3   1.2    68   146    27   115    25   120 0.81 -
234290at33208_10228_0:002b18|TRINITY_DN85151_c11_g1_i2:2660-3541|-   -            294 578734at33208        -            193   1.1e-11   43.5   0.3   1   3   7.1e-05    0.0068   14.8   0.0    17   108    29   124     7   133 0.55 -
234290at33208_10228_0:002b18|TRINITY_DN85151_c11_g1_i2:2660-3541|-   -            294 578734at33208        -            193   1.1e-11   43.5   0.3   2   3   0.00068     0.064   11.6   0.0    74   115   134   176   124   199 0.65 -
234290at33208_10228_0:002b18|TRINITY_DN85151_c11_g1_i2:2660-3541|-   -            294 578734at33208        -            193   1.1e-11   43.5   0.3   3   3   0.00028     0.027   12.9   0.0    21   109   198   291   187   294 0.83 -
578734at33208_7574_0:0005ea|TRINITY_DN88999_c6_g1_i1:96-479|-        -            128 578734at33208        -            193   4.4e-10   38.3   3.6   1   2   4.6e-05    0.0043   15.5   0.1    65   112    13    63     2    69 0.83 -
578734at33208_7574_0:0005ea|TRINITY_DN88999_c6_g1_i1:96-479|-        -            128 578734at33208        -            193   4.4e-10   38.3   3.6   2   2     1e-07   9.5e-06   24.1   0.8    39   106    66   128    63   128 0.88 -
234290at33208_438502_0:003189|TRINITY_DN77653_c4_g2_i4:145-699|-     -            185 578734at33208        -            193   5.3e-10   38.0   2.0   1   1   2.2e-11   2.1e-09   36.1   1.9    32   132    76   182    72   185 0.73 -
514121at33208_121845_0:0018b4|TRINITY_DN75940_c8_g5_i1:0-344|-       -            115 578734at33208        -            193     7e-10   37.6   3.8   1   1   2.6e-10   2.5e-08   32.6   3.8    34   139     3   114     1   115 0.73 -
514121at33208_34740_0:003847|TRINITY_DN93585_c4_g4_i2:295-807|+      -            171 578734at33208        -            193   3.6e-09   35.3   5.4   1   1   6.1e-11   5.8e-09   34.6   5.3    16   151    13   152     4   167 0.79 -
514121at33208_34740_0:003847|TRINITY_DN93585_c4_g4_i5:295-807|+      -            171 578734at33208        -            193   3.6e-09   35.3   5.4   1   1   6.1e-11   5.8e-09   34.6   5.3    16   151    13   152     4   167 0.79 -
578734at33208_13249_0:0026b7|TRINITY_DN93731_c3_g2_i13:2888-3262|-   -            125 578734at33208        -            193   4.1e-09   35.1   5.2   1   1   1.6e-09   1.6e-07   30.0   5.2    38   115    14   105     1   125 0.68 -
578734at33208_13249_0:0026b7|TRINITY_DN93731_c3_g2_i1:2882-3256|-    -            125 578734at33208        -            193   4.1e-09   35.1   5.2   1   1   1.6e-09   1.6e-07   30.0   5.2    38   115    14   105     1   125 0.68 -
578734at33208_13249_0:0026b7|TRINITY_DN93731_c3_g2_i8:2653-3027|-    -            125 578734at33208        -            193   4.1e-09   35.1   5.2   1   1   1.6e-09   1.6e-07   30.0   5.2    38   115    14   105     1   125 0.68 -
514121at33208_52612_0:002c37|TRINITY_DN71258_c0_g1_i2:573-1139|+     -            189 578734at33208        -            193   4.4e-09   35.0  11.1   1   2   0.00021      0.02   13.3   1.2   101   150     1    56     1    61 0.70 -
514121at33208_52612_0:002c37|TRINITY_DN71258_c0_g1_i2:573-1139|+     -            189 578734at33208        -            193   4.4e-09   35.0  11.1   2   2   3.6e-08   3.4e-06   25.6   3.0    34   126    91   187    70   189 0.69 -
234290at33208_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+     -            357 578734at33208        -            193   4.7e-09   34.9  15.4   1   4    0.0022      0.21    9.9   1.1    98   149    56   115    26   118 0.69 -
234290at33208_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+     -            357 578734at33208        -            193   4.7e-09   34.9  15.4   2   4   5.7e-06   0.00054   18.4   0.4    72   118   122   172   116   192 0.77 -
234290at33208_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+     -            357 578734at33208        -            193   4.7e-09   34.9  15.4   3   4    0.0016      0.15   10.4   0.4    26   113   173   264   169   272 0.66 -
234290at33208_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+     -            357 578734at33208        -            193   4.7e-09   34.9  15.4   4   4      0.11        10    4.5   0.1    79   114   299   339   270   347 0.61 -
514121at33208_7719_0:000d63|TRINITY_DN71258_c0_g1_i1:504-1082|+      -            193 578734at33208        -            193   1.3e-08   33.5   9.5   1   2   0.00012     0.011   14.1   2.8    31   150    23    79     6   119 0.56 -
514121at33208_7719_0:000d63|TRINITY_DN71258_c0_g1_i1:504-1082|+      -            193 578734at33208        -            193   1.3e-08   33.5   9.5   2   2     4e-07   3.8e-05   22.2   1.2    34   113   114   191    96   193 0.71 -
567650at33208_7739_0:005234|TRINITY_DN74490_c13_g1_i1:141-440|+      -            100 578734at33208        -            193   1.4e-08   33.3   4.9   1   1   4.3e-10   4.1e-08   31.8   4.8    22   106    15   100     4   100 0.72 -
567650at33208_7739_0:005234|TRINITY_DN74490_c13_g1_i2:141-440|+      -            100 578734at33208        -            193   1.4e-08   33.3   4.9   1   1   4.3e-10   4.1e-08   31.8   4.8    22   106    15   100     4   100 0.72 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i13:1626-2327|-  -            234 578734at33208        -            193     3e-08   32.3   9.3   1   3   0.00014     0.013   13.9   0.1    75   111     1    41     1    47 0.81 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i13:1626-2327|-  -            234 578734at33208        -            193     3e-08   32.3   9.3   2   3      0.03       2.8    6.3   0.0    45    78    51    86    43    95 0.60 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i13:1626-2327|-  -            234 578734at33208        -            193     3e-08   32.3   9.3   3   3   0.00042      0.04   12.3   3.8    28   112   138   228   134   233 0.70 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i1:1620-2321|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   1   3   0.00014     0.013   13.9   0.1    75   111     1    41     1    47 0.81 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i1:1620-2321|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   2   3      0.03       2.8    6.3   0.0    45    78    51    86    43    95 0.60 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i1:1620-2321|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   3   3   0.00042      0.04   12.3   3.8    28   112   138   228   134   233 0.70 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i8:1391-2092|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   1   3   0.00014     0.013   13.9   0.1    75   111     1    41     1    47 0.81 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i8:1391-2092|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   2   3      0.03       2.8    6.3   0.0    45    78    51    86    43    95 0.60 -
514121at33208_286706_0:003544|TRINITY_DN93731_c3_g2_i8:1391-2092|-   -            234 578734at33208        -            193     3e-08   32.3   9.3   3   3   0.00042      0.04   12.3   3.8    28   112   138   228   134   233 0.70 -
567650at33208_7739_0:005234|TRINITY_DN74490_c13_g1_i3:146-484|+      -            113 578734at33208        -            193     7e-08   31.1   5.3   1   1   3.1e-09     3e-07   29.0   5.3    32   124     1    94     1   111 0.69 -
567650at33208_37653_0:001d01|TRINITY_DN72727_c13_g1_i10:400-1047|+   -            216 578734at33208        -            193   1.1e-07   30.5   5.2   1   2   2.2e-05    0.0021   16.5   0.2    37   112    57   135    36   140 0.76 -
567650at33208_37653_0:001d01|TRINITY_DN72727_c13_g1_i10:400-1047|+   -            216 578734at33208        -            193   1.1e-07   30.5   5.2   2   2   2.4e-07   2.3e-05   22.9   1.1    23   132    92   214    87   216 0.64 -
382000at33208_535359_0:001041|TRINITY_DN75291_c12_g2_i1:253-825|+    -            191 578734at33208        -            193   1.5e-07   30.0   2.3   1   2   0.00022     0.021   13.2   0.7    43   112     5    70     1    75 0.68 -
382000at33208_535359_0:001041|TRINITY_DN75291_c12_g2_i1:253-825|+    -            191 578734at33208        -            193   1.5e-07   30.0   2.3   2   2   6.3e-05     0.006   15.0   0.0    78   131    81   138    76   150 0.79 -
578734at33208_29088_0:003240|TRINITY_DN72727_c13_g1_i11:1257-1685|+  -            143 578734at33208        -            193   1.9e-07   29.7   4.3   1   2   3.8e-05    0.0036   15.7   0.1    63   112    15    67     4    71 0.78 -
578734at33208_29088_0:003240|TRINITY_DN72727_c13_g1_i11:1257-1685|+  -            143 578734at33208        -            193   1.9e-07   29.7   4.3   2   2   8.5e-07   8.1e-05   21.1   1.5    23   128    24   142    19   143 0.57 -
578734at33208_29088_0:003240|TRINITY_DN72727_c13_g1_i14:1257-1685|+  -            143 578734at33208        -            193   1.9e-07   29.7   4.3   1   2   3.8e-05    0.0036   15.7   0.1    63   112    15    67     4    71 0.78 -
578734at33208_29088_0:003240|TRINITY_DN72727_c13_g1_i14:1257-1685|+  -            143 578734at33208        -            193   1.9e-07   29.7   4.3   2   2   8.5e-07   8.1e-05   21.1   1.5    23   128    24   142    19   143 0.57 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i1:2517-2789|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   1   2    0.0013      0.12   10.7   0.5    79   111     1    35     1    38 0.83 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i1:2517-2789|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   2   2   2.3e-06   0.00022   19.7   0.9    71   111    37    79    35    88 0.88 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i2:2341-2613|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   1   2    0.0013      0.12   10.7   0.5    79   111     1    35     1    38 0.83 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i2:2341-2613|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   2   2   2.3e-06   0.00022   19.7   0.9    71   111    37    79    35    88 0.88 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i5:2341-2613|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   1   2    0.0013      0.12   10.7   0.5    79   111     1    35     1    38 0.83 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i5:2341-2613|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   2   2   2.3e-06   0.00022   19.7   0.9    71   111    37    79    35    88 0.88 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i6:2517-2789|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   1   2    0.0013      0.12   10.7   0.5    79   111     1    35     1    38 0.83 -
553585at33208_29159_0:00578f|TRINITY_DN83605_c10_g1_i6:2517-2789|-   -             91 578734at33208        -            193   1.1e-06   27.2   5.7   2   2   2.3e-06   0.00022   19.7   0.9    71   111    37    79    35    88 0.88 -
578734at33208_680683_0:002abd|TRINITY_DN92851_c12_g1_i1:448-939|+    -            164 578734at33208        -            193   1.6e-06   26.7   6.2   1   1   3.2e-08   3.1e-06   25.7   6.2    32   149     9   137     5   141 0.77 -
578734at33208_680683_0:002abd|TRINITY_DN92851_c12_g1_i2:448-939|+    -            164 578734at33208        -            193   1.6e-06   26.7   6.2   1   1   3.2e-08   3.1e-06   25.7   6.2    32   149     9   137     5   141 0.77 -
514121at33208_121845_0:002a7b|TRINITY_DN78702_c6_g4_i1:18-188|-      -             57 578734at33208        -            193   2.1e-06   26.3   0.2   1   1   3.1e-05     0.003   16.0   0.1    67    97    26    56    25    57 0.92 -
578734at33208_680683_0:002abd|TRINITY_DN92851_c12_g1_i3:180-665|+    -            162 578734at33208        -            193   5.1e-06   25.0   7.8   1   1   1.6e-07   1.5e-05   23.5   7.8    31   148     6   134     2   139 0.59 -
578734at33208_680683_0:002abd|TRINITY_DN92851_c12_g1_i4:180-665|+    -            162 578734at33208        -            193   5.1e-06   25.0   7.8   1   1   1.6e-07   1.5e-05   23.5   7.8    31   148     6   134     2   139 0.59 -
514121at33208_8208_0:003036|TRINITY_DN83407_c11_g1_i1:3625-4026|-    -            134 578734at33208        -            193   3.4e-05   22.3   7.0   1   2     0.026       2.5    6.5   0.1    77   112     2    41     1    44 0.82 -
514121at33208_8208_0:003036|TRINITY_DN83407_c11_g1_i1:3625-4026|-    -            134 578734at33208        -            193   3.4e-05   22.3   7.0   2   2   1.8e-05    0.0017   16.8   2.9    73   146    46   131    41   134 0.48 -
553585at33208_6087_0:000cda|TRINITY_DN78231_c3_g2_i1:132-518|+       -            129 578734at33208        -            193   0.00018   20.0   3.2   1   2    0.0016      0.16   10.4   0.2    68   109    21    61     4    62 0.87 -
553585at33208_6087_0:000cda|TRINITY_DN78231_c3_g2_i1:132-518|+       -            129 578734at33208        -            193   0.00018   20.0   3.2   2   2     1e-05   0.00095   17.6   0.6    25    65    46    93    36   123 0.71 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i1:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   1   3   4.4e-06   0.00042   18.8   1.0    88   149    34   101     2   105 0.82 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i1:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   2   3      0.15        14    4.0   0.4    25    49    86   110    85   156 0.64 -
