#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
357580at33208_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 357580at33208        -            253  3.7e-119  395.4   0.4   1   1  4.7e-120  7.2e-119  394.5   0.4     1   253    49   345    49   345 0.92 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+  -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+  -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+  -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+  -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   1   3    0.0071      0.11   10.6   0.0   139   216    19    94    12    96 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   2   3   1.5e-09   2.3e-08   32.4   0.0   110   208    71   169    62   176 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+   -            257 357580at33208        -            253   6.9e-16   57.1   0.7   3   3   1.8e-05   0.00028   19.1   0.1   104   212   148   255   144   257 0.77 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 357580at33208        -            253   8.2e-16   56.8   0.2   1   2      0.43       6.6    4.7   0.0   189   225     1    37     1    43 0.87 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 357580at33208        -            253   8.2e-16   56.8   0.2   2   2     2e-10     3e-09   35.3   0.0   139   244   170   284   119   285 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 357580at33208        -            253   1.3e-15   56.1   0.8   1   3     9e-05    0.0014   16.8   0.0    60    98     6    53     3    54 0.58 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 357580at33208        -            253   1.3e-15   56.1   0.8   2   3   5.7e-12   8.8e-11   40.4   0.0   103   229    26   155    25   159 0.90 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 357580at33208        -            253   1.3e-15   56.1   0.8   3   3       0.4       6.2    4.8   0.1   192   211   160   179   155   179 0.89 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 357580at33208        -            253   1.6e-15   55.9   1.5   1   3   0.00077     0.012   13.7   0.0   206   245    32    71    16    74 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 357580at33208        -            253   1.6e-15   55.9   1.5   2   3   4.6e-07   7.1e-06   24.3   0.0   200   247    68   115    66   118 0.93 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 357580at33208        -            253   1.6e-15   55.9   1.5   3   3   5.7e-05   0.00087   17.4   0.5   205   245   115   155   114   171 0.47 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   1   3   0.00077     0.012   13.7   0.0   206   245    32    71    16    74 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   2   3   4.6e-07   7.1e-06   24.3   0.0   200   247    68   115    66   118 0.93 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   3   3   5.7e-05   0.00087   17.4   0.5   205   245   115   155   114   171 0.47 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   1   3   0.00077     0.012   13.7   0.0   206   245    32    71    16    74 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   2   3   4.6e-07   7.1e-06   24.3   0.0   200   247    68   115    66   118 0.93 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 357580at33208        -            253   1.6e-15   55.9   1.5   3   3   5.7e-05   0.00087   17.4   0.5   205   245   115   155   114   171 0.47 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-  -            167 357580at33208        -            253   2.9e-15   55.1   2.0   1   2   0.00065      0.01   14.0   0.0   206   245    32    71    16    75 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-  -            167 357580at33208        -            253   2.9e-15   55.1   2.0   2   2   7.8e-05    0.0012   17.0   0.7   204   245   114   155   114   166 0.55 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-  -            167 357580at33208        -            253   2.9e-15   55.1   2.0   1   2   0.00065      0.01   14.0   0.0   206   245    32    71    16    75 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-  -            167 357580at33208        -            253   2.9e-15   55.1   2.0   2   2   7.8e-05    0.0012   17.0   0.7   204   245   114   155   114   166 0.55 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 357580at33208        -            253   2.9e-15   55.1   2.0   1   2   0.00065      0.01   14.0   0.0   206   245    32    71    16    75 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 357580at33208        -            253   2.9e-15   55.1   2.0   2   2   7.8e-05    0.0012   17.0   0.7   204   245   114   155   114   166 0.55 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 357580at33208        -            253   3.1e-15   54.9   3.1   1   3   3.7e-06   5.7e-05   21.3   0.2   133   247     2   111     1   116 0.79 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 357580at33208        -            253   3.1e-15   54.9   3.1   2   3   3.3e-07     5e-06   24.8   0.1   104   167   147   215   135   225 0.84 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 357580at33208        -            253   3.1e-15   54.9   3.1   3   3      0.88        13    3.7   0.0   220   238   280   298   264   309 0.85 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 357580at33208        -            253   3.2e-15   54.9   3.0   1   3   2.1e-07   3.2e-06   25.4   0.1   110   217     5   116     1   137 0.80 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 357580at33208        -            253   3.2e-15   54.9   3.0   2   3   2.3e-06   3.6e-05   22.0   0.0   132   245    77   187    50   196 0.73 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 357580at33208        -            253   3.2e-15   54.9   3.0   3   3   5.5e-06   8.4e-05   20.8   0.2   114   241   139   276   119   279 0.74 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 357580at33208        -            253   3.3e-15   54.9   2.3   1   4   5.3e-05   0.00081   17.5   0.0   135   242    56   164    38   177 0.77 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 357580at33208        -            253   3.3e-15   54.9   2.3   2   4    0.0049     0.075   11.1   0.0   174   241   183   250   163   251 0.83 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 357580at33208        -            253   3.3e-15   54.9   2.3   3   4   1.4e-05   0.00022   19.4   0.0    15    73   205   272   193   297 0.73 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-  -            388 357580at33208        -            253   3.3e-15   54.9   2.3   4   4   0.00079     0.012   13.7   0.2   133   167   316   350   308   388 0.56 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 357580at33208        -            253   4.1e-15   54.6   0.4   1   1   1.6e-14   2.5e-13   48.7   0.4    26   165     7   179     3   179 0.76 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 357580at33208        -            253   4.1e-15   54.6   0.4   1   1   1.6e-14   2.5e-13   48.7   0.4    26   165     7   179     3   179 0.76 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 357580at33208        -            253   4.1e-15   54.6   1.2   1   2     0.014      0.22    9.6   0.0   199   247    26    81    18    86 0.71 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 357580at33208        -            253   4.1e-15   54.6   1.2   2   2   1.2e-12   1.8e-11   42.6   0.5   111   224    92   202    84   218 0.86 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-   -            204 357580at33208        -            253   1.8e-14   52.5   1.4   1   2     0.014      0.21    9.6   0.5   172   214    19    64     2   110 0.48 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-   -            204 357580at33208        -            253   1.8e-14   52.5   1.4   2   2   1.4e-10   2.2e-09   35.8   0.0   117   200   108   199   106   203 0.84 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-    -            204 357580at33208        -            253   1.8e-14   52.5   1.4   1   2     0.014      0.21    9.6   0.5   172   214    19    64     2   110 0.48 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-    -            204 357580at33208        -            253   1.8e-14   52.5   1.4   2   2   1.4e-10   2.2e-09   35.8   0.0   117   200   108   199   106   203 0.84 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 357580at33208        -            253     2e-14   52.3   6.0   1   4   0.00036    0.0055   14.8   0.1   130   240    93   200    66   212 0.72 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 357580at33208        -            253     2e-14   52.3   6.0   2   4     0.005     0.076   11.1   0.0   103   170   230   304   219   356 0.71 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 357580at33208        -            253     2e-14   52.3   6.0   3   4         3        46    2.0   0.1   112   167   491   550   481   557 0.80 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 357580at33208        -            253     2e-14   52.3   6.0   4   4   8.5e-07   1.3e-05   23.4   0.5   130   171   555   596   547   635 0.81 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 357580at33208        -            253   2.5e-14   52.0   2.3   1   3   9.6e-05    0.0015   16.7   0.2    35    91    34    92    29   118 0.77 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 357580at33208        -            253   2.5e-14   52.0   2.3   2   3   3.2e-05   0.00049   18.2   0.0    35    74   118   160   110   171 0.88 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 357580at33208        -            253   2.5e-14   52.0   2.3   3   3    0.0035     0.053   11.6   0.0   188   245   208   265   199   271 0.90 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 357580at33208        -            253   3.2e-14   51.6   2.8   1   3   0.00018    0.0027   15.8   0.5    35    90    54   111    49   126 0.80 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 357580at33208        -            253   3.2e-14   51.6   2.8   2   3     3e-05   0.00046   18.3   0.0    35    74   138   180   131   204 0.87 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 357580at33208        -            253   3.2e-14   51.6   2.8   3   3    0.0038     0.059   11.4   0.0   188   245   228   285   219   291 0.90 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+  -            173 357580at33208        -            253   7.3e-14   50.4   0.1   1   2     3e-09   4.7e-08   31.4   0.0   132   215     9    91     6   101 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+  -            173 357580at33208        -            253   7.3e-14   50.4   0.1   2   2   6.4e-05   0.00098   17.3   0.0   102   166   102   173    96   173 0.74 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 357580at33208        -            253   7.3e-14   50.4   0.1   1   2     3e-09   4.7e-08   31.4   0.0   132   215     9    91     6   101 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 357580at33208        -            253   7.3e-14   50.4   0.1   2   2   6.4e-05   0.00098   17.3   0.0   102   166   102   173    96   173 0.74 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i1:331-933|-      -            201 357580at33208        -            253   9.4e-14   50.1   2.4   1   2   2.6e-05    0.0004   18.6   0.0   113   213    27   136     6   137 0.75 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i1:331-933|-      -            201 357580at33208        -            253   9.4e-14   50.1   2.4   2   2     3e-11   4.7e-10   38.0   0.7   131   234   100   200    85   201 0.92 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 357580at33208        -            253     1e-13   50.0   0.6   1   3   0.00032    0.0048   15.0   0.0   194   236     5    47     1    65 0.86 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 357580at33208        -            253     1e-13   50.0   0.6   2   3      0.15       2.2    6.3   0.0   185   244    94   156    76   162 0.78 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 357580at33208        -            253     1e-13   50.0   0.6   3   3   7.7e-07   1.2e-05   23.6   0.2    99   165   193   265   189   265 0.86 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253     1e-13   50.0   0.6   1   3   0.00032    0.0048   15.0   0.0   194   236     5    47     1    65 0.86 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253     1e-13   50.0   0.6   2   3      0.15       2.2    6.3   0.0   185   244    94   156    76   162 0.78 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253     1e-13   50.0   0.6   3   3   7.7e-07   1.2e-05   23.6   0.2    99   165   193   265   189   265 0.86 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   1   4      0.31       4.7    5.2   0.9   208   243    39    74     1    75 0.66 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   2   4    0.0032     0.049   11.7   0.3   126   166    45    85    31    94 0.66 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   3   4   1.6e-10   2.5e-09   35.6   0.1   116   201    72   165    69   204 0.84 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   4   4      0.18       2.8    6.0   0.2   184   221   208   245   187   271 0.54 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   1   4      0.31       4.7    5.2   0.9   208   243    39    74     1    75 0.66 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   2   4    0.0032     0.049   11.7   0.3   126   166    45    85    31    94 0.66 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   3   4   1.6e-10   2.5e-09   35.6   0.1   116   201    72   165    69   204 0.84 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 357580at33208        -            253   1.3e-13   49.6   7.6   4   4      0.18       2.8    6.0   0.2   184   221   208   245   187   271 0.54 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 357580at33208        -            253   3.1e-13   48.4   0.8   1   1   4.4e-14   6.7e-13   47.3   0.8    33   209     4   185     1   186 0.79 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 357580at33208        -            253   3.1e-13   48.4   0.8   1   1   4.4e-14   6.7e-13   47.3   0.8    33   209     4   185     1   186 0.79 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 357580at33208        -            253   3.6e-13   48.2   0.7   1   2   7.8e-09   1.2e-07   30.1   0.1   132   245    50   172    47   180 0.78 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 357580at33208        -            253   3.6e-13   48.2   0.7   2   2   0.00056    0.0086   14.2   0.1   160   243   208   303   202   307 0.65 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 357580at33208        -            253   3.6e-13   48.2   0.7   1   2   7.8e-09   1.2e-07   30.1   0.1   132   245    50   172    47   180 0.78 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-    -            307 357580at33208        -            253   3.6e-13   48.2   0.7   2   2   0.00056    0.0086   14.2   0.1   160   243   208   303   202   307 0.65 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   4.6e-13   47.8   0.9   1   3   0.00017    0.0026   15.9   0.1   140   244   146   256   134   257 0.79 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   4.6e-13   47.8   0.9   2   3   8.4e-08   1.3e-06   26.7   0.2   134   246   192   300   185   307 0.88 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   4.6e-13   47.8   0.9   3   3   1.8e-05   0.00028   19.1   0.0   115   241   294   431   290   442 0.69 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 357580at33208        -            253   5.1e-13   47.7   0.2   1   3     0.058      0.89    7.6   0.0   134   167   100   133    94   147 0.81 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 357580at33208        -            253   5.1e-13   47.7   0.2   2   3   6.7e-07     1e-05   23.8   0.0   103   221   167   291   159   298 0.78 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 357580at33208        -            253   5.1e-13   47.7   0.2   3   3   1.1e-05   0.00017   19.7   0.1   104   218   257   332   251   413 0.58 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 357580at33208        -            253   5.7e-13   47.5   0.2   1   2     8e-05    0.0012   16.9   0.0    61   167     2    48     1    50 0.48 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 357580at33208        -            253   5.7e-13   47.5   0.2   2   2   2.5e-10   3.8e-09   35.0   0.0   103   213    21   134    20   139 0.89 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   7.6e-13   47.1   0.3   1   3     0.086       1.3    7.0   0.0   134   167   100   133    94   147 0.76 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   7.6e-13   47.1   0.3   2   3   6.7e-07     1e-05   23.8   0.0   103   221   167   291   159   298 0.78 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   7.6e-13   47.1   0.3   3   3   1.1e-05   0.00017   19.7   0.1   104   218   257   332   251   413 0.58 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   1   3   0.00012    0.0018   16.4   2.1   144   241   105   212    95   220 0.65 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   2   3   2.2e-05   0.00034   18.8   1.4    84   214   212   337   205   339 0.74 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   3   3   2.4e-07   3.7e-06   25.2   0.5   143   247   312   417   299   422 0.85 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   1   3   0.00012    0.0018   16.4   2.1   144   241   105   212    95   220 0.65 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   2   3   2.2e-05   0.00034   18.8   1.4    84   214   212   337   205   339 0.74 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   1.2e-12   46.5  15.9   3   3   2.4e-07   3.7e-06   25.2   0.5   143   247   312   417   299   422 0.85 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   1   4    0.0011     0.016   13.3   0.2   132   235     4   103     1   112 0.86 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   2   4       8.6   1.3e+02    0.5   0.1    83    96   106   119   100   123 0.78 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   3   4   0.00014    0.0022   16.1   0.0   189   246   163   220   150   228 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   4   4    0.0015     0.023   12.8   0.0   180   249   237   305   226   306 0.75 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i6:2015-2932|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   1   4    0.0011     0.016   13.3   0.2   132   235     4   103     1   112 0.86 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i6:2015-2932|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   2   4       8.6   1.3e+02    0.5   0.1    83    96   106   119   100   123 0.78 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i6:2015-2932|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   3   4   0.00014    0.0022   16.1   0.0   189   246   163   220   150   228 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i6:2015-2932|+    -            306 357580at33208        -            253   1.8e-12   45.9   2.0   4   4    0.0015     0.023   12.8   0.0   180   249   237   305   226   306 0.75 -
