#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-      -            303 414579at33208        -            250    1e-110  368.0   4.6   1   1  8.3e-112  1.2e-110  367.8   4.6     1   250     9   277     9   277 0.93 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 414579at33208        -            250   5.8e-20   70.7   2.9   1   3   4.6e-10   6.7e-09   34.5   0.3     3   118     7   121     3   134 0.84 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 414579at33208        -            250   5.8e-20   70.7   2.9   2   3     0.045      0.65    8.3   0.0    86   115   155   184   144   189 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 414579at33208        -            250   5.8e-20   70.7   2.9   3   3   1.5e-07   2.2e-06   26.3   0.3     1   112   195   304   195   306 0.90 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-     -            279 414579at33208        -            250   1.1e-19   69.8   0.2   1   3   7.1e-13     1e-11   43.7   0.0    21   127    13   121     5   126 0.89 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-     -            279 414579at33208        -            250   1.1e-19   69.8   0.2   2   3     0.003     0.045   12.1   0.0    88   161   125   196   117   211 0.87 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-     -            279 414579at33208        -            250   1.1e-19   69.8   0.2   3   3    0.0045     0.066   11.6   0.0    82   119   211   248   201   279 0.67 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+   -            144 414579at33208        -            250   1.6e-19   69.3   0.1   1   2   2.7e-17   3.9e-16   58.2   0.0    21   123     5   110     1   113 0.91 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+   -            144 414579at33208        -            250   1.6e-19   69.3   0.1   2   2     0.021      0.31    9.4   0.0     4    32   116   144   113   144 0.67 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 414579at33208        -            250   1.9e-19   69.1   2.4   1   4    0.0048     0.071   11.5   0.1    66   117    36    87    28    95 0.91 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 414579at33208        -            250   1.9e-19   69.1   2.4   2   4   0.00013    0.0019   16.6   0.0    10   115    63   175    60   179 0.84 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 414579at33208        -            250   1.9e-19   69.1   2.4   3   4     3e-08   4.4e-07   28.6   0.0     6    84   191   272   182   298 0.87 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 414579at33208        -            250   1.9e-19   69.1   2.4   4   4   2.7e-05    0.0004   18.9   0.1    22   114   294   387   282   388 0.79 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i2:525-884|+        -            120 414579at33208        -            250   4.4e-19   67.8   0.0   1   1   3.3e-20   4.8e-19   67.7   0.0     4   116     7   120     4   120 0.96 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+      -            120 414579at33208        -            250   4.4e-19   67.8   0.0   1   1   3.3e-20   4.8e-19   67.7   0.0     4   116     7   120     4   120 0.96 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-    -            172 414579at33208        -            250   7.9e-19   67.0   0.3   1   3   9.8e-08   1.4e-06   26.9   0.0    66   121    29    84     2    87 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-    -            172 414579at33208        -            250   7.9e-19   67.0   0.3   2   3   0.00021     0.003   16.0   0.0    85   122    90   127    86   132 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-    -            172 414579at33208        -            250   7.9e-19   67.0   0.3   3   3   3.9e-06   5.7e-05   21.6   0.1    84   120   131   167   126   172 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   1   3   9.8e-08   1.4e-06   26.9   0.0    66   121    29    84     2    87 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   2   3   0.00021     0.003   16.0   0.0    85   122    90   127    86   132 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   3   3   3.9e-06   5.7e-05   21.6   0.1    84   120   131   167   126   172 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   1   3   9.8e-08   1.4e-06   26.9   0.0    66   121    29    84     2    87 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   2   3   0.00021     0.003   16.0   0.0    85   122    90   127    86   132 0.91 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 414579at33208        -            250   7.9e-19   67.0   0.3   3   3   3.9e-06   5.7e-05   21.6   0.1    84   120   131   167   126   172 0.88 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-     -            147 414579at33208        -            250   1.5e-18   66.1   1.2   1   2   1.1e-17   1.6e-16   59.4   0.4    16   119     1   101     1   107 0.86 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-     -            147 414579at33208        -            250   1.5e-18   66.1   1.2   2   2      0.46       6.7    5.0   0.0    86   115   119   147   105   147 0.66 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-     -            147 414579at33208        -            250   1.5e-18   66.1   1.2   1   2   1.1e-17   1.6e-16   59.4   0.4    16   119     1   101     1   107 0.86 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-     -            147 414579at33208        -            250   1.5e-18   66.1   1.2   2   2      0.46       6.7    5.0   0.0    86   115   119   147   105   147 0.66 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-        -            239 414579at33208        -            250   2.8e-18   65.2   0.1   1   2   5.3e-11   7.7e-10   37.6   0.1    22   122     7   111     1   120 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-        -            239 414579at33208        -            250   2.8e-18   65.2   0.1   2   2   2.2e-07   3.2e-06   25.7   0.0     5    97   139   237   136   239 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 414579at33208        -            250   2.8e-18   65.2   0.1   1   2   5.3e-11   7.7e-10   37.6   0.1    22   122     7   111     1   120 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 414579at33208        -            250   2.8e-18   65.2   0.1   2   2   2.2e-07   3.2e-06   25.7   0.0     5    97   139   237   136   239 0.81 -
357580at33208_8022_0:0070c2|TRINITY_DN93367_c10_g1_i6:110-505|-       -            132 414579at33208        -            250   5.9e-18   64.1   0.0   1   1   5.5e-19     8e-18   63.7   0.0     7   111    21   129    15   132 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+      -            179 414579at33208        -            250   6.5e-18   64.0   0.5   1   2     1e-14   1.5e-13   49.7   0.0    31   143     7   120     4   133 0.93 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+      -            179 414579at33208        -            250   6.5e-18   64.0   0.5   2   2    0.0034      0.05   12.0   0.1    67   116   130   179   122   179 0.90 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+      -            179 414579at33208        -            250   6.5e-18   64.0   0.5   1   2     1e-14   1.5e-13   49.7   0.0    31   143     7   120     4   133 0.93 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+      -            179 414579at33208        -            250   6.5e-18   64.0   0.5   2   2    0.0034      0.05   12.0   0.1    67   116   130   179   122   179 0.90 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 414579at33208        -            250   6.6e-18   64.0   0.1   1   2   3.3e-15   4.9e-14   51.3   0.0     6   121     4   123     1   131 0.91 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 414579at33208        -            250   6.6e-18   64.0   0.1   2   2    0.0094      0.14   10.5   0.1    63   115   160   215   142   216 0.81 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+      -            179 414579at33208        -            250   9.4e-18   63.5   0.6   1   2     1e-14   1.5e-13   49.7   0.0    31   143     7   120     4   133 0.93 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+      -            179 414579at33208        -            250   9.4e-18   63.5   0.6   2   2    0.0047     0.069   11.5   0.1    67   116   130   179   122   179 0.90 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+       -            214 414579at33208        -            250   1.2e-17   63.1   0.4   1   2   4.1e-11   6.1e-10   37.9   0.0     4   118     4   127     1   127 0.90 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+       -            214 414579at33208        -            250   1.2e-17   63.1   0.4   2   2   1.2e-08   1.8e-07   29.8   0.1    22   107   114   199   103   206 0.91 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i5:479-1120|+       -            214 414579at33208        -            250   1.2e-17   63.1   0.4   1   2   4.1e-11   6.1e-10   37.9   0.0     4   118     4   127     1   127 0.90 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i5:479-1120|+       -            214 414579at33208        -            250   1.2e-17   63.1   0.4   2   2   1.2e-08   1.8e-07   29.8   0.1    22   107   114   199   103   206 0.91 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i1:2991-3758|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   1   2   2.1e-09   3.1e-08   32.3   0.1     5   116    10   128     6   140 0.80 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i1:2991-3758|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   2   2   1.2e-08   1.8e-07   29.8   0.1    20   115   163   254   156   256 0.90 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   1   2   2.1e-09   3.1e-08   32.3   0.1     5   116    10   128     6   140 0.80 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   2   2   1.2e-08   1.8e-07   29.8   0.1    20   115   163   254   156   256 0.90 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i5:2977-3744|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   1   2   2.1e-09   3.1e-08   32.3   0.1     5   116    10   128     6   140 0.80 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i5:2977-3744|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   2   2   1.2e-08   1.8e-07   29.8   0.1    20   115   163   254   156   256 0.90 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i6:2975-3742|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   1   2   2.1e-09   3.1e-08   32.3   0.1     5   116    10   128     6   140 0.80 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i6:2975-3742|-     -            256 414579at33208        -            250   1.4e-17   62.9   1.4   2   2   1.2e-08   1.8e-07   29.8   0.1    20   115   163   254   156   256 0.90 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-      -            201 414579at33208        -            250   1.5e-17   62.8   0.2   1   2   6.3e-08   9.2e-07   27.5   0.0    58   119     6    69     2    69 0.90 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-      -            201 414579at33208        -            250   1.5e-17   62.8   0.2   2   2   5.6e-08   8.2e-07   27.7   0.0    70   139    62   130    59   135 0.87 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   1   2   6.1e-12   8.9e-11   40.6   0.3    66   161     8   104     1   108 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   2   2   6.8e-09   9.9e-08   30.7   0.8    10   114    77   183    75   184 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   1   2   6.1e-12   8.9e-11   40.6   0.3    66   161     8   104     1   108 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   2   2   6.8e-09   9.9e-08   30.7   0.8    10   114    77   183    75   184 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   1   2   6.1e-12   8.9e-11   40.6   0.3    66   161     8   104     1   108 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   2   2   6.8e-09   9.9e-08   30.7   0.8    10   114    77   183    75   184 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   1   2   6.1e-12   8.9e-11   40.6   0.3    66   161     8   104     1   108 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   2   2   6.8e-09   9.9e-08   30.7   0.8    10   114    77   183    75   184 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   1   2   6.1e-12   8.9e-11   40.6   0.3    66   161     8   104     1   108 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 414579at33208        -            250   2.1e-17   62.4   5.3   2   2   6.8e-09   9.9e-08   30.7   0.8    10   114    77   183    75   184 0.83 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+     -            316 414579at33208        -            250   3.1e-17   61.8   0.1   1   3   1.5e-11   2.2e-10   39.4   0.3    77   205     9   145     6   162 0.82 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+     -            316 414579at33208        -            250   3.1e-17   61.8   0.1   2   3   0.00074     0.011   14.2   0.0    72   118   178   224   166   233 0.87 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+     -            316 414579at33208        -            250   3.1e-17   61.8   0.1   3   3      0.66       9.6    4.5   0.0   173   202   241   270   234   277 0.73 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+       -            280 414579at33208        -            250   3.4e-17   61.7   0.3   1   3     0.014      0.21    9.9   0.0    81   118    69   106    59   117 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+       -            280 414579at33208        -            250   3.4e-17   61.7   0.3   2   3   1.3e-09   1.9e-08   33.0   0.0    54   121   134   202   113   214 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i7:139-978|+       -            280 414579at33208        -            250   3.4e-17   61.7   0.3   3   3    0.0013     0.019   13.4   0.0    64   107   235   278   220   280 0.81 -
414579at33208_1049336_0:004769|TRINITY_DN79765_c9_g1_i6:300-665|+     -            122 414579at33208        -            250   3.5e-17   61.6   0.0   1   1   2.7e-18   3.9e-17   61.5   0.0     6   117    10   122     5   122 0.90 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   1   3     0.015      0.22    9.9   0.0    81   118    73   110    63   121 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   2   3   1.4e-09     2e-08   32.9   0.0    54   121   138   206   117   218 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i3:1886-2737|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   3   3    0.0013     0.019   13.3   0.0    64   107   239   282   224   284 0.81 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   1   3     0.015      0.22    9.9   0.0    81   118    73   110    63   121 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   2   3   1.4e-09     2e-08   32.9   0.0    54   121   138   206   117   218 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i4:1945-2796|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   3   3    0.0013     0.019   13.3   0.0    64   107   239   282   224   284 0.81 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   1   3     0.015      0.22    9.9   0.0    81   118    73   110    63   121 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   2   3   1.4e-09     2e-08   32.9   0.0    54   121   138   206   117   218 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN88294_c4_g1_i8:1903-2754|+     -            284 414579at33208        -            250   3.6e-17   61.6   0.3   3   3    0.0013     0.019   13.3   0.0    64   107   239   282   224   284 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+    -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   2   2   0.00038    0.0055   15.1   0.2     4    75   184   255   181   257 0.86 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+     -            257 414579at33208        -            250   5.5e-17   61.0   0.2   1   2   5.1e-13   7.4e-12   44.2   0.0     6   120    18   135    11   146 0.86 -
