#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 302279at33208        -            304  1.7e-143  476.4   1.3   1   1    6e-142  2.4e-140  466.0   1.3     1   304     1   352     1   352 0.89 -
201397at33208_1155016_0:001909|TRINITY_DN90801_c6_g1_i4:131-589|+   -            153 302279at33208        -            304   6.1e-06   24.6   0.0   1   2   7.9e-05    0.0031   15.7   0.0    84   130    57   102     6   115 0.78 -
201397at33208_1155016_0:001909|TRINITY_DN90801_c6_g1_i4:131-589|+   -            153 302279at33208        -            304   6.1e-06   24.6   0.0   2   2     0.025         1    7.5   0.0    98   123   117   141   107   152 0.77 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 302279at33208        -            304   9.6e-06   24.0   0.1   1   3   0.00032     0.013   13.7   0.0    92   124   106   139    85   144 0.79 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 302279at33208        -            304   9.6e-06   24.0   0.1   2   3      0.23       9.2    4.3   0.0    89   116   145   172   139   184 0.85 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 302279at33208        -            304   9.6e-06   24.0   0.1   3   3       1.9        74    1.4   0.0    96   112   236   252   219   265 0.85 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i10:293-997|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i10:293-997|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i1:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i1:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i2:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i2:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i3:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i3:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i4:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i4:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i6:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i6:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i7:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i7:293-997|+     -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i9:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   1   2       5.1     2e+02   -0.1   0.0    98   111    21    34     8    41 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i9:369-1073|+    -            235 302279at33208        -            304     1e-05   23.9   0.0   2   2   1.4e-06   5.4e-05   21.5   0.0    65   170    76   182    63   224 0.74 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 302279at33208        -            304   1.2e-05   23.7   4.2   1   5      0.57        23    3.1   0.0    82   115   137   170   118   179 0.84 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 302279at33208        -            304   1.2e-05   23.7   4.2   2   5       1.2        47    2.0   0.0   138   163   258   283   230   306 0.64 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 302279at33208        -            304   1.2e-05   23.7   4.2   3   5      0.64        26    2.9   0.0    95   114   350   369   321   380 0.80 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 302279at33208        -            304   1.2e-05   23.7   4.2   4   5    0.0024     0.094   10.9   0.1    85   209   382   501   351   510 0.81 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 302279at33208        -            304   1.2e-05   23.7   4.2   5   5     0.092       3.7    5.7   0.2    92   116   477   501   469   521 0.74 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 302279at33208        -            304   1.3e-05   23.6   0.3   1   2     0.044       1.8    6.7   0.0    98   126   161   189   149   200 0.81 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 302279at33208        -            304   1.3e-05   23.6   0.3   2   2   0.00029     0.011   13.9   0.2    96   162   201   259   191   306 0.72 -
447320at33208_31033_0:00101d|TRINITY_DN89819_c0_g1_i1:331-855|+     -            175 302279at33208        -            304   1.6e-05   23.3   0.4   1   2     6e-05    0.0024   16.1   0.2    72   113    84   125    36   140 0.77 -
447320at33208_31033_0:00101d|TRINITY_DN89819_c0_g1_i1:331-855|+     -            175 302279at33208        -            304   1.6e-05   23.3   0.4   2   2     0.091       3.6    5.7   0.0   224   253   139   168   125   174 0.77 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 302279at33208        -            304   1.7e-05   23.2   0.4   1   3     0.032       1.3    7.2   0.1    79   118    75   115     2   126 0.78 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 302279at33208        -            304   1.7e-05   23.2   0.4   2   3      0.26        11    4.2   0.0    91   115   127   151   123   171 0.83 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 302279at33208        -            304   1.7e-05   23.2   0.4   3   3     0.022      0.86    7.7   0.0    80   116   215   251   202   260 0.85 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 302279at33208        -            304     2e-05   23.0   4.4   1   5      0.65        26    2.9   0.1    82   114   188   220   165   226 0.83 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 302279at33208        -            304     2e-05   23.0   4.4   2   5       1.5        61    1.6   0.0   138   163   309   334   285   355 0.65 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 302279at33208        -            304     2e-05   23.0   4.4   3   5      0.72        29    2.7   0.0    95   114   401   420   372   431 0.81 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 302279at33208        -            304     2e-05   23.0   4.4   4   5    0.0041      0.16   10.1   0.0    86   206   434   549   426   556 0.80 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 302279at33208        -            304     2e-05   23.0   4.4   5   5     0.098       3.9    5.6   0.2    92   116   528   552   520   576 0.75 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 302279at33208        -            304   2.8e-05   22.5   3.8   1   4      0.81        32    2.6   0.0    83   115   189   221   171   227 0.84 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 302279at33208        -            304   2.8e-05   22.5   3.8   2   4       1.9        76    1.3   0.0   138   163   309   334   292   357 0.65 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 302279at33208        -            304   2.8e-05   22.5   3.8   3   4      0.82        33    2.5   0.0    95   114   401   420   373   432 0.81 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 302279at33208        -            304   2.8e-05   22.5   3.8   4   4    0.0034      0.14   10.3   0.0    86   210   434   553   426   563 0.80 -
365323at33208_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 302279at33208        -            304   3.7e-05   22.1   0.2   1   1   0.00038     0.015   13.5   0.2    98   252     9   152     2   165 0.61 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 302279at33208        -            304   4.2e-05   21.9   8.5   1   2      0.12       4.8    5.3   0.4   221   297     6    79     2    82 0.79 -
365323at33208_127582_0:0002e9|TRINITY_DN92254_c0_g4_i1:77-1057|+    -            327 302279at33208        -            304   4.2e-05   21.9   8.5   2   2   2.1e-05   0.00084   17.6   3.1    51   296    71   321    64   327 0.65 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 302279at33208        -            304   4.4e-05   21.8   0.1   1   3      0.28        11    4.1   0.0   140   186    42    91    35   127 0.69 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 302279at33208        -            304   4.4e-05   21.8   0.1   2   3    0.0014     0.055   11.7   0.0    89   116   126   153    93   168 0.73 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 302279at33208        -            304   4.4e-05   21.8   0.1   3   3      0.55        22    3.1   0.0    93   118   172   197   163   210 0.85 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 302279at33208        -            304   4.8e-05   21.7   0.0   1   2       0.1         4    5.5   0.0    93   184    78   174    24   183 0.76 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 302279at33208        -            304   4.8e-05   21.7   0.0   2   2   0.00015    0.0058   14.9   0.1    65   127   184   255   165   268 0.66 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 302279at33208        -            304   5.2e-05   21.6   0.5   1   2    0.0002     0.008   14.4   0.1    72   113    85   126    37   133 0.77 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 302279at33208        -            304   5.2e-05   21.6   0.5   2   2       0.2       7.9    4.6   0.0   230   253   146   169   131   180 0.76 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 302279at33208        -            304   5.3e-05   21.6   0.1   1   4       6.2   2.5e+02   -0.4   0.0   236   286    19    67     6    86 0.70 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 302279at33208        -            304   5.3e-05   21.6   0.1   2   4   0.00029     0.012   13.9   0.2    99   204   109   205   102   212 0.81 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 302279at33208        -            304   5.3e-05   21.6   0.1   3   4         2        78    1.3   0.0   144   159   231   246   227   253 0.86 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 302279at33208        -            304   5.3e-05   21.6   0.1   4   4         6   2.4e+02   -0.3   0.0    89   112   268   291   261   304 0.79 -
357580at33208_42514_0:00018d|TRINITY_DN93240_c4_g1_i3:357-1082|+    -            242 302279at33208        -            304   5.7e-05   21.4   0.6   1   2     0.021      0.85    7.7   0.2    89   120    12    43     5   132 0.75 -
357580at33208_42514_0:00018d|TRINITY_DN93240_c4_g1_i3:357-1082|+    -            242 302279at33208        -            304   5.7e-05   21.4   0.6   2   2    0.0013     0.052   11.7   0.1    62   183   110   231    93   237 0.74 -
357580at33208_42514_0:00018d|TRINITY_DN93240_c4_g1_i9:331-1056|+    -            242 302279at33208        -            304   5.7e-05   21.4   0.6   1   2     0.021      0.85    7.7   0.2    89   120    12    43     5   132 0.75 -
357580at33208_42514_0:00018d|TRINITY_DN93240_c4_g1_i9:331-1056|+    -            242 302279at33208        -            304   5.7e-05   21.4   0.6   2   2    0.0013     0.052   11.7   0.1    62   183   110   231    93   237 0.74 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 302279at33208        -            304   6.1e-05   21.3   0.6   1   3       4.4   1.7e+02    0.2   0.0    84   117    59    92    49   106 0.84 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 302279at33208        -            304   6.1e-05   21.3   0.6   2   3   0.00036     0.014   13.6   0.1    93   174   170   250   151   253 0.79 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 302279at33208        -            304   6.1e-05   21.3   0.6   3   3       1.1        42    2.2   0.0    99   121   271   293   259   318 0.79 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i1:119-1200|-   -            306 302279at33208        -            304     8e-05   21.0   0.0   1   2     0.033       1.3    7.1   0.0   129   174     2    47     1    51 0.88 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i1:119-1200|-   -            306 302279at33208        -            304     8e-05   21.0   0.0   2   2    0.0012     0.048   11.9   0.0    70   127   137   195   113   237 0.75 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i4:119-1036|-   -            306 302279at33208        -            304     8e-05   21.0   0.0   1   2     0.033       1.3    7.1   0.0   129   174     2    47     1    51 0.88 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i4:119-1036|-   -            306 302279at33208        -            304     8e-05   21.0   0.0   2   2    0.0012     0.048   11.9   0.0    70   127   137   195   113   237 0.75 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i3:82-1077|-    -            332 302279at33208        -            304    0.0001   20.7   0.0   1   2     0.037       1.5    7.0   0.0   129   174     2    47     1    51 0.88 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i3:82-1077|-    -            332 302279at33208        -            304    0.0001   20.7   0.0   2   2    0.0014     0.055   11.6   0.0    70   127   137   195   113   237 0.75 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 302279at33208        -            304    0.0001   20.7   0.0   1   2     0.037       1.5    7.0   0.0   129   174     2    47     1    51 0.88 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 302279at33208        -            304    0.0001   20.7   0.0   2   2    0.0014     0.055   11.6   0.0    70   127   137   195   113   237 0.75 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 302279at33208        -            304   0.00011   20.6   1.2   1   3    0.0053      0.21    9.7   0.0    84   126    43    85     3    94 0.68 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 302279at33208        -            304   0.00011   20.6   1.2   2   3      0.91        36    2.4   0.0    96   117    98   119    86   133 0.75 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i5:331-1146|-     -            272 302279at33208        -            304   0.00011   20.6   1.2   3   3     0.084       3.3    5.8   0.2    97   167   191   255   182   271 0.65 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 302279at33208        -            304   0.00011   20.5   0.0   1   2     0.008      0.32    9.1   0.0    71   111    34    76    10    82 0.79 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 302279at33208        -            304   0.00011   20.5   0.0   2   2    0.0079      0.31    9.2   0.0    66   115   153   205   130   213 0.79 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 302279at33208        -            304   0.00011   20.5   0.8   1   3       5.1     2e+02   -0.1   0.0    84   117   121   154   111   167 0.84 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 302279at33208        -            304   0.00011   20.5   0.8   2   3   0.00043     0.017   13.3   0.1    93   174   232   312   213   314 0.78 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 302279at33208        -            304   0.00011   20.5   0.8   3   3       1.3        51    1.9   0.0   100   121   334   355   325   381 0.79 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 302279at33208        -            304   0.00011   20.5   1.4   1   3    0.0041      0.16   10.1   0.0    59   126    51   125    28   134 0.67 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 302279at33208        -            304   0.00011   20.5   1.4   2   3       1.2        47    2.0   0.0    96   117   138   159   128   173 0.75 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 302279at33208        -            304   0.00011   20.5   1.4   3   3      0.11       4.3    5.4   0.2    97   167   231   295   222   311 0.65 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 302279at33208        -            304   0.00012   20.4   0.2   1   4     0.096       3.8    5.6   0.0   135   164    91   120    83   127 0.73 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 302279at33208        -            304   0.00012   20.4   0.2   2   4       6.2   2.4e+02   -0.3   0.0    90   115   137   162   125   169 0.85 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 302279at33208        -            304   0.00012   20.4   0.2   3   4     0.016      0.62    8.2   0.0    63   116   158   206   144   223 0.77 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 302279at33208        -            304   0.00012   20.4   0.2   4   4         1        41    2.2   0.0   176   208   258   287   228   297 0.80 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 302279at33208        -            304   0.00012   20.4   1.9   1   4       0.3        12    4.0   0.1    98   116    22    40     9    70 0.68 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 302279at33208        -            304   0.00012   20.4   1.9   2   4       4.5   1.8e+02    0.1   0.0    98   117    63    82    39    93 0.67 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 302279at33208        -            304   0.00012   20.4   1.9   3   4    0.0026       0.1   10.8   0.1    61   114   130   190   114   201 0.68 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 302279at33208        -            304   0.00012   20.4   1.9   4   4       1.3        50    1.9   0.0    98   124   220   245   208   257 0.72 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 302279at33208        -            304   0.00012   20.4   1.9   1   4       0.3        12    4.0   0.1    98   116    22    40     9    70 0.68 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 302279at33208        -            304   0.00012   20.4   1.9   2   4       4.5   1.8e+02    0.1   0.0    98   117    63    82    39    93 0.67 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 302279at33208        -            304   0.00012   20.4   1.9   3   4    0.0026       0.1   10.8   0.1    61   114   130   190   114   201 0.68 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 302279at33208        -            304   0.00012   20.4   1.9   4   4       1.3        50    1.9   0.0    98   124   220   245   208   257 0.72 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   1   6      0.11       4.4    5.4   0.1    98   114    20    36    17    52 0.85 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   2   6       0.4        16    3.6   0.0    83   126    47    89    38   100 0.77 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   3   6       9.2   3.6e+02   -0.9   0.0    96   112   102   118    85   131 0.79 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   4   6      0.16       6.4    4.9   0.4    97   149   145   196   133   204 0.83 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   5   6     0.053       2.1    6.5   0.3    92   112   202   222   167   225 0.79 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 302279at33208        -            304   0.00012   20.4   8.6   6   6       2.1        83    1.2   0.0    86   112   238   264   231   265 0.87 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 302279at33208        -            304   0.00013   20.3   3.1   1   4       1.2        48    2.0   0.0   138   163   252   277   224   299 0.64 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 302279at33208        -            304   0.00013   20.3   3.1   2   4      0.61        24    3.0   0.0    95   114   344   363   315   375 0.80 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 302279at33208        -            304   0.00013   20.3   3.1   3   4    0.0037      0.15   10.2   0.0    86   207   377   493   372   499 0.80 -
281693at33208_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 302279at33208        -            304   0.00013   20.3   3.1   4   4     0.081       3.2    5.8   0.2    92   116   471   495   461   520 0.76 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 302279at33208        -            304   0.00014   20.2   1.0   1   4       0.3        12    4.0   0.1   226   297    27    94     4    99 0.57 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 302279at33208        -            304   0.00014   20.2   1.0   2   4      0.16       6.2    4.9   0.0    92   126   162   196   157   202 0.87 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 302279at33208        -            304   0.00014   20.2   1.0   3   4      0.17       6.8    4.8   0.0   247   297   176   222   168   229 0.73 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 302279at33208        -            304   0.00014   20.2   1.0   4   4     0.035       1.4    7.0   0.0    83   118   238   273   203   289 0.79 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 302279at33208        -            304   0.00016   20.0   0.7   1   3       5.8   2.3e+02   -0.2   0.0    84   117   180   213   170   225 0.84 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 302279at33208        -            304   0.00016   20.0   0.7   2   3   0.00046     0.018   13.2   0.1    93   174   291   371   270   374 0.78 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 302279at33208        -            304   0.00016   20.0   0.7   3   3       1.5        60    1.7   0.0   100   121   393   414   382   429 0.77 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   1   4       5.9   2.4e+02   -0.3   0.0    99   123    50    75    37    83 0.76 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   2   4     0.011      0.44    8.7   0.3    76   167    77   155    60   181 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   3   4     0.088       3.5    5.7   0.0    84   117   172   205   148   217 0.83 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   4   4      0.33        13    3.9   0.0    84   126   214   255   207   276 0.76 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   1   4       5.9   2.4e+02   -0.3   0.0    99   123    50    75    37    83 0.76 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   2   4     0.011      0.44    8.7   0.3    76   167    77   155    60   181 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   3   4     0.088       3.5    5.7   0.0    84   117   172   205   148   217 0.83 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 302279at33208        -            304   0.00016   20.0   2.8   4   4      0.33        13    3.9   0.0    84   126   214   255   207   276 0.76 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 302279at33208        -            304   0.00016   19.9   3.4   1   2   0.00018     0.007   14.6   0.3    98   164   334   393   320   394 0.82 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 302279at33208        -            304   0.00016   19.9   3.4   2   2   0.00072     0.028   12.6   0.2    97   161   375   431   365   464 0.70 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   1   4    0.0065      0.26    9.4   0.4   191   300   113   225   105   229 0.85 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   2   4     0.042       1.7    6.8   0.4    68   128   174   241   148   251 0.64 -
