#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 361100at33208        -            270  1.4e-130  433.6   5.5   1   1  1.9e-131  2.9e-130  432.5   5.5     1   270    10   312    10   312 0.92 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-    -            172 361100at33208        -            270   4.4e-15   54.8   1.2   3   4   0.00069     0.011   14.2   0.1    76   109    97   130    86   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-    -            172 361100at33208        -            270   4.4e-15   54.8   1.2   4   4   5.5e-05   0.00087   17.8   0.0   183   220   131   168   128   170 0.92 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   1   4   1.1e-05   0.00018   20.0   0.0    66   141     3    81     1    84 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   2   4      0.58       9.1    4.6   0.0     2    25    65    88    64    99 0.78 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   3   4   0.00069     0.011   14.2   0.1    76   109    97   130    86   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   4   4   5.5e-05   0.00087   17.8   0.0   183   220   131   168   128   170 0.92 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   1   4   1.1e-05   0.00018   20.0   0.0    66   141     3    81     1    84 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   2   4      0.58       9.1    4.6   0.0     2    25    65    88    64    99 0.78 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   3   4   0.00069     0.011   14.2   0.1    76   109    97   130    86   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-     -            172 361100at33208        -            270   4.4e-15   54.8   1.2   4   4   5.5e-05   0.00087   17.8   0.0   183   220   131   168   128   170 0.92 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-      -            279 361100at33208        -            270   5.4e-15   54.5   0.0   1   3   8.3e-06   0.00013   20.5   0.0   125   216     9   107     5   116 0.86 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-      -            279 361100at33208        -            270   5.4e-15   54.5   0.0   2   3   1.5e-11   2.4e-10   39.3   0.0     3   151    93   248    92   258 0.81 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i2:976-1812|-      -            279 361100at33208        -            270   5.4e-15   54.5   0.0   3   3       4.6        72    1.6   0.0     2    15   265   278   264   279 0.92 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+      -            141 361100at33208        -            270   5.5e-15   54.5   0.0   1   2      0.52       8.1    4.7   0.0   244   267     2    25     1    28 0.90 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+      -            141 361100at33208        -            270   5.5e-15   54.5   0.0   2   2   3.6e-14   5.7e-13   47.9   0.0     4   102    34   134    30   141 0.91 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i21:1793-2563|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i24:1863-2633|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i25:1851-2621|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i27:1844-2614|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i28:1832-2602|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i30:1821-2591|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i33:1863-2633|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i34:1833-2603|+    -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i3:1793-2563|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i4:1862-2632|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i6:1862-2632|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i7:1844-2614|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i8:1823-2593|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   1   2       0.4       6.3    5.1   0.0    63   105     6    50     3    67 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i9:1833-2603|+     -            257 361100at33208        -            270   9.8e-15   53.7   0.0   2   2   7.7e-12   1.2e-10   40.2   0.1    34   216    66   255    65   256 0.81 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 361100at33208        -            270   9.9e-15   53.6   0.9   1   2   8.4e-05    0.0013   17.2   0.1     8   215    79   299    76   306 0.74 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 361100at33208        -            270   9.9e-15   53.6   0.9   2   2   3.1e-09   4.8e-08   31.7   0.0     3   122   494   612   489   639 0.85 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   1   4     1e-05   0.00016   20.1   0.0    66   141     3    81     1    84 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   2   4      0.61       9.6    4.5   0.0     3    25    66    88    64    97 0.78 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   3   4    0.0007     0.011   14.2   0.1    76   109    97   130    88   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i10:3330-3830|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   4   4   0.00013     0.002   16.6   0.0   183   217   131   165   128   167 0.93 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   1   4     1e-05   0.00016   20.1   0.0    66   141     3    81     1    84 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   2   4      0.61       9.6    4.5   0.0     3    25    66    88    64    97 0.78 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   3   4    0.0007     0.011   14.2   0.1    76   109    97   130    88   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i13:3312-3812|-    -            167 361100at33208        -            270     1e-14   53.6   1.3   4   4   0.00013     0.002   16.6   0.0   183   217   131   165   128   167 0.93 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-     -            167 361100at33208        -            270     1e-14   53.6   1.3   1   4     1e-05   0.00016   20.1   0.0    66   141     3    81     1    84 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-     -            167 361100at33208        -            270     1e-14   53.6   1.3   2   4      0.61       9.6    4.5   0.0     3    25    66    88    64    97 0.78 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-     -            167 361100at33208        -            270     1e-14   53.6   1.3   3   4    0.0007     0.011   14.2   0.1    76   109    97   130    88   132 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-     -            167 361100at33208        -            270     1e-14   53.6   1.3   4   4   0.00013     0.002   16.6   0.0   183   217   131   165   128   167 0.93 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+     -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   1   3      0.16       2.5    6.4   0.0   200   218    32    50    12    75 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   2   3   8.1e-08   1.3e-06   27.1   0.0     3   108   128   235   126   245 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 361100at33208        -            270   2.2e-14   52.5   0.1   3   3   0.00025    0.0039   15.6   0.0    42   100   263   321   253   322 0.79 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-     -            313 361100at33208        -            270   3.4e-14   51.9   0.2   1   3     0.078       1.2    7.4   0.0   185   216    20    51     4    60 0.73 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-     -            313 361100at33208        -            270   3.4e-14   51.9   0.2   2   3   8.1e-10   1.3e-08   33.6   0.1     4   124   120   241   119   246 0.83 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-     -            313 361100at33208        -            270   3.4e-14   51.9   0.2   3   3     0.015      0.23    9.8   0.0    25   103   226   310   222   312 0.80 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+        -            201 361100at33208        -            270   4.1e-14   51.6   0.3   1   2   3.7e-05   0.00058   18.3   0.0    51   120    24    93     2   102 0.80 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+        -            201 361100at33208        -            270   4.1e-14   51.6   0.3   2   2   1.1e-08   1.7e-07   30.0   0.1     2    99   101   201   100   201 0.92 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+      -            201 361100at33208        -            270   4.1e-14   51.6   0.3   1   2   3.7e-05   0.00058   18.3   0.0    51   120    24    93     2   102 0.80 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+      -            201 361100at33208        -            270   4.1e-14   51.6   0.3   2   2   1.1e-08   1.7e-07   30.0   0.1     2    99   101   201   100   201 0.92 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 361100at33208        -            270   8.5e-14   50.6   2.3   1   4     0.061      0.96    7.8   0.0   182   215     5    37     1    49 0.64 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 361100at33208        -            270   8.5e-14   50.6   2.3   2   4     0.015      0.23    9.8   0.0   187   218    55    87    46    92 0.86 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 361100at33208        -            270   8.5e-14   50.6   2.3   3   4     6e-05   0.00094   17.7   0.0   192   218   104   130    92   134 0.86 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 361100at33208        -            270   8.5e-14   50.6   2.3   4   4     0.005     0.079   11.3   0.0    69   104   138   173   131   185 0.87 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-       -            339 361100at33208        -            270   1.4e-13   49.9   0.9   1   1   4.2e-14   6.6e-13   47.7   0.2     3   153   135   302   134   309 0.76 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+     -            213 361100at33208        -            270   2.4e-13   49.1   0.0   1   2   6.4e-06    0.0001   20.8   0.0    27   104    32   110    24   119 0.89 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+     -            213 361100at33208        -            270   2.4e-13   49.1   0.0   2   2   2.5e-07   3.9e-06   25.5   0.0    70   151   118   202   114   213 0.82 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+      -            598 361100at33208        -            270     4e-13   48.4   0.0   1   2   8.3e-10   1.3e-08   33.6   0.0     3   152    86   237    84   258 0.83 -
99987at33208_29159_0:004c3b|TRINITY_DN77327_c10_g2_i4:159-1952|+      -            598 361100at33208        -            270     4e-13   48.4   0.0   2   2    0.0025     0.039   12.3   0.0    10   107   444   546   437   582 0.78 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 361100at33208        -            270   7.1e-13   47.6   0.0   1   5       0.2       3.1    6.1   0.0    35   102    23    88    11    99 0.82 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 361100at33208        -            270   7.1e-13   47.6   0.0   2   5       5.4        84    1.4   0.0   225   269   107   156   102   157 0.72 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 361100at33208        -            270   7.1e-13   47.6   0.0   3   5       2.4        37    2.6   0.0   184   218   187   221   174   228 0.73 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 361100at33208        -            270   7.1e-13   47.6   0.0   4   5   6.8e-05    0.0011   17.5   0.0   184   217   231   264   222   273 0.88 -
179485at33208_294128_0:004380|TRINITY_DN73327_c12_g1_i1:119-1282|-    -            388 361100at33208        -            270   7.1e-13   47.6   0.0   5   5    0.0018     0.028   12.8   0.0    68   108   316   356   303   385 0.76 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   1   3     0.006     0.094   11.1   0.0    61   104     7    50     3    55 0.90 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   2   3      0.35       5.6    5.3   0.0   192   218    76   102    58   127 0.64 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   3   3   1.4e-07   2.2e-06   26.3   0.0     4    93   182   275   179   275 0.80 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   1   3     0.006     0.094   11.1   0.0    61   104     7    50     3    55 0.90 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   2   3      0.35       5.6    5.3   0.0   192   218    76   102    58   127 0.64 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   3   3   1.4e-07   2.2e-06   26.3   0.0     4    93   182   275   179   275 0.80 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 361100at33208        -            270   8.6e-13   47.3   0.0   1   3     0.006     0.094   11.1   0.0    61   104     7    50     3    55 0.90 -
