#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 327301at33208        -            257   1.1e-71  240.1   0.0   1   1   1.1e-72   1.9e-71  239.3   0.0     2   249    11   295    10   299 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 327301at33208        -            257   1.1e-08   33.7   0.1   2   3    0.0022     0.037   12.3   0.1   105   167    59   121    48   125 0.92 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+   -            170 327301at33208        -            257   1.1e-08   33.7   0.1   3   3     0.007      0.12   10.6   0.0    20    57   129   167   127   170 0.77 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   1.1e-08   33.7   0.1   1   3     0.063       1.1    7.5   0.0    77   105     9    37     7    56 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   1.1e-08   33.7   0.1   2   3    0.0022     0.037   12.3   0.1   105   167    59   121    48   125 0.92 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   1.1e-08   33.7   0.1   3   3     0.007      0.12   10.6   0.0    20    57   129   167   127   170 0.77 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   1   3     0.063       1.1    7.5   0.0    77   105     9    37     7    56 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   2   3    0.0022     0.037   12.3   0.1   105   167    59   121    48   125 0.92 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   3   3     0.007      0.12   10.6   0.0    20    57   129   167   127   170 0.77 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   1   3     0.063       1.1    7.5   0.0    77   105     9    37     7    56 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   2   3    0.0022     0.037   12.3   0.1   105   167    59   121    48   125 0.92 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+    -            170 327301at33208        -            257   1.1e-08   33.7   0.1   3   3     0.007      0.12   10.6   0.0    20    57   129   167   127   170 0.77 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i3:525-1022|+   -            166 327301at33208        -            257   1.1e-08   33.6   0.0   1   3    0.0031     0.052   11.8   0.0   188   255    20    89    11    91 0.87 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i3:525-1022|+   -            166 327301at33208        -            257   1.1e-08   33.6   0.0   2   3     0.019      0.33    9.2   0.0   219   245    95   121    90   126 0.84 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i3:525-1022|+   -            166 327301at33208        -            257   1.1e-08   33.6   0.0   3   3   0.00016    0.0026   16.0   0.0   189   246   105   164   103   165 0.91 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i8:1514-2011|+  -            166 327301at33208        -            257   1.1e-08   33.6   0.0   1   3    0.0031     0.052   11.8   0.0   188   255    20    89    11    91 0.87 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i8:1514-2011|+  -            166 327301at33208        -            257   1.1e-08   33.6   0.0   2   3     0.019      0.33    9.2   0.0   219   245    95   121    90   126 0.84 -
414579at33208_299123_0:003149|TRINITY_DN79765_c9_g1_i8:1514-2011|+  -            166 327301at33208        -            257   1.1e-08   33.6   0.0   3   3   0.00016    0.0026   16.0   0.0   189   246   105   164   103   165 0.91 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   1.3e-08   33.4   4.1   1   4    0.0046     0.077   11.2   0.2    31   100   162   231   117   239 0.67 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   1.3e-08   33.4   4.1   2   4      0.02      0.34    9.1   0.0   219   250   240   271   234   277 0.80 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   1.3e-08   33.4   4.1   3   4       5.8        97    1.1   0.0    46    91   294   346   270   360 0.59 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   1.3e-08   33.4   4.1   4   4     0.099       1.7    6.9   0.0   217   246   370   399   364   404 0.75 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 327301at33208        -            257   1.5e-08   33.2   0.6   1   2      0.96        16    3.6   0.0   149   168    98   117    61   123 0.75 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 327301at33208        -            257   1.5e-08   33.2   0.6   2   2   1.4e-06   2.3e-05   22.8   0.1    29   172   128   288   118   289 0.68 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   1   3      0.84        14    3.8   0.0   230   254     4    28     1    31 0.83 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   2   3   0.00013    0.0023   16.2   0.0   208   246    70   107    66   116 0.91 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   3   3     0.047       0.8    7.9   0.0   217   247   140   170   131   177 0.82 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   1   3      0.84        14    3.8   0.0   230   254     4    28     1    31 0.83 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   2   3   0.00013    0.0023   16.2   0.0   208   246    70   107    66   116 0.91 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   1.9e-08   32.9   0.5   3   3     0.047       0.8    7.9   0.0   217   247   140   170   131   177 0.82 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   1   2      0.24         4    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   2   2   1.7e-06   2.8e-05   22.5   0.3    30   166    29   184    28   184 0.72 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   1   2      0.24         4    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   2   2   1.7e-06   2.8e-05   22.5   0.3    30   166    29   184    28   184 0.72 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   1   2      0.24         4    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   2   2   1.7e-06   2.8e-05   22.5   0.3    30   166    29   184    28   184 0.72 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   1   2      0.24         4    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   2   2   1.7e-06   2.8e-05   22.5   0.3    30   166    29   184    28   184 0.72 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   1   2      0.24         4    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 327301at33208        -            257   3.3e-08   32.1   1.3   2   2   1.7e-06   2.8e-05   22.5   0.3    30   166    29   184    28   184 0.72 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   3.6e-08   32.0   0.1   1   4         2        33    2.6   0.0    37    67     4    35     1    73 0.56 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   3.6e-08   32.0   0.1   2   4    0.0081      0.14   10.4   0.0   193   244    56   108    45   120 0.87 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   3.6e-08   32.0   0.1   3   4   0.00052    0.0088   14.3   0.0    30   104    79   159    74   171 0.80 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   3.6e-08   32.0   0.1   4   4     0.018       0.3    9.3   0.0    76   112   230   266   166   275 0.81 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 327301at33208        -            257   4.2e-08   31.7   4.6   1   4      0.31       5.2    5.2   0.0   144   172     3    31     1    47 0.82 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 327301at33208        -            257   4.2e-08   31.7   4.6   2   4      0.08       1.3    7.2   0.2    73    94    49    70    34    89 0.70 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 327301at33208        -            257   4.2e-08   31.7   4.6   3   4   0.00022    0.0037   15.6   0.0    76   100    93   117    80   127 0.85 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 327301at33208        -            257   4.2e-08   31.7   4.6   4   4      0.77        13    3.9   0.0   219   244   126   153   121   156 0.77 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i1:2387-3352|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i4:2507-3472|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i7:2262-3227|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i8:2438-3403|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   1   4     0.094       1.6    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   2   4    0.0041      0.07   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   3   4      0.58       9.8    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   4.4e-08   31.7   1.3   4   4      0.49       8.3    4.6   0.1   119   173   176   233   168   322 0.66 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 327301at33208        -            257   6.4e-08   31.2   3.1   1   4     0.071       1.2    7.3   0.0   216   247    10    41     2    50 0.86 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 327301at33208        -            257   6.4e-08   31.2   3.1   2   4    0.0049     0.082   11.1   0.0    30    59    51    80    44    90 0.77 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 327301at33208        -            257   6.4e-08   31.2   3.1   3   4      0.15       2.5    6.3   0.1   224   247   105   128    98   137 0.84 -
433216at33208_7070_0:000768|TRINITY_DN71112_c3_g1_i2:2-634|-        -            211 327301at33208        -            257   6.4e-08   31.2   3.1   4   4       1.1        19    3.4   0.0   220   246   143   169   136   186 0.78 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257   6.4e-08   31.2   0.4   1   5   8.5e-05    0.0014   16.9   0.0   184   246    15    78     7    82 0.92 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257   6.4e-08   31.2   0.4   2   5       2.3        39    2.4   0.0   219   247   117   144   112   153 0.62 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257   6.4e-08   31.2   0.4   3   5       7.3   1.2e+02    0.7   0.0    87    99   136   148   125   161 0.80 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257   6.4e-08   31.2   0.4   4   5         3        51    2.0   0.0    75    93   170   188   154   196 0.58 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257   6.4e-08   31.2   0.4   5   5       0.5       8.5    4.5   0.0    43    70   217   244   205   258 0.83 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 327301at33208        -            257   6.4e-08   31.2   0.4   1   5   8.5e-05    0.0014   16.9   0.0   184   246    15    78     7    82 0.92 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 327301at33208        -            257   6.4e-08   31.2   0.4   2   5       2.3        39    2.4   0.0   219   247   117   144   112   153 0.62 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 327301at33208        -            257   6.4e-08   31.2   0.4   3   5       7.3   1.2e+02    0.7   0.0    87    99   136   148   125   161 0.80 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 327301at33208        -            257   6.4e-08   31.2   0.4   4   5         3        51    2.0   0.0    75    93   170   188   154   196 0.58 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 327301at33208        -            257   6.4e-08   31.2   0.4   5   5       0.5       8.5    4.5   0.0    43    70   217   244   205   258 0.83 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   1   4      0.84        14    3.8   0.0   227   245     1    19     1    29 0.82 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   2   4     0.088       1.5    7.0   0.0   227   246    41    60    31    66 0.81 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   3   4    0.0062       0.1   10.8   0.0    72    98    78   104    69   109 0.82 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   4   4      0.13       2.2    6.4   0.1   213   243   117   147   107   147 0.93 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   1   4      0.84        14    3.8   0.0   227   245     1    19     1    29 0.82 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   2   4     0.088       1.5    7.0   0.0   227   246    41    60    31    66 0.81 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   3   4    0.0062       0.1   10.8   0.0    72    98    78   104    69   109 0.82 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 327301at33208        -            257   7.1e-08   31.0   2.2   4   4      0.13       2.2    6.4   0.1   213   243   117   147   107   147 0.93 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   8.3e-08   30.8   0.1   1   4       2.2        37    2.4   0.0   222   249     4    31     1    38 0.74 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   8.3e-08   30.8   0.1   2   4       0.6        10    4.3   0.0   211   245    43    77    39    83 0.85 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   8.3e-08   30.8   0.1   3   4      0.23       3.8    5.7   0.0   221   253    94   126    89   130 0.81 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   8.3e-08   30.8   0.1   4   4    0.0053     0.089   11.0   0.0    29    65   171   207   162   216 0.85 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 327301at33208        -            257     1e-07   30.5   2.3   1   4      0.41       6.9    4.8   0.0    84   104    29    49    18    61 0.81 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 327301at33208        -            257     1e-07   30.5   2.3   2   4      0.41       6.9    4.8   0.0    76    94    63    81    49   100 0.65 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 327301at33208        -            257     1e-07   30.5   2.3   3   4      0.17       2.8    6.1   0.1    36   246    98   123    91   133 0.58 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i12:5508-6023|-  -            172 327301at33208        -            257     1e-07   30.5   2.3   4   4   0.00011    0.0019   16.5   0.5   192   251   109   170   108   172 0.87 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   1   4      0.41       6.9    4.8   0.0    84   104    29    49    18    61 0.81 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   2   4      0.41       6.9    4.8   0.0    76    94    63    81    49   100 0.65 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   3   4      0.17       2.8    6.1   0.1    36   246    98   123    91   133 0.58 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i2:3294-3809|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   4   4   0.00011    0.0019   16.5   0.5   192   251   109   170   108   172 0.87 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   1   4      0.41       6.9    4.8   0.0    84   104    29    49    18    61 0.81 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   2   4      0.41       6.9    4.8   0.0    76    94    63    81    49   100 0.65 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   3   4      0.17       2.8    6.1   0.1    36   246    98   123    91   133 0.58 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i8:3276-3791|-   -            172 327301at33208        -            257     1e-07   30.5   2.3   4   4   0.00011    0.0019   16.5   0.5   192   251   109   170   108   172 0.87 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i1:331-933|-      -            201 327301at33208        -            257   1.1e-07   30.3   0.2   1   3     0.055      0.93    7.7   0.0    64    95    12    45     3    79 0.76 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i1:331-933|-      -            201 327301at33208        -            257   1.1e-07   30.3   0.2   2   3     0.036       0.6    8.3   0.0    28    60   103   135    89   145 0.75 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i1:331-933|-      -            201 327301at33208        -            257   1.1e-07   30.3   0.2   3   3    0.0096      0.16   10.2   0.0    31    68   149   186   138   195 0.84 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 327301at33208        -            257   1.1e-07   30.3   2.0   1   4     0.086       1.5    7.0   0.0    28    92     6    72     1    79 0.74 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 327301at33208        -            257   1.1e-07   30.3   2.0   2   4       5.8        98    1.1   0.1   182   204    97   119    62   122 0.61 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 327301at33208        -            257   1.1e-07   30.3   2.0   3   4    0.0001    0.0017   16.6   0.1    77   169   170   268   150   277 0.63 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i5:1287-2204|+    -            306 327301at33208        -            257   1.1e-07   30.3   2.0   4   4       3.6        60    1.7   0.0   218   240   282   304   272   306 0.63 -
