#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 111730at33208        -            629     4e-76  254.0   0.4   1   1   1.9e-77   4.4e-76  253.8   0.4   161   311     2   156     1   156 0.96 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 111730at33208        -            629   1.5e-08   30.8   1.0   1   1     1e-09   2.4e-08   30.0   1.0    61   225    29   213    14   258 0.70 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-     -            486 111730at33208        -            629   1.8e-08   30.4   0.3   1   3     0.055       1.3    4.5   0.0   153   193   182   222   156   231 0.85 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-     -            486 111730at33208        -            629   1.8e-08   30.4   0.3   2   3     0.047       1.1    4.7   0.0   127   194   279   347   270   353 0.75 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-     -            486 111730at33208        -            629   1.8e-08   30.4   0.3   3   3   6.6e-06   0.00016   17.5   0.0     8   117   362   480   357   483 0.87 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 111730at33208        -            629   2.2e-08   30.2   2.9   1   4     0.011      0.26    6.8   0.2   163   201   159   197   148   206 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 111730at33208        -            629   2.2e-08   30.2   2.9   2   4   1.9e-06   4.4e-05   19.3   0.1    79   223   194   349   192   355 0.76 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 111730at33208        -            629   2.2e-08   30.2   2.9   3   4      0.16       3.7    3.0   0.0   160   221   365   426   353   441 0.81 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 111730at33208        -            629   2.2e-08   30.2   2.9   4   4       1.4        33   -0.1   0.0    91   117   422   448   416   453 0.88 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 111730at33208        -            629   1.3e-07   27.6   0.1   1   3     1e-05   0.00024   16.8   0.0   157   221   263   330   255   338 0.86 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 111730at33208        -            629   1.3e-07   27.6   0.1   2   3     0.071       1.7    4.2   0.0   130   190   494   555   462   561 0.83 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 111730at33208        -            629   1.3e-07   27.6   0.1   3   3      0.25       5.9    2.3   0.0   162   193   582   613   571   613 0.88 -
111730at33208_6958_0:0028c1|TRINITY_DN83861_c9_g1_i1:345-722|-        -            126 111730at33208        -            629   2.2e-07   26.9   0.1   1   2   2.4e-05   0.00057   15.6   0.0   531   568     1    41     1    61 0.82 -
111730at33208_6958_0:0028c1|TRINITY_DN83861_c9_g1_i1:345-722|-        -            126 111730at33208        -            629   2.2e-07   26.9   0.1   2   2    0.0015     0.035    9.7   0.1   568   615    71   118    57   125 0.82 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629   2.5e-07   26.7   7.1   1   4   0.00063     0.015   10.9   0.8    83   195     4   117     2   141 0.72 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629   2.5e-07   26.7   7.1   2   4      0.69        16    0.9   0.0   181   196   143   158   124   174 0.75 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629   2.5e-07   26.7   7.1   3   4    0.0048      0.11    8.0   0.1   175   199   177   202   161   210 0.80 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629   2.5e-07   26.7   7.1   4   4      0.03      0.71    5.4   0.0    87   124   211   248   208   254 0.75 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 111730at33208        -            629   3.7e-07   26.1   0.3   1   3   0.00026    0.0061   12.2   0.0   161   194    13    46     2    51 0.89 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 111730at33208        -            629   3.7e-07   26.1   0.3   2   3   0.00063     0.015   10.9   0.0     8    75    65   134    60   143 0.85 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 111730at33208        -            629   3.7e-07   26.1   0.3   3   3       3.4        79   -1.4   0.0    16    38   253   275   243   279 0.57 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 111730at33208        -            629   4.7e-07   25.8   3.0   1   2   1.6e-05   0.00038   16.2   0.1    85   119     4    38     2    57 0.92 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 111730at33208        -            629   4.7e-07   25.8   3.0   2   2   0.00079     0.019   10.6   0.6   158   195    58    95    47    95 0.90 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 111730at33208        -            629   5.5e-07   25.6   4.4   1   2    0.0035     0.084    8.4   0.8   132   205    62   145    51   172 0.67 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 111730at33208        -            629   5.5e-07   25.6   4.4   2   2   1.2e-05   0.00028   16.6   0.1   156   195   218   258   205   266 0.86 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 111730at33208        -            629   6.8e-07   25.3   2.2   1   2     0.018      0.43    6.1   0.0   163   194    44    75    38    82 0.91 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 111730at33208        -            629   6.8e-07   25.3   2.2   2   2   0.00015    0.0036   13.0   3.4    63   117   131   186   124   188 0.84 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   7.7e-07   25.1   2.9   1   3    0.0057      0.13    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   7.7e-07   25.1   2.9   2   3   1.3e-05    0.0003   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   7.7e-07   25.1   2.9   3   3     0.055       1.3    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   8.8e-07   24.9   0.0   1   3    0.0074      0.17    7.4   0.0    87   194    16    46     8    57 0.61 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   8.8e-07   24.9   0.0   2   3     0.063       1.5    4.3   0.0    86   197    68   102    59   141 0.51 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   8.8e-07   24.9   0.0   3   3    0.0017     0.041    9.5   0.0   181   229   181   234   167   274 0.57 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 111730at33208        -            629   9.2e-07   24.8   0.2   1   2   1.2e-06   2.7e-05   20.0   0.0    88   194     2   118     1   153 0.80 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 111730at33208        -            629   9.2e-07   24.8   0.2   2   2       0.2       4.7    2.7   0.0   158   193   180   215   174   216 0.78 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 111730at33208        -            629     1e-06   24.6   1.3   1   2     0.002     0.046    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 111730at33208        -            629     1e-06   24.6   1.3   2   2   1.8e-07   4.2e-06   22.7   1.0    88   223    29   176    25   181 0.74 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 111730at33208        -            629   1.4e-06   24.2   1.3   1   2   0.00096     0.023   10.3   0.0    29   118   250   347   223   361 0.77 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 111730at33208        -            629   1.4e-06   24.2   1.3   2   2     0.001     0.024   10.2   0.5   106   220   496   619   477   628 0.64 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 111730at33208        -            629   1.4e-06   24.2   1.4   1   2    0.0016     0.038    9.6   0.5   150   197    10    59     2    67 0.75 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 111730at33208        -            629   1.4e-06   24.2   1.4   2   2   3.4e-07   7.9e-06   21.7   0.6   128   217    29   124    28   136 0.81 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   1.5e-06   24.1   2.6   1   3     4e-05   0.00093   14.9   0.4    53   275    23   258    17   266 0.70 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   1.5e-06   24.1   2.6   2   3    0.0022     0.052    9.1   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   1.5e-06   24.1   2.6   3   3    0.0064      0.15    7.6   0.1   128   213   230   320   227   332 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   1.7e-06   24.0   3.8   1   3   0.00016    0.0039   12.9   0.8    86   217    31   172    22   176 0.70 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   1.7e-06   24.0   3.8   2   3   0.00039    0.0091   11.6   1.1    86   201    75   207    72   217 0.71 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   1.7e-06   24.0   3.8   3   3     0.013      0.32    6.5   0.1    85   118   209   242   201   326 0.84 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-       -            117 111730at33208        -            629   2.1e-06   23.6   0.1   1   1   9.4e-08   2.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+       -            103 111730at33208        -            629   2.4e-06   23.5   0.0   1   1   1.2e-07   2.8e-06   23.3   0.0   131   222     6   102     2   103 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   2.6e-06   23.4   0.7   1   3      0.55        13    1.2   0.0    97   118     4    25     1    34 0.74 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   2.6e-06   23.4   0.7   2   3     0.023      0.54    5.8   0.0   172   222    58   111    34   122 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   2.6e-06   23.4   0.7   3   3   9.9e-05    0.0023   13.6   0.1    87   117   139   169   131   170 0.88 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 111730at33208        -            629   2.8e-06   23.2   0.0   1   2   2.4e-06   5.8e-05   18.9   0.0   158   223    12    81     2    84 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 111730at33208        -            629   2.8e-06   23.2   0.0   2   2    0.0049      0.11    8.0   0.0   161   191    57    87    50    93 0.87 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-     -            153 111730at33208        -            629   3.3e-06   23.0   0.5   1   1   8.8e-07   2.1e-05   20.4   0.1   126   223    37   141     9   145 0.76 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 111730at33208        -            629   3.7e-06   22.8   0.1   1   2   1.1e-06   2.6e-05   20.0   0.0   104   196     5   107     1   120 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 111730at33208        -            629   3.7e-06   22.8   0.1   2   2      0.78        18    0.7   0.0    82   195   132   168   124   183 0.61 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 111730at33208        -            629   5.1e-06   22.4   0.8   1   3      0.51        12    1.3   0.0   146   193    16    66     3   102 0.63 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 111730at33208        -            629   5.1e-06   22.4   0.8   2   3     0.062       1.5    4.3   0.0   157   194   128   165    31   173 0.83 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 111730at33208        -            629   5.1e-06   22.4   0.8   3   3   6.7e-05    0.0016   14.2   0.1    10    74   196   263   191   265 0.80 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+       -            285 111730at33208        -            629   6.1e-06   22.1   0.0   1   1   3.9e-07   9.3e-06   21.5   0.0    62   141     9    94     4   206 0.76 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 111730at33208        -            629   7.3e-06   21.8  18.0   1   3     0.052       1.2    4.6   2.3   127   194   149   224   145   230 0.68 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 111730at33208        -            629   7.3e-06   21.8  18.0   2   3   1.9e-05   0.00045   15.9   4.2    88   195   265   381   262   389 0.72 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 111730at33208        -            629   7.3e-06   21.8  18.0   3   3   2.9e-06   6.8e-05   18.7   1.6    89   192   306   420   299   423 0.76 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-     -            220 111730at33208        -            629   9.8e-06   21.4   1.1   1   3   0.00036    0.0084   11.7   0.0   156   214     2    62     1    70 0.79 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-     -            220 111730at33208        -            629   9.8e-06   21.4   1.1   2   3     0.008      0.19    7.3   0.2   180   198    94   112    87   137 0.79 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-     -            220 111730at33208        -            629   9.8e-06   21.4   1.1   3   3       1.8        44   -0.5   0.1   181   225   134   180   126   199 0.64 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 111730at33208        -            629   1.2e-05   21.1   0.7   1   3     0.009      0.21    7.1   0.0   163   201     6    43     2    86 0.77 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 111730at33208        -            629   1.2e-05   21.1   0.7   2   3   0.00081     0.019   10.6   0.0   134   198   122   191   114   197 0.84 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 111730at33208        -            629   1.2e-05   21.1   0.7   3   3       1.2        29    0.1   0.0   178   203   217   242   211   263 0.76 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 111730at33208        -            629   1.4e-05   21.0   2.8   1   2   0.00015    0.0035   13.0   0.5   117   195    53   129    42   147 0.92 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 111730at33208        -            629   1.4e-05   21.0   2.8   2   2     0.008      0.19    7.3   0.1   102   193   161   254   152   256 0.60 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 111730at33208        -            629   1.9e-05   20.5   0.0   1   1   2.7e-06   6.4e-05   18.7   0.0    95   262    10   191     4   196 0.64 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 111730at33208        -            629   2.4e-05   20.2   2.2   1   4       0.6        14    1.1   0.0   163   219    34    92    31    93 0.72 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 111730at33208        -            629   2.4e-05   20.2   2.2   2   4     0.021      0.49    5.9   0.0   163   197    74   107    66   114 0.84 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 111730at33208        -            629   2.4e-05   20.2   2.2   3   4    0.0098      0.23    7.0   0.0   162   221   114   176   109   184 0.84 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 111730at33208        -            629   2.4e-05   20.2   2.2   4   4     0.092       2.2    3.8   0.4   144   194   218   272   201   278 0.77 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+    -            153 111730at33208        -            629   2.8e-05   19.9   0.0   1   3      0.18       4.4    2.8   0.0   207   241     5    40     2    45 0.79 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+    -            153 111730at33208        -            629   2.8e-05   19.9   0.0   2   3   0.00021    0.0049   12.5   0.0   157   192    48    83    42    87 0.86 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+    -            153 111730at33208        -            629   2.8e-05   19.9   0.0   3   3   0.00051     0.012   11.2   0.0   127   195    59   138    58   146 0.74 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+      -            738 111730at33208        -            629   3.2e-05   19.7   0.3   1   2     0.058       1.4    4.4   0.0   127   197    37   113    33   144 0.69 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+      -            738 111730at33208        -            629   3.2e-05   19.7   0.3   2   2   9.3e-05    0.0022   13.7   0.1    67   188   144   279   125   282 0.62 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 111730at33208        -            629   3.9e-05   19.4   0.0   1   2   3.1e-05   0.00073   15.3   0.0   153   198    68   112    39   160 0.75 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 111730at33208        -            629   3.9e-05   19.4   0.0   2   2      0.65        15    1.0   0.0   172   198   224   250   168   275 0.70 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 111730at33208        -            629   4.1e-05   19.4   1.4   1   3   0.00027    0.0064   12.1   0.4    86   145    55   124    48   168 0.65 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 111730at33208        -            629   4.1e-05   19.4   1.4   2   3     0.025      0.59    5.6   0.1   161   224    99   169    90   212 0.70 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 111730at33208        -            629   4.1e-05   19.4   1.4   3   3      0.18       4.2    2.8   0.0    13    48   280   315   273   336 0.57 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 111730at33208        -            629   4.7e-05   19.2   2.5   1   3      0.34         8    1.9   0.0    88   117     1    30     1    45 0.82 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 111730at33208        -            629   4.7e-05   19.2   2.5   2   3   7.6e-05    0.0018   14.0   0.1    48   119   144   216   140   265 0.77 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 111730at33208        -            629   4.7e-05   19.2   2.5   3   3      0.41       9.8    1.6   0.1    80   153   295   377   291   383 0.73 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 111730at33208        -            629   7.2e-05   18.6   1.2   1   2     0.037      0.86    5.1   0.0    86   118    56    88    48    93 0.91 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 111730at33208        -            629   7.2e-05   18.6   1.2   2   2   0.00044      0.01   11.5   0.3   121   199   114   194   101   214 0.62 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 111730at33208        -            629   0.00015   17.5   0.0   1   2     0.073       1.7    4.1   0.0   129   196   127   200   123   206 0.81 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 111730at33208        -            629   0.00015   17.5   0.0   2   2   0.00065     0.015   10.9   0.0    85   118   211   244   208   263 0.85 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 111730at33208        -            629   0.00015   17.5   0.2   1   2    0.0068      0.16    7.5   0.1   108   204    35   132    22   139 0.75 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 111730at33208        -            629   0.00015   17.5   0.2   2   2   0.00096     0.023   10.3   0.0    10   116    96   203    91   209 0.76 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+      -            538 111730at33208        -            629   0.00026   16.7   2.3   1   2   6.5e-05    0.0015   14.2   1.5   156   229   311   391   304   420 0.71 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+      -            538 111730at33208        -            629   0.00026   16.7   2.3   2   2      0.11       2.6    3.5   0.2     9   116   365   479   360   484 0.66 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+     -            374 111730at33208        -            629   0.00032   16.4   5.9   1   3     0.016      0.38    6.3   1.1   128   258     3   144     2   151 0.72 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+     -            374 111730at33208        -            629   0.00032   16.4   5.9   2   3   0.00034     0.008   11.8   0.4   193   242   159   214   133   222 0.66 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+     -            374 111730at33208        -            629   0.00032   16.4   5.9   3   3       2.7        64   -1.1   0.0   245   270   323   348   315   358 0.87 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-    -            179 111730at33208        -            629   0.00042   16.0   0.0   1   2     0.016      0.39    6.3   0.0   245   271    65    91    58   107 0.82 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-    -            179 111730at33208        -            629   0.00042   16.0   0.0   2   2     0.005      0.12    8.0   0.0    11    72   110   173   102   176 0.80 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+     -             59 111730at33208        -            629   0.00044   16.0   0.0   1   1     2e-05   0.00047   15.9   0.0   160   200     6    46     2    55 0.88 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+       -            284 111730at33208        -            629   0.00045   15.9   0.6   1   2      0.06       1.4    4.4   0.0   164   195   115   147    90   153 0.88 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+       -            284 111730at33208        -            629   0.00045   15.9   0.6   2   2    0.0018     0.042    9.4   0.4     9   116   164   282   157   284 0.52 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 111730at33208        -            629    0.0005   15.8   0.0   1   1   2.9e-05   0.00068   15.3   0.0    59   157     6   109     2   117 0.81 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+      -            468 111730at33208        -            629   0.00055   15.7   1.7   1   1   0.00014    0.0033   13.1   1.8   205   281   241   320   148   332 0.64 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+      -            306 111730at33208        -            629    0.0007   15.3  16.7   1   2   0.00017    0.0039   12.8   3.0   144   235    33   140    25   182 0.64 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+      -            306 111730at33208        -            629    0.0007   15.3  16.7   2   2     0.017       0.4    6.2   6.2   105   195   181   289   170   303 0.56 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i8:327-536|+        -             70 111730at33208        -            629    0.0014   14.4   0.1   1   1   5.8e-05    0.0014   14.4   0.1   163   223     3    67     1    70 0.71 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 111730at33208        -            629    0.0017   14.0   0.1   1   2   0.00053     0.012   11.2   0.0   164   284     3   129     1   140 0.69 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 111730at33208        -            629    0.0017   14.0   0.1   2   2       1.9        44   -0.5   0.0     8    36   174   202   164   203 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0018   14.0   0.1   1   3     0.082       1.9    3.9   0.0    87   116    17    46     8    58 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0018   14.0   0.1   2   3     0.016      0.39    6.3   0.0   128   225   117   220   110   225 0.68 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+      -            322 111730at33208        -            629    0.0018   14.0   0.1   3   3       2.2        51   -0.8   0.0    61   116   262   320   253   322 0.53 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-     -            178 111730at33208        -            629    0.0021   13.7   0.0   1   2   0.00023    0.0053   12.4   0.0    88   163     1    82     1   105 0.77 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-     -            178 111730at33208        -            629    0.0021   13.7   0.0   2   2       3.1        74   -1.3   0.0    80   115   139   174   131   176 0.68 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-     -            144 111730at33208        -            629    0.0024   13.5   2.4   1   1   8.9e-05    0.0021   13.7   1.2   127   195    66   136    57   140 0.86 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-     -            324 111730at33208        -            629    0.0029   13.3   0.2   1   1   0.00035    0.0083   11.8   0.2   157   196   244   284   142   288 0.58 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 111730at33208        -            629    0.0035   13.0   0.1   1   3     0.091       2.1    3.8   0.0   180   196    20    36     9    40 0.83 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 111730at33208        -            629    0.0035   13.0   0.1   2   3    0.0085       0.2    7.2   0.1   154   213    36    99    27   109 0.71 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 111730at33208        -            629    0.0035   13.0   0.1   3   3       2.9        68   -1.2   0.0   122   142   149   169   117   193 0.48 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629    0.0036   13.0   0.2   1   3    0.0014     0.033    9.8   0.0   162   195     6    39     1    47 0.91 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629    0.0036   13.0   0.2   2   3       2.4        57   -0.9   0.0   245   276    59    91    53   111 0.65 -
