#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
357580at33208_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 357580at33208        -            253  1.1e-119  395.4   0.4   1   1  1.1e-120  2.2e-119  394.5   0.4     1   253    49   345    49   345 0.92 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 357580at33208        -            253   2.3e-14   50.4   0.1   1   2   7.1e-10   1.4e-08   31.4   0.0   132   215     9    91     6   101 0.82 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 357580at33208        -            253   2.3e-14   50.4   0.1   2   2   1.5e-05    0.0003   17.3   0.0   102   166   102   173    96   173 0.74 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253   3.1e-14   50.0   0.6   1   3   7.4e-05    0.0015   15.0   0.0   194   236     5    47     1    65 0.86 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253   3.1e-14   50.0   0.6   2   3     0.034      0.69    6.3   0.0   185   244    94   156    76   162 0.78 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 357580at33208        -            253   3.1e-14   50.0   0.6   3   3   1.8e-07   3.6e-06   23.6   0.2    99   165   193   265   189   265 0.86 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 357580at33208        -            253   1.1e-13   48.2   0.7   1   2   1.8e-09   3.7e-08   30.1   0.1   132   245    50   172    47   180 0.78 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 357580at33208        -            253   1.1e-13   48.2   0.7   2   2   0.00013    0.0026   14.2   0.1   160   243   208   303   202   307 0.65 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   1.4e-13   47.8   0.9   1   3     4e-05    0.0008   15.9   0.1   140   244   146   256   134   257 0.79 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   1.4e-13   47.8   0.9   2   3     2e-08   3.9e-07   26.7   0.2   134   246   192   300   185   307 0.88 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 357580at33208        -            253   1.4e-13   47.8   0.9   3   3   4.2e-06   8.6e-05   19.1   0.0   115   241   294   431   290   442 0.69 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 357580at33208        -            253   1.7e-13   47.5   0.2   1   2   1.9e-05   0.00038   16.9   0.0    61   167     2    48     1    50 0.48 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 357580at33208        -            253   1.7e-13   47.5   0.2   2   2   5.8e-11   1.2e-09   35.0   0.0   103   213    21   134    20   139 0.89 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   2.3e-13   47.1   0.3   1   3      0.02       0.4    7.0   0.0   134   167   100   133    94   147 0.76 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   2.3e-13   47.1   0.3   2   3   1.6e-07   3.1e-06   23.8   0.0   103   221   167   291   159   298 0.78 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 357580at33208        -            253   2.3e-13   47.1   0.3   3   3   2.6e-06   5.3e-05   19.7   0.1   104   218   257   332   251   413 0.58 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   3.6e-13   46.5  15.9   1   3   2.8e-05   0.00056   16.4   2.1   144   241   105   212    95   220 0.65 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   3.6e-13   46.5  15.9   2   3   5.2e-06   0.00011   18.8   1.4    84   214   212   337   205   339 0.74 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 357580at33208        -            253   3.6e-13   46.5  15.9   3   3   5.7e-08   1.1e-06   25.2   0.5   143   247   312   417   299   422 0.85 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 357580at33208        -            253   5.4e-13   45.9   2.0   1   4   0.00025    0.0051   13.3   0.2   132   235     4   103     1   112 0.86 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 357580at33208        -            253   5.4e-13   45.9   2.0   2   4         2        41    0.5   0.1    83    96   106   119   100   123 0.78 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 357580at33208        -            253   5.4e-13   45.9   2.0   3   4   3.3e-05   0.00067   16.1   0.0   189   246   163   220   150   228 0.89 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 357580at33208        -            253   5.4e-13   45.9   2.0   4   4   0.00035    0.0071   12.8   0.0   180   249   237   305   226   306 0.75 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 357580at33208        -            253   8.5e-13   45.3   1.1   1   3       3.6        73   -0.4   0.0   147   164     3    20     1    24 0.85 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 357580at33208        -            253   8.5e-13   45.3   1.1   2   3   3.9e-10   7.8e-09   32.3   0.1   104   197    78   179    60   189 0.80 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 357580at33208        -            253   8.5e-13   45.3   1.1   3   3    0.0025     0.049   10.0   0.1   167   219   189   244   185   253 0.71 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 357580at33208        -            253   9.8e-13   45.1   4.6   1   1     4e-06   8.1e-05   19.1   0.1   197   248    87   139    83   141 0.88 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 357580at33208        -            253   1.3e-12   44.7   0.1   1   1   1.2e-13   2.4e-12   43.8   0.1   132   248     3   116     1   120 0.92 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 357580at33208        -            253   2.2e-12   43.9   2.8   1   3     0.083       1.7    5.0   0.0   115   165    58   113    45   141 0.53 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 357580at33208        -            253   2.2e-12   43.9   2.8   2   3   7.8e-09   1.6e-07   28.0   0.2   102   214   179   296   173   301 0.86 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 357580at33208        -            253   2.2e-12   43.9   2.8   3   3   1.2e-07   2.4e-06   24.1   0.2   134   214   262   339   261   355 0.89 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 357580at33208        -            253   4.3e-12   43.0   1.1   1   4      0.36       7.2    2.9   0.0   137   166    19    48     5    69 0.61 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 357580at33208        -            253   4.3e-12   43.0   1.1   2   4    0.0039     0.079    9.3   0.2   135   166   112   142   108   150 0.76 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 357580at33208        -            253   4.3e-12   43.0   1.1   3   4   8.1e-05    0.0016   14.9   0.1   115   166   128   184   127   228 0.84 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 357580at33208        -            253   4.3e-12   43.0   1.1   4   4   6.6e-06   0.00013   18.4   0.0   139   212   251   322   235   322 0.78 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 357580at33208        -            253   1.2e-11   41.5   4.1   1   3      0.41       8.2    2.7   0.0   133   165   200   235   173   246 0.72 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 357580at33208        -            253   1.2e-11   41.5   4.1   2   3   0.00016    0.0033   13.9   0.0   121   163   378   420   371   427 0.93 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 357580at33208        -            253   1.2e-11   41.5   4.1   3   3   2.5e-06   5.1e-05   19.8   2.1   123   210   598   691   580   696 0.74 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 357580at33208        -            253     2e-11   40.8   0.2   1   3   3.3e-09   6.6e-08   29.3   0.0   132   201     5    76     2   115 0.86 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 357580at33208        -            253     2e-11   40.8   0.2   2   3     0.078       1.6    5.1   0.0   175   216   109   151    99   158 0.73 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 357580at33208        -            253     2e-11   40.8   0.2   3   3     0.017      0.34    7.3   0.2   152   207   133   185   114   195 0.60 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 357580at33208        -            253     2e-11   40.8   2.2   1   2   1.7e-05   0.00034   17.1   0.0   129   234     2   111     1   120 0.76 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 357580at33208        -            253     2e-11   40.8   2.2   2   2   1.3e-06   2.6e-05   20.8   0.2    14    95   162   254   149   256 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 357580at33208        -            253   2.3e-11   40.6   1.0   1   2     1e-10     2e-09   34.2   0.3   139   232    19   112    11   118 0.81 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 357580at33208        -            253   2.3e-11   40.6   1.0   2   2     0.067       1.3    5.3   0.0    83    98   122   137   114   143 0.51 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+    -            263 357580at33208        -            253     3e-11   40.2   0.4   1   2   1.4e-11   2.7e-10   37.1   0.2    81   242    29   208    21   215 0.72 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+    -            263 357580at33208        -            253     3e-11   40.2   0.4   2   2       1.5        31    0.9   0.0   152   165   207   220   202   241 0.60 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 357580at33208        -            253   4.3e-11   39.7   0.2   1   3    0.0028     0.055    9.8   0.0    35    67     2    38     1    49 0.72 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 357580at33208        -            253   4.3e-11   39.7   0.2   2   3   1.3e-07   2.7e-06   24.0   0.0   102   168    57   128    48   136 0.90 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 357580at33208        -            253   4.3e-11   39.7   0.2   3   3      0.48       9.6    2.5   0.0   160   228   167   235   150   235 0.65 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 357580at33208        -            253     6e-11   39.2   5.1   1   3       1.7        33    0.7   0.1   178   212    57    91    50   109 0.63 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 357580at33208        -            253     6e-11   39.2   5.1   2   3    0.0027     0.055    9.9   0.1   197   243   134   184   121   186 0.76 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 357580at33208        -            253     6e-11   39.2   5.1   3   3   6.6e-11   1.3e-09   34.8   0.6   135   243   164   276   163   288 0.84 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 357580at33208        -            253   9.4e-11   38.6   6.1   1   2   4.1e-11   8.3e-10   35.5   1.1    35   168   318   483   313   503 0.74 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 357580at33208        -            253   9.4e-11   38.6   6.1   2   2      0.56        11    2.3   0.1   121   134   520   533   510   537 0.72 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 357580at33208        -            253     1e-10   38.4   0.6   1   3       1.8        36    0.6   0.1   149   166    11    28     2    34 0.76 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 357580at33208        -            253     1e-10   38.4   0.6   2   3   1.3e-07   2.6e-06   24.0   0.1    86   213    17   149     9   154 0.75 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 357580at33208        -            253     1e-10   38.4   0.6   3   3     2e-06   4.1e-05   20.1   0.1    80   235    92   270    91   275 0.65 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 357580at33208        -            253   1.1e-10   38.4   1.7   1   2   4.3e-06   8.6e-05   19.1   1.1    21    84     4    77     1    79 0.85 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 357580at33208        -            253   1.1e-10   38.4   1.7   2   2   3.3e-06   6.6e-05   19.4   0.0   190   243    77   129    75   138 0.90 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 357580at33208        -            253   2.2e-10   37.4   0.1   1   3   6.6e-05    0.0013   15.2   0.0   133   192   268   322   254   332 0.68 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 357580at33208        -            253   2.2e-10   37.4   0.1   2   3   1.8e-05   0.00036   17.0   0.1   183   246   489   552   465   558 0.82 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 357580at33208        -            253   2.2e-10   37.4   0.1   3   3       1.8        37    0.6   0.0   228   245   589   606   575   613 0.59 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 357580at33208        -            253   2.5e-10   37.2   0.1   1   2   5.8e-08   1.2e-06   25.2   0.0   135   236     1    98     1   111 0.85 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 357580at33208        -            253   2.5e-10   37.2   0.1   2   2     0.027      0.55    6.6   0.0   185   244   145   207   135   213 0.78 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 357580at33208        -            253   2.6e-10   37.1   0.1   1   2   3.2e-05   0.00064   16.2   0.0   209   245     3    40     1    44 0.80 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 357580at33208        -            253   2.6e-10   37.1   0.1   2   2     8e-08   1.6e-06   24.7   0.0   191   247    28    84    27    90 0.92 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 357580at33208        -            253   4.6e-10   36.3  12.3   1   2   1.4e-08   2.7e-07   27.2   1.8   134   244    10   125     1   132 0.80 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 357580at33208        -            253   4.6e-10   36.3  12.3   2   2   0.00024    0.0048   13.3   2.9   112   213   177   290   170   296 0.79 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 357580at33208        -            253   5.4e-10   36.1   0.6   1   2     0.023      0.46    6.8   0.0    81    96    20    35     1    59 0.68 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 357580at33208        -            253   5.4e-10   36.1   0.6   2   2     3e-09   6.1e-08   29.4   0.6    81   213    20   176    16   185 0.70 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 357580at33208        -            253     7e-10   35.7   0.0   1   2    0.0003    0.0061   13.0   0.0   188   234    69   116    63   121 0.86 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 357580at33208        -            253     7e-10   35.7   0.0   2   2   1.2e-06   2.5e-05   20.8   0.0    51    89   122   161   117   172 0.83 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 357580at33208        -            253   7.5e-10   35.6   0.0   1   3     0.019      0.37    7.1   0.0   221   246     1    26     1    27 0.93 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 357580at33208        -            253   7.5e-10   35.6   0.0   2   3   3.5e-06   7.1e-05   19.3   0.0   191   242    13    67     8    79 0.82 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 357580at33208        -            253   7.5e-10   35.6   0.0   3   3   0.00074     0.015   11.7   0.0    66   102    91   127    81   139 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 357580at33208        -            253   7.9e-10   35.6   1.7   1   3     0.004     0.081    9.3   0.1   131   168    39    77    15    86 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 357580at33208        -            253   7.9e-10   35.6   1.7   2   3   6.5e-06   0.00013   18.5   0.0   106   167    94   162    88   174 0.83 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 357580at33208        -            253   7.9e-10   35.6   1.7   3   3     0.057       1.1    5.5   0.1   132   166   218   257   200   264 0.77 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 357580at33208        -            253   9.2e-10   35.3   0.7   1   5     0.071       1.4    5.2   0.0    96   150    14    74     3   104 0.63 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 357580at33208        -            253   9.2e-10   35.3   0.7   2   5     0.067       1.4    5.3   0.0   127   168   134   175    92   181 0.75 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 357580at33208        -            253   9.2e-10   35.3   0.7   3   5      0.16       3.2    4.1   0.0   194   219   155   180   139   192 0.71 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 357580at33208        -            253   9.2e-10   35.3   0.7   4   5   3.9e-06   7.8e-05   19.2   0.1   105   213   190   303   178   312 0.78 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 357580at33208        -            253   9.2e-10   35.3   0.7   5   5       6.5   1.3e+02   -1.2   0.0   213   242   373   402   342   412 0.58 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 357580at33208        -            253   1.1e-09   35.1   0.5   1   1   1.8e-10   3.7e-09   33.4   0.5    35   216     9   192     3   198 0.80 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 357580at33208        -            253   1.2e-09   35.0   2.2   1   4   0.00022    0.0044   13.4   0.0   152   243     5    94     1    97 0.78 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 357580at33208        -            253   1.2e-09   35.0   2.2   2   4     0.008      0.16    8.3   0.0   135   167    74   107    70   111 0.57 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 357580at33208        -            253   1.2e-09   35.0   2.2   3   4      0.04      0.81    6.0   0.0    84   130    93   107    89   117 0.58 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 357580at33208        -            253   1.2e-09   35.0   2.2   4   4   5.5e-05    0.0011   15.4   0.1   135   167   137   169   130   238 0.63 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 357580at33208        -            253   1.4e-09   34.7   1.9   1   3    0.0046     0.093    9.1   0.0   136   176   178   218   171   258 0.68 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 357580at33208        -            253   1.4e-09   34.7   1.9   2   3   0.00013    0.0027   14.2   0.3   133   213   276   359   219   371 0.69 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 357580at33208        -            253   1.4e-09   34.7   1.9   3   3      0.01       0.2    8.0   0.0   140   203   379   441   363   485 0.75 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 357580at33208        -            253   1.5e-09   34.6   0.1   1   3     0.073       1.5    5.2   0.0   148   233    15   100     3   116 0.80 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 357580at33208        -            253   1.5e-09   34.6   0.1   2   3     0.017      0.33    7.3   0.0   183   250   153   226   145   229 0.77 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 357580at33208        -            253   1.5e-09   34.6   0.1   3   3   9.1e-07   1.8e-05   21.2   0.0   152   243   215   314   207   321 0.77 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 357580at33208        -            253   2.6e-09   33.9   0.0   1   2   0.00083     0.017   11.5   0.0   187   235     8    55     2    73 0.83 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 357580at33208        -            253   2.6e-09   33.9   0.0   2   2     3e-06   6.1e-05   19.5   0.0   176   247    83   154    60   161 0.71 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 357580at33208        -            253   2.8e-09   33.8   0.2   1   3   2.6e-06   5.3e-05   19.7   0.0   130   214    11    96     6    99 0.91 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 357580at33208        -            253   2.8e-09   33.8   0.2   2   3   2.2e-05   0.00044   16.7   0.1   100   177    65   148    46   186 0.78 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 357580at33208        -            253   2.8e-09   33.8   0.2   3   3      0.56        11    2.3   0.0   188   212   248   273   231   277 0.71 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 357580at33208        -            253   3.2e-09   33.6   0.7   1   3   4.5e-05    0.0009   15.7   0.0   189   252    15    82     1    83 0.79 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 357580at33208        -            253   3.2e-09   33.6   0.7   2   3       1.9        37    0.6   0.0    65    98   143   178   132   187 0.67 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 357580at33208        -            253   3.2e-09   33.6   0.7   3   3    0.0013     0.027   10.9   0.0   191   243   255   308   199   317 0.69 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 357580at33208        -            253   5.4e-09   32.8   2.5   1   4   1.5e-05   0.00031   17.2   0.0   183   246   123   190   112   199 0.77 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 357580at33208        -            253   5.4e-09   32.8   2.5   2   4   0.00015    0.0031   14.0   0.1   115   166   185   244   183   260 0.76 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 357580at33208        -            253   5.4e-09   32.8   2.5   3   4       2.1        42    0.4   0.1   149   165   295   311   284   369 0.77 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 357580at33208        -            253   5.4e-09   32.8   2.5   4   4       4.9        98   -0.8   0.0   142   165   392   415   376   415 0.85 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 357580at33208        -            253   1.1e-08   31.9   2.2   1   1   2.7e-09   5.4e-08   29.6   2.2   103   212    39   151    15   153 0.83 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 357580at33208        -            253   1.4e-08   31.4   3.0   1   4     0.079       1.6    5.1   0.0   138   167     7    38     1    45 0.79 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 357580at33208        -            253   1.4e-08   31.4   3.0   2   4   7.8e-05    0.0016   14.9   0.1    99   164    49   119    39   124 0.76 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 357580at33208        -            253   1.4e-08   31.4   3.0   3   4     0.041      0.84    6.0   0.1   188   214   259   285   253   295 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 357580at33208        -            253   1.4e-08   31.4   3.0   4   4      0.51        10    2.4   0.1   149   166   322   338   307   340 0.66 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 357580at33208        -            253   4.6e-08   29.8   0.2   1   3   4.3e-05   0.00086   15.8   0.1    39   106    52   131     8   150 0.70 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 357580at33208        -            253   4.6e-08   29.8   0.2   2   3   0.00035    0.0071   12.8   0.1    83   106   108   131    64   207 0.65 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 357580at33208        -            253   4.6e-08   29.8   0.2   3   3    0.0015      0.03   10.7   0.0   141   173   266   298   234   321 0.79 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 357580at33208        -            253     5e-08   29.7   1.2   1   3     0.018      0.36    7.2   0.1   190   239    42    95    32    99 0.69 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 357580at33208        -            253     5e-08   29.7   1.2   2   3    0.0021     0.043   10.2   0.0   198   241    97   140    94   150 0.88 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 357580at33208        -            253     5e-08   29.7   1.2   3   3    0.0026     0.052    9.9   0.1    84   171   141   249   138   262 0.63 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 357580at33208        -            253   5.3e-08   29.6   0.3   1   3   0.00073     0.015   11.7   0.0    40    87    20    69    10    70 0.79 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 357580at33208        -            253   5.3e-08   29.6   0.3   2   3   0.00013    0.0026   14.2   0.2   189   241    65   115    61   122 0.80 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 357580at33208        -            253   5.3e-08   29.6   0.3   3   3      0.22       4.5    3.6   0.1   165   212   121   167    97   194 0.78 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 357580at33208        -            253   5.8e-08   29.4   0.9   1   2      0.12       2.4    4.5   0.0   149   167   130   148    74   161 0.57 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 357580at33208        -            253   5.8e-08   29.4   0.9   2   2   7.8e-07   1.6e-05   21.5   0.8    81   211   131   283   129   284 0.70 -
