#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 177718at33208        -            400  1.2e-161  535.3   0.6   1   1  8.8e-163  2.4e-161  534.3   0.6     7   400   166   626   161   626 0.88 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 177718at33208        -            400   1.1e-07   28.3   0.6   1   2    0.0045      0.12    8.4   0.0   164   223    13    81     1    88 0.54 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 177718at33208        -            400   1.1e-07   28.3   0.6   2   2   8.2e-06   0.00022   17.4   0.2   119   189    91   164    84   166 0.81 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 177718at33208        -            400   1.3e-07   28.1   7.6   1   5      0.35       9.4    2.2   0.0    29    49     4    26     1    62 0.71 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 177718at33208        -            400   1.3e-07   28.1   7.6   2   5    0.0019      0.05    9.7   0.0   156   191    78   113    32   122 0.74 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 177718at33208        -            400   1.3e-07   28.1   7.6   3   5    0.0017     0.046    9.8   0.0   158   191    80   113    67   139 0.61 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 177718at33208        -            400   1.3e-07   28.1   7.6   4   5      0.21       5.5    2.9   0.0   165   196   131   161   119   176 0.74 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 177718at33208        -            400   1.3e-07   28.1   7.6   5   5   0.00033    0.0089   12.1   1.9   135   200   233   300   206   311 0.75 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 177718at33208        -            400   1.4e-07   28.0   0.0   1   4     0.097       2.6    4.0   0.0    24   189    22    47    13    57 0.67 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 177718at33208        -            400   1.4e-07   28.0   0.0   2   4     0.039       1.1    5.3   0.0   119   166    69   121    64   148 0.66 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 177718at33208        -            400   1.4e-07   28.0   0.0   3   4       2.9        77   -0.8   0.0    29    50   175   196   162   207 0.72 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 177718at33208        -            400   1.4e-07   28.0   0.0   4   4    0.0001    0.0028   13.8   0.0    21    51   209   239   201   252 0.87 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 177718at33208        -            400   2.2e-07   27.3   0.1   1   2   5.2e-07   1.4e-05   21.4   0.0   126   235    12   135     5   197 0.73 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 177718at33208        -            400   2.2e-07   27.3   0.1   2   2      0.13       3.4    3.6   0.0   168   189   270   291   258   300 0.85 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 177718at33208        -            400   2.6e-07   27.1   0.7   1   3    0.0063      0.17    7.9   0.1   133   175    61   104     2   124 0.54 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 177718at33208        -            400   2.6e-07   27.1   0.7   2   3   0.00012    0.0032   13.6   0.0   151   223   134   215   127   218 0.79 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 177718at33208        -            400   2.6e-07   27.1   0.7   3   3   0.00076      0.02   10.9   0.0    19    73   184   237   176   314 0.79 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 177718at33208        -            400   4.9e-07   26.2   4.1   1   3   0.00075      0.02   11.0   0.0    11    49    35    73    25    80 0.71 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 177718at33208        -            400   4.9e-07   26.2   4.1   2   3     0.026      0.69    5.9   0.9   119   172    84   142    76   150 0.77 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 177718at33208        -            400   4.9e-07   26.2   4.1   3   3    0.0023      0.06    9.4   0.0   138   187   151   201   138   201 0.81 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 177718at33208        -            400   4.9e-07   26.2   0.0   1   2    0.0008     0.022   10.9   0.0   163   189    11    37     3    42 0.87 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 177718at33208        -            400   4.9e-07   26.2   0.0   2   2   0.00012    0.0031   13.6   0.0   118   188    47   120    41   120 0.86 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 177718at33208        -            400   9.8e-07   25.2   2.8   1   3   0.00025    0.0067   12.5   0.1   156   190    55    89    19   110 0.80 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 177718at33208        -            400   9.8e-07   25.2   2.8   2   3     0.094       2.5    4.1   0.1   120   187    98   165    93   172 0.76 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 177718at33208        -            400   9.8e-07   25.2   2.8   3   3    0.0092      0.25    7.4   0.1   139   187   247   295   232   303 0.70 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 177718at33208        -            400   1.3e-06   24.8   0.2   1   2   8.2e-07   2.2e-05   20.7   0.0    18    52     7    41     2    80 0.81 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 177718at33208        -            400   1.3e-06   24.8   0.2   2   2       1.1        29    0.6   0.0   163   193   202   232   193   248 0.82 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 177718at33208        -            400   1.4e-06   24.7   8.4   1   4   1.5e-06   3.9e-05   19.9   0.9   118   224    10   132     4   136 0.72 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 177718at33208        -            400   1.4e-06   24.7   8.4   2   4     0.067       1.8    4.5   0.1   160   221    98   171    91   175 0.66 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 177718at33208        -            400   1.4e-06   24.7   8.4   3   4     0.056       1.5    4.8   0.0   128   188   151   214   133   224 0.73 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 177718at33208        -            400   1.4e-06   24.7   8.4   4   4     0.064       1.7    4.6   0.6   130   193   195   266   188   303 0.56 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 177718at33208        -            400   1.9e-06   24.2   2.0   1   5     0.096       2.6    4.0   0.0   139   191    38    91    21   126 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 177718at33208        -            400   1.9e-06   24.2   2.0   2   5    0.0007     0.019   11.1   0.1   117   189   140   214   122   223 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 177718at33208        -            400   1.9e-06   24.2   2.0   3   5     0.038         1    5.4   0.0    17    77   224   283   214   298 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 177718at33208        -            400   1.9e-06   24.2   2.0   4   5       1.2        31    0.5   0.1    38   148   291   302   261   361 0.52 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 177718at33208        -            400   1.9e-06   24.2   2.0   5   5       4.4   1.2e+02   -1.5   0.0   158   187   383   413   343   413 0.77 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 177718at33208        -            400   1.9e-06   24.2   0.5   1   3    0.0023     0.062    9.4   0.1   173   196     5    30     2    42 0.77 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 177718at33208        -            400   1.9e-06   24.2   0.5   2   3    0.0046      0.12    8.4   0.0   132   192    63   128    44   136 0.73 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 177718at33208        -            400   1.9e-06   24.2   0.5   3   3      0.13       3.4    3.6   0.0    27    49   151   173   132   178 0.65 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 177718at33208        -            400   2.6e-06   23.8   0.2   1   2    0.0085      0.23    7.5   0.1    31    49    17    35     9    42 0.87 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 177718at33208        -            400   2.6e-06   23.8   0.2   2   2   9.7e-05    0.0026   13.9   0.0    22    79    56   108    51   165 0.84 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 177718at33208        -            400   3.1e-06   23.5   1.8   1   2   1.5e-07   4.1e-06   23.1   0.2   110   228    34   167    18   178 0.77 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 177718at33208        -            400   3.1e-06   23.5   1.8   2   2       8.5   2.3e+02   -2.4   0.0   211   231   198   218   196   224 0.83 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 177718at33208        -            400     4e-06   23.2   0.2   1   1   6.3e-07   1.7e-05   21.1   0.2   158   268    16   132     2   139 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 177718at33208        -            400   4.9e-06   22.9   0.7   1   1   2.2e-07   5.9e-06   22.6   0.7   133   230    32   143    19   144 0.74 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 177718at33208        -            400   8.8e-06   22.0   0.9   1   3     0.036      0.96    5.4   0.0   124   185   107   168    77   179 0.84 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 177718at33208        -            400   8.8e-06   22.0   0.9   2   3     0.012      0.31    7.1   0.1   158   221   193   265   185   278 0.57 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 177718at33208        -            400   8.8e-06   22.0   0.9   3   3     0.015      0.41    6.7   0.0   117   193   316   402   302   418 0.70 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 177718at33208        -            400   1.3e-05   21.5   0.0   1   2      0.23       6.1    2.8   0.0   106   190    19   110    11   122 0.55 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 177718at33208        -            400   1.3e-05   21.5   0.0   2   2   9.2e-06   0.00025   17.3   0.0    21    61   123   163   109   176 0.88 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 177718at33208        -            400   1.6e-05   21.2   0.0   1   2   9.5e-06   0.00025   17.2   0.0   166   229    70   142    64   146 0.76 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 177718at33208        -            400   1.6e-05   21.2   0.0   2   2      0.39        11    2.0   0.0    67    88   149   169   142   178 0.74 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-   -            178 177718at33208        -            400   4.5e-05   19.7   0.0   1   2    0.0052      0.14    8.2   0.0   160   192     2    34     1    99 0.69 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-   -            178 177718at33208        -            400   4.5e-05   19.7   0.0   2   2    0.0017     0.045    9.8   0.0   164   189   152   177   138   178 0.89 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 177718at33208        -            400   5.9e-05   19.3   1.7   1   3       5.6   1.5e+02   -1.8   0.0   200   200   140   140    71   177 0.51 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 177718at33208        -            400   5.9e-05   19.3   1.7   2   3      0.21       5.5    2.9   0.0   167   221   234   299   217   314 0.62 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 177718at33208        -            400   5.9e-05   19.3   1.7   3   3   7.8e-05    0.0021   14.2   0.2   139   224   499   593   477   616 0.80 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 177718at33208        -            400   6.2e-05   19.2   0.0   1   1   2.3e-05   0.00061   16.0   0.0    22    93     7    74     1   184 0.75 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 177718at33208        -            400    0.0001   18.5   1.6   1   2    0.0018     0.049    9.7   0.2   118   195     6    83     2   132 0.74 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 177718at33208        -            400    0.0001   18.5   1.6   2   2     0.016      0.42    6.6   0.0    21    73   157   213   143   224 0.74 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+  -            200 177718at33208        -            400   0.00012   18.3   0.0   1   1   8.1e-06   0.00022   17.4   0.0   162   218    40    96    14   112 0.86 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 177718at33208        -            400   0.00015   17.9   0.5   1   2     0.019      0.51    6.3   0.0    18    56   115   154   112   161 0.81 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 177718at33208        -            400   0.00015   17.9   0.5   2   2   0.00034     0.009   12.1   0.5   140   196   139   199   137   277 0.64 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i8:327-536|+      -             70 177718at33208        -            400   0.00017   17.8   0.0   1   1     7e-06   0.00019   17.7   0.0   118   181     3    69     1    70 0.83 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 177718at33208        -            400    0.0002   17.6   0.2   1   2   0.00095     0.025   10.6   0.1   205   230    89   114     4   128 0.60 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 177718at33208        -            400    0.0002   17.6   0.2   2   2       0.1       2.7    4.0   0.0    17    51   137   170   122   182 0.70 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 177718at33208        -            400    0.0002   17.5   1.8   1   1   1.3e-05   0.00034   16.8   1.0   135   221    43   138    15   138 0.69 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 177718at33208        -            400   0.00027   17.2   0.1   1   1   2.8e-05   0.00075   15.7   0.1   171   238    60   138    43   147 0.76 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 177718at33208        -            400   0.00027   17.1   1.4   1   2      0.23       6.2    2.8   0.0    34    57    50    73    23    76 0.86 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 177718at33208        -            400   0.00027   17.1   1.4   2   2   7.9e-05    0.0021   14.2   0.4   118   188    75   150    65   152 0.76 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 177718at33208        -            400    0.0003   17.0   0.3   1   3   0.00031    0.0084   12.2   0.1   164   225    22    97     5   153 0.61 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 177718at33208        -            400    0.0003   17.0   0.3   2   3      0.67        18    1.3   0.0   174   203   121   149   112   193 0.59 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 177718at33208        -            400    0.0003   17.0   0.3   3   3       2.8        75   -0.8   0.1    35    47   259   271   234   279 0.50 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 177718at33208        -            400   0.00042   16.5   2.5   1   2     0.026      0.69    5.9   0.0    21    61   322   365   310   377 0.68 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 177718at33208        -            400   0.00042   16.5   2.5   2   2    0.0022     0.059    9.4   0.5   124   230   380   489   359   495 0.48 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 177718at33208        -            400   0.00052   16.2   0.0   1   2    0.0043      0.11    8.5   0.0     7    50   259   302   254   313 0.83 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 177718at33208        -            400   0.00052   16.2   0.0   2   2     0.062       1.7    4.7   0.0    17   146   486   613   475   613 0.64 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 177718at33208        -            400   0.00059   16.0   0.8   1   2    0.0028     0.075    9.1   0.2    19   109    57   140    40   261 0.55 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 177718at33208        -            400   0.00059   16.0   0.8   2   2     0.033      0.88    5.6   0.0   135   191   245   305   203   311 0.79 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 177718at33208        -            400   0.00061   16.0   0.0   1   2       1.5        40    0.1   0.0   165   197     9    41     5    69 0.74 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 177718at33208        -            400   0.00061   16.0   0.0   2   2   0.00016    0.0044   13.1   0.0   129   192    98   164    83   194 0.70 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 177718at33208        -            400   0.00068   15.8   0.2   1   1     3e-05    0.0008   15.6   0.2   118   150     6    41     2    50 0.74 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 177718at33208        -            400   0.00069   15.8   0.0   1   1   3.9e-05     0.001   15.2   0.0   155   192    15    52     2    92 0.67 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 177718at33208        -            400   0.00078   15.6   0.4   1   2     0.046       1.2    5.1   0.0   188   224     7    45     3    55 0.59 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 177718at33208        -            400   0.00078   15.6   0.4   2   2     0.032      0.87    5.6   0.0    17    48   141   172   128   173 0.78 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 177718at33208        -            400    0.0012   15.0   0.4   1   3    0.0042      0.11    8.5   0.1   163   224     6    76     1    82 0.63 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 177718at33208        -            400    0.0012   15.0   0.4   2   3     0.058       1.6    4.7   0.0   117   153    41    79    36   132 0.49 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 177718at33208        -            400    0.0012   15.0   0.4   3   3       0.3         8    2.4   0.0    16    58   139   181   128   215 0.67 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 177718at33208        -            400    0.0014   14.8   2.7   1   3       2.7        72   -0.7   0.0   192   226     7    42     3    71 0.66 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 177718at33208        -            400    0.0014   14.8   2.7   2   3      0.22         6    2.8   0.2   191   222    90   120    82   125 0.79 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 177718at33208        -            400    0.0014   14.8   2.7   3   3    0.0019      0.05    9.7   0.1    22    84   159   216   144   237 0.58 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 177718at33208        -            400    0.0015   14.7   0.1   1   2     0.029      0.77    5.8   0.1    33    49   136   152   130   161 0.88 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 177718at33208        -            400    0.0015   14.7   0.1   2   2     0.014      0.37    6.8   0.0   164   195   217   248   180   257 0.76 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 177718at33208        -            400    0.0016   14.6   0.8   1   2      0.89        24    0.8   0.0   139   188    14    67     4    79 0.56 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 177718at33208        -            400    0.0016   14.6   0.8   2   2    0.0015      0.04   10.0   0.2    19   188    91   265    77   265 0.57 -
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-     -            156 177718at33208        -            400    0.0017   14.5   0.2   1   2     0.011      0.29    7.1   0.0   118   180     4    68     2    85 0.80 -
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-     -            156 177718at33208        -            400    0.0017   14.5   0.2   2   2   0.00048     0.013   11.6   0.1   118   209    45   138    35   154 0.80 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-   -             84 177718at33208        -            400    0.0018   14.4   0.0   1   1   6.9e-05    0.0018   14.4   0.0   152   192    11    51     1    60 0.83 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 177718at33208        -            400    0.0018   14.4   1.0   1   4       2.2        59   -0.5   0.0   208   225    71    88    66   108 0.68 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 177718at33208        -            400    0.0018   14.4   1.0   2   4      0.17       4.6    3.2   0.2   116   152   100   139    83   224 0.58 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 177718at33208        -            400    0.0018   14.4   1.0   3   4     0.034       0.9    5.5   0.0   119   225   149   261   141   282 0.58 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 177718at33208        -            400    0.0018   14.4   1.0   4   4     0.022       0.6    6.1   0.0    44   139   209   303   192   306 0.57 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 177718at33208        -            400     0.002   14.3   0.7   1   2       1.1        29    0.6   0.0    20    49    50    81    35    84 0.71 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 177718at33208        -            400     0.002   14.3   0.7   2   2    0.0019     0.051    9.6   0.0    20    48   141   169   118   170 0.83 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 177718at33208        -            400    0.0025   13.9   1.1   1   2     0.005      0.13    8.3   0.1    23    50    11    38     2    51 0.73 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 177718at33208        -            400    0.0025   13.9   1.1   2   2     0.052       1.4    4.9   0.1   265   313    55   104    39   120 0.78 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 177718at33208        -            400    0.0025   13.9   0.3   1   4       2.8        74   -0.8   0.0   172   190    15    33     3   101 0.72 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 177718at33208        -            400    0.0025   13.9   0.3   2   4       2.6        70   -0.7   0.0    33   100    64   128    47   141 0.66 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 177718at33208        -            400    0.0025   13.9   0.3   3   4     0.001     0.027   10.5   0.1   180   238   124   180   104   212 0.66 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 177718at33208        -            400    0.0025   13.9   0.3   4   4       5.2   1.4e+02   -1.7   0.0    63    84   283   304   257   307 0.74 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 177718at33208        -            400    0.0038   13.3   0.0   1   1   0.00022    0.0059   12.7   0.0   172   228     8    75     3    85 0.69 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 177718at33208        -            400    0.0047   13.0   0.3   1   2    0.0011     0.029   10.5   0.2   163   190    31    58    21   108 0.87 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 177718at33208        -            400    0.0047   13.0   0.3   2   2         1        28    0.6   0.1   169   193    86   110    64   138 0.76 -
304388at33208_7237_0:00143f|TRINITY_DN73020_c9_g2_i2:216-1055|+     -            280 177718at33208        -            400    0.0052   12.9   0.0   1   2      0.21       5.5    2.9   0.0   268   293    10    35     2    54 0.84 -
304388at33208_7237_0:00143f|TRINITY_DN73020_c9_g2_i2:216-1055|+     -            280 177718at33208        -            400    0.0052   12.9   0.0   2   2     0.012      0.33    7.0   0.0   130   192   168   230   148   241 0.79 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 177718at33208        -            400    0.0057   12.8   0.1   1   1    0.0011      0.03   10.4   0.0   155   198   122   165   112   171 0.83 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 177718at33208        -            400    0.0065   12.6   0.2   1   2       4.8   1.3e+02   -1.6   0.0   172   188    19    35     9    46 0.69 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 177718at33208        -            400    0.0065   12.6   0.2   2   2    0.0017     0.045    9.8   0.1   115   234    50   187    42   207 0.67 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 177718at33208        -            400    0.0071   12.5   0.1   1   2      0.76        20    1.1   0.0   261   306    47    90     3   109 0.66 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 177718at33208        -            400    0.0071   12.5   0.1   2   2    0.0018     0.048    9.7   0.1   130   190   107   170    73   184 0.52 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 177718at33208        -            400    0.0073   12.4   0.0   1   2      0.24       6.5    2.7   0.0   173   189    79    95    65   105 0.86 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 177718at33208        -            400    0.0073   12.4   0.0   2   2    0.0091      0.24    7.4   0.0   136   192   135   192   108   197 0.79 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 177718at33208        -            400    0.0074   12.4   0.1   1   2    0.0062      0.17    7.9   0.1   137   247    28   139     4   199 0.54 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 177718at33208        -            400    0.0074   12.4   0.1   2   2      0.31       8.4    2.3   0.0    32    72   171   211   155   218 0.66 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 177718at33208        -            400    0.0091   12.1   0.0   1   2       6.6   1.8e+02   -2.0   0.0    33    50    17    34     7    46 0.87 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 177718at33208        -            400    0.0091   12.1   0.0   2   2    0.0025     0.067    9.2   0.0    20   150   153   285   134   324 0.71 -
