#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 327301at33208        -            257   3.4e-72  240.1   0.0   1   1   2.5e-73   5.9e-72  239.3   0.0     2   249    11   295    10   299 0.86 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   3   6   0.00034    0.0078   12.8   0.0    25   113   114   220   111   229 0.62 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   4   6    0.0016     0.037   10.6   0.1    25   107   165   259   154   275 0.58 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   5   6     0.099       2.3    4.7   0.0    78   110   227   262   217   336 0.62 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   6   6       2.5        57    0.1   0.0    71   100   366   395   356   402 0.68 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i3:572-1507|-   -            312 327301at33208        -            257     2e-09   34.4   0.1   1   4   0.00062     0.014   11.9   0.0    33    70    23    60    14    73 0.87 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i3:572-1507|-   -            312 327301at33208        -            257     2e-09   34.4   0.1   2   4     0.011      0.25    7.9   0.0   193   246    82   137    60   142 0.78 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i3:572-1507|-   -            312 327301at33208        -            257     2e-09   34.4   0.1   3   4       4.3     1e+02   -0.7   0.0    78    96   161   179   154   195 0.87 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i3:572-1507|-   -            312 327301at33208        -            257     2e-09   34.4   0.1   4   4     0.027      0.62    6.6   0.0    37    92   200   267   184   270 0.58 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   3.4e-09   33.7   0.1   1   3     0.014      0.33    7.5   0.0    77   105     9    37     7    56 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   3.4e-09   33.7   0.1   2   3    0.0005     0.012   12.3   0.1   105   167    59   121    48   125 0.92 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 327301at33208        -            257   3.4e-09   33.7   0.1   3   3    0.0016     0.036   10.6   0.0    20    57   129   167   127   170 0.77 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   3.9e-09   33.4   4.1   1   4     0.001     0.024   11.2   0.2    31   100   162   231   117   239 0.67 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   3.9e-09   33.4   4.1   2   4    0.0045       0.1    9.1   0.0   219   250   240   271   234   277 0.80 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   3.9e-09   33.4   4.1   3   4       1.3        30    1.1   0.0    46    91   294   346   270   360 0.59 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 327301at33208        -            257   3.9e-09   33.4   4.1   4   4     0.022      0.51    6.9   0.0   217   246   370   399   364   404 0.75 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 327301at33208        -            257   4.6e-09   33.2   0.6   1   3      0.21       4.9    3.6   0.0   149   168    98   117    61   123 0.75 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 327301at33208        -            257   4.6e-09   33.2   0.6   2   3   3.1e-07   7.1e-06   22.8   0.1    29   172   128   288   118   289 0.68 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 327301at33208        -            257   4.6e-09   33.2   0.6   3   3       4.8   1.1e+02   -0.8   0.0     3    24   301   322   299   365 0.74 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   5.8e-09   32.9   0.5   1   4      0.19       4.3    3.8   0.0   230   254     4    28     1    31 0.83 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   5.8e-09   32.9   0.5   2   4       2.7        62    0.0   0.0    72    95    42    65    28    69 0.78 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   5.8e-09   32.9   0.5   3   4     3e-05    0.0007   16.2   0.0   208   246    70   107    66   116 0.91 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 327301at33208        -            257   5.8e-09   32.9   0.5   4   4     0.011      0.25    7.9   0.0   217   247   140   170   131   177 0.82 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 327301at33208        -            257     1e-08   32.1   1.3   1   2     0.052       1.2    5.6   0.0    77    99     1    23     1    33 0.77 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 327301at33208        -            257     1e-08   32.1   1.3   2   2   3.8e-07   8.8e-06   22.5   0.3    30   166    29   184    28   184 0.72 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   1.1e-08   32.0   0.1   1   4      0.44        10    2.6   0.0    37    67     4    35     1    73 0.56 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   1.1e-08   32.0   0.1   2   4    0.0018     0.042   10.4   0.0   193   244    56   108    45   120 0.87 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   1.1e-08   32.0   0.1   3   4   0.00012    0.0027   14.3   0.0    30   104    79   159    74   171 0.80 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 327301at33208        -            257   1.1e-08   32.0   0.1   4   4     0.004     0.092    9.3   0.0    76   112   230   266   166   275 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   1.4e-08   31.7   1.3   1   4     0.021      0.49    6.9   0.0   214   254    15    55    10    58 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   1.4e-08   31.7   1.3   2   4   0.00092     0.021   11.4   0.1   213   251   109   148    99   158 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   1.4e-08   31.7   1.3   3   4      0.13         3    4.3   0.0    64    93   155   184   146   196 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 327301at33208        -            257   1.4e-08   31.7   1.3   4   4      0.11       2.5    4.6   0.1   119   173   176   233   168   322 0.66 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257     2e-08   31.2   0.4   1   5   1.9e-05   0.00044   16.9   0.0   184   246    15    78     7    82 0.92 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257     2e-08   31.2   0.4   2   5      0.52        12    2.4   0.0   219   247   117   144   112   153 0.62 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257     2e-08   31.2   0.4   3   5       1.6        38    0.7   0.0    87    99   136   148   125   161 0.80 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257     2e-08   31.2   0.4   4   5      0.67        16    2.0   0.0    75    93   170   188   154   196 0.58 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 327301at33208        -            257     2e-08   31.2   0.4   5   5      0.11       2.6    4.5   0.0    43    70   217   244   205   258 0.83 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   2.5e-08   30.8   0.1   1   4      0.49        11    2.4   0.0   222   249     4    31     1    38 0.74 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   2.5e-08   30.8   0.1   2   4      0.13       3.1    4.3   0.0   211   245    43    77    39    83 0.85 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   2.5e-08   30.8   0.1   3   4      0.05       1.2    5.7   0.0   221   253    94   126    89   130 0.81 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 327301at33208        -            257   2.5e-08   30.8   0.1   4   4    0.0012     0.027   11.0   0.0    29    65   171   207   162   216 0.85 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 327301at33208        -            257   3.5e-08   30.3   2.0   1   4     0.019      0.45    7.0   0.0    28    92     6    72     1    79 0.74 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 327301at33208        -            257   3.5e-08   30.3   2.0   2   4       1.3        30    1.1   0.1   182   204    97   119    62   122 0.61 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 327301at33208        -            257   3.5e-08   30.3   2.0   3   4   2.3e-05   0.00053   16.6   0.1    77   169   170   268   150   277 0.63 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 327301at33208        -            257   3.5e-08   30.3   2.0   4   4       0.8        19    1.7   0.0   218   240   282   304   272   306 0.63 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 327301at33208        -            257   5.2e-08   29.8   0.6   1   4         2        46    0.5   0.0    71    92    25    46    14    52 0.73 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 327301at33208        -            257   5.2e-08   29.8   0.6   2   4      0.44        10    2.6   0.0    65   124    60   119    50   127 0.75 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 327301at33208        -            257   5.2e-08   29.8   0.6   3   4   0.00025    0.0059   13.2   0.1   131   245   177   302   155   314 0.71 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 327301at33208        -            257   5.2e-08   29.8   0.6   4   4      0.19       4.4    3.8   0.0    75    93   351   369   338   411 0.86 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 327301at33208        -            257   5.4e-08   29.7   0.4   1   4     0.066       1.5    5.3   0.0    36    70     9    43     7    59 0.86 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 327301at33208        -            257   5.4e-08   29.7   0.4   2   4     0.061       1.4    5.4   0.0    33    62    92   121    79   132 0.61 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 327301at33208        -            257   5.4e-08   29.7   0.4   3   4    0.0001    0.0024   14.5   0.0    33    69   134   170   129   175 0.86 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 327301at33208        -            257   5.4e-08   29.7   0.4   4   4       9.4   2.2e+02   -1.8   0.1    83    92   202   211   199   212 0.85 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 327301at33208        -            257   7.4e-08   29.3   0.1   1   3   0.00046     0.011   12.4   0.0   188   253    73   143    15   147 0.56 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 327301at33208        -            257   7.4e-08   29.3   0.1   2   3     0.065       1.5    5.3   0.0     3    55   149   209   147   214 0.72 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 327301at33208        -            257   7.4e-08   29.3   0.1   3   3     0.035      0.82    6.2   0.0   111   167   198   254   194   255 0.88 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   1   6       1.1        26    1.3   0.1   138   172    60    94    27   134 0.65 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   2   6         3        68   -0.1   0.0    76    95   116   135   105   144 0.63 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   3   6     0.035       0.8    6.2   0.0   215   248   190   224   177   233 0.68 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   4   6      0.68        16    2.0   0.1    76   249   440   461   370   483 0.59 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   5   6     0.013      0.29    7.6   0.1   218   248   487   517   482   525 0.87 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 327301at33208        -            257   7.6e-08   29.2   9.3   6   6     0.014      0.32    7.5   0.0   223   251   534   562   519   567 0.87 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 327301at33208        -            257   8.8e-08   29.0   0.0   1   3     0.012      0.27    7.8   0.0   219   246    21    48     9    55 0.65 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 327301at33208        -            257   8.8e-08   29.0   0.0   2   3   6.7e-05    0.0015   15.1   0.0    27    97    61   140    57   145 0.79 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 327301at33208        -            257   8.8e-08   29.0   0.0   3   3         1        24    1.4   0.0    68    95   156   183   149   190 0.86 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 327301at33208        -            257   9.5e-08   28.9   0.1   1   4      0.14       3.2    4.2   0.0   218   246    20    48    15    56 0.86 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 327301at33208        -            257   9.5e-08   28.9   0.1   2   4      0.13         3    4.3   0.0   221   244    76    99    60   108 0.76 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 327301at33208        -            257   9.5e-08   28.9   0.1   3   4   0.00016    0.0037   13.9   0.1   187   247   177   239   119   246 0.88 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 327301at33208        -            257   9.5e-08   28.9   0.1   4   4       1.4        32    1.0   0.0     1    16   257   272   257   275 0.86 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 327301at33208        -            257     1e-07   28.8   7.1   1   4    0.0026     0.061    9.9   0.1   110   248   156   303   112   306 0.78 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 327301at33208        -            257     1e-07   28.8   7.1   2   4      0.63        15    2.1   0.1   188   251   446   514   382   518 0.64 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 327301at33208        -            257     1e-07   28.8   7.1   3   4       0.5        12    2.4   0.0    77   109   492   526   478   530 0.78 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 327301at33208        -            257     1e-07   28.8   7.1   4   4   2.6e-05   0.00059   16.5   2.0   154   255   494   601   491   602 0.74 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 327301at33208        -            257   1.1e-07   28.7   0.0   1   4   0.00022    0.0051   13.4   0.0   223   247    12    36     4    44 0.85 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 327301at33208        -            257   1.1e-07   28.7   0.0   2   4      0.73        17    1.9   0.0    38    64    54    80    42    87 0.75 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 327301at33208        -            257   1.1e-07   28.7   0.0   3   4       0.4       9.2    2.7   0.0   230   245   111   126    98   131 0.58 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 327301at33208        -            257   1.1e-07   28.7   0.0   4   4     0.063       1.5    5.4   0.0    30    60   138   167   128   184 0.72 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 327301at33208        -            257   1.2e-07   28.6   0.1   1   3     0.041      0.94    6.0   0.0   189   244     7    67     1    78 0.68 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 327301at33208        -            257   1.2e-07   28.6   0.1   2   3     0.065       1.5    5.3   0.0    21    67   127   173   106   182 0.82 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 327301at33208        -            257   1.2e-07   28.6   0.1   3   3   0.00022    0.0051   13.4   0.0    34    92   197   265   188   265 0.78 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 327301at33208        -            257   1.5e-07   28.3   0.7   1   4    0.0045       0.1    9.1   0.0    29   250    57    93    42    99 0.58 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 327301at33208        -            257   1.5e-07   28.3   0.7   2   4      0.04      0.93    6.0   0.1   219   250   122   153   117   160 0.84 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 327301at33208        -            257   1.5e-07   28.3   0.7   3   4     0.071       1.6    5.2   0.0    30    71   160   201   152   214 0.88 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 327301at33208        -            257   1.5e-07   28.3   0.7   4   4      0.28       6.6    3.2   0.0    30    48   226   244   204   246 0.80 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 327301at33208        -            257   1.7e-07   28.1   2.8   1   4       6.6   1.5e+02   -1.3   0.0   164   188    64    88    30    95 0.78 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 327301at33208        -            257   1.7e-07   28.1   2.8   2   4     0.095       2.2    4.8   0.0   215   249   178   212   166   219 0.88 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 327301at33208        -            257   1.7e-07   28.1   2.8   3   4       4.9   1.1e+02   -0.8   0.0    39    93   253   310   239   328 0.64 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 327301at33208        -            257   1.7e-07   28.1   2.8   4   4   3.2e-05   0.00074   16.1   0.7    77   176   342   464   328   501 0.66 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 327301at33208        -            257     2e-07   27.8   0.4   1   3    0.0025     0.058    9.9   0.0   218   247    36    65    16    71 0.81 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 327301at33208        -            257     2e-07   27.8   0.4   2   3    0.0019     0.043   10.4   0.1    37    96    84   152    74   159 0.59 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 327301at33208        -            257     2e-07   27.8   0.4   3   3      0.17       3.9    3.9   0.1   228   246   174   192   163   199 0.76 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 327301at33208        -            257   3.4e-07   27.1   2.9   1   4     0.096       2.2    4.8   0.0    84   104    29    49    21    61 0.81 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 327301at33208        -            257   3.4e-07   27.1   2.9   2   4      0.08       1.9    5.0   0.0    76    94    63    81    49   102 0.65 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 327301at33208        -            257   3.4e-07   27.1   2.9   3   4      0.01      0.24    8.0   0.2    30   245    92   122    64   133 0.55 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 327301at33208        -            257   3.4e-07   27.1   2.9   4   4   0.00026    0.0061   13.2   0.7   192   246   109   165   108   167 0.87 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 327301at33208        -            257     4e-07   26.9   0.1   1   3     0.067       1.6    5.3   0.0    23    66    17    60    11    74 0.84 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 327301at33208        -            257     4e-07   26.9   0.1   2   3     0.004     0.093    9.3   0.1    29   114    66   168    59   173 0.60 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 327301at33208        -            257     4e-07   26.9   0.1   3   3     0.038      0.88    6.1   0.0   138   170   225   257   161   266 0.50 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 327301at33208        -            257   4.5e-07   26.7   0.5   1   3      0.36       8.3    2.9   0.0    29    64    83   118    45   137 0.62 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 327301at33208        -            257   4.5e-07   26.7   0.5   2   3       4.4     1e+02   -0.7   0.0    72    96   186   210   177   256 0.61 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 327301at33208        -            257   4.5e-07   26.7   0.5   3   3     1e-05   0.00024   17.8   0.1    24    93   258   337   248   348 0.78 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 327301at33208        -            257   5.2e-07   26.5   0.0   1   1   3.6e-08   8.3e-07   25.8   0.0    36   124    69   166    63   178 0.80 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 327301at33208        -            257   5.8e-07   26.3   0.3   1   2   7.2e-06   0.00017   18.3   0.1   188   247    86   146     5   153 0.79 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 327301at33208        -            257   5.8e-07   26.3   0.3   2   2     0.051       1.2    5.7   0.0    53    97   196   243   165   259 0.62 -
357580at33208_54969_0:0008c2|TRINITY_DN79895_c5_g1_i1:920-1648|-    -            243 327301at33208        -            257   7.1e-07   26.1   0.1   1   2    0.0003     0.007   13.0   0.0    29   121    42   145     1   147 0.69 -
357580at33208_54969_0:0008c2|TRINITY_DN79895_c5_g1_i1:920-1648|-    -            243 327301at33208        -            257   7.1e-07   26.1   0.1   2   2   0.00033    0.0077   12.8   0.0   139   243   130   243   129   243 0.83 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 327301at33208        -            257   8.1e-07   25.9   0.0   1   3   0.00044      0.01   12.4   0.0   217   252    15    50     3    55 0.81 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 327301at33208        -            257   8.1e-07   25.9   0.0   2   3      0.83        19    1.7   0.0   220   245    60    88    53    98 0.71 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 327301at33208        -            257   8.1e-07   25.9   0.0   3   3    0.0064      0.15    8.6   0.0   219   245   147   173   102   173 0.92 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+    -            263 327301at33208        -            257   9.7e-07   25.6   0.8   1   1   7.5e-06   0.00017   18.2   0.8    47   159    32   167    20   262 0.65 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 327301at33208        -            257   1.3e-06   25.2   0.5   1   3    0.0078      0.18    8.3   0.0   186   244    45   104    26   117 0.62 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 327301at33208        -            257   1.3e-06   25.2   0.5   2   3       2.1        50    0.3   0.0   209   245   109   147    94   152 0.63 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 327301at33208        -            257   1.3e-06   25.2   0.5   3   3   0.00055     0.013   12.1   0.3   178   248   200   276   190   281 0.82 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 327301at33208        -            257   1.5e-06   25.0   0.7   1   4       0.6        14    2.1   0.0    73   118    74   123    62   128 0.80 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 327301at33208        -            257   1.5e-06   25.0   0.7   2   4    0.0065      0.15    8.6   0.1    79    95   129   145   124   154 0.92 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 327301at33208        -            257   1.5e-06   25.0   0.7   3   4    0.0044       0.1    9.2   0.0    72   100   173   200   168   213 0.84 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 327301at33208        -            257   1.5e-06   25.0   0.7   4   4         5   1.2e+02   -0.9   0.0    75    92   268   285   205   296 0.73 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 327301at33208        -            257   1.5e-06   25.0   1.5   1   1     9e-07   2.1e-05   21.2   1.4   114   245    10   151     4   153 0.79 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 327301at33208        -            257   1.8e-06   24.8   0.6   1   3      0.43       9.9    2.6   0.0    28    59   192   223   168   234 0.68 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 327301at33208        -            257   1.8e-06   24.8   0.6   2   3      0.13       3.1    4.3   0.0    38    95   284   350   270   356 0.65 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 327301at33208        -            257   1.8e-06   24.8   0.6   3   3   0.00086      0.02   11.5   0.1    55    96   352   393   350   398 0.87 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 327301at33208        -            257     2e-06   24.6   2.1   1   3      0.15       3.5    4.1   0.0    64    95    52    79    34    93 0.63 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 327301at33208        -            257     2e-06   24.6   2.1   2   3   0.00042    0.0097   12.5   0.3    28    94    93   170    80   176 0.75 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 327301at33208        -            257     2e-06   24.6   2.1   3   3      0.06       1.4    5.4   0.0    25    56   269   299   245   303 0.77 -
