#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 361203at33208        -            388    3e-123  408.8   5.5   1   1    3e-124  7.1e-123  407.6   5.5    24   388     1   424     1   424 0.84 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 361203at33208        -            388   2.6e-09   33.8   2.3   1   5    0.0032     0.075    9.2   0.1   237   305    93   172    24   219 0.73 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 361203at33208        -            388   2.6e-09   33.8   2.3   2   5     0.077       1.8    4.7   0.0   203   268   352   417   296   426 0.60 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 361203at33208        -            388   2.6e-09   33.8   2.3   3   5     0.018      0.42    6.8   0.0   236   271   427   462   417   509 0.76 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 361203at33208        -            388   2.6e-09   33.8   2.3   4   5     0.011      0.25    7.5   0.0    60    96   511   548   507   564 0.74 -
281693at33208_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 361203at33208        -            388   2.6e-09   33.8   2.3   5   5       3.3        77   -0.7   0.0   242   273   625   656   618   680 0.72 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 361203at33208        -            388   4.6e-09   33.0   3.3   1   3      0.12       2.8    4.0   0.0    81   116    11    42     4    83 0.59 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 361203at33208        -            388   4.6e-09   33.0   3.3   2   3      0.51        12    1.9   0.0    69   102   128   160   118   165 0.82 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 361203at33208        -            388   4.6e-09   33.0   3.3   3   3   3.5e-07   8.1e-06   22.3   0.2   230   311   207   293   185   305 0.82 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 361203at33208        -            388     5e-09   32.8   4.3   1   3       0.1       2.4    4.3   0.0    65    99   103   136    95   151 0.79 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 361203at33208        -            388     5e-09   32.8   4.3   2   3   2.6e-05   0.00061   16.1   0.2    36   311   160   461   153   471 0.70 -
111746at33208_7950_0:002c3a|TRINITY_DN87686_c12_g1_i5:199-2867|-    -            797 361203at33208        -            388     5e-09   32.8   4.3   3   3     0.022      0.51    6.5   0.0    58    97   519   557   514   574 0.86 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 361203at33208        -            388   5.2e-09   32.8   0.5   1   3     0.029      0.68    6.0   0.0   150   266    38   156    14   162 0.75 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 361203at33208        -            388   5.2e-09   32.8   0.5   2   3   3.8e-05   0.00088   15.6   0.0    59    96   165   202   161   214 0.92 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 361203at33208        -            388   5.2e-09   32.8   0.5   3   3     0.013       0.3    7.2   0.1    59    98   248   286   237   293 0.82 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 361203at33208        -            388   6.1e-09   32.5   0.0   1   1   3.3e-10   7.7e-09   32.2   0.0   230   302    10    86     4    91 0.81 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 361203at33208        -            388     7e-09   32.4   4.2   1   4       3.2        74   -0.6   0.1    63    97    57    92    49   107 0.74 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 361203at33208        -            388     7e-09   32.4   4.2   2   4      0.93        22    1.1   0.0    58    95   111   148    92   157 0.75 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 361203at33208        -            388     7e-09   32.4   4.2   3   4   1.8e-05   0.00041   16.6   0.1   237   307   163   242   155   247 0.77 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 361203at33208        -            388     7e-09   32.4   4.2   4   4   0.00035    0.0082   12.4   0.0    59    99   251   291   247   300 0.92 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 361203at33208        -            388   8.2e-09   32.1   7.5   1   5      0.17       4.1    3.5   0.0    80   100     7    27     4    46 0.71 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 361203at33208        -            388   8.2e-09   32.1   7.5   2   5      0.89        21    1.2   0.0    59    97    29    69    26    75 0.75 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 361203at33208        -            388   8.2e-09   32.1   7.5   3   5     0.078       1.8    4.6   0.1    63   107   134   177   128   186 0.80 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 361203at33208        -            388   8.2e-09   32.1   7.5   4   5   0.00019    0.0045   13.2   0.4   276   309   192   225   181   233 0.87 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 361203at33208        -            388   8.2e-09   32.1   7.5   5   5   0.00092     0.021   11.0   0.0    62    95   232   265   227   265 0.95 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 361203at33208        -            388   9.9e-09   31.8   1.6   1   3   0.00016    0.0037   13.5   0.1   243   319   217   305   208   307 0.74 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 361203at33208        -            388   9.9e-09   31.8   1.6   2   3   1.1e-05   0.00025   17.4   0.1   234   314   301   385   297   390 0.85 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 361203at33208        -            388   9.9e-09   31.8   1.6   3   3       2.1        50   -0.1   0.0    61    94   479   511   476   512 0.87 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 361203at33208        -            388   1.1e-08   31.7   1.1   1   3   0.00029    0.0067   12.7   0.2    62   101    89   125    82   132 0.87 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 361203at33208        -            388   1.1e-08   31.7   1.1   2   3    0.0012     0.027   10.7   0.1    64   116   155   213   148   217 0.73 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 361203at33208        -            388   1.1e-08   31.7   1.1   3   3     0.022      0.51    6.5   0.0   159   264   199   304   192   306 0.89 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 361203at33208        -            388   1.2e-08   31.6   5.8   1   5    0.0018     0.043   10.0   0.2   235   308    29   108    20   111 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 361203at33208        -            388   1.2e-08   31.6   5.8   2   5      0.18       4.1    3.5   0.0    59    98   113   151   107   174 0.77 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 361203at33208        -            388   1.2e-08   31.6   5.8   3   5      0.24       5.6    3.0   0.0    60    95   165   199   161   205 0.79 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 361203at33208        -            388   1.2e-08   31.6   5.8   4   5   0.00027    0.0062   12.8   0.1    59   100   206   246   204   266 0.84 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 361203at33208        -            388   1.2e-08   31.6   5.8   5   5       5.9   1.4e+02   -1.5   0.0   288   323   369   407   364   412 0.78 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 361203at33208        -            388   1.7e-08   31.1   0.3   1   1   1.2e-09   2.8e-08   30.4   0.1   117   268     3   160     1   180 0.81 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 361203at33208        -            388   2.5e-08   30.5   0.0   1   2    0.0021      0.05    9.8   0.0    61    96    13    47    10    57 0.86 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 361203at33208        -            388   2.5e-08   30.5   0.0   2   2   1.9e-06   4.4e-05   19.8   0.0   234   314    54   140    46   141 0.79 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 361203at33208        -            388   2.6e-08   30.5   1.5   1   4      0.98        23    1.0   0.0    81    99     8    26     2    35 0.80 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 361203at33208        -            388   2.6e-08   30.5   1.5   2   4     0.013       0.3    7.2   0.0   286   312    44    70    37    74 0.85 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 361203at33208        -            388   2.6e-08   30.5   1.5   3   4    0.0016     0.038   10.2   0.0    61    95    73   106    71   114 0.83 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 361203at33208        -            388   2.6e-08   30.5   1.5   4   4    0.0053      0.12    8.5   0.0    62    96   117   151   113   153 0.89 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 361203at33208        -            388   2.9e-08   30.3   1.9   1   3     0.008      0.19    7.9   0.0    59    96    44    80     2    97 0.60 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 361203at33208        -            388   2.9e-08   30.3   1.9   2   3     0.015      0.35    7.0   0.1   286   308   101   123    96   130 0.80 -
537718at33208_88015_0:0009f5|TRINITY_DN85835_c6_g3_i3:5544-6044|-   -            167 361203at33208        -            388   2.9e-08   30.3   1.9   3   3   0.00013    0.0031   13.8   0.1    59    97   128   165   124   166 0.84 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 361203at33208        -            388   5.1e-08   29.5   0.2   1   2    0.0003    0.0071   12.6   0.2   283   310   101   128    92   136 0.85 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 361203at33208        -            388   5.1e-08   29.5   0.2   2   2   9.4e-05    0.0022   14.3   0.0    64   104   137   177   133   181 0.90 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 361203at33208        -            388   6.8e-08   29.1   0.0   1   2   1.8e-06   4.2e-05   19.9   0.0   203   268    20    87    14   131 0.84 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 361203at33208        -            388   6.8e-08   29.1   0.0   2   2    0.0092      0.21    7.7   0.0   228   267   132   171    92   173 0.78 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 361203at33208        -            388   8.8e-08   28.7   0.2   1   2     0.035      0.82    5.8   0.0    53    97   131   174   123   185 0.82 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 361203at33208        -            388   8.8e-08   28.7   0.2   2   2   1.7e-06   4.1e-05   20.0   0.0   230   320   217   315   202   326 0.80 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 361203at33208        -            388   1.1e-07   28.5   0.1   1   3   0.00045      0.01   12.0   0.0   239   306    33   106    24   115 0.80 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 361203at33208        -            388   1.1e-07   28.5   0.1   2   3    0.0024     0.056    9.6   0.1    61   100   115   153   106   163 0.81 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 361203at33208        -            388   1.1e-07   28.5   0.1   3   3      0.18       4.3    3.4   0.0    78    97   173   192   161   206 0.77 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 361203at33208        -            388   1.1e-07   28.3   0.0   1   1   6.3e-09   1.5e-07   28.0   0.0   195   316    43   170     8   174 0.80 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 361203at33208        -            388   2.1e-07   27.5   0.1   1   3     0.031      0.73    6.0   0.1   216   307    27   122    10   131 0.73 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 361203at33208        -            388   2.1e-07   27.5   0.1   2   3      0.98        23    1.0   0.0   254   304   191   245   146   248 0.82 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 361203at33208        -            388   2.1e-07   27.5   0.1   3   3     2e-05   0.00047   16.5   0.0    56    98   251   293   246   299 0.88 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 361203at33208        -            388   5.3e-07   26.2   0.0   1   2   0.00015    0.0036   13.6   0.0   201   268   121   188    67   191 0.91 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 361203at33208        -            388   5.3e-07   26.2   0.0   2   2   7.4e-06   0.00017   17.9   0.0   201   309   121   239   114   248 0.80 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 361203at33208        -            388   5.5e-07   26.1   2.0   1   3       1.2        28    0.7   0.0   236   268   191   223   166   228 0.75 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 361203at33208        -            388   5.5e-07   26.1   2.0   2   3   0.00031    0.0073   12.5   0.0   234   306   271   347   265   351 0.74 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 361203at33208        -            388   5.5e-07   26.1   2.0   3   3    0.0002    0.0047   13.2   0.4   212   319   334   442   322   452 0.59 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 361203at33208        -            388   2.1e-06   24.2   0.7   1   3     0.017      0.39    6.9   0.0    59    97   109   148    97   157 0.88 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 361203at33208        -            388   2.1e-06   24.2   0.7   2   3      0.03      0.69    6.0   0.0   161   220   165   230   152   244 0.78 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 361203at33208        -            388   2.1e-06   24.2   0.7   3   3    0.0039     0.091    8.9   0.0    54    95   242   283   230   284 0.92 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 361203at33208        -            388     3e-06   23.7   0.3   1   3     0.028      0.65    6.1   0.0   248   268    14    34     7    43 0.79 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 361203at33208        -            388     3e-06   23.7   0.3   2   3   0.00081     0.019   11.2   0.0   214   264    70   120    58   127 0.90 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 361203at33208        -            388     3e-06   23.7   0.3   3   3      0.19       4.4    3.4   0.0   232   263   134   165   125   168 0.87 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 361203at33208        -            388   4.3e-06   23.2   0.8   1   4       2.8        66   -0.5   0.0    69    97   145   173   137   179 0.85 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 361203at33208        -            388   4.3e-06   23.2   0.8   2   4       0.8        19    1.3   0.0   228   267   260   298   233   306 0.75 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 361203at33208        -            388   4.3e-06   23.2   0.8   3   4      0.26         6    2.9   0.0    65   310   478   511   473   528 0.59 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 361203at33208        -            388   4.3e-06   23.2   0.8   4   4   0.00028    0.0065   12.7   0.1   212   267   534   589   512   595 0.88 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 361203at33208        -            388   4.9e-06   23.0   0.5   1   3     0.067       1.6    4.9   0.0    61    97   199   237   181   254 0.83 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 361203at33208        -            388   4.9e-06   23.0   0.5   2   3     0.015      0.36    7.0   0.0   231   269   385   423   359   435 0.88 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 361203at33208        -            388   4.9e-06   23.0   0.5   3   3     0.019      0.45    6.6   0.2   219   269   591   641   579   696 0.79 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 361203at33208        -            388   5.3e-06   22.9   1.1   1   3     0.049       1.2    5.3   0.0   290   314    68    92    59   102 0.82 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 361203at33208        -            388   5.3e-06   22.9   1.1   2   3     0.086         2    4.5   0.1   202   262   110   174    96   179 0.70 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-    -            307 361203at33208        -            388   5.3e-06   22.9   1.1   3   3     0.002     0.046    9.9   0.0    59    99   221   261   216   301 0.89 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 361203at33208        -            388   5.7e-06   22.8   0.0   1   1     3e-07   6.9e-06   22.5   0.0   144   264    48   173    34   177 0.82 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+     -            103 361203at33208        -            388   5.9e-06   22.7   0.0   1   1   2.5e-07   5.9e-06   22.7   0.0    58    97    34    73     9    97 0.93 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 361203at33208        -            388   6.6e-06   22.6   0.1   1   4      0.13       3.2    3.9   0.0   291   307     5    21     2    33 0.65 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 361203at33208        -            388   6.6e-06   22.6   0.1   2   4    0.0022      0.05    9.8   0.0   267   316    40    89    34   110 0.85 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 361203at33208        -            388   6.6e-06   22.6   0.1   3   4       2.8        65   -0.5   0.0    79   106   108   135    92   139 0.77 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 361203at33208        -            388   6.6e-06   22.6   0.1   4   4      0.11       2.5    4.2   0.0    77    97   154   174   144   177 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 361203at33208        -            388   7.3e-06   22.4   0.9   1   3      0.14       3.2    3.8   0.1   107   124     3    20     2    45 0.80 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 361203at33208        -            388   7.3e-06   22.4   0.9   2   3     0.009      0.21    7.7   0.0    62    98    72   108    67   115 0.86 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 361203at33208        -            388   7.3e-06   22.4   0.9   3   3     0.011      0.27    7.4   0.0   275   329   138   190   128   210 0.78 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 361203at33208        -            388   7.3e-06   22.4   1.8   1   2   0.00033    0.0077   12.5   0.3    52   125    63   149    54   234 0.76 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 361203at33208        -            388   7.3e-06   22.4   1.8   2   2     0.031      0.73    5.9   0.1    70    99   247   276   237   283 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 361203at33208        -            388   7.4e-06   22.4   0.2   1   2   0.00064     0.015   11.5   0.0    66    97    17    50    10    64 0.87 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 361203at33208        -            388   7.4e-06   22.4   0.2   2   2    0.0042     0.099    8.8   0.0   203   267    70   134    66   138 0.74 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 361203at33208        -            388   1.1e-05   21.8   0.1   1   2      0.46        11    2.1   0.0   284   306    12    35     2    39 0.65 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 361203at33208        -            388   1.1e-05   21.8   0.1   2   2     1e-05   0.00023   17.5   0.0    59   100    49    90    44   156 0.68 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 361203at33208        -            388   1.6e-05   21.3   0.0   1   2   0.00012    0.0028   13.9   0.0   232   316    50   144    45   156 0.78 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 361203at33208        -            388   1.6e-05   21.3   0.0   2   2     0.047       1.1    5.4   0.0   212   251   288   327   200   337 0.70 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 361203at33208        -            388     2e-05   21.0   0.2   1   2      0.25       5.9    3.0   0.0    63    97     2    36     1    43 0.83 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 361203at33208        -            388     2e-05   21.0   0.2   2   2   2.9e-05   0.00067   16.0   0.0   199   268    57   125    53   171 0.88 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 361203at33208        -            388   4.5e-05   19.8   0.1   1   1     2e-06   4.6e-05   19.8   0.1    63    99     6    42     3    50 0.88 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 361203at33208        -            388   5.9e-05   19.4   0.3   1   3    0.0023     0.055    9.7   0.0   272   316     4    48     1    84 0.84 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 361203at33208        -            388   5.9e-05   19.4   0.3   2   3      0.16       3.8    3.6   0.0    58    98    69   111    64   130 0.74 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 361203at33208        -            388   5.9e-05   19.4   0.3   3   3      0.26       6.1    2.9   0.0    81    95   173   187   162   195 0.87 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 361203at33208        -            388   6.3e-05   19.3   0.0   1   2   0.00024    0.0057   12.9   0.1    62    99     1    37     1   124 0.94 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 361203at33208        -            388   6.3e-05   19.3   0.0   2   2      0.26         6    2.9   0.0   228   228   123   123    40   186 0.59 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 361203at33208        -            388   7.9e-05   19.0   0.6   1   4       0.4       9.4    2.3   0.0    62    97     5    39     1    46 0.69 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 361203at33208        -            388   7.9e-05   19.0   0.6   2   4     0.048       1.1    5.3   0.1   160   268    53   176    33   181 0.56 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 361203at33208        -            388   7.9e-05   19.0   0.6   3   4    0.0097      0.23    7.6   0.1   241   313   200   282   150   297 0.64 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 361203at33208        -            388   7.9e-05   19.0   0.6   4   4       1.6        38    0.3   0.0    59    94   282   317   279   317 0.75 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 361203at33208        -            388   8.4e-05   18.9   7.6   1   4       2.6        61   -0.4   0.0   283   301   148   166   138   175 0.80 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 361203at33208        -            388   8.4e-05   18.9   7.6   2   4     0.014      0.32    7.1   0.0   275   322   194   239   184   247 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 361203at33208        -            388   8.4e-05   18.9   7.6   3   4     0.011      0.25    7.5   0.0    54   108   267   326   259   360 0.73 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 361203at33208        -            388   8.4e-05   18.9   7.6   4   4     0.072       1.7    4.8   0.0    80    98   382   400   372   412 0.83 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 361203at33208        -            388   0.00015   18.1   0.4   1   3       6.7   1.6e+02   -1.7   0.0   286   305     1    20     1    31 0.75 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 361203at33208        -            388   0.00015   18.1   0.4   2   3       1.1        25    0.9   0.0   284   309    80   105    73   110 0.84 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 361203at33208        -            388   0.00015   18.1   0.4   3   3   0.00016    0.0036   13.5   0.0    62    99   111   147   108   156 0.88 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 361203at33208        -            388    0.0002   17.7   0.0   1   2     0.015      0.35    7.0   0.0    63    97    32    66    28    91 0.87 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 361203at33208        -            388    0.0002   17.7   0.0   2   2    0.0043       0.1    8.8   0.0    68    97   128   157   119   192 0.89 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 361203at33208        -            388    0.0002   17.7   0.2   1   1   0.00014    0.0034   13.6   0.2   201   305   199   324   155   324 0.54 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 361203at33208        -            388   0.00024   17.4   0.0   1   2   0.00014    0.0034   13.6   0.0   203   268    24    87    16    91 0.73 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 361203at33208        -            388   0.00024   17.4   0.0   2   2      0.16       3.8    3.6   0.0   145   179    85   119    82   149 0.81 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 361203at33208        -            388   0.00027   17.2   0.7   1   2   0.00019    0.0045   13.2   0.5    61    97    21    58     1    79 0.79 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 361203at33208        -            388   0.00027   17.2   0.7   2   2      0.29       6.9    2.7   0.0   236   305    66   137    59   138 0.54 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 361203at33208        -            388   0.00034   16.9   1.2   1   4     0.058       1.4    5.1   0.0   286   307    11    32     1    48 0.71 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 361203at33208        -            388   0.00034   16.9   1.2   2   4     0.041      0.95    5.6   0.0    80   100    58    78    33   118 0.69 -
