#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 361100at33208        -            270  4.2e-131  433.6   5.5   1   1  4.2e-132    9e-131  432.5   5.5     1   270    10   312    10   312 0.92 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+     -            213 361100at33208        -            270   7.2e-14   49.1   0.0   1   2   1.4e-06   3.1e-05   20.8   0.0    27   104    32   110    24   119 0.89 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+     -            213 361100at33208        -            270   7.2e-14   49.1   0.0   2   2   5.6e-08   1.2e-06   25.5   0.0    70   151   118   202   114   213 0.82 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 361100at33208        -            270   2.6e-13   47.3   0.0   1   3    0.0014     0.029   11.1   0.0    61   104     7    50     3    55 0.90 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 361100at33208        -            270   2.6e-13   47.3   0.0   2   3      0.08       1.7    5.3   0.0   192   218    76   102    58   127 0.64 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 361100at33208        -            270   2.6e-13   47.3   0.0   3   3   3.1e-08   6.6e-07   26.3   0.0     4    93   182   275   179   275 0.80 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 361100at33208        -            270   2.9e-13   47.2   0.1   1   2   4.8e-11     1e-09   35.5   0.0     3   151    14   159    13   215 0.78 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 361100at33208        -            270   2.9e-13   47.2   0.1   2   2     0.021      0.44    7.2   0.0    69   103   213   249   206   271 0.74 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+    -            303 361100at33208        -            270   3.6e-13   46.9   9.7   1   4     0.024      0.52    7.0   0.1    68   109     9    52     2    68 0.58 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+    -            303 361100at33208        -            270   3.6e-13   46.9   9.7   2   4   1.8e-09   3.8e-08   30.4   0.1     5   100    74   171    70   175 0.86 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+    -            303 361100at33208        -            270   3.6e-13   46.9   9.7   3   4   0.00043    0.0091   12.7   0.2   180   221   224   267   216   277 0.71 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+    -            303 361100at33208        -            270   3.6e-13   46.9   9.7   4   4       9.7   2.1e+02   -1.5   0.1     3    15   291   303   289   303 0.95 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 361100at33208        -            270   4.6e-13   46.5  12.8   1   4     0.059       1.3    5.7   0.1    81   108   107   134   101   140 0.73 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 361100at33208        -            270   4.6e-13   46.5  12.8   2   4     0.012      0.26    8.0   0.3   167   217   127   180   126   189 0.80 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 361100at33208        -            270   4.6e-13   46.5  12.8   3   4       1.9        41    0.7   0.0     3    19   211   227   209   240 0.66 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+       -            424 361100at33208        -            270   4.6e-13   46.5  12.8   4   4   9.9e-12   2.1e-10   37.8   1.1     3   137   280   420   279   424 0.82 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 361100at33208        -            270   6.3e-13   46.0   1.6   1   2      0.35       7.5    3.2   0.1     2    29     2    29     1    39 0.75 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 361100at33208        -            270   6.3e-13   46.0   1.6   2   2   4.5e-13   9.5e-12   42.2   0.2     2   115    45   158    44   184 0.83 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 361100at33208        -            270   4.2e-12   43.3   0.0   1   2   7.9e-05    0.0017   15.1   0.0   221   268    15    64     5    66 0.76 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 361100at33208        -            270   4.2e-12   43.3   0.0   2   2   1.2e-07   2.5e-06   24.4   0.0     6   100    77   172    70   173 0.88 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 361100at33208        -            270   1.3e-11   41.7   0.0   1   2   1.3e-07   2.8e-06   24.2   0.0    42   138    48   145    29   158 0.77 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 361100at33208        -            270   1.3e-11   41.7   0.0   2   2   6.6e-05    0.0014   15.4   0.1    11   111   181   283   177   297 0.77 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 361100at33208        -            270   1.4e-11   41.7   1.4   1   2     2e-08   4.4e-07   26.9   0.8     6   103     1   101     1   103 0.85 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 361100at33208        -            270   1.4e-11   41.7   1.4   2   2   3.2e-06   6.8e-05   19.7   0.0     3    56    85   138    83   138 0.95 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+      -            120 361100at33208        -            270   1.5e-11   41.5   0.1   1   2   8.7e-11   1.9e-09   34.7   0.0   185   268     6   100     2   101 0.82 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+      -            120 361100at33208        -            270   1.5e-11   41.5   0.1   2   2    0.0067      0.14    8.8   0.0    65   100    85   120    82   120 0.81 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 361100at33208        -            270   1.7e-11   41.4   1.2   1   4    0.0002    0.0043   13.8   0.0    72   149     9    89     3   101 0.87 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 361100at33208        -            270   1.7e-11   41.4   1.2   2   4     0.056       1.2    5.8   0.0     2    22   105   125   104   136 0.82 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 361100at33208        -            270   1.7e-11   41.4   1.2   3   4     0.005      0.11    9.2   0.0    63   140   190   267   154   271 0.53 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+      -            306 361100at33208        -            270   1.7e-11   41.4   1.2   4   4      0.13       2.8    4.6   0.0    21    46   272   297   267   303 0.75 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-     -            329 361100at33208        -            270   5.2e-11   39.8   0.0   1   2   1.2e-10   2.5e-09   34.2   0.0    37   156    15   138     7   213 0.74 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-     -            329 361100at33208        -            270   5.2e-11   39.8   0.0   2   2      0.11       2.3    4.8   0.0    75   217   138   292   124   325 0.59 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-     -            430 361100at33208        -            270   2.2e-10   37.7   0.9   1   3      0.13       2.9    4.5   0.0   170   218    64   116    54   187 0.82 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-     -            430 361100at33208        -            270   2.2e-10   37.7   0.9   2   3       1.3        27    1.3   0.0   115   148   179   215   170   219 0.53 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-     -            430 361100at33208        -            270   2.2e-10   37.7   0.9   3   3   4.3e-09   9.3e-08   29.1   0.3    24   155   213   352   192   357 0.78 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 361100at33208        -            270   2.7e-10   37.4   0.5   1   4   6.1e-06   0.00013   18.8   0.0    69   144     6    81     2    93 0.76 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 361100at33208        -            270   2.7e-10   37.4   0.5   2   4     0.009      0.19    8.4   0.0    73   140   115   188    98   199 0.57 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 361100at33208        -            270   2.7e-10   37.4   0.5   3   4       2.3        50    0.5   0.0     2    17   173   188   172   219 0.84 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+     -            265 361100at33208        -            270   2.7e-10   37.4   0.5   4   4     0.046      0.98    6.1   0.0     3    44   220   263   218   265 0.85 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 361100at33208        -            270   5.6e-10   36.4   1.1   1   3   0.00013    0.0028   14.4   0.1    70   261    17   225     7   237 0.71 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 361100at33208        -            270   5.6e-10   36.4   1.1   2   3      0.11       2.3    4.8   0.0   211   241   264   294   230   307 0.38 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 361100at33208        -            270   5.6e-10   36.4   1.1   3   3    0.0025     0.054   10.2   0.0    36    99   347   413   339   413 0.76 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-      -            268 361100at33208        -            270   6.4e-10   36.2   0.2   1   2     1e-07   2.2e-06   24.6   0.1    82   217     3   145     1   156 0.75 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-      -            268 361100at33208        -            270   6.4e-10   36.2   0.2   2   2     0.026      0.56    6.9   0.0    35   105   171   241   158   245 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-     -            153 361100at33208        -            270   1.4e-09   35.1   4.8   1   3     4e-07   8.6e-06   22.6   1.7    44   139     9   106     1   110 0.79 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-     -            153 361100at33208        -            270   1.4e-09   35.1   4.8   2   3   1.3e-05   0.00028   17.7   0.4   180   237    71   126    67   130 0.90 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-     -            153 361100at33208        -            270   1.4e-09   35.1   4.8   3   3    0.0034     0.072    9.8   0.1   181   216   115   151   111   153 0.87 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 361100at33208        -            270   4.7e-09   33.4   3.4   1   4   0.00044    0.0093   12.7   0.0   191   217    62    88    49    95 0.85 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 361100at33208        -            270   4.7e-09   33.4   3.4   2   4      0.21       4.5    3.9   0.0   182   219    99   138    91   165 0.78 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 361100at33208        -            270   4.7e-09   33.4   3.4   3   4    0.0015     0.033   10.9   0.1    32   110   191   267   184   274 0.77 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+     -            337 361100at33208        -            270   4.7e-09   33.4   3.4   4   4      0.24       5.1    3.7   0.0     3    37   289   324   276   334 0.53 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-     -            220 361100at33208        -            270     6e-09   33.0   0.0   1   2    0.0005     0.011   12.5   0.0   212   268     4    60     1    62 0.84 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-     -            220 361100at33208        -            270     6e-09   33.0   0.0   2   2   6.4e-06   0.00014   18.7   0.0    87   191    95   201    69   214 0.86 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+      -            538 361100at33208        -            270     9e-09   32.4   0.9   1   2   3.7e-06     8e-05   19.5   0.0     2    75   336   412   335   440 0.80 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+      -            538 361100at33208        -            270     9e-09   32.4   0.9   2   2    0.0012     0.025   11.3   0.1   169   217   429   482   419   489 0.78 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 361100at33208        -            270   1.8e-08   31.5   0.3   1   4      0.23       4.9    3.8   0.0    70   100     8    37     3    64 0.76 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 361100at33208        -            270   1.8e-08   31.5   0.3   2   4       7.1   1.5e+02   -1.1   0.0     3    37    75   110    73   122 0.68 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 361100at33208        -            270   1.8e-08   31.5   0.3   3   4       0.5        11    2.7   0.1     2    18   114   130   113   139 0.76 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-     -            256 361100at33208        -            270   1.8e-08   31.5   0.3   4   4   2.1e-06   4.4e-05   20.3   0.0     4    99   164   254   162   256 0.93 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-     -            144 361100at33208        -            270   2.8e-08   30.8   1.2   1   1   6.3e-09   1.3e-07   28.6   1.2    40   142    31   138    15   141 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 361100at33208        -            270     3e-08   30.7   0.0   1   1   2.5e-09   5.2e-08   29.9   0.0   181   244    14    86     2    93 0.80 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 361100at33208        -            270   3.8e-08   30.4   0.1   1   3    0.0021     0.044   10.5   0.0    87   145     5    68     1    82 0.79 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 361100at33208        -            270   3.8e-08   30.4   0.1   2   3    0.0028      0.06   10.1   0.0     2    22    91   111    90   121 0.90 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-        -            239 361100at33208        -            270   3.8e-08   30.4   0.1   3   3     0.036      0.78    6.4   0.0    73   103   140   170   129   181 0.79 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-     -            324 361100at33208        -            270   5.7e-08   29.8   0.0   1   2    0.0052      0.11    9.2   0.0   182   220   148   186   138   204 0.72 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-     -            324 361100at33208        -            270   5.7e-08   29.8   0.0   2   2   4.8e-05     0.001   15.8   0.0     2    39   268   306   267   314 0.79 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 361100at33208        -            270   6.1e-08   29.7   0.3   1   3      0.16       3.4    4.3   0.0     3    39     9    46     7   122 0.57 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 361100at33208        -            270   6.1e-08   29.7   0.3   2   3     0.007      0.15    8.7   0.0    34   107    97   172    53   180 0.78 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 361100at33208        -            270   6.1e-08   29.7   0.3   3   3   0.00018    0.0038   14.0   0.1    74   139   196   265   189   265 0.81 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 361100at33208        -            270   6.6e-08   29.6   0.0   1   2   5.2e-06   0.00011   19.0   0.0     3    38   287   322   257   343 0.71 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 361100at33208        -            270   6.6e-08   29.6   0.0   2   2     0.014      0.29    7.8   0.0    37   124   456   542   441   563 0.80 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270     7e-08   29.5   2.4   1   4    0.0021     0.045   10.5   0.1     3   109   194   318   169   326 0.57 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270     7e-08   29.5   2.4   2   4      0.16       3.4    4.3   0.2   188   217   330   359   314   367 0.77 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270     7e-08   29.5   2.4   3   4     0.035      0.75    6.4   0.0   191   223   380   412   361   444 0.66 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270     7e-08   29.5   2.4   4   4      0.79        17    2.0   0.0   192   225   426   460   417   465 0.69 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 361100at33208        -            270   7.2e-08   29.5   0.0   1   2   8.2e-07   1.8e-05   21.6   0.0   126   218    19   121    13   133 0.55 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 361100at33208        -            270   7.2e-08   29.5   0.0   2   2     0.062       1.3    5.6   0.0   194   217   139   162   135   172 0.86 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-     -             84 361100at33208        -            270   9.4e-08   29.1   0.0   1   1   5.4e-09   1.1e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270   1.2e-07   28.7   7.1   1   5      0.59        13    2.4   0.0   201   219    68    86    49    93 0.89 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270   1.2e-07   28.7   7.1   2   5      0.82        18    2.0   0.0     2   102   221   237   173   272 0.74 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270   1.2e-07   28.7   7.1   3   5      0.19         4    4.1   0.0   193   217   356   380   352   421 0.62 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270   1.2e-07   28.7   7.1   4   5      0.17       3.6    4.2   0.1   184   216   609   641   593   645 0.77 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270   1.2e-07   28.7   7.1   5   5   0.00018    0.0037   14.0   0.4   171   223   647   699   643   710 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   1.4e-07   28.6   2.9   1   4    0.0025     0.053   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   1.4e-07   28.6   2.9   2   4    0.0084      0.18    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   1.4e-07   28.6   2.9   3   4      0.47        10    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   1.4e-07   28.6   2.9   4   4      0.34       7.2    3.2   0.0   202   216   324   338   320   340 0.85 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   1.5e-07   28.5   2.2   1   4     0.029      0.63    6.7   0.0   223   268    18    67     8    69 0.69 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   1.5e-07   28.5   2.2   2   4    0.0063      0.13    8.9   0.1   185   216    57    90    33    97 0.62 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   1.5e-07   28.5   2.2   3   4   2.8e-05   0.00061   16.6   0.3     2   103    75   179    74   183 0.83 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   1.5e-07   28.5   2.2   4   4      0.56        12    2.5   0.0     3    18   207   222   187   263 0.68 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   1.5e-07   28.4   0.2   1   3    0.0048       0.1    9.3   0.0   220   269   195   246   168   247 0.79 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   1.5e-07   28.4   0.2   2   3    0.0017     0.036   10.8   0.1     3   149   210   356   208   369 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   1.5e-07   28.4   0.2   3   3    0.0034     0.072    9.8   0.0     2    48   383   434   382   456 0.73 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+    -            303 361100at33208        -            270   1.5e-07   28.4   0.1   1   2      0.07       1.5    5.5   0.0   104   148    40    85    35   110 0.75 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+    -            303 361100at33208        -            270   1.5e-07   28.4   0.1   2   2   2.5e-06   5.3e-05   20.1   0.0     3    66   111   178   109   193 0.80 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270     2e-07   28.0   0.4   1   3    0.0018     0.038   10.7   0.0    44   144    93   203    77   230 0.63 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270     2e-07   28.0   0.4   2   3    0.0035     0.076    9.7   0.1     3    31   230   258   228   263 0.89 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270     2e-07   28.0   0.4   3   3      0.59        13    2.4   0.0   122   144   350   372   343   380 0.79 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   2.6e-07   27.6   0.9   1   3   0.00056     0.012   12.3   0.0     3    50    25    80    23   108 0.67 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   2.6e-07   27.6   0.9   2   3    0.0018     0.038   10.7   0.2   222   260   121   161    47   170 0.60 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   2.6e-07   27.6   0.9   3   3      0.21       4.5    3.9   0.0   185   218   159   192   155   209 0.76 -
502128at33208_56086_0:000855|TRINITY_DN77672_c7_g1_i3:889-1254|+      -            122 361100at33208        -            270   4.9e-07   26.7   0.0   1   1   1.4e-06   2.9e-05   20.9   0.0    87   216     4   119     1   121 0.82 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 361100at33208        -            270   5.1e-07   26.7   0.0   1   2   1.5e-05   0.00032   17.5   0.0    27   116    16   109     7   117 0.82 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 361100at33208        -            270   5.1e-07   26.7   0.0   2   2   0.00024    0.0051   13.6   0.0     6   105    83   185    82   191 0.86 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+      -            235 361100at33208        -            270   5.7e-07   26.5   0.2   1   2    0.0081      0.17    8.5   0.0   186   216     4    35     1    40 0.81 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+      -            235 361100at33208        -            270   5.7e-07   26.5   0.2   2   2     3e-07   6.4e-06   23.1   0.0     2   105    20   130    19   144 0.84 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+     -            168 361100at33208        -            270   5.9e-07   26.5   0.1   1   3    0.0053      0.11    9.2   0.0    86   111    20    45    12    54 0.78 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+     -            168 361100at33208        -            270   5.9e-07   26.5   0.1   2   3    0.0023      0.05   10.3   0.0    75   112    57    94    54   102 0.89 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+     -            168 361100at33208        -            270   5.9e-07   26.5   0.1   3   3       1.6        33    1.1   0.0   178   212   133   167   117   168 0.89 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-    -            178 361100at33208        -            270   7.4e-07   26.2   0.4   1   1   1.5e-06   3.3e-05   20.8   0.4    39   143    61   176     5   178 0.77 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-     -            420 361100at33208        -            270   7.8e-07   26.1   0.0   1   4     0.004     0.084    9.6   0.0    49   142   183   279   172   281 0.55 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-     -            420 361100at33208        -            270   7.8e-07   26.1   0.0   2   4   1.4e-06     3e-05   20.9   0.0    36   141   214   321   202   327 0.78 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-     -            420 361100at33208        -            270   7.8e-07   26.1   0.0   3   4     0.038      0.82    6.3   0.0    35    92   297   358   293   368 0.77 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-     -            420 361100at33208        -            270   7.8e-07   26.1   0.0   4   4       8.1   1.7e+02   -1.3   0.0   194   218   392   416   380   419 0.70 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-    -            320 361100at33208        -            270   1.1e-06   25.5   0.0   1   3      0.27       5.9    3.5   0.0   193   216     3    26     2    31 0.91 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-    -            320 361100at33208        -            270   1.1e-06   25.5   0.0   2   3      0.68        15    2.2   0.0     4    55    80   137    77   139 0.64 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-    -            320 361100at33208        -            270   1.1e-06   25.5   0.0   3   3     2e-05   0.00043   17.1   0.0     6   147   128   281   124   296 0.78 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 361100at33208        -            270   1.2e-06   25.4   0.0   1   2     1e-05   0.00022   18.1   0.0     3   102    18   120    16   139 0.75 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 361100at33208        -            270   1.2e-06   25.4   0.0   2   2     0.067       1.4    5.5   0.0    42    99   156   215   125   216 0.65 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+     -            181 361100at33208        -            270   3.6e-06   23.9   0.0   1   2       1.7        37    0.9   0.1   122   141     9    28     3   110 0.65 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+     -            181 361100at33208        -            270   3.6e-06   23.9   0.0   2   2   9.8e-07   2.1e-05   21.4   0.0    60   126   110   177    85   181 0.86 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+     -            282 361100at33208        -            270   3.8e-06   23.8   0.0   1   1   4.1e-07   8.9e-06   22.6   0.0     2    65   132   196   131   248 0.80 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+        -            212 361100at33208        -            270   4.1e-06   23.7   0.0   1   2      0.92        20    1.8   0.0   191   216    10    36     1    44 0.59 -
