#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 449139at33208        -            321  3.7e-158  523.1   1.0   1   1    2e-159  5.3e-158  522.6   1.0     6   320    68   415    65   415 0.91 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 449139at33208        -            321   7.8e-10   35.8   1.1   2   2   1.5e-07     4e-06   23.6   0.2    91   230   212   342   177   355 0.79 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 449139at33208        -            321   9.7e-10   35.5   0.0   1   2   8.8e-05    0.0024   14.5   0.0    95   171     3    75     1    85 0.83 -
365323at33208_6500_0:001815|TRINITY_DN84398_c2_g1_i4:479-1120|+     -            214 449139at33208        -            321   9.7e-10   35.5   0.0   2   2   3.4e-06   9.1e-05   19.1   0.0    68   149   110   188    92   198 0.83 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 449139at33208        -            321   1.1e-09   35.3   0.2   1   3     1e-06   2.8e-05   20.8   0.0    94   180     3    85     1   106 0.86 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 449139at33208        -            321   1.1e-09   35.3   0.2   2   3    0.0011     0.029   10.9   0.0    88   136   176   223   157   226 0.78 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 449139at33208        -            321   1.1e-09   35.3   0.2   3   3       3.1        84   -0.5   0.0   136   175   278   317   273   322 0.81 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 449139at33208        -            321   2.2e-09   34.3   0.0   1   2    0.0025     0.069    9.7   0.0    94   127     3    36     1    42 0.92 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 449139at33208        -            321   2.2e-09   34.3   0.0   2   2   2.9e-07   7.8e-06   22.6   0.0    88   169    47   125    40   131 0.90 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 449139at33208        -            321   2.6e-09   34.1   0.3   1   3   0.00033     0.009   12.6   0.0    94   174     4    79     1    96 0.76 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 449139at33208        -            321   2.6e-09   34.1   0.3   2   3   4.8e-06   0.00013   18.6   0.1   109   227   125   236   113   250 0.71 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 449139at33208        -            321   2.6e-09   34.1   0.3   3   3      0.17       4.5    3.7   0.0   111   154   218   259   206   265 0.64 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 449139at33208        -            321   9.8e-09   32.2   0.0   1   2   2.1e-07   5.6e-06   23.1   0.0    64   161    27   126     7   142 0.81 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 449139at33208        -            321   9.8e-09   32.2   0.0   2   2     0.013      0.35    7.4   0.0    94   127   153   186   145   186 0.90 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 449139at33208        -            321   1.2e-08   31.8   0.3   1   3       2.2        59    0.0   0.0   259   291   278   310   273   317 0.83 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 449139at33208        -            321   1.2e-08   31.8   0.3   2   3   0.00066     0.018   11.6   0.2   139   186   318   365   313   369 0.85 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 449139at33208        -            321   1.2e-08   31.8   0.3   3   3   2.8e-05   0.00075   16.1   0.0    16   131   369   485   363   533 0.90 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 449139at33208        -            321   2.3e-08   31.0   0.3   1   3   5.7e-05    0.0015   15.1   0.0   244   320    57   134    47   135 0.76 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 449139at33208        -            321   2.3e-08   31.0   0.3   2   3   0.00027    0.0074   12.8   0.1    21   138   197   314   187   324 0.86 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 449139at33208        -            321   2.3e-08   31.0   0.3   3   3      0.83        23    1.4   0.0    89   117   308   336   298   337 0.84 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 449139at33208        -            321   2.3e-08   30.9   0.0   1   1   9.9e-10   2.7e-08   30.7   0.0    92   135     4    47     2    50 0.94 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 449139at33208        -            321   4.6e-08   29.9   0.0   1   4     0.017      0.46    6.9   0.0    95   171    10    85     3    91 0.83 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 449139at33208        -            321   4.6e-08   29.9   0.0   2   4   0.00093     0.025   11.1   0.1    92   171    93   169    87   188 0.82 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 449139at33208        -            321   4.6e-08   29.9   0.0   3   4       5.2   1.4e+02   -1.2   0.0   288   320   219   251   194   252 0.77 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 449139at33208        -            321   4.6e-08   29.9   0.0   4   4    0.0099      0.27    7.7   0.0    86   147   254   314   211   317 0.81 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 449139at33208        -            321   4.7e-08   29.9   0.0   1   1   2.7e-09   7.2e-08   29.3   0.0    87   168    10    87     3    93 0.84 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 449139at33208        -            321   5.8e-08   29.6   0.0   1   2   1.6e-06   4.4e-05   20.2   0.0    63   129    42   108     1   114 0.79 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 449139at33208        -            321   5.8e-08   29.6   0.0   2   2     0.012      0.33    7.4   0.0    89   128   131   169   124   179 0.79 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 449139at33208        -            321   5.9e-08   29.6   0.1   1   4   0.00089     0.024   11.2   0.0   259   320    31    89    16    90 0.82 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 449139at33208        -            321   5.9e-08   29.6   0.1   2   4   4.2e-06   0.00011   18.8   0.0   104   175    68   135    32   149 0.84 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 449139at33208        -            321   5.9e-08   29.6   0.1   3   4     0.056       1.5    5.2   0.0   142   172   184   214   180   230 0.85 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 449139at33208        -            321   5.9e-08   29.6   0.1   4   4       8.6   2.3e+02   -1.9   0.0    13    41   228   255   217   256 0.69 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 449139at33208        -            321   5.9e-08   29.6   0.2   1   3     0.016      0.44    7.0   0.0   137   171    38    72    10    78 0.75 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 449139at33208        -            321   5.9e-08   29.6   0.2   2   3   1.9e-06   5.2e-05   19.9   0.1    68   133    57   124    28   130 0.88 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 449139at33208        -            321   5.9e-08   29.6   0.2   3   3     0.015      0.41    7.1   0.0    83   125   160   201   133   201 0.65 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 449139at33208        -            321   6.8e-08   29.4   0.0   1   3     0.016      0.45    7.0   0.0   143   177    18    52    12    59 0.75 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 449139at33208        -            321   6.8e-08   29.4   0.0   2   3   1.9e-05    0.0005   16.7   0.0     6   159    60   213    55   216 0.77 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 449139at33208        -            321   6.8e-08   29.4   0.0   3   3      0.58        16    1.9   0.0   103   128   249   274   230   278 0.78 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 449139at33208        -            321   1.3e-07   28.5   1.3   1   3   3.6e-06   9.8e-05   19.0   0.0    56   153    37   138    20   167 0.72 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 449139at33208        -            321   1.3e-07   28.5   1.3   2   3     0.009      0.24    7.9   0.1    34   128   147   244   124   257 0.54 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 449139at33208        -            321   1.3e-07   28.5   1.3   3   3         9   2.4e+02   -2.0   0.1   240   294   616   676   611   689 0.53 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 449139at33208        -            321   1.3e-07   28.4   0.0   1   3   6.3e-06   0.00017   18.2   0.0    96   184     8    95     2   105 0.79 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 449139at33208        -            321   1.3e-07   28.4   0.0   2   3      0.31       8.4    2.8   0.0    91   169    93   174    83   179 0.73 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 449139at33208        -            321   1.3e-07   28.4   0.0   3   3     0.056       1.5    5.2   0.0    86   170   233   317   200   317 0.77 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 449139at33208        -            321   2.1e-07   27.8   0.1   1   3    0.0025     0.069    9.7   0.0   139   174    10    45     3    48 0.88 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 449139at33208        -            321   2.1e-07   27.8   0.1   2   3    0.0042      0.11    9.0   0.0    88   129    47    90    44    97 0.87 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 449139at33208        -            321   2.1e-07   27.8   0.1   3   3      0.02      0.53    6.7   0.0    54   127   101   173    90   173 0.67 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 449139at33208        -            321   2.4e-07   27.6   0.0   1   3       1.3        34    0.8   0.0    97   130     3    36     1    57 0.79 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 449139at33208        -            321   2.4e-07   27.6   0.0   2   3       4.7   1.3e+02   -1.1   0.0   247   276   202   231   186   240 0.82 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 449139at33208        -            321   2.4e-07   27.6   0.0   3   3   2.3e-06   6.2e-05   19.7   0.0    84   151   240   304   212   324 0.82 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 449139at33208        -            321   2.5e-07   27.6   0.1   1   2     0.012      0.33    7.4   0.0    95   127     3    35     1    48 0.69 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 449139at33208        -            321   2.5e-07   27.6   0.1   2   2   7.9e-06   0.00021   17.9   0.0    99   170    57   124    46   144 0.86 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 449139at33208        -            321   2.7e-07   27.4   0.3   1   2   3.3e-07   8.9e-06   22.4   0.1   117   175     2    60     1    69 0.85 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 449139at33208        -            321   2.7e-07   27.4   0.3   2   2      0.11       3.1    4.2   0.0    92   133    65   105    58   138 0.76 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 449139at33208        -            321   4.3e-07   26.8   0.0   1   2    0.0032     0.087    9.3   0.0   124   175     2    50     1    54 0.80 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 449139at33208        -            321   4.3e-07   26.8   0.0   2   2   7.5e-05     0.002   14.7   0.0    89   170    52   131    49   133 0.77 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 449139at33208        -            321   1.2e-06   25.4   1.1   1   3      0.01      0.27    7.7   0.0    67   126     6    67     2    80 0.74 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 449139at33208        -            321   1.2e-06   25.4   1.1   2   3    0.0021     0.055   10.0   0.5   112   226   106   224    84   230 0.84 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 449139at33208        -            321   1.2e-06   25.4   1.1   3   3     0.023      0.61    6.5   0.3    75   125   214   264   201   265 0.70 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 449139at33208        -            321   1.3e-06   25.2   0.0   1   2    0.0036     0.097    9.2   0.0   111   136    19    44     9    48 0.88 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 449139at33208        -            321   1.3e-06   25.2   0.0   2   2   9.9e-05    0.0027   14.3   0.0    69   164    68   163    59   168 0.81 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 449139at33208        -            321   2.2e-06   24.4   0.0   1   1     1e-07   2.8e-06   24.1   0.0    68   172    78   178    67   179 0.79 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 449139at33208        -            321   2.4e-06   24.3   0.4   1   2   1.4e-06   3.9e-05   20.3   0.5   142   188     7    53     3    86 0.86 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 449139at33208        -            321   2.4e-06   24.3   0.4   2   2      0.67        18    1.7   0.0    94   125   104   136    91   137 0.76 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 449139at33208        -            321   2.5e-06   24.3   0.0   1   3     0.098       2.6    4.5   0.0    82   142    20    80     2   102 0.77 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 449139at33208        -            321   2.5e-06   24.3   0.0   2   3   1.8e-06   4.8e-05   20.0   0.1    10   128    34   157    28   166 0.76 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 449139at33208        -            321   2.5e-06   24.3   0.0   3   3       1.6        43    0.5   0.0    94   120   168   194   157   196 0.84 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 449139at33208        -            321   3.8e-06   23.6   0.8   1   5       7.6   2.1e+02   -1.8   0.0   195   230    47    88    44   106 0.69 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 449139at33208        -            321   3.8e-06   23.6   0.8   2   5    0.0011      0.03   10.9   0.0    65   129   169   238   161   240 0.80 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 449139at33208        -            321   3.8e-06   23.6   0.8   3   5      0.84        23    1.4   0.0   133   174   340   381   303   387 0.76 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 449139at33208        -            321   3.8e-06   23.6   0.8   4   5      0.14       3.9    3.9   0.0   118   170   370   421   356   471 0.67 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 449139at33208        -            321   3.8e-06   23.6   0.8   5   5      0.74        20    1.6   0.0    84   123   599   637   581   645 0.75 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 449139at33208        -            321   4.4e-06   23.4   0.7   1   4       3.3        90   -0.6   0.0   112   125    23    36     4    45 0.72 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 449139at33208        -            321   4.4e-06   23.4   0.7   2   4   0.00012    0.0032   14.0   0.2    70   171    74   176    41   183 0.75 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 449139at33208        -            321   4.4e-06   23.4   0.7   3   4    0.0015     0.041   10.4   0.0   109   173   159   217   145   234 0.82 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 449139at33208        -            321   4.4e-06   23.4   0.7   4   4     0.028      0.76    6.2   0.0    89   146   180   231   175   255 0.59 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-   -            352 449139at33208        -            321   4.4e-06   23.4   0.0   1   1   3.2e-07   8.6e-06   22.5   0.0    87   137   136   186   112   206 0.83 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 449139at33208        -            321   4.8e-06   23.3   0.1   1   3    0.0026     0.071    9.6   0.0   259   321    24    88     6    99 0.67 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 449139at33208        -            321   4.8e-06   23.3   0.1   2   3    0.0052      0.14    8.7   0.1    88   171   110   189   104   205 0.81 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 449139at33208        -            321   4.8e-06   23.3   0.1   3   3       0.7        19    1.6   0.0   272   309   207   244   191   246 0.68 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 449139at33208        -            321   5.2e-06   23.2   0.9   1   2      0.12       3.3    4.1   0.0   150   179   186   214   176   225 0.77 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 449139at33208        -            321   5.2e-06   23.2   0.9   2   2   2.9e-05    0.0008   16.0   0.5    16   177   231   410   223   430 0.65 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 449139at33208        -            321     6e-06   23.0   8.4   1   3   4.1e-05    0.0011   15.6   0.2   133   224     2    87     1    91 0.77 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 449139at33208        -            321     6e-06   23.0   8.4   2   3      0.05       1.3    5.4   0.1    53   123    59   130    49   138 0.65 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 449139at33208        -            321     6e-06   23.0   8.4   3   3     0.029      0.79    6.2   0.7   156   270   178   285   171   293 0.70 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 449139at33208        -            321     9e-06   22.4   0.3   1   3    0.0074       0.2    8.1   0.0    64   122    14    74     6    82 0.75 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 449139at33208        -            321     9e-06   22.4   0.3   2   3     0.012      0.32    7.5   0.1   108   170   109   170    90   174 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 449139at33208        -            321     9e-06   22.4   0.3   3   3      0.16       4.4    3.7   0.0    87   125   175   212   160   212 0.62 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 449139at33208        -            321     1e-05   22.3   1.0   1   3       4.9   1.3e+02   -1.1   0.0   290   317    72    99    61   103 0.83 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 449139at33208        -            321     1e-05   22.3   1.0   2   3   1.4e-05   0.00038   17.1   0.1   139   179   111   151    75   165 0.77 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 449139at33208        -            321     1e-05   22.3   1.0   3   3      0.33       8.8    2.7   0.1   281   320   197   236   184   237 0.89 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 449139at33208        -            321     1e-05   22.2   0.0   1   1   6.1e-07   1.7e-05   21.6   0.0    74   136    25    86     3    93 0.79 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 449139at33208        -            321     2e-05   21.3   0.0   1   2   1.1e-05    0.0003   17.4   0.0    91   136   266   310   257   315 0.87 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 449139at33208        -            321     2e-05   21.3   0.0   2   2       3.7        99   -0.7   0.0    98   125   587   613   567   613 0.75 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 449139at33208        -            321   3.9e-05   20.3   0.6   1   2      0.26       6.9    3.1   0.0   141   171     1    31     1    38 0.89 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 449139at33208        -            321   3.9e-05   20.3   0.6   2   2     0.074         2    4.9   0.2   113   171   158   216   150   216 0.86 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 449139at33208        -            321   4.3e-05   20.2   0.0   1   2   4.9e-05    0.0013   15.3   0.0    95   162     3    68     1    81 0.84 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 449139at33208        -            321   4.3e-05   20.2   0.0   2   2      0.12       3.2    4.2   0.0    75   129    70   124    58   129 0.83 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 449139at33208        -            321   4.5e-05   20.1   0.0   1   1   1.7e-06   4.5e-05   20.1   0.0    94   132     2    39     1    43 0.90 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 449139at33208        -            321     7e-05   19.5   0.0   1   1   8.2e-06   0.00022   17.9   0.0    41   130   184   270   168   286 0.83 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 449139at33208        -            321   7.9e-05   19.3   0.0   1   3     0.085       2.3    4.7   0.0   103   130     8    35     3    87 0.82 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 449139at33208        -            321   7.9e-05   19.3   0.0   2   3    0.0022     0.058    9.9   0.0    68   129   108   168    95   178 0.81 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 449139at33208        -            321   7.9e-05   19.3   0.0   3   3       1.1        31    1.0   0.0     9    49   180   220   172   225 0.90 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 449139at33208        -            321   0.00014   18.5   0.0   1   2    0.0011      0.03   10.9   0.0   100   176     1    72     1    88 0.82 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 449139at33208        -            321   0.00014   18.5   0.0   2   2      0.13       3.5    4.1   0.0   258   287   132   161   125   186 0.74 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 449139at33208        -            321   0.00015   18.4   0.0   1   1     1e-05   0.00027   17.6   0.0    52   128     1    86     1   178 0.79 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 449139at33208        -            321   0.00024   17.7   0.7   1   2      0.76        21    1.5   0.0   261   278     1    18     1    24 0.85 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 449139at33208        -            321   0.00024   17.7   0.7   2   2   0.00037      0.01   12.4   0.0    19   127   173   287   160   289 0.76 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 449139at33208        -            321   0.00032   17.3   0.1   1   2     0.013      0.34    7.4   0.0    69   128    20    78     7    84 0.68 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 449139at33208        -            321   0.00032   17.3   0.1   2   2     0.074         2    4.9   0.1    67   142   102   183    92   194 0.74 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 449139at33208        -            321    0.0004   17.0   0.0   1   2     0.019      0.51    6.8   0.0    66   128    92   153    30   159 0.66 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 449139at33208        -            321    0.0004   17.0   0.0   2   2    0.0074       0.2    8.1   0.0    48   133   214   298   175   300 0.81 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 449139at33208        -            321   0.00057   16.5   0.5   1   4    0.0095      0.26    7.8   0.1   260   320    10    65     3    66 0.73 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 449139at33208        -            321   0.00057   16.5   0.5   2   4       1.1        30    1.0   0.0   102   136    83   117    73   147 0.74 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 449139at33208        -            321   0.00057   16.5   0.5   3   4         2        54    0.2   0.0    94   126   161   196   133   202 0.45 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 449139at33208        -            321   0.00057   16.5   0.5   4   4      0.83        22    1.4   0.0   112   141   236   265   225   271 0.84 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 449139at33208        -            321    0.0008   16.0   0.2   1   2      0.11       3.1    4.2   0.0   107   173    60   123    18   143 0.74 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 449139at33208        -            321    0.0008   16.0   0.2   2   2    0.0037     0.099    9.1   0.0   133   175   254   294   225   320 0.73 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 449139at33208        -            321   0.00095   15.8   0.0   1   3      0.55        15    2.0   0.0   151   191     4    44     1    47 0.84 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 449139at33208        -            321   0.00095   15.8   0.0   2   3      0.22       5.9    3.3   0.0    96   133    49    87    39    97 0.71 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 449139at33208        -            321   0.00095   15.8   0.0   3   3     0.013      0.34    7.4   0.0   259   319   107   168   100   170 0.80 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 449139at33208        -            321   0.00097   15.7   0.2   1   1   9.8e-05    0.0026   14.3   0.1    87   173    86   170    63   183 0.79 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 449139at33208        -            321   0.00097   15.7   0.0   1   1   4.9e-05    0.0013   15.3   0.0    59   124   106   171   103   180 0.91 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 449139at33208        -            321    0.0016   15.0   0.5   1   3      0.68        18    1.7   0.0   156   172   136   152   127   160 0.82 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 449139at33208        -            321    0.0016   15.0   0.5   2   3     0.002     0.053   10.0   0.1   106   174   179   244   173   249 0.90 -
