#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 448514at33208        -            271   2.6e-44  149.0   0.1   1   1   1.5e-45   3.2e-44  148.7   0.1     3    98    79   179    77   179 0.93 -
448514at33208_38123_0:000bea|TRINITY_DN74397_c12_g2_i1:120-359|+    -             80 448514at33208        -            271   1.1e-11   42.0   0.0   1   1   6.2e-13   1.4e-11   41.7   0.0   145   189    26    80    19    80 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 448514at33208        -            271   1.7e-11   41.4   5.2   1   5      0.38       8.4    3.1   0.0    62   107   132   180   129   188 0.59 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 448514at33208        -            271   1.7e-11   41.4   5.2   2   5       9.6   2.1e+02   -1.5   0.0   235   263   191   219   175   226 0.74 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 448514at33208        -            271   1.7e-11   41.4   5.2   3   5   1.6e-05   0.00035   17.4   0.8     4    90   253   341   250   346 0.88 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 448514at33208        -            271   1.7e-11   41.4   5.2   4   5    0.0089      0.19    8.4   0.0    27    55   317   346   310   360 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 448514at33208        -            271   1.7e-11   41.4   5.2   5   5     6e-06   0.00013   18.8   0.1    31    98   360   426   346   435 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 448514at33208        -            271   2.2e-11   41.0   0.8   1   3       1.7        36    1.0   0.0   236   268   191   223   185   226 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 448514at33208        -            271   2.2e-11   41.0   0.8   2   3   3.8e-05   0.00083   16.2   0.1    11    97   218   308   208   314 0.85 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 448514at33208        -            271   2.2e-11   41.0   0.8   3   3   7.1e-07   1.5e-05   21.9   0.0    28   103   318   404   312   412 0.77 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 448514at33208        -            271   2.4e-11   40.9   0.0   1   2   7.9e-10   1.7e-08   31.5   0.0    26   173     5   160     1   179 0.75 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+  -            317 448514at33208        -            271   2.4e-11   40.9   0.0   2   2     0.017      0.38    7.5   0.0     4    95   215   317   212   317 0.70 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 448514at33208        -            271     3e-11   40.6   0.3   1   3   0.00095     0.021   11.6   0.1    42    97    11    77     3    81 0.81 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 448514at33208        -            271     3e-11   40.6   0.3   2   3   4.9e-08   1.1e-06   25.6   0.0     6    98   107   203   102   210 0.86 -
357580at33208_217634_0:002edc|TRINITY_DN91122_c1_g3_i1:234-902|+    -            223 448514at33208        -            271     3e-11   40.6   0.3   3   3     0.083       1.8    5.2   0.0    43    72   187   216   184   221 0.81 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 448514at33208        -            271   4.1e-11   40.2   1.1   1   3    0.0011     0.024   11.4   0.1    40    98    16    77     2    81 0.72 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 448514at33208        -            271   4.1e-11   40.2   1.1   2   3   5.6e-07   1.2e-05   22.2   0.0    28    97    87   160    82   164 0.87 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 448514at33208        -            271   4.1e-11   40.2   1.1   3   3       1.3        27    1.4   0.0   237   263   184   210   173   212 0.71 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 448514at33208        -            271   4.6e-11   40.0   0.4   1   3    0.0097      0.21    8.3   0.1    54    99     1    49     1    55 0.70 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 448514at33208        -            271   4.6e-11   40.0   0.4   2   3    0.0016     0.034   10.9   0.1    42    77    31    66    28    68 0.88 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 448514at33208        -            271   4.6e-11   40.0   0.4   3   3   4.5e-09   9.9e-08   29.1   0.0    28   101    58   137    52   141 0.79 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 448514at33208        -            271   5.7e-11   39.7   2.5   1   4     0.097       2.1    5.0   0.0   241   266   215   240   207   248 0.72 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 448514at33208        -            271   5.7e-11   39.7   2.5   2   4      0.02      0.43    7.3   0.0   228   267   252   291   244   295 0.89 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 448514at33208        -            271   5.7e-11   39.7   2.5   3   4   4.2e-07   9.1e-06   22.6   0.4    22   100   299   381   293   433 0.89 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 448514at33208        -            271   5.7e-11   39.7   2.5   4   4       1.2        26    1.4   0.0     8    56   462   511   455   513 0.83 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+  -            380 448514at33208        -            271   1.6e-10   38.2   2.6   1   2       7.2   1.6e+02   -1.1   0.0    84   107   151   173   142   185 0.78 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+  -            380 448514at33208        -            271   1.6e-10   38.2   2.6   2   2   8.4e-11   1.8e-09   34.7   1.1     4   100   200   304   199   313 0.82 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 448514at33208        -            271   2.3e-10   37.7   2.8   1   3   0.00038    0.0082   12.9   0.0    24    97     7    84     2    89 0.84 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 448514at33208        -            271   2.3e-10   37.7   2.8   2   3   2.2e-05   0.00047   17.0   0.2    11    79    78   149    77   172 0.59 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 448514at33208        -            271   2.3e-10   37.7   2.8   3   3     0.011      0.23    8.2   0.7   154   266   137   249   130   253 0.65 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 448514at33208        -            271   2.7e-10   37.5   8.7   1   2   6.7e-05    0.0015   15.4   0.6     9    77    15    84     7    87 0.85 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-   -            153 448514at33208        -            271   2.7e-10   37.5   8.7   2   2   6.2e-09   1.4e-07   28.6   3.5    27    97    75   151    67   153 0.82 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 448514at33208        -            271   2.8e-10   37.4   2.0   1   2   1.1e-07   2.4e-06   24.5   0.2    24   112     3    92     1   104 0.82 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 448514at33208        -            271   2.8e-10   37.4   2.0   2   2     0.084       1.8    5.2   0.0    24    98   150   235   127   240 0.63 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 448514at33208        -            271   3.6e-10   37.1   2.6   1   2     7e-10   1.5e-08   31.7   0.4    48   123     2    83     1    90 0.87 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 448514at33208        -            271   3.6e-10   37.1   2.6   2   2      0.12       2.6    4.7   0.1    23    57   104   138    83   138 0.74 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 448514at33208        -            271   7.9e-10   35.9   0.0   1   2   3.2e-08     7e-07   26.3   0.0    28   102     3    84     1   103 0.77 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 448514at33208        -            271   7.9e-10   35.9   0.0   2   2    0.0058      0.13    9.0   0.0    13    60    75   124    63   130 0.75 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 448514at33208        -            271     1e-09   35.5   0.0   1   3     7e-07   1.5e-05   21.9   0.0    13   128    82   200    70   234 0.76 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 448514at33208        -            271     1e-09   35.5   0.0   2   3      0.22       4.8    3.8   0.0   210   264   190   247   186   256 0.86 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 448514at33208        -            271     1e-09   35.5   0.0   3   3    0.0026     0.057   10.2   0.0    24    58   259   294   236   299 0.74 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 448514at33208        -            271   1.2e-09   35.3   0.0   1   3    0.0018     0.039   10.7   0.0    43   103    13    74     2    76 0.85 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 448514at33208        -            271   1.2e-09   35.3   0.0   2   3   0.00014     0.003   14.4   0.0    24   133    74   186    71   205 0.73 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 448514at33208        -            271   1.2e-09   35.3   0.0   3   3      0.03      0.65    6.7   0.0    32    62   220   251   206   270 0.84 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   1   6     0.047         1    6.0   0.0    27    61   100   135    90   141 0.84 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   2   6      0.15       3.2    4.4   0.0    27    63   161   198   150   206 0.72 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   3   6      0.43       9.3    2.9   0.0   142   180   193   228   186   244 0.65 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   4   6   0.00039    0.0085   12.9   0.0     3    99   223   328   221   331 0.77 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   5   6      0.37       8.2    3.1   0.0    38    76   352   393   343   400 0.72 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 448514at33208        -            271   1.7e-09   34.8   4.0   6   6      0.22       4.8    3.8   0.1    43    61   402   420   395   421 0.90 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 448514at33208        -            271   2.2e-09   34.5   5.2   1   3   9.3e-08     2e-06   24.7   0.4     8   100    23   120    16   135 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 448514at33208        -            271   2.2e-09   34.5   5.2   2   3    0.0003    0.0067   13.2   0.0    47   122   106   186   100   194 0.84 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 448514at33208        -            271   2.2e-09   34.5   5.2   3   3      0.15       3.4    4.3   0.4    52    99   203   259   200   264 0.72 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 448514at33208        -            271     4e-09   33.6   0.0   1   1   2.8e-10   6.2e-09   33.0   0.0    40   156    18   145     3   185 0.80 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 448514at33208        -            271   4.6e-09   33.4   3.8   1   3       7.5   1.7e+02   -1.2   0.0    47   101    77   131    55   172 0.78 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 448514at33208        -            271   4.6e-09   33.4   3.8   2   3     0.003     0.066   10.0   0.0     3    62   243   304   241   379 0.77 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 448514at33208        -            271   4.6e-09   33.4   3.8   3   3   1.2e-06   2.5e-05   21.2   0.9    31    99   521   593   490   597 0.80 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 448514at33208        -            271   4.8e-09   33.3   3.0   1   4     0.052       1.1    5.9   0.0    48   104    62   121    38   136 0.78 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 448514at33208        -            271   4.8e-09   33.3   3.0   2   4     0.074       1.6    5.4   0.0    30    62   177   211   170   219 0.79 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 448514at33208        -            271   4.8e-09   33.3   3.0   3   4   8.8e-08   1.9e-06   24.8   0.5     5   129   195   326   190   332 0.74 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 448514at33208        -            271   4.8e-09   33.3   3.0   4   4     0.053       1.2    5.9   0.1     9    58   286   337   280   347 0.75 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 448514at33208        -            271     5e-09   33.3   1.0   1   5       1.8        38    0.9   0.0    82   105   193   216   190   222 0.84 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 448514at33208        -            271     5e-09   33.3   1.0   2   5         8   1.8e+02   -1.3   0.0    83   103   296   316   292   337 0.70 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 448514at33208        -            271     5e-09   33.3   1.0   3   5     0.045      0.99    6.1   0.2    40    67   340   367   323   374 0.82 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 448514at33208        -            271     5e-09   33.3   1.0   4   5   2.2e-07   4.7e-06   23.5   0.2     3    67   344   414   341   418 0.82 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 448514at33208        -            271     5e-09   33.3   1.0   5   5      0.36       7.8    3.1   0.0   226   269   450   499   423   501 0.71 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 448514at33208        -            271   8.7e-09   32.5   1.7   1   3       0.3       6.7    3.4   0.0    80   103    48    71    42    78 0.84 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 448514at33208        -            271   8.7e-09   32.5   1.7   2   3   9.4e-07   2.1e-05   21.4   0.1    14   107    65   164    50   171 0.81 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 448514at33208        -            271   8.7e-09   32.5   1.7   3   3     0.017      0.38    7.5   0.1    43    99   183   245   179   259 0.84 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 448514at33208        -            271     1e-08   32.3   0.1   1   2     9e-05     0.002   15.0   0.0     8    99    55   149    48   159 0.87 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 448514at33208        -            271     1e-08   32.3   0.1   2   2   0.00011    0.0023   14.7   0.2     9   107   179   283   174   298 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 448514at33208        -            271   1.1e-08   32.2   1.1   1   3   3.2e-08   7.1e-07   26.2   0.1    39   108    71   143    30   172 0.78 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 448514at33208        -            271   1.1e-08   32.2   1.1   2   3       1.4        30    1.2   0.0   233   259   178   204   139   216 0.66 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i29:1874-2644|+  -            257 448514at33208        -            271   1.1e-08   32.2   1.1   3   3      0.92        20    1.8   0.0   237   268   223   254   215   256 0.83 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 448514at33208        -            271   2.1e-08   31.3   2.5   1   4      0.41         9    2.9   0.0    21    59    10    49     5    55 0.78 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 448514at33208        -            271   2.1e-08   31.3   2.5   2   4   5.8e-05    0.0013   15.6   0.4    33    98   117   185   107   190 0.81 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 448514at33208        -            271   2.1e-08   31.3   2.5   3   4       5.9   1.3e+02   -0.8   0.0   242   269   201   228   197   230 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i9:2558-3523|+    -            322 448514at33208        -            271   2.1e-08   31.3   2.5   4   4     0.004     0.087    9.5   0.0    46    77   266   297   226   322 0.77 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 448514at33208        -            271   2.1e-08   31.3   2.8   1   2   9.6e-06   0.00021   18.1   0.1    25    76    53   109    45   174 0.80 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 448514at33208        -            271   2.1e-08   31.3   2.8   2   2   0.00065     0.014   12.1   0.3    34    78   279   323   245   330 0.78 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 448514at33208        -            271   2.3e-08   31.1   1.0   1   4      0.71        16    2.2   0.0   246   268     7    29     1    32 0.79 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 448514at33208        -            271   2.3e-08   31.1   1.0   2   4   1.7e-05   0.00036   17.4   0.1    29    97    43   118    32   126 0.79 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 448514at33208        -            271   2.3e-08   31.1   1.0   3   4    0.0046       0.1    9.4   0.5    11    87    67   150    65   172 0.53 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 448514at33208        -            271   2.3e-08   31.1   1.0   4   4     0.014       0.3    7.8   0.0   200   226   172   199   152   201 0.75 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 448514at33208        -            271   6.1e-08   29.7   0.0   1   1   2.9e-09   6.3e-08   29.7   0.0    24    90    14    84     1    94 0.79 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 448514at33208        -            271   7.4e-08   29.5   0.1   1   3    0.0037     0.081    9.7   0.1    42    60    19    37    15    43 0.92 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 448514at33208        -            271   7.4e-08   29.5   0.1   2   3   0.00011    0.0024   14.7   0.0    42    97    67   125    62   129 0.88 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 448514at33208        -            271   7.4e-08   29.5   0.1   3   3       1.1        25    1.5   0.0   237   259   139   161   134   167 0.86 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 448514at33208        -            271   1.3e-07   28.7   2.0   1   2   0.00026    0.0056   13.5   0.2    29   134     5   112     1   150 0.57 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 448514at33208        -            271   1.3e-07   28.7   2.0   2   2   0.00016    0.0035   14.1   0.1    45    99   159   216   151   225 0.61 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 448514at33208        -            271   1.3e-07   28.6   0.0   1   3     0.025      0.55    6.9   0.1    40    62     1    23     1    36 0.81 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 448514at33208        -            271   1.3e-07   28.6   0.0   2   3   9.3e-05     0.002   14.9   0.0     2    63    48   111    47   117 0.83 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 448514at33208        -            271   1.3e-07   28.6   0.0   3   3      0.47        10    2.8   0.0   201   228   138   166   123   181 0.76 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 448514at33208        -            271   1.5e-07   28.5   0.3   1   3       8.6   1.9e+02   -1.4   0.0    34    58    53    77    36    88 0.62 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 448514at33208        -            271   1.5e-07   28.5   0.3   2   3   1.6e-07   3.6e-06   23.9   0.2    27    98    93   170    63   178 0.83 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 448514at33208        -            271   1.5e-07   28.5   0.3   3   3       1.1        25    1.5   0.0    13    53   256   298   226   301 0.63 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 448514at33208        -            271   1.7e-07   28.3   1.7   1   3    0.0019     0.042   10.6   0.1    17    57    80   119    18   129 0.72 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 448514at33208        -            271   1.7e-07   28.3   1.7   2   3     0.062       1.3    5.7   0.0   232   265   149   182   139   188 0.85 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 448514at33208        -            271   1.7e-07   28.3   1.7   3   3    0.0027     0.059   10.1   0.1    27   132   196   302   187   306 0.82 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 448514at33208        -            271   1.8e-07   28.2   0.0   1   3      0.17       3.7    4.2   0.0    29    71     2    45     1    55 0.75 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 448514at33208        -            271   1.8e-07   28.2   0.0   2   3   0.00012    0.0025   14.6   0.0    41   104    57   126    50   161 0.77 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 448514at33208        -            271   1.8e-07   28.2   0.0   3   3     0.051       1.1    5.9   0.0    26    56   184   215   175   216 0.77 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 448514at33208        -            271   2.1e-07   28.0   0.4   1   2   0.00075     0.016   11.9   0.1    39   102   128   197   109   219 0.77 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 448514at33208        -            271   2.1e-07   28.0   0.4   2   2   0.00011    0.0024   14.7   0.1    41    96   221   283   197   284 0.76 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 448514at33208        -            271   2.8e-07   27.6   0.1   1   3       2.8        62    0.2   0.0   214   267    17    77     8    81 0.72 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 448514at33208        -            271   2.8e-07   27.6   0.1   2   3      0.61        13    2.4   0.0   243   268   156   181   138   183 0.84 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 448514at33208        -            271   2.8e-07   27.6   0.1   3   3   1.9e-06   4.1e-05   20.5   0.1    27    95   250   324   212   324 0.62 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 448514at33208        -            271   3.8e-07   27.1   0.2   1   3    0.0019     0.041   10.6   0.0    26    58    14    47     3    54 0.77 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 448514at33208        -            271   3.8e-07   27.1   0.2   2   3    0.0037     0.082    9.6   0.0    23   101    58   140    51   150 0.74 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 448514at33208        -            271   3.8e-07   27.1   0.2   3   3     0.053       1.2    5.9   0.0     2    63   121   186   120   195 0.63 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 448514at33208        -            271   4.2e-07   27.0   0.0   1   2       3.8        82   -0.2   0.0   245   267    10    32     4    35 0.83 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 448514at33208        -            271   4.2e-07   27.0   0.0   2   2   1.1e-07   2.5e-06   24.5   0.0    43   109   126   192   110   211 0.82 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 448514at33208        -            271   5.6e-07   26.6   0.0   1   1   3.3e-08   7.2e-07   26.2   0.0    41   100     8    72     6    85 0.85 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 448514at33208        -            271     6e-07   26.5   0.0   1   2   1.2e-07   2.7e-06   24.4   0.0    11    93    71   156    61   172 0.77 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+  -            212 448514at33208        -            271     6e-07   26.5   0.0   2   2      0.21       4.7    3.9   0.0   205   256   135   189   130   194 0.57 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 448514at33208        -            271   7.1e-07   26.2   4.8   1   3    0.0056      0.12    9.1   0.3    29    58     4    35     1    45 0.83 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 448514at33208        -            271   7.1e-07   26.2   4.8   2   3    0.0022     0.049   10.4   0.2    33    80    58   106    40   109 0.79 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 448514at33208        -            271   7.1e-07   26.2   4.8   3   3     0.014      0.31    7.8   0.0    43    91   111   163   108   215 0.66 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 448514at33208        -            271   8.4e-07   26.0   0.7   1   4     0.086       1.9    5.2   0.0    33   130    22   123    14   128 0.60 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 448514at33208        -            271   8.4e-07   26.0   0.7   2   4       1.7        36    1.0   0.0    81    98   157   174   139   182 0.73 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 448514at33208        -            271   8.4e-07   26.0   0.7   3   4    0.0019     0.042   10.6   0.0     7    97   204   302   198   316 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 448514at33208        -            271   8.4e-07   26.0   0.7   4   4      0.25       5.4    3.7   0.0    35    95   346   413   338   413 0.72 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 448514at33208        -            271   1.2e-06   25.5   1.4   1   2   0.00081     0.018   11.8   0.2    29    98   320   395   302   402 0.72 -
304388at33208_35525_0:0020d8|TRINITY_DN86640_c10_g1_i3:39-1652|+    -            538 448514at33208        -            271   1.2e-06   25.5   1.4   2   2   0.00064     0.014   12.2   0.0    42    99   422   483   379   496 0.82 -
