#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 83303at6656          -            284   3.4e-62  207.7   1.5   1   1   7.3e-64     4e-62  207.5   1.5    27   126     5   106     2   106 0.97 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 83303at6656          -            284    0.0046   13.7   5.2   3   4    0.0032      0.18    8.5   0.5    25   123   238   335   218   353 0.77 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 83303at6656          -            284    0.0046   13.7   5.2   4   4      0.36        20    1.7   0.0    36    65   423   452   417   463 0.81 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 83303at6656          -            284    0.0074   13.0   1.6   1   3    0.0085      0.47    7.1   0.0   134   199   192   255   177   264 0.82 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 83303at6656          -            284    0.0074   13.0   1.6   2   3       6.5   3.6e+02   -2.4   0.0   176   198   335   357   282   371 0.60 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 83303at6656          -            284    0.0074   13.0   1.6   3   3     0.091         5    3.7   0.0   123   147   470   495   437   518 0.73 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 83303at6656          -            284     0.011   12.4   0.1   1   1   0.00093     0.052   10.2   0.1   124   199    58   128    11   139 0.76 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 83303at6656          -            284     0.013   12.2   0.2   1   3     0.045       2.5    4.7   0.1   169   201    15    47     5    65 0.82 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 83303at6656          -            284     0.013   12.2   0.2   2   3     0.022       1.2    5.7   0.1   169   283    70   183    31   184 0.63 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 83303at6656          -            284     0.013   12.2   0.2   3   3       9.7   5.4e+02   -3.0   0.0    41    51   281   291   249   301 0.64 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 83303at6656          -            284     0.014   12.1   0.1   1   1    0.0006     0.033   10.9   0.0   126   203   181   253   132   271 0.78 -
156111at6656_136037_0:001542|TRINITY_DN87179_c13_g2_i2:273-752|+  -            160 83303at6656          -            284     0.015   12.0   0.1   1   1   0.00035     0.019   11.6   0.1    56   115    63   119    59   129 0.87 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 83303at6656          -            284     0.017   11.8   0.1   1   2    0.0015     0.084    9.5   0.0    19    64   223   268   213   315 0.93 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 83303at6656          -            284     0.017   11.8   0.1   2   2       6.1   3.4e+02   -2.3   0.0   134   185   382   430   372   438 0.63 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 83303at6656          -            284     0.024   11.3   0.4   1   3      0.25        14    2.2   0.0   161   206    14    60     1    81 0.67 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 83303at6656          -            284     0.024   11.3   0.4   2   3     0.026       1.4    5.5   0.0    29    62   101   134    92   145 0.89 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 83303at6656          -            284     0.024   11.3   0.4   3   3       1.7        93   -0.4   0.0   125   125   246   246   150   276 0.50 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/83303at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
