#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 24255at6656          -            481    7e-149  494.1  15.2   1   1  1.4e-146  3.4e-145  481.9  15.2     1   475    10   558    10   562 0.84 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 24255at6656          -            481   1.6e-17   60.8   0.1   3   5      0.11       2.6    4.1   0.0   237   269   166   198   154   200 0.82 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 24255at6656          -            481   1.6e-17   60.8   0.1   4   5   2.2e-08   5.4e-07   26.2   0.0   225   267   196   238   192   243 0.92 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 24255at6656          -            481   1.6e-17   60.8   0.1   5   5       2.4        59   -0.3   0.0   451   467   248   264   241   266 0.64 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 24255at6656          -            481   1.8e-17   60.7   1.0   1   5     0.054       1.3    5.1   0.0   224   260     2    38     1    43 0.87 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 24255at6656          -            481   1.8e-17   60.7   1.0   2   5   1.3e-06   3.3e-05   20.3   0.1   223   266    43    86    39   106 0.87 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 24255at6656          -            481   1.8e-17   60.7   1.0   3   5    0.0014     0.034   10.3   0.0   199   264   115   179   102   183 0.82 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 24255at6656          -            481   1.8e-17   60.7   1.0   4   5    0.0002    0.0049   13.1   0.0   226   265   183   222   179   238 0.92 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 24255at6656          -            481   1.8e-17   60.7   1.0   5   5     0.017      0.42    6.7   0.0   224   255   281   312   275   319 0.90 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   1   6   1.7e-07   4.2e-06   23.2   0.0   226   266     1    41     1    46 0.96 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   2   6     0.015      0.36    7.0   0.0   224   275    41    98    38   109 0.73 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   3   6       1.1        28    0.7   0.0   232   260   147   175   139   184 0.79 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   4   6     0.001     0.025   10.8   0.3   224   276   184   236   176   271 0.73 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   5   6     0.057       1.4    5.0   0.1   231   262   248   279   240   284 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 24255at6656          -            481   4.8e-17   59.3   2.4   6   6    0.0019     0.047    9.9   0.0   223   270   282   330   277   338 0.86 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 24255at6656          -            481     7e-16   55.5   0.1   1   5       9.8   2.4e+02   -2.3   0.0   223   252     7    39     4    53 0.72 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 24255at6656          -            481     7e-16   55.5   0.1   2   5    0.0034     0.082    9.1   0.0   223   268    52    97    43   122 0.84 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 24255at6656          -            481     7e-16   55.5   0.1   3   5      0.68        17    1.5   0.0   226   257    96   127    90   133 0.90 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 24255at6656          -            481     7e-16   55.5   0.1   4   5   2.2e-06   5.4e-05   19.6   0.0   217   293   130   212   126   222 0.74 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 24255at6656          -            481     7e-16   55.5   0.1   5   5   4.9e-07   1.2e-05   21.7   0.0   223   270   260   306   250   316 0.82 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   1   7     0.033       0.8    5.8   0.0   227   265   103   141    86   145 0.88 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   2   7     0.039      0.95    5.6   0.0   223   266   187   230   178   235 0.91 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   3   7      0.13       3.3    3.8   0.0   223   258   378   414   366   427 0.83 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   4   7     0.081         2    4.5   0.1   225   259   427   459   418   463 0.86 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   5   7    0.0033      0.08    9.1   0.0   220   256   477   513   461   520 0.86 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   6   7    0.0031     0.076    9.2   0.0   223   263   522   562   515   566 0.89 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 24255at6656          -            481   3.7e-15   53.1   2.8   7   7     0.011      0.27    7.4   0.0   223   266   564   607   558   612 0.92 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 24255at6656          -            481   4.4e-15   52.9   1.5   1   3   4.7e-06   0.00012   18.5   0.0   226   266     1    39     1    40 0.92 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 24255at6656          -            481   4.4e-15   52.9   1.5   2   3   1.3e-05   0.00031   17.0   0.1   225   263    40    76    38    84 0.89 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 24255at6656          -            481   4.4e-15   52.9   1.5   3   3   1.7e-05   0.00041   16.7   0.0   222   256    82   114    77   115 0.90 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 24255at6656          -            481     1e-14   51.6   2.6   1   3       1.5        37    0.3   0.1   247   261     1    15     1    23 0.76 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 24255at6656          -            481     1e-14   51.6   2.6   2   3   4.3e-07     1e-05   21.9   0.1   223   266    21    62    16    69 0.82 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 24255at6656          -            481     1e-14   51.6   2.6   3   3     2e-09   4.7e-08   29.6   0.1   221   266    65   108    57   111 0.92 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 24255at6656          -            481   1.6e-14   51.0   0.0   1   4       2.1        50   -0.1   0.0   216   265   408   459   403   475 0.85 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 24255at6656          -            481   1.6e-14   51.0   0.0   2   4    0.0018     0.044   10.0   0.0   224   263   489   528   482   530 0.93 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 24255at6656          -            481   1.6e-14   51.0   0.0   3   4   0.00019    0.0046   13.2   0.0   221   264   528   571   526   573 0.90 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 24255at6656          -            481   1.6e-14   51.0   0.0   4   4   8.4e-08     2e-06   24.3   0.0   223   266   572   615   567   618 0.95 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   1   7     0.051       1.2    5.2   0.0   242   266    11    35     1    38 0.82 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   2   7     0.076       1.9    4.6   0.0   363   396    34    67    32    73 0.91 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   3   7   3.9e-05   0.00095   15.5   0.0   221   260    75   114    68   125 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   4   7      0.47        11    2.0   0.0   368   396   125   154   117   164 0.74 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   5   7      0.11       2.6    4.1   0.0   230   260   169   199   165   206 0.90 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   6   7     0.064       1.6    4.9   0.0   226   260   215   249   202   262 0.83 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 24255at6656          -            481   6.5e-14   49.0   3.6   7   7    0.0064      0.16    8.2   0.1   231   263   263   295   255   303 0.87 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 24255at6656          -            481     2e-13   47.4   0.3   1   4     2e-06   4.8e-05   19.7   0.0   216   260    22    66    18    71 0.93 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 24255at6656          -            481     2e-13   47.4   0.3   2   4     0.047       1.1    5.3   0.0   223   265    73   115    66   117 0.89 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 24255at6656          -            481     2e-13   47.4   0.3   3   4   7.5e-06   0.00018   17.8   0.1   223   267   115   159   111   166 0.93 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 24255at6656          -            481     2e-13   47.4   0.3   4   4       1.4        34    0.4   0.0   238   262   172   196   166   200 0.81 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 24255at6656          -            481   2.7e-13   47.0   0.1   1   4     0.029       0.7    6.0   0.0   231   263     1    33     1    37 0.89 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 24255at6656          -            481   2.7e-13   47.0   0.1   2   4   1.9e-05   0.00045   16.5   0.1   227   269    42    84    35    88 0.92 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 24255at6656          -            481   2.7e-13   47.0   0.1   3   4   2.2e-06   5.4e-05   19.6   0.0   227   264    85   123    81   131 0.87 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 24255at6656          -            481   2.7e-13   47.0   0.1   4   4       1.3        32    0.5   0.0   221   255   171   205   167   205 0.89 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 24255at6656          -            481   4.8e-13   46.1   5.4   1   4       2.5        62   -0.4   0.1   233   266     3    36     1    51 0.82 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 24255at6656          -            481   4.8e-13   46.1   5.4   2   4     5e-08   1.2e-06   25.0   0.0   223   279    76   138    69   142 0.79 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 24255at6656          -            481   4.8e-13   46.1   5.4   3   4      0.05       1.2    5.2   0.2   246   273   144   176   137   183 0.71 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 24255at6656          -            481   4.8e-13   46.1   5.4   4   4   2.3e-05   0.00056   16.2   0.0   216   255   198   238   191   238 0.90 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 24255at6656          -            481   6.5e-13   45.7   1.3   1   5   6.6e-07   1.6e-05   21.3   0.0   218   263    76   121    71   124 0.92 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 24255at6656          -            481   6.5e-13   45.7   1.3   2   5   0.00093     0.023   10.9   0.0   223   267   123   167   120   175 0.93 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 24255at6656          -            481   6.5e-13   45.7   1.3   3   5       2.1        51   -0.1   0.0   225   257   167   199   165   202 0.86 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 24255at6656          -            481   6.5e-13   45.7   1.3   4   5    0.0075      0.18    7.9   0.0   360   436   389   465   376   473 0.59 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 24255at6656          -            481   6.5e-13   45.7   1.3   5   5       1.5        38    0.3   0.0   231   257   488   514   483   535 0.87 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 24255at6656          -            481     9e-13   45.2   0.2   1   3   6.7e-05    0.0016   14.7   0.0   227   388     1   155     1   170 0.67 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 24255at6656          -            481     9e-13   45.2   0.2   2   3    0.0011     0.026   10.7   0.0   182   264   178   264   172   270 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 24255at6656          -            481     9e-13   45.2   0.2   3   3   0.00089     0.022   11.0   0.0   208   255   258   305   256   305 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 24255at6656          -            481   1.2e-12   44.8   3.1   1   5   2.1e-05   0.00052   16.3   0.0   220   265    65   110    60   112 0.92 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 24255at6656          -            481   1.2e-12   44.8   3.1   2   5    0.0002    0.0048   13.1   0.2   223   261   110   148   106   175 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 24255at6656          -            481   1.2e-12   44.8   3.1   3   5      0.53        13    1.8   0.0   239   266   207   234   185   239 0.85 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 24255at6656          -            481   1.2e-12   44.8   3.1   4   5      0.07       1.7    4.7   0.0   226   277   239   290   235   363 0.70 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 24255at6656          -            481   1.2e-12   44.8   3.1   5   5      0.12       2.9    4.0   0.0   222   257   373   409   368   409 0.88 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   1   8       0.4       9.6    2.2   0.0   390   471    36   119    19   125 0.59 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   2   8      0.67        16    1.5   0.0   217   259   134   176   125   184 0.86 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   3   8       5.1   1.2e+02   -1.4   0.0   369   421   304   359   285   380 0.61 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   4   8   1.9e-05   0.00047   16.5   0.0   221   259   382   420   376   425 0.90 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   5   8    0.0076      0.18    7.9   0.0   221   267   424   470   420   473 0.93 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   6   8      0.53        13    1.8   0.0   232   265   478   512   472   514 0.83 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   7   8    0.0036     0.089    9.0   0.1   224   296   513   595   509   651 0.76 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 24255at6656          -            481   1.3e-12   44.7   5.2   8   8       3.5        85   -0.9   0.0   233   264   628   659   622   667 0.82 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 24255at6656          -            481   1.8e-12   44.2   3.3   1   5     0.013      0.31    7.2   0.0   221   263   145   188   122   189 0.89 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 24255at6656          -            481   1.8e-12   44.2   3.3   2   5    0.0038     0.094    8.9   0.0   222   257   189   224   186   233 0.91 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 24255at6656          -            481   1.8e-12   44.2   3.3   3   5       2.4        58   -0.3   0.0   224   266   273   315   270   316 0.91 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 24255at6656          -            481   1.8e-12   44.2   3.3   4   5       0.2       4.8    3.2   0.0   225   257   316   348   312   352 0.91 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 24255at6656          -            481   1.8e-12   44.2   3.3   5   5   5.4e-07   1.3e-05   21.6   0.1   219   265   353   398   349   421 0.83 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 24255at6656          -            481   2.2e-12   44.0   1.0   1   4    0.0022     0.054    9.7   0.0   381   440     7    68     2    80 0.77 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 24255at6656          -            481   2.2e-12   44.0   1.0   2   4      0.14       3.3    3.8   0.1   225   259    74   106    69   112 0.84 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 24255at6656          -            481   2.2e-12   44.0   1.0   3   4   1.2e-07     3e-06   23.7   0.0   226   320   139   238   131   253 0.81 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 24255at6656          -            481   2.2e-12   44.0   1.0   4   4      0.23       5.5    3.1   0.0   225   255   261   291   253   291 0.91 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 24255at6656          -            481   6.2e-12   42.5   0.2   1   3    0.0056      0.14    8.4   0.0   231   259     1    29     1    37 0.91 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 24255at6656          -            481   6.2e-12   42.5   0.2   2   3   0.00015    0.0036   13.5   0.0   223   269    47    95    32   122 0.83 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 24255at6656          -            481   6.2e-12   42.5   0.2   3   3   7.6e-06   0.00019   17.8   0.1   223   257   138   172   118   172 0.82 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 24255at6656          -            481   6.5e-12   42.4   0.0   1   3   5.5e-06   0.00013   18.3   0.0   220   265    13    58     9    59 0.93 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 24255at6656          -            481   6.5e-12   42.4   0.0   2   3   5.7e-05    0.0014   14.9   0.0   222   262    57    97    54   104 0.90 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 24255at6656          -            481   6.5e-12   42.4   0.0   3   3    0.0048      0.12    8.6   0.0   223   278    99   164    94   172 0.64 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 24255at6656          -            481   7.6e-12   42.2   0.8   1   3   5.8e-06   0.00014   18.2   0.0   216   279    18    87    11    97 0.78 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 24255at6656          -            481   7.6e-12   42.2   0.8   2   3   3.7e-06     9e-05   18.8   0.1   222   266   110   153    98   154 0.87 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 24255at6656          -            481   7.6e-12   42.2   0.8   3   3      0.22       5.4    3.1   0.0   224   254   153   183   151   184 0.91 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 24255at6656          -            481   7.8e-12   42.1   1.9   1   5   9.6e-05    0.0023   14.2   0.0   220   265     5    50     1    54 0.86 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 24255at6656          -            481   7.8e-12   42.1   1.9   2   5     0.013      0.32    7.1   0.0   219   265    46    92    41    94 0.88 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 24255at6656          -            481   7.8e-12   42.1   1.9   3   5     1e-05   0.00025   17.4   0.0   224   262    93   131    91   155 0.91 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 24255at6656          -            481   7.8e-12   42.1   1.9   4   5       5.7   1.4e+02   -1.6   0.0   242   267   153   178   136   226 0.61 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 24255at6656          -            481   7.8e-12   42.1   1.9   5   5      0.34       8.3    2.5   0.0   390   427   246   285   227   292 0.73 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 24255at6656          -            481   1.8e-11   40.9   0.0   1   2   3.3e-07   8.1e-06   22.3   0.0   223   268    21    66     9    71 0.82 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 24255at6656          -            481   1.8e-11   40.9   0.0   2   2   1.1e-05   0.00026   17.3   0.0   231   267    71   107    66   129 0.80 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 24255at6656          -            481   1.9e-11   40.9   0.0   1   3    0.0024     0.058    9.6   0.0   223   266    12    55     7    67 0.90 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 24255at6656          -            481   1.9e-11   40.9   0.0   2   3   5.5e-05    0.0013   15.0   0.0   223   263    98   138    88   146 0.91 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 24255at6656          -            481   1.9e-11   40.9   0.0   3   3   0.00051     0.012   11.8   0.0   223   266   227   273   215   295 0.71 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 24255at6656          -            481   3.4e-11   40.0  12.0   1   5      0.19       4.7    3.3   0.1   227   259    99   129    88   153 0.84 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 24255at6656          -            481   3.4e-11   40.0  12.0   2   5   0.00066     0.016   11.4   0.1   225   262   193   230   182   237 0.87 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 24255at6656          -            481   3.4e-11   40.0  12.0   3   5   0.00076     0.019   11.2   0.2   218   284   256   326   249   345 0.73 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 24255at6656          -            481   3.4e-11   40.0  12.0   4   5    0.0016      0.04   10.1   0.0   218   259   341   383   332   389 0.88 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 24255at6656          -            481   3.4e-11   40.0  12.0   5   5    0.0034     0.083    9.1   0.1   224   255   391   421   383   424 0.85 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 24255at6656          -            481   6.7e-11   39.0   1.0   1   4      0.06       1.5    5.0   0.0   223   260   125   162   117   168 0.88 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 24255at6656          -            481   6.7e-11   39.0   1.0   2   4   5.1e-06   0.00012   18.4   0.0   221   266   165   211   161   215 0.84 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 24255at6656          -            481   6.7e-11   39.0   1.0   3   4      0.55        13    1.8   0.0   227   266   213   251   207   254 0.72 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 24255at6656          -            481   6.7e-11   39.0   1.0   4   4    0.0012     0.028   10.6   0.0   226   266   253   293   249   317 0.88 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 24255at6656          -            481   1.2e-10   38.3   1.2   1   5      0.08       1.9    4.5   0.2   229   264    32    67    25    85 0.87 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 24255at6656          -            481   1.2e-10   38.3   1.2   2   5       4.5   1.1e+02   -1.2   0.0   222   259    67   102    64   107 0.79 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 24255at6656          -            481   1.2e-10   38.3   1.2   3   5   5.3e-06   0.00013   18.3   0.0   224   277   111   170    97   174 0.81 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 24255at6656          -            481   1.2e-10   38.3   1.2   4   5     0.012       0.3    7.2   0.0   223   267   152   199   147   218 0.76 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 24255at6656          -            481   1.2e-10   38.3   1.2   5   5    0.0029      0.07    9.3   0.0   220   255   237   272   229   272 0.87 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 24255at6656          -            481   1.6e-10   37.8   0.0   1   4      0.21       5.2    3.1   0.0   226   259   630   663   616   676 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 24255at6656          -            481   1.6e-10   37.8   0.0   2   4   0.00017    0.0041   13.4   0.0   212   265   711   763   697   767 0.84 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 24255at6656          -            481   1.6e-10   37.8   0.0   3   4      0.02      0.48    6.5   0.0   227   263   766   803   762   833 0.87 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 24255at6656          -            481   1.6e-10   37.8   0.0   4   4    0.0027     0.067    9.4   0.0   220   288   896   969   871   992 0.76 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 24255at6656          -            481     2e-10   37.5   1.2   1   4    0.0017     0.041   10.1   0.0   225   263    40    76    31    81 0.85 -
