#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 71018at6656          -            402  1.3e-118  393.8   1.7   1   1  4.4e-119    9e-118  391.0   1.7    98   402     1   359     1   359 0.89 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402   1.5e-21   74.1   0.1   1   4    0.0094      0.19    7.9   0.0   328   387     3    65     2    69 0.87 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402   1.5e-21   74.1   0.1   2   4   7.2e-06   0.00015   18.2   0.0   284   327    46    89    40    97 0.88 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402   1.5e-21   74.1   0.1   3   4   7.2e-14   1.5e-12   44.5   0.0   268   376    72   180    65   192 0.87 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402   1.5e-21   74.1   0.1   4   4   3.9e-05   0.00079   15.7   0.0   291   323   261   293   224   310 0.78 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   1.1e-20   71.2  14.5   1   3   4.1e-07   8.3e-06   22.3   2.5   310   401   113   225    99   226 0.77 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   1.1e-20   71.2  14.5   2   3   0.00084     0.017   11.4   0.2   289   323   260   293   255   305 0.76 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   1.1e-20   71.2  14.5   3   3   1.6e-13   3.2e-12   43.4   0.8   298   392   309   408   301   424 0.81 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 71018at6656          -            402   1.5e-20   70.8   1.1   1   2   8.4e-11   1.7e-09   34.4   0.6   309   399    11   112     1   114 0.54 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 71018at6656          -            402   1.5e-20   70.8   1.1   2   2   1.1e-11   2.3e-10   37.3   0.0   272   371   104   207    93   215 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   1.8e-20   70.5   6.4   1   4    0.0063      0.13    8.5   0.0   293   323     1    30     1    54 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   1.8e-20   70.5   6.4   2   4     5e-11     1e-09   35.2   0.1   305   385    64   139    43   149 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   1.8e-20   70.5   6.4   3   4   0.00018    0.0036   13.6   0.1   170   227   155   220   150   231 0.60 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   1.8e-20   70.5   6.4   4   4   0.00013    0.0026   14.1   0.2   266   323   233   288   224   294 0.90 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 71018at6656          -            402   3.4e-20   69.7   2.2   1   2   2.4e-08   4.9e-07   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 71018at6656          -            402   3.4e-20   69.7   2.2   2   2   2.1e-14   4.2e-13   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   4.1e-20   69.4   0.4   1   3   3.2e-08   6.5e-07   25.9   0.3   295   387    17   111     4   118 0.87 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   4.1e-20   69.4   0.4   2   3   9.5e-09   1.9e-07   27.7   0.0   266   380   116   233   109   236 0.82 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   4.1e-20   69.4   0.4   3   3   1.1e-06   2.3e-05   20.8   0.0   300   385   195   284   190   305 0.51 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   4.7e-20   69.2   2.6   1   4    0.0075      0.15    8.2   0.0   311   386   114   192    98   198 0.66 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   4.7e-20   69.2   2.6   2   4   2.5e-08     5e-07   26.3   0.0   295   365   227   299   207   304 0.89 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   4.7e-20   69.2   2.6   3   4      0.12       2.4    4.3   0.0   283   323   305   346   299   354 0.88 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   4.7e-20   69.2   2.6   4   4   3.8e-08   7.7e-07   25.7   1.0   301   368   526   593   495   602 0.86 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 71018at6656          -            402   1.1e-19   68.0   2.1   1   2   1.9e-13   3.8e-12   43.1   0.8   298   385     2    92     1    95 0.84 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 71018at6656          -            402   1.1e-19   68.0   2.1   2   2   1.2e-08   2.5e-07   27.3   0.1   293   364    84   153    81   155 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 71018at6656          -            402   1.2e-19   67.8   0.9   1   4   0.00083     0.017   11.4   0.0   293   345   630   681   622   693 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 71018at6656          -            402   1.2e-19   67.8   0.9   2   4   1.3e-10   2.6e-09   33.8   0.2   292   368   724   799   719   805 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 71018at6656          -            402   1.2e-19   67.8   0.9   3   4       2.1        42    0.2   0.0   336   369   811   844   800   861 0.78 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 71018at6656          -            402   1.2e-19   67.8   0.9   4   4   1.5e-05   0.00031   17.1   0.0   297   367   864   936   858   950 0.90 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 71018at6656          -            402   1.5e-19   67.5   2.0   1   3   8.6e-07   1.7e-05   21.2   0.2   307   377    16    87     2    98 0.80 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 71018at6656          -            402   1.5e-19   67.5   2.0   2   3   1.1e-12   2.2e-11   40.6   0.0   270   384   105   228   100   235 0.82 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 71018at6656          -            402   1.5e-19   67.5   2.0   3   3      0.13       2.7    4.1   0.1   305   326   238   259   233   267 0.84 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 71018at6656          -            402   8.6e-19   65.0   0.5   1   3   9.5e-05    0.0019   14.5   0.1   297   358    33    92    27    96 0.61 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 71018at6656          -            402   8.6e-19   65.0   0.5   2   3   5.6e-12   1.1e-10   38.3   0.0   262   376    80   199    78   211 0.86 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 71018at6656          -            402   8.6e-19   65.0   0.5   3   3    0.0019     0.038   10.2   0.0   288   322   238   272   207   272 0.85 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 71018at6656          -            402   8.7e-19   65.0   4.9   1   3    0.0061      0.12    8.5   0.1   164   346     6    49     1    67 0.46 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 71018at6656          -            402   8.7e-19   65.0   4.9   2   3   1.1e-12   2.3e-11   40.6   0.6   288   374    74   163    60   178 0.85 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 71018at6656          -            402   8.7e-19   65.0   4.9   3   3   1.4e-07   2.8e-06   23.8   0.4   270   364   143   238   132   238 0.86 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 71018at6656          -            402   2.1e-18   63.7   6.7   1   3   5.7e-08   1.2e-06   25.1   0.0   296   365     1    74     1    84 0.88 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 71018at6656          -            402   2.1e-18   63.7   6.7   2   3    0.0014     0.028   10.6   0.1   310   365    93   151    75   173 0.78 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 71018at6656          -            402   2.1e-18   63.7   6.7   3   3   1.2e-09   2.4e-08   30.6   0.7   266   365   184   286   171   287 0.88 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 71018at6656          -            402   2.1e-17   60.5   0.1   1   3   1.2e-09   2.4e-08   30.6   0.1   287   377     1    90     1   111 0.76 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 71018at6656          -            402   2.1e-17   60.5   0.1   2   3   1.6e-05   0.00033   17.0   0.0   275   325   135   189   121   198 0.77 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 71018at6656          -            402   2.1e-17   60.5   0.1   3   3     0.003      0.06    9.6   0.0   307   353   217   264   205   265 0.83 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 71018at6656          -            402   5.9e-17   59.0   1.0   1   3   2.1e-05   0.00043   16.6   0.1   306   366    46   104     2   109 0.92 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 71018at6656          -            402   5.9e-17   59.0   1.0   2   3   1.1e-06   2.2e-05   20.9   0.0   284   363   130   209   117   219 0.89 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 71018at6656          -            402   5.9e-17   59.0   1.0   3   3   4.2e-06   8.5e-05   18.9   0.1   258   322   227   291   217   291 0.90 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 71018at6656          -            402   1.5e-16   57.6   0.1   1   2   3.5e-11   7.1e-10   35.7   0.0   308   385     8    92     1    96 0.85 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 71018at6656          -            402   1.5e-16   57.6   0.1   2   2   1.6e-08   3.2e-07   26.9   0.1   278   360    69   152    68   161 0.93 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 71018at6656          -            402   1.5e-16   57.6   4.0   1   3     2e-06   4.1e-05   20.0   0.0   285   327   252   294   250   301 0.89 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 71018at6656          -            402   1.5e-16   57.6   4.0   2   3      0.26       5.3    3.2   0.0   290   331   303   346   299   353 0.81 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 71018at6656          -            402   1.5e-16   57.6   4.0   3   3   1.4e-09   2.9e-08   30.4   0.3   278   365   458   549   424   556 0.80 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 71018at6656          -            402   3.3e-16   56.5   0.1   1   2   5.9e-15   1.2e-13   48.1   0.0   269   361     6   104     2   115 0.89 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 71018at6656          -            402   3.3e-16   56.5   0.1   2   2     0.054       1.1    5.4   0.1   291   322   122   153   112   153 0.93 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 71018at6656          -            402   3.6e-16   56.4   0.4   1   2   2.9e-05   0.00058   16.2   0.0   270   347    43   122    20   127 0.80 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 71018at6656          -            402   3.6e-16   56.4   0.4   2   2   4.2e-12   8.6e-11   38.7   0.1   260   387   117   243   114   249 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 71018at6656          -            402   5.1e-16   55.9   0.1   1   2   9.8e-12     2e-10   37.5   0.1   279   376     1    99     1   103 0.93 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 71018at6656          -            402   5.1e-16   55.9   0.1   2   2   2.3e-05   0.00047   16.5   0.0   288   325   107   145   105   152 0.89 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 71018at6656          -            402   9.2e-16   55.0   0.2   1   3      0.19       3.8    3.6   0.0   290   323     5    39     2    45 0.84 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 71018at6656          -            402   9.2e-16   55.0   0.2   2   3   1.8e-12   3.7e-11   39.9   0.1   293   385    55   155    53   156 0.83 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 71018at6656          -            402   9.2e-16   55.0   0.2   3   3   2.1e-06   4.3e-05   19.9   0.0   270   324   121   179   120   179 0.87 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 71018at6656          -            402   1.4e-15   54.4   2.1   1   1   4.6e-16   9.3e-15   51.7   2.1   273   379     2   112     1   112 0.88 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 71018at6656          -            402   1.7e-15   54.2   0.1   1   2   0.00018    0.0036   13.6   0.0   310   368     2    67     1    80 0.61 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 71018at6656          -            402   1.7e-15   54.2   0.1   2   2   3.9e-12   7.9e-11   38.8   0.0   290   363    91   164    87   165 0.96 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 71018at6656          -            402   3.3e-15   53.2   2.2   1   3   6.7e-05    0.0014   15.0   0.0   308   367    56   115    39   143 0.83 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 71018at6656          -            402   3.3e-15   53.2   2.2   2   3   9.9e-09     2e-07   27.6   0.0   298   368   221   296   215   302 0.83 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 71018at6656          -            402   3.3e-15   53.2   2.2   3   3   9.5e-08   1.9e-06   24.4   0.1   292   376   262   347   262   364 0.86 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 71018at6656          -            402   1.6e-14   51.0   6.9   1   4       5.8   1.2e+02   -1.3   0.1   105   144    54    96    22   158 0.58 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 71018at6656          -            402   1.6e-14   51.0   6.9   2   4   1.8e-13   3.6e-12   43.2   0.4   293   386   193   286   184   292 0.97 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 71018at6656          -            402   1.6e-14   51.0   6.9   3   4    0.0046     0.092    8.9   0.0   290   371   274   353   271   366 0.86 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 71018at6656          -            402   1.6e-14   51.0   6.9   4   4    0.0059      0.12    8.6   0.0   266   313   382   433   371   455 0.72 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 71018at6656          -            402   1.8e-14   50.8   1.2   1   3     0.075       1.5    4.9   0.0   202   240    70   113    55   115 0.67 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 71018at6656          -            402   1.8e-14   50.8   1.2   2   3   2.2e-07   4.4e-06   23.2   0.0   291   348    98   156    73   167 0.87 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 71018at6656          -            402   1.8e-14   50.8   1.2   3   3   4.9e-08   9.9e-07   25.3   0.4   278   379   171   278   162   288 0.81 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 71018at6656          -            402   2.2e-14   50.5   0.6   1   3     0.052         1    5.5   0.0   232   261     1    30     1    37 0.86 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 71018at6656          -            402   2.2e-14   50.5   0.6   2   3   5.3e-13   1.1e-11   41.7   0.1   277   380    22   130    16   151 0.83 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 71018at6656          -            402   2.2e-14   50.5   0.6   3   3      0.23       4.6    3.3   0.0   280   322   162   205   154   205 0.82 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 71018at6656          -            402   2.2e-14   50.5   5.2   1   2   8.8e-12   1.8e-10   37.6   0.3   293   366     1    70     1    75 0.93 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 71018at6656          -            402   2.2e-14   50.5   5.2   2   2   9.5e-07   1.9e-05   21.1   0.8   269   323    57   114    56   115 0.85 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 71018at6656          -            402   2.5e-13   47.0   3.9   1   4      0.38       7.7    2.6   0.0   293   323   202   235   167   242 0.59 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 71018at6656          -            402   2.5e-13   47.0   3.9   2   4   9.8e-07     2e-05   21.0   0.0   293   365   348   422   328   442 0.89 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 71018at6656          -            402   2.5e-13   47.0   3.9   3   4   0.00026    0.0053   13.0   0.2   293   366   563   641   559   654 0.74 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 71018at6656          -            402   2.5e-13   47.0   3.9   4   4   3.4e-05   0.00068   16.0   1.8   272   391   589   719   586   727 0.83 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 71018at6656          -            402   2.6e-13   47.0   0.6   1   3     0.028      0.56    6.4   0.0   350   373    16    39     1    62 0.59 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 71018at6656          -            402   2.6e-13   47.0   0.6   2   3   2.1e-07   4.3e-06   23.2   0.0   280   328    74   123    62   134 0.86 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 71018at6656          -            402   2.6e-13   47.0   0.6   3   3   7.6e-05    0.0015   14.8   0.0   326   365   141   180   136   181 0.85 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 71018at6656          -            402   3.5e-13   46.5   0.0   1   1   2.2e-14   4.5e-13   46.2   0.0   291   388     2    99     1   103 0.94 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 71018at6656          -            402   6.5e-13   45.7   0.7   1   2    0.0088      0.18    8.0   0.0   292   324     3    36     2    40 0.77 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 71018at6656          -            402   6.5e-13   45.7   0.7   2   2   8.5e-11   1.7e-09   34.4   0.1   291   383    52   145    49   164 0.86 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 71018at6656          -            402   1.1e-12   44.9   2.1   1   3      0.55        11    2.1   0.0   309   338     6    34     2    49 0.79 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 71018at6656          -            402   1.1e-12   44.9   2.1   2   3      0.47       9.5    2.3   0.0   338   377   136   175    81   184 0.59 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 71018at6656          -            402   1.1e-12   44.9   2.1   3   3   1.4e-11   2.9e-10   37.0   0.2   300   399   182   289   172   289 0.82 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 71018at6656          -            402   1.5e-12   44.5   0.4   1   1   1.9e-13   3.8e-12   43.1   0.2   264   363   195   298   191   321 0.83 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 71018at6656          -            402   1.7e-12   44.3   3.6   1   2   0.00013    0.0026   14.1   0.1   294   365     2    79     1   100 0.76 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 71018at6656          -            402   1.7e-12   44.3   3.6   2   2     8e-10   1.6e-08   31.2   0.7   265   364   111   213    98   214 0.88 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 71018at6656          -            402   2.5e-12   43.7   3.3   1   4   2.2e-07   4.4e-06   23.2   0.2   290   385   154   261   146   264 0.74 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 71018at6656          -            402   2.5e-12   43.7   3.3   2   4   0.00047    0.0095   12.2   0.1   293   359   207   278   201   286 0.74 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 71018at6656          -            402   2.5e-12   43.7   3.3   3   4    0.0015     0.031   10.5   0.0   291   326   296   332   293   339 0.84 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 71018at6656          -            402   2.5e-12   43.7   3.3   4   4     0.035       0.7    6.0   0.1   292   323   354   386   348   386 0.81 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 71018at6656          -            402   4.1e-12   43.0   0.0   1   2     1e-05   0.00021   17.7   0.0   294   346    64   116    60   121 0.86 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 71018at6656          -            402   4.1e-12   43.0   0.0   2   2   1.2e-07   2.5e-06   24.0   0.0   310   364   121   176   116   179 0.88 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 71018at6656          -            402   7.5e-12   42.2   0.5   1   1     7e-13   1.4e-11   41.3   0.5   268   376     6   117     2   122 0.89 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 71018at6656          -            402   8.5e-12   42.0   1.2   1   3   1.2e-05   0.00024   17.5   0.1   269   328    12    72     2    85 0.56 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 71018at6656          -            402   8.5e-12   42.0   1.2   2   3   2.1e-07   4.2e-06   23.2   0.0   292   371    80   160    76   185 0.83 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 71018at6656          -            402   8.5e-12   42.0   1.2   3   3       5.3   1.1e+02   -1.2   0.0   312   325   190   203   162   203 0.76 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 71018at6656          -            402   1.2e-11   41.5   0.0   1   2   2.9e-08   5.8e-07   26.1   0.0   291   364    12    88     7   118 0.78 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 71018at6656          -            402   1.2e-11   41.5   0.0   2   2   0.00023    0.0046   13.2   0.0   269   385   171   302   152   324 0.76 -
71018at6656_168631_0:00205b|TRINITY_DN91122_c1_g4_i1:219-425|+     -             69 71018at6656          -            402   2.9e-11   40.2   0.3   1   1   1.6e-12   3.3e-11   40.1   0.3    21    60    28    69    20    69 0.88 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 71018at6656          -            402   4.7e-11   39.5   0.6   1   4   0.00072     0.015   11.6   0.0   290   377   174   266   172   275 0.85 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 71018at6656          -            402   4.7e-11   39.5   0.6   2   4   6.9e-06   0.00014   18.2   0.6   269   389   297   429   280   434 0.77 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 71018at6656          -            402   4.7e-11   39.5   0.6   3   4    0.0029     0.059    9.6   0.0   303   376   384   466   374   476 0.63 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 71018at6656          -            402   4.7e-11   39.5   0.6   4   4      0.07       1.4    5.0   0.0   178   255   417   495   408   506 0.64 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 71018at6656          -            402   5.9e-11   39.2   0.6   1   2     3e-05   0.00062   16.1   0.0   294   376   116   202   112   224 0.84 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 71018at6656          -            402   5.9e-11   39.2   0.6   2   2   8.1e-07   1.7e-05   21.3   0.1   276   365   234   330   212   333 0.81 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 71018at6656          -            402   6.7e-11   39.0   0.7   1   2   1.4e-10   2.8e-09   33.7   0.7   294   375     7    93     3   116 0.78 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 71018at6656          -            402   6.7e-11   39.0   0.7   2   2       0.1         2    4.5   0.0   297   322   109   136   100   137 0.54 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+    -             85 71018at6656          -            402   1.1e-10   38.3   0.8   1   1   6.3e-12   1.3e-10   38.1   0.8   270   356     3    85     1    85 0.89 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 71018at6656          -            402   1.2e-10   38.2   0.1   1   3      0.32       6.4    2.9   0.0   296   326    33    63    22    76 0.76 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 71018at6656          -            402   1.2e-10   38.2   0.1   2   3     2e-09   4.1e-08   29.9   0.0   287   368   199   281   194   286 0.92 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 71018at6656          -            402   1.2e-10   38.2   0.1   3   3       1.2        24    1.0   0.0   296   324   375   403   366   406 0.83 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 71018at6656          -            402   1.4e-10   38.0   0.1   1   3      0.11       2.2    4.4   0.0   294   324     1    31     1    37 0.72 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 71018at6656          -            402   1.4e-10   38.0   0.1   2   3   7.7e-07   1.6e-05   21.4   0.0   259   367    53   166    45   194 0.81 -
