#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 118807at6656         -            237   1.1e-97  323.7   5.5   1   1   1.1e-98   2.3e-97  322.6   5.5     1   237     9   277     9   277 0.89 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 118807at6656         -            237   1.3e-22   78.0   1.9   3   3   2.3e-07   4.9e-06   23.7   0.0    61   115   237   291   230   291 0.94 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 118807at6656         -            237   6.3e-22   75.7  14.8   1   3   1.1e-09   2.4e-08   31.2   1.2    39   121     1    86     1    91 0.88 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 118807at6656         -            237   6.3e-22   75.7  14.8   2   3   1.5e-15   3.1e-14   50.5   6.6     4   152    52   210    50   212 0.84 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 118807at6656         -            237   6.3e-22   75.7  14.8   3   3     0.018      0.37    7.7   0.1    82   116   289   324   230   325 0.60 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 118807at6656         -            237   7.2e-22   75.5   1.2   1   2   2.1e-13   4.5e-12   43.4   0.7    42   121     5    81     1    96 0.87 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 118807at6656         -            237   7.2e-22   75.5   1.2   2   2   2.1e-09   4.5e-08   30.3   0.0    50   167   118   244   103   264 0.76 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 118807at6656         -            237   9.5e-22   75.1   1.0   1   2     0.095         2    5.3   0.2   128   198   418   492   412   496 0.65 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 118807at6656         -            237   9.5e-22   75.1   1.0   2   2   3.8e-21   7.9e-20   68.8   0.0     5   127   493   616   489   619 0.95 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 118807at6656         -            237   2.1e-21   74.0   4.5   1   3     0.021      0.44    7.5   0.0    56   117    53   114    25   117 0.83 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 118807at6656         -            237   2.1e-21   74.0   4.5   2   3   1.7e-10   3.7e-09   33.9   0.2     4   160    84   251    81   258 0.79 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 118807at6656         -            237   2.1e-21   74.0   4.5   3   3     5e-12     1e-10   38.9   0.6    37   132   256   352   251   366 0.88 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 118807at6656         -            237   9.1e-21   71.9   5.4   1   3   4.3e-06   9.2e-05   19.5   0.2    71   121    23    71     8    78 0.87 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 118807at6656         -            237   9.1e-21   71.9   5.4   2   3   2.3e-09   4.8e-08   30.2   0.0    39    96    74   131    69   143 0.93 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 118807at6656         -            237   9.1e-21   71.9   5.4   3   3   1.2e-07   2.5e-06   24.6   0.3    24   115   145   238   136   238 0.89 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 118807at6656         -            237   2.1e-20   70.7   4.8   1   2   2.4e-14     5e-13   46.5   0.3    61   160     3   105     1   111 0.87 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 118807at6656         -            237   2.1e-20   70.7   4.8   2   2   2.4e-08   5.1e-07   26.9   0.8    38   114   108   183   104   184 0.90 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 118807at6656         -            237   2.7e-20   70.3   1.3   1   1   3.9e-21   8.3e-20   68.7   1.3     9   156     3   154     1   155 0.85 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 118807at6656         -            237   4.9e-20   69.5   0.1   1   2   3.5e-15   7.4e-14   49.3   0.1     4   161    15   188    12   194 0.78 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 118807at6656         -            237   4.9e-20   69.5   0.1   2   2   8.1e-05    0.0017   15.3   0.0    50   137   210   303   205   324 0.75 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 118807at6656         -            237   1.2e-19   68.3   0.0   1   2   3.8e-05    0.0008   16.4   0.0    81   120     2    41     1    48 0.92 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 118807at6656         -            237   1.2e-19   68.3   0.0   2   2   5.4e-15   1.1e-13   48.6   0.1     5   163    62   234    58   244 0.78 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 118807at6656         -            237   2.8e-19   67.0   0.8   1   3   3.3e-15   6.9e-14   49.4   0.0     6   163     3   171     1   188 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 118807at6656         -            237   2.8e-19   67.0   0.8   2   3      0.14       2.9    4.8   0.0    10   117   140   257   131   272 0.51 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 118807at6656         -            237   2.8e-19   67.0   0.8   3   3   9.5e-05     0.002   15.1   0.2    54   115   235   305   180   305 0.75 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 118807at6656         -            237   5.7e-19   66.0   0.1   1   2   4.5e-08   9.5e-07   26.0   0.0    60   125    11    79     3    81 0.86 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 118807at6656         -            237   5.7e-19   66.0   0.1   2   2   7.1e-14   1.5e-12   45.0   0.0    17   157    54   202    51   210 0.83 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 118807at6656         -            237   5.8e-19   66.0   4.7   1   4       1.9        41    1.0   0.0    91   157   146   172   132   182 0.57 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 118807at6656         -            237   5.8e-19   66.0   4.7   2   4   5.9e-12   1.2e-10   38.7   0.3    40   137   189   286   182   291 0.95 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 118807at6656         -            237   5.8e-19   66.0   4.7   3   4   3.7e-09   7.7e-08   29.6   0.1    41   161   274   402   270   404 0.78 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 118807at6656         -            237   5.8e-19   66.0   4.7   4   4      0.17       3.6    4.5   0.0    53    80   376   403   363   445 0.71 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 118807at6656         -            237   9.6e-19   65.3   4.0   1   3   1.4e-08     3e-07   27.6   0.2    40   134   256   357   250   363 0.77 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 118807at6656         -            237   9.6e-19   65.3   4.0   2   3   0.00064     0.013   12.4   0.2    40   178   302   442   296   444 0.80 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 118807at6656         -            237   9.6e-19   65.3   4.0   3   3   2.4e-11   5.2e-10   36.7   0.1    11   115   439   548   429   554 0.82 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 118807at6656         -            237   7.8e-18   62.3  10.7   1   4     0.034      0.73    6.7   0.2    37   112    23   100    10   117 0.68 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 118807at6656         -            237   7.8e-18   62.3  10.7   2   4     0.024       0.5    7.3   0.1    40   133   116   210   107   214 0.76 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 118807at6656         -            237   7.8e-18   62.3  10.7   3   4   1.1e-14   2.3e-13   47.7   0.1    29   121   190   283   184   295 0.89 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 118807at6656         -            237   7.8e-18   62.3  10.7   4   4     0.012      0.26    8.2   0.2    80   119   366   405   315   406 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 118807at6656         -            237   9.7e-18   62.0   0.1   1   2   1.4e-14     3e-13   47.3   0.0     5   125    26   149    20   164 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 118807at6656         -            237   9.7e-18   62.0   0.1   2   2   0.00048      0.01   12.8   0.1    84   149   190   256   169   257 0.68 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 118807at6656         -            237   1.1e-17   61.9   1.3   1   3   1.7e-14   3.5e-13   47.1   0.2    60   162    10   117     3   135 0.76 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 118807at6656         -            237   1.1e-17   61.9   1.3   2   3     8e-05    0.0017   15.3   0.1    65   123   102   161    77   176 0.56 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 118807at6656         -            237   1.1e-17   61.9   1.3   3   3    0.0005     0.011   12.7   0.1    60   118   140   203   130   203 0.73 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 118807at6656         -            237   1.1e-17   61.8   0.4   1   1   8.7e-18   1.8e-16   57.8   0.4    22   156    28   178    14   179 0.81 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 118807at6656         -            237   1.1e-17   61.7   0.0   1   2   1.9e-10     4e-09   33.8   0.0    85   128     2    45     1    60 0.89 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 118807at6656         -            237   1.1e-17   61.7   0.0   2   2   2.8e-07   5.8e-06   23.4   0.0    59   165    63   185    45   189 0.68 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 118807at6656         -            237   2.7e-17   60.5   0.3   1   3     4e-06   8.3e-05   19.6   0.0    72   120     1    50     1    56 0.90 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 118807at6656         -            237   2.7e-17   60.5   0.3   2   3   1.2e-13   2.5e-12   44.3   0.1     5    84    18    98    14   104 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 118807at6656         -            237   2.7e-17   60.5   0.3   3   3      0.05       1.1    6.2   0.0     5    34   115   144   112   159 0.92 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 118807at6656         -            237   1.2e-16   58.4  13.4   1   3   4.1e-08   8.7e-07   26.1   0.3    64   119    20    77    13    85 0.87 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 118807at6656         -            237   1.2e-16   58.4  13.4   2   3   1.6e-05   0.00033   17.7   1.7    60   164    92   207    86   213 0.70 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 118807at6656         -            237   1.2e-16   58.4  13.4   3   3   5.1e-06   0.00011   19.3   0.4     6    74   217   286   214   287 0.88 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 118807at6656         -            237   4.2e-16   56.6   0.2   1   3   1.4e-06   2.9e-05   21.2   0.0     8   117     4   118     1   133 0.70 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 118807at6656         -            237   4.2e-16   56.6   0.2   2   3   1.6e-07   3.4e-06   24.2   0.0    41   159   168   287   146   298 0.84 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 118807at6656         -            237   4.2e-16   56.6   0.2   3   3   0.00052     0.011   12.7   0.1    60   124   270   339   265   349 0.76 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 118807at6656         -            237   4.3e-16   56.6   0.0   1   2   2.6e-15   5.5e-14   49.7   0.0     7   168    25   184    19   214 0.87 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 118807at6656         -            237   4.3e-16   56.6   0.0   2   2      0.22       4.6    4.1   0.0    90   127   245   282   237   292 0.80 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 118807at6656         -            237   1.7e-15   54.6   0.2   1   2   1.8e-13   3.7e-12   43.7   0.0    19   122    17   124    11   137 0.78 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 118807at6656         -            237   1.7e-15   54.6   0.2   2   2     0.059       1.2    6.0   0.0     5    33   152   180   136   181 0.59 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 118807at6656         -            237   2.3e-15   54.2   0.8   1   2   0.00012    0.0026   14.7   0.1    61   125     2    73     1    81 0.77 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 118807at6656         -            237   2.3e-15   54.2   0.8   2   2   8.6e-12   1.8e-10   38.2   0.1    35   109    85   159    80   165 0.88 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 118807at6656         -            237   5.2e-15   53.0   1.6   1   4       6.5   1.4e+02   -0.7   0.0   172   199    46    73    33    82 0.83 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 118807at6656         -            237   5.2e-15   53.0   1.6   2   4     0.059       1.2    6.0   0.0     8    34    83   109    77   116 0.84 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 118807at6656         -            237   5.2e-15   53.0   1.6   3   4   5.2e-11   1.1e-09   35.6   0.3     7   136   137   268   133   271 0.88 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 118807at6656         -            237   5.2e-15   53.0   1.6   4   4    0.0051      0.11    9.5   0.1     4    32   261   289   258   289 0.90 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 118807at6656         -            237     1e-14   52.1   1.7   1   1     0.013      0.27    8.1   0.1    53    74    93   114    79   115 0.67 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 118807at6656         -            237   1.1e-14   51.9   1.4   1   2   1.4e-09     3e-08   30.9   0.1    86   133    41    88     9    91 0.88 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 118807at6656         -            237   1.1e-14   51.9   1.4   2   2   1.3e-06   2.7e-05   21.2   0.2     3   115    84   205    82   205 0.67 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 118807at6656         -            237   1.7e-14   51.3   0.0   1   1   6.2e-15   1.3e-13   48.5   0.0    31   141     5   118     3   140 0.79 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 118807at6656         -            237   4.8e-14   49.9  13.0   1   3   5.8e-06   0.00012   19.1   0.1    42    97     9    66     2    70 0.87 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 118807at6656         -            237   4.8e-14   49.9  13.0   2   3   5.9e-05    0.0012   15.8   1.0    60   124    73   141    66   176 0.72 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 118807at6656         -            237   4.8e-14   49.9  13.0   3   3   1.3e-06   2.7e-05   21.2   2.2    20   118   180   290   172   304 0.79 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 118807at6656         -            237   6.9e-14   49.4   0.5   1   1   1.1e-12   2.3e-11   41.1   0.0    45   127    34   117    24   124 0.86 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 118807at6656         -            237     7e-14   49.3   1.1   1   3    0.0044     0.092    9.7   0.0    82   130   153   202   147   206 0.78 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 118807at6656         -            237     7e-14   49.3   1.1   2   3   9.2e-07   1.9e-05   21.7   0.1    40   110   203   278   194   288 0.80 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 118807at6656         -            237     7e-14   49.3   1.1   3   3   7.5e-05    0.0016   15.4   0.4    19   115   269   385   268   386 0.58 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 118807at6656         -            237   1.1e-13   48.6   0.2   1   2   3.9e-13   8.3e-12   42.5   0.0    18   159    16   163    11   173 0.84 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 118807at6656         -            237   1.1e-13   48.6   0.2   2   2      0.22       4.7    4.1   0.0    27    76   202   258   199   268 0.68 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+    -             85 118807at6656         -            237   1.2e-13   48.5   0.5   1   1   6.8e-15   1.4e-13   48.3   0.5    61   147     1    85     1    85 0.95 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 118807at6656         -            237   6.3e-13   46.2   0.0   1   1   3.8e-14     8e-13   45.9   0.0     6   117    65   178    62   179 0.89 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 118807at6656         -            237   8.4e-13   45.8   0.2   1   2   5.8e-07   1.2e-05   22.4   0.0    59   125    54   119    38   133 0.80 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 118807at6656         -            237   8.4e-13   45.8   0.2   2   2   1.4e-06     3e-05   21.1   0.6     7   157   126   279   120   288 0.73 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 118807at6656         -            237   1.5e-12   45.0   0.2   1   2   2.3e-07   4.9e-06   23.7   0.1    59   160    70   178    61   184 0.76 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 118807at6656         -            237   1.5e-12   45.0   0.2   2   2   1.2e-08   2.4e-07   27.9   0.1     4   137   144   285   141   307 0.78 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 118807at6656         -            237   1.9e-12   44.7   0.1   1   2   1.7e-05   0.00035   17.6   0.0   101   129     3    31     1    36 0.90 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 118807at6656         -            237   1.9e-12   44.7   0.1   2   2   1.5e-07   3.2e-06   24.2   0.0    60   150    52   148    37   153 0.78 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 118807at6656         -            237   1.9e-12   44.7   5.8   1   5       5.8   1.2e+02   -0.6   0.0    21    36    70    85    30   147 0.61 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 118807at6656         -            237   1.9e-12   44.7   5.8   2   5     0.014       0.3    8.0   0.0    61   128   174   247   160   296 0.60 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 118807at6656         -            237   1.9e-12   44.7   5.8   3   5     0.018      0.39    7.6   0.0    12    70   357   418   354   437 0.86 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 118807at6656         -            237   1.9e-12   44.7   5.8   4   5   1.3e-06   2.7e-05   21.2   0.0    43   115   562   639   554   644 0.87 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 118807at6656         -            237   1.9e-12   44.7   5.8   5   5      0.13       2.8    4.8   0.1    40    73   658   691   648   717 0.77 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 118807at6656         -            237   2.4e-12   44.3   0.1   1   1   6.4e-13   1.4e-11   41.9   0.1    43   143     3   103     1   159 0.80 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 118807at6656         -            237   2.6e-12   44.2   0.0   1   1   1.8e-13   3.9e-12   43.6   0.0    43   166     3   137     1   158 0.81 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 118807at6656         -            237   4.1e-12   43.6   1.3   1   2   1.5e-09   3.1e-08   30.8   0.0    49   133    21   105    17   124 0.78 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 118807at6656         -            237   4.1e-12   43.6   1.3   2   2    0.0023     0.048   10.6   0.1    11    77   233   299   231   316 0.91 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 118807at6656         -            237   8.7e-12   42.5   0.0   1   2   4.6e-05   0.00096   16.2   0.0    60    96     4    40     1    56 0.92 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 118807at6656         -            237   8.7e-12   42.5   0.0   2   2   1.6e-07   3.4e-06   24.2   0.0    61   161    75   174    58   180 0.88 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 118807at6656         -            237   8.9e-12   42.4   1.5   1   3   7.1e-06   0.00015   18.8   0.6    56   123     2    74     1    80 0.84 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 118807at6656         -            237   8.9e-12   42.4   1.5   2   3    0.0016     0.034   11.1   0.0    41    82    87   127    82   156 0.74 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 118807at6656         -            237   8.9e-12   42.4   1.5   3   3    0.0034     0.072   10.0   0.0     4    39   173   208   168   234 0.82 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 118807at6656         -            237   9.9e-12   42.3   0.5   1   1   7.5e-12   1.6e-10   38.4   0.5    20   129    24   134    17   180 0.71 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 118807at6656         -            237     2e-11   41.3   0.1   1   1   1.5e-12   3.2e-11   40.6   0.1    22   118     3   106     1   107 0.85 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 118807at6656         -            237   3.1e-11   40.7   0.1   1   2   1.2e-08   2.4e-07   27.9   0.0    73   121     1    47     1    55 0.92 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 118807at6656         -            237   3.1e-11   40.7   0.1   2   2    0.0014     0.029   11.3   0.0    86   116    64    92    51    92 0.74 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 118807at6656         -            237   4.8e-11   40.1   2.3   1   4       2.2        45    0.9   0.0    86   118   630   662   624   681 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 118807at6656         -            237   4.8e-11   40.1   2.3   2   4   3.6e-08   7.7e-07   26.3   0.0    40   120   721   800   717   809 0.87 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 118807at6656         -            237   4.8e-11   40.1   2.3   3   4     0.078       1.7    5.6   0.0   139   163   873   897   798   905 0.68 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 118807at6656         -            237   4.8e-11   40.1   2.3   4   4      0.46       9.6    3.1   0.2    12    64   913   965   904   969 0.77 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 118807at6656         -            237   4.9e-11   40.0   0.8   1   3      0.19       4.1    4.3   0.0   144   187    71   114    62   135 0.82 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 118807at6656         -            237   4.9e-11   40.0   0.8   2   3   6.4e-10   1.4e-08   32.0   0.4    45   126   131   214   121   230 0.84 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 118807at6656         -            237   4.9e-11   40.0   0.8   3   3       2.8        60    0.5   0.0    59    85   280   306   273   329 0.77 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 118807at6656         -            237   6.4e-11   39.7   3.7   1   1   3.9e-05   0.00083   16.4   0.3    41    87    67   111    59   112 0.72 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 118807at6656         -            237   8.8e-11   39.2   0.1   1   3       1.4        29    1.5   0.0    84    98    65    79    58    84 0.83 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 118807at6656         -            237   8.8e-11   39.2   0.1   2   3   1.5e-05   0.00033   17.7   0.0    56    91    85   120    65   124 0.88 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 118807at6656         -            237   8.8e-11   39.2   0.1   3   3     3e-05   0.00063   16.7   0.0    59   122   136   199   129   210 0.90 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 118807at6656         -            237   9.5e-11   39.1   7.6   1   2     3e-06   6.4e-05   20.0   1.9    45   164     2   135     1   141 0.67 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 118807at6656         -            237   9.5e-11   39.1   7.6   2   2   4.3e-06   9.1e-05   19.5   0.4     6    73   145   213   140   214 0.89 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 118807at6656         -            237   1.5e-10   38.4   0.6   1   3   2.6e-08   5.5e-07   26.8   0.1    63   164    24   129    11   150 0.81 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 118807at6656         -            237   1.5e-10   38.4   0.6   2   3   0.00022    0.0046   13.9   0.0   102   166   107   173    98   243 0.88 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 118807at6656         -            237   1.5e-10   38.4   0.6   3   3      0.15       3.1    4.7   0.0    16    36   273   293   261   317 0.69 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 118807at6656         -            237   6.6e-10   36.3   0.2   1   2   2.6e-09   5.6e-08   30.0   0.1    21   167    11   167     4   193 0.71 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 118807at6656         -            237   6.6e-10   36.3   0.2   2   2      0.31       6.6    3.6   0.0   101   122   191   212   178   214 0.73 -
