#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 43728at6656          -            431  7.1e-195  645.4  13.9   1   1  2.2e-194  5.1e-193  639.3  13.9     3   431    45   550    43   550 0.89 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 43728at6656          -            431   8.9e-16   55.3   6.1   1   2     1e-06   2.3e-05   20.9   0.9   374   429    26    85     5    87 0.83 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 43728at6656          -            431   8.9e-16   55.3   6.1   2   2   6.5e-11   1.5e-09   34.8   0.4   369   429   114   177   100   178 0.89 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 43728at6656          -            431   1.1e-15   54.9   4.1   1   5   0.00025    0.0057   13.1   0.0   170   206    68   104    56   110 0.87 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 43728at6656          -            431   1.1e-15   54.9   4.1   2   5     9e-10     2e-08   31.0   1.0   171   278   111   226   105   252 0.76 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 43728at6656          -            431   1.1e-15   54.9   4.1   3   5       1.4        31    0.7   0.0   375   423   212   262   206   269 0.69 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 43728at6656          -            431   1.1e-15   54.9   4.1   4   5      0.31       7.1    2.8   0.0   176   232   299   357   281   362 0.69 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 43728at6656          -            431   1.1e-15   54.9   4.1   5   5     0.043      0.98    5.7   0.0   382   429   360   407   352   408 0.91 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 43728at6656          -            431   2.4e-15   53.8   9.4   1   5     0.024      0.55    6.5   0.0   177   237    98   170    82   183 0.61 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 43728at6656          -            431   2.4e-15   53.8   9.4   2   5       1.5        35    0.6   0.0   248   277   301   332   288   353 0.78 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 43728at6656          -            431   2.4e-15   53.8   9.4   3   5   0.00017    0.0038   13.6   0.0   172   207   386   421   375   432 0.84 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 43728at6656          -            431   2.4e-15   53.8   9.4   4   5   5.7e-07   1.3e-05   21.8   0.0   350   429   464   546   431   548 0.81 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-     -            913 43728at6656          -            431   2.4e-15   53.8   9.4   5   5    0.0017     0.038   10.3   0.0   246   360   558   669   553   676 0.84 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 43728at6656          -            431   2.7e-15   53.7   1.7   1   5    0.0042     0.095    9.0   0.0   178   207     5    34     1    47 0.88 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 43728at6656          -            431   2.7e-15   53.7   1.7   2   5    0.0016     0.037   10.4   0.0   370   428    61   117    48   120 0.82 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 43728at6656          -            431   2.7e-15   53.7   1.7   3   5     0.085       1.9    4.7   0.0   373   429   105   163   101   168 0.82 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 43728at6656          -            431   2.7e-15   53.7   1.7   4   5       7.4   1.7e+02   -1.7   0.0   334   375   156   198   147   227 0.69 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 43728at6656          -            431   2.7e-15   53.7   1.7   5   5   9.9e-10   2.2e-08   30.9   0.2   359   429   227   305   207   305 0.78 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 43728at6656          -            431     7e-15   52.3   6.3   1   5     2e-08   4.6e-07   26.6   0.0   319   430     8   118     5   119 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 43728at6656          -            431     7e-15   52.3   6.3   2   5   0.00076     0.017   11.5   0.1   370   429   154   215   136   217 0.80 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 43728at6656          -            431     7e-15   52.3   6.3   3   5    0.0013     0.029   10.8   0.1   172   212   185   225   178   230 0.90 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 43728at6656          -            431     7e-15   52.3   6.3   4   5    0.0016     0.035   10.4   0.3   370   429   256   315   245   317 0.92 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-    -            352 43728at6656          -            431     7e-15   52.3   6.3   5   5     0.029      0.65    6.3   0.0   169   226   281   349   276   352 0.71 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 43728at6656          -            431   7.5e-15   52.2   3.1   1   3   3.3e-08   7.4e-07   25.9   0.2   350   430    26   103     2   104 0.86 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 43728at6656          -            431   7.5e-15   52.2   3.1   2   3   0.00051     0.012   12.0   0.0   372   423   154   204   150   212 0.87 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 43728at6656          -            431   7.5e-15   52.2   3.1   3   3   0.00023    0.0052   13.2   0.0   373   429   236   291   229   291 0.91 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 43728at6656          -            431   7.5e-15   52.2   0.4   1   3   0.00066     0.015   11.7   0.1   171   234    53   120    47   130 0.78 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 43728at6656          -            431   7.5e-15   52.2   0.4   2   3   2.9e-07   6.5e-06   22.8   0.0   165   280   131   253   124   262 0.78 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 43728at6656          -            431   7.5e-15   52.2   0.4   3   3   0.00018    0.0041   13.5   0.0   171   205   261   295   254   303 0.84 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 43728at6656          -            431   8.3e-15   52.1   0.0   1   2     0.018      0.41    6.9   0.0   181   204     2    25     1    29 0.93 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 43728at6656          -            431   8.3e-15   52.1   0.0   2   2   1.6e-13   3.6e-12   43.4   0.0   169   421    32   285    26   286 0.79 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 43728at6656          -            431   1.2e-14   51.5   0.2   1   3   0.00044      0.01   12.2   0.0   169   213   626   670   613   686 0.87 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 43728at6656          -            431   1.2e-14   51.5   0.2   2   3   0.00012    0.0028   14.1   0.0   371   430   738   796   723   797 0.92 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 43728at6656          -            431   1.2e-14   51.5   0.2   3   3   8.7e-07     2e-05   21.2   0.0   329   391   877   938   872   977 0.88 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 43728at6656          -            431   1.4e-14   51.4   2.4   1   3   5.6e-07   1.3e-05   21.8   0.2   375   429     2    60     1    61 0.72 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 43728at6656          -            431   1.4e-14   51.4   2.4   2   3   3.8e-07   8.7e-06   22.3   0.0   164   209    22    67    18    75 0.86 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 43728at6656          -            431   1.4e-14   51.4   2.4   3   3   1.3e-05    0.0003   17.3   0.0   178   205    79   106    71   107 0.92 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 43728at6656          -            431   1.4e-14   51.3   0.4   1   3   2.1e-06   4.8e-05   19.9   0.1   397   429     2    34     1    36 0.96 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 43728at6656          -            431   1.4e-14   51.3   0.4   2   3   1.1e-06   2.5e-05   20.8   0.0   392   429    47    84    42    86 0.94 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 43728at6656          -            431   1.4e-14   51.3   0.4   3   3     0.012      0.27    7.5   0.0   168   203    92   127    88   152 0.87 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 43728at6656          -            431   2.7e-14   50.4   1.1   1   2   2.7e-07   6.1e-06   22.8   0.1   370   428     7    65     2    67 0.93 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 43728at6656          -            431   2.7e-14   50.4   1.1   2   2   2.1e-08   4.9e-07   26.5   0.1   371   429    96   153    86   155 0.92 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 43728at6656          -            431   3.1e-14   50.2  18.0   1   4    0.0013     0.029   10.7   2.3   372   430   164   224   105   225 0.71 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 43728at6656          -            431   3.1e-14   50.2  18.0   2   4     4e-07   9.2e-06   22.3   0.2   388   429   253   292   243   294 0.89 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 43728at6656          -            431   3.1e-14   50.2  18.0   3   4    0.0024     0.054    9.8   0.6   376   429   323   379   308   381 0.78 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 43728at6656          -            431   3.1e-14   50.2  18.0   4   4     2e-06   4.5e-05   20.0   1.4   368   429   361   421   349   423 0.86 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 43728at6656          -            431   5.1e-14   49.5   0.2   1   2   3.7e-11   8.3e-10   35.6   0.1   326   429   100   200    68   202 0.90 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 43728at6656          -            431   5.1e-14   49.5   0.2   2   2   0.00073     0.016   11.5   0.0   169   216   249   297   228   345 0.73 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 43728at6656          -            431   7.2e-14   49.0   0.8   1   4   0.00089      0.02   11.2   0.0   174   205     3    34     1    44 0.79 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 43728at6656          -            431   7.2e-14   49.0   0.8   2   4    0.0011     0.025   10.9   0.0   164   215    79   130    75   158 0.87 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 43728at6656          -            431   7.2e-14   49.0   0.8   3   4      0.01      0.23    7.8   0.0   189   233   224   274   214   292 0.72 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 43728at6656          -            431   7.2e-14   49.0   0.8   4   4   8.4e-05    0.0019   14.6   0.1   176   212   298   334   294   361 0.84 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 43728at6656          -            431   7.5e-14   48.9   4.5   1   3   2.7e-09     6e-08   29.5   0.3   338   426    12    97     2   100 0.80 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 43728at6656          -            431   7.5e-14   48.9   4.5   2   3   1.1e-05   0.00026   17.5   0.3   335   407    94   163    92   167 0.83 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 43728at6656          -            431   7.5e-14   48.9   4.5   3   3    0.0089       0.2    8.0   0.1   341   386   142   184   141   184 0.70 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 43728at6656          -            431   7.6e-14   48.9   0.1   1   3    0.0005     0.011   12.1   0.0   168   214    11    58     7    59 0.82 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 43728at6656          -            431   7.6e-14   48.9   0.1   2   3     1e-09   2.3e-08   30.8   0.0   170   206    55    91    49   102 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 43728at6656          -            431   7.6e-14   48.9   0.1   3   3     0.091       2.1    4.6   0.0   159   208    99   148    91   170 0.76 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 43728at6656          -            431   1.7e-13   47.7   3.2   1   3   3.4e-06   7.8e-05   19.2   0.3   373   429    14    73     3    75 0.75 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 43728at6656          -            431   1.7e-13   47.7   3.2   2   3   0.00092     0.021   11.2   0.0   371   426    90   147    85   151 0.88 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 43728at6656          -            431   1.7e-13   47.7   3.2   3   3   2.8e-05   0.00063   16.2   0.1   314   429   171   285   162   287 0.90 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 43728at6656          -            431   2.6e-13   47.1   6.1   1   3   5.2e-08   1.2e-06   25.2   0.2   347   428   143   221   127   224 0.89 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 43728at6656          -            431   2.6e-13   47.1   6.1   2   3      0.31         7    2.9   0.0   392   422   268   298   264   306 0.86 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 43728at6656          -            431   2.6e-13   47.1   6.1   3   3   3.5e-06     8e-05   19.2   0.4   325   389   330   391   314   430 0.58 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 43728at6656          -            431   3.4e-13   46.8   7.3   1   4   8.7e-07     2e-05   21.2   0.1   372   429    16    73    11    75 0.91 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 43728at6656          -            431   3.4e-13   46.8   7.3   2   4   0.00016    0.0036   13.7   0.4   383   429    70   115    69   117 0.84 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 43728at6656          -            431   3.4e-13   46.8   7.3   3   4   1.2e-06   2.7e-05   20.7   0.2   373   428   103   158   100   160 0.87 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 43728at6656          -            431   3.4e-13   46.8   7.3   4   4      0.13         3    4.1   0.1   390   429   212   255   199   265 0.65 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 43728at6656          -            431   3.9e-13   46.6   0.3   1   3      0.13       2.9    4.1   0.0   157   229   402   475   391   486 0.80 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 43728at6656          -            431   3.9e-13   46.6   0.3   2   3   1.8e-05   0.00041   16.8   0.0   165   221   483   540   469   545 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 43728at6656          -            431   3.9e-13   46.6   0.3   3   3   4.5e-07     1e-05   22.1   0.0   373   429   549   604   544   606 0.94 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 43728at6656          -            431   5.4e-13   46.1   0.3   1   3      0.63        14    1.9   0.0   189   205     1    17     1    30 0.88 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 43728at6656          -            431   5.4e-13   46.1   0.3   2   3   3.8e-06   8.6e-05   19.1   0.0   153   208    14    69     9    79 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 43728at6656          -            431   5.4e-13   46.1   0.3   3   3   1.8e-07   4.1e-06   23.4   0.0   372   428   109   164   105   165 0.85 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 43728at6656          -            431   4.2e-12   43.2  18.8   1   5    0.0042     0.095    9.0   0.0   170   211     8    49     3    62 0.87 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 43728at6656          -            431   4.2e-12   43.2  18.8   2   5   5.7e-07   1.3e-05   21.8   0.7   372   428    72   131    67   134 0.85 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 43728at6656          -            431   4.2e-12   43.2  18.8   3   5       5.7   1.3e+02   -1.3   0.0   398   414   147   163   141   176 0.76 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 43728at6656          -            431   4.2e-12   43.2  18.8   4   5    0.0001    0.0024   14.3   0.4   374   430   180   243   173   244 0.79 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 43728at6656          -            431   4.2e-12   43.2  18.8   5   5      0.01      0.23    7.7   0.3   171   204   256   289   250   301 0.88 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 43728at6656          -            431   2.4e-11   40.7   2.7   1   3    0.0032     0.072    9.4   0.0   371   428    85   146    77   149 0.87 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 43728at6656          -            431   2.4e-11   40.7   2.7   2   3   4.6e-06    0.0001   18.8   0.3   373   429   134   201   130   203 0.71 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 43728at6656          -            431   2.4e-11   40.7   2.7   3   3   6.2e-08   1.4e-06   24.9   0.0   372   429   187   244   184   245 0.96 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 43728at6656          -            431   2.7e-11   40.5   0.4   1   3   5.9e-05    0.0013   15.1   0.0   374   428    31    87    12    89 0.77 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 43728at6656          -            431   2.7e-11   40.5   0.4   2   3       6.1   1.4e+02   -1.4   0.0   374   429   122   182   117   188 0.67 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 43728at6656          -            431   2.7e-11   40.5   0.4   3   3   4.2e-07   9.4e-06   22.2   0.0   346   429   241   324   207   324 0.79 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 43728at6656          -            431     8e-11   38.9   0.1   1   2   8.2e-06   0.00019   18.0   0.0   164   215    23    77    19   114 0.67 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 43728at6656          -            431     8e-11   38.9   0.1   2   2   5.5e-06   0.00012   18.5   0.1   169   224   114   171   107   203 0.74 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 43728at6656          -            431   9.3e-11   38.7   3.7   1   3     0.033      0.76    6.1   0.0   399   431     1    31     1    31 0.90 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 43728at6656          -            431   9.3e-11   38.7   3.7   2   3   2.1e-07   4.9e-06   23.2   0.4   371   430    65   121    40   122 0.90 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 43728at6656          -            431   9.3e-11   38.7   3.7   3   3    0.0037     0.084    9.2   0.1   370   430   191   248   152   249 0.78 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 43728at6656          -            431   1.1e-10   38.5   1.1   1   3   2.8e-05   0.00063   16.2   0.2   171   245     2    79     1   122 0.82 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 43728at6656          -            431   1.1e-10   38.5   1.1   2   3   1.5e-05   0.00034   17.1   0.1   166   206   176   216   165   226 0.89 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 43728at6656          -            431   1.1e-10   38.5   1.1   3   3      0.94        21    1.3   0.0   385   428   269   311   243   316 0.74 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 43728at6656          -            431   1.2e-10   38.4   5.0   1   4       0.1       2.3    4.5   0.0   185   233     7    60     4    69 0.71 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 43728at6656          -            431   1.2e-10   38.4   5.0   2   4   0.00022     0.005   13.3   0.0   141   275    48   192    43   215 0.63 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 43728at6656          -            431   1.2e-10   38.4   5.0   3   4    0.0024     0.054    9.8   0.1   170   207   212   249   202   262 0.80 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 43728at6656          -            431   1.2e-10   38.4   5.0   4   4   0.00051     0.011   12.1   0.2   177   215   262   301   249   307 0.81 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 43728at6656          -            431   1.8e-10   37.8   0.8   1   2   8.4e-11   1.9e-09   34.4   0.1   167   272    51   160    15   174 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 43728at6656          -            431   1.8e-10   37.8   0.8   2   2         3        68   -0.4   0.0   172   206   265   299   240   321 0.82 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 43728at6656          -            431   2.7e-10   37.2   0.4   1   3   3.6e-05   0.00082   15.8   0.0   162   411   259   323   229   339 0.56 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 43728at6656          -            431   2.7e-10   37.2   0.4   2   3   0.00026    0.0059   13.0   0.0   330   426   462   555   443   559 0.87 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 43728at6656          -            431   2.7e-10   37.2   0.4   3   3     0.083       1.9    4.8   0.2   393   429   574   613   566   613 0.78 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 43728at6656          -            431   2.8e-10   37.1   1.4   1   3     3e-06   6.9e-05   19.4   0.2   369   429    17    75     2    77 0.77 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 43728at6656          -            431   2.8e-10   37.1   1.4   2   3   3.1e-05   0.00069   16.1   0.1   325   429   124   232   112   234 0.68 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 43728at6656          -            431   2.8e-10   37.1   1.4   3   3       2.9        67   -0.4   0.0   187   206   217   236   210   252 0.71 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 43728at6656          -            431   3.7e-10   36.8   1.4   1   3   0.00033    0.0075   12.7   0.1   400   431     1    32     1    32 0.95 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 43728at6656          -            431   3.7e-10   36.8   1.4   2   3   3.9e-07   8.9e-06   22.3   0.1   370   429    58   117    41   119 0.92 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 43728at6656          -            431   3.7e-10   36.8   1.4   3   3       4.3        98   -0.9   0.0   173   203   150   180   140   181 0.77 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 43728at6656          -            431   7.1e-10   35.8  10.6   1   5       2.2        50    0.1   0.1   185   258    64   137    46   149 0.60 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 43728at6656          -            431   7.1e-10   35.8  10.6   2   5   0.00012    0.0027   14.1   0.0   367   429   167   234   112   236 0.83 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 43728at6656          -            431   7.1e-10   35.8  10.6   3   5     0.011      0.25    7.7   0.0   179   237   354   419   347   422 0.71 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 43728at6656          -            431   7.1e-10   35.8  10.6   4   5     0.035      0.79    6.0   0.3   375   426   586   636   574   641 0.70 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 43728at6656          -            431   7.1e-10   35.8  10.6   5   5    0.0088       0.2    8.0   0.3   174   202   663   691   657   696 0.92 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 43728at6656          -            431   7.6e-10   35.7   0.4   1   4       5.2   1.2e+02   -1.2   0.0   317   397     4    85     2    95 0.69 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 43728at6656          -            431   7.6e-10   35.7   0.4   2   4       1.9        43    0.3   0.0   178   208    93   122    81   130 0.75 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 43728at6656          -            431   7.6e-10   35.7   0.4   3   4     0.042      0.95    5.7   0.0   164   208   164   206   131   235 0.78 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 43728at6656          -            431   7.6e-10   35.7   0.4   4   4   1.8e-07   4.2e-06   23.4   0.0   171   242   249   330   240   342 0.71 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 43728at6656          -            431     8e-10   35.6   4.8   1   2   7.7e-07   1.8e-05   21.3   1.4   369   430     9    72     2    73 0.81 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 43728at6656          -            431     8e-10   35.6   4.8   2   2   4.2e-05   0.00094   15.6   0.1   180   230    91   145    76   155 0.71 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 43728at6656          -            431   9.2e-10   35.4   2.8   1   6       8.2   1.9e+02   -1.8   0.0   180   209     2    30     1    43 0.75 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 43728at6656          -            431   9.2e-10   35.4   2.8   2   6      0.16       3.6    3.8   0.0   367   410    53    95    10   100 0.72 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 43728at6656          -            431   9.2e-10   35.4   2.8   3   6   6.8e-05    0.0015   14.9   0.0   374   429   101   155    95   157 0.86 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 43728at6656          -            431   9.2e-10   35.4   2.8   4   6     0.007      0.16    8.3   0.0   166   206   161   201   156   211 0.89 -
