#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 79915at6656          -            248  6.5e-106  351.0   8.4   1   1  1.6e-106    4e-105  348.4   8.4     1   248    13   312    13   312 0.88 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   1   6   0.00099     0.025   11.7   0.1   162   210     2    50     1    56 0.88 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   2   6     0.035      0.88    6.6   0.1   165   198    50    83    47    91 0.87 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   3   6     0.014      0.34    8.0   0.0   163   199    92   128    87   133 0.88 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   4   6    0.0015     0.038   11.1   0.1    18    85   141   214   132   216 0.53 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   5   6      0.22       5.5    4.0   0.0   167   198   243   274   232   290 0.84 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 79915at6656          -            248   3.4e-11   40.8  10.3   6   6       2.2        56    0.7   0.0    78   122   278   324   274   325 0.59 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 79915at6656          -            248   3.8e-11   40.6   1.6   1   5    0.0043      0.11    9.6   0.0    61   125     7    76     3    79 0.68 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 79915at6656          -            248   3.8e-11   40.6   1.6   2   5      0.73        18    2.3   0.0    35   195    61   117    39   129 0.42 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 79915at6656          -            248   3.8e-11   40.6   1.6   3   5         5   1.3e+02   -0.4   0.0   175   196   150   171   138   178 0.57 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 79915at6656          -            248   3.8e-11   40.6   1.6   4   5     0.037      0.93    6.6   0.0   161   202   181   222   173   229 0.87 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 79915at6656          -            248   3.8e-11   40.6   1.6   5   5   1.7e-05   0.00042   17.5   0.1    59   125   247   319   241   329 0.82 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 79915at6656          -            248   1.8e-10   38.4   0.2   1   3   3.4e-07   8.5e-06   23.1   0.0   105   232    56   203    20   210 0.81 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 79915at6656          -            248   1.8e-10   38.4   0.2   2   3      0.14       3.6    4.6   0.0    62   124   402   466   396   481 0.60 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 79915at6656          -            248   1.8e-10   38.4   0.2   3   3     0.072       1.8    5.6   0.0    58   100   486   528   448   547 0.64 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-   -            246 79915at6656          -            248   2.1e-10   38.2   0.8   1   2   0.00026    0.0065   13.6   0.0    66   142    23   103    19   110 0.73 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-   -            246 79915at6656          -            248   2.1e-10   38.2   0.8   2   2     1e-06   2.5e-05   21.5   0.4     2   123   111   246   110   246 0.78 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 79915at6656          -            248   3.9e-10   37.3   1.9   1   4      0.33       8.2    3.5   0.0    79   126    13    63     4    76 0.77 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 79915at6656          -            248   3.9e-10   37.3   1.9   2   4     0.075       1.9    5.6   0.0   200   234    80   115    75   127 0.73 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 79915at6656          -            248   3.9e-10   37.3   1.9   3   4    0.0017     0.042   11.0   0.1   147   198   152   207   133   218 0.75 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 79915at6656          -            248   3.9e-10   37.3   1.9   4   4    0.0018     0.046   10.8   0.2    57    94   220   257   210   289 0.78 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 79915at6656          -            248   4.4e-10   37.1   1.3   1   4       2.3        58    0.7   0.0    66   127     2    68     1    82 0.68 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 79915at6656          -            248   4.4e-10   37.1   1.3   2   4      0.63        16    2.6   0.2   177   197    84   104    57   106 0.68 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 79915at6656          -            248   4.4e-10   37.1   1.3   3   4   4.2e-07     1e-05   22.8   0.0    89   144   136   192   128   203 0.90 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 79915at6656          -            248   4.4e-10   37.1   1.3   4   4    0.0023     0.058   10.5   0.1    92   195   181   291   174   291 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 79915at6656          -            248   4.9e-10   37.0   5.2   1   3      0.22       5.6    4.0   0.0    65    91   171   197   158   206 0.66 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 79915at6656          -            248   4.9e-10   37.0   5.2   2   3   6.9e-06   0.00017   18.8   0.4    57   130   206   286   199   367 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 79915at6656          -            248   4.9e-10   37.0   5.2   3   3    0.0015     0.037   11.1   0.1   169   201   383   415   368   428 0.79 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 79915at6656          -            248     5e-10   36.9   0.0   1   3     0.058       1.5    5.9   0.0    59    88    20    49     6    55 0.52 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 79915at6656          -            248     5e-10   36.9   0.0   2   3   1.6e-07     4e-06   24.2   0.0   162   198    54    90    49    99 0.90 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 79915at6656          -            248     5e-10   36.9   0.0   3   3      0.28       7.1    3.7   0.0   199   232   114   148   107   158 0.70 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 79915at6656          -            248   5.6e-10   36.8   0.5   1   4     0.012       0.3    8.2   0.0    73   129    48   111    40   122 0.76 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 79915at6656          -            248   5.6e-10   36.8   0.5   2   4         2        50    0.9   0.0    60   126   125   195   115   216 0.66 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 79915at6656          -            248   5.6e-10   36.8   0.5   3   4   0.00048     0.012   12.8   0.0    61   129   211   285   198   295 0.53 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 79915at6656          -            248   5.6e-10   36.8   0.5   4   4    0.0039     0.096    9.8   0.0    54    88   371   405   346   406 0.87 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 79915at6656          -            248   8.6e-10   36.2   0.0   1   2     1e-07   2.5e-06   24.8   0.0    59   139    23   108     5   111 0.87 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 79915at6656          -            248   8.6e-10   36.2   0.0   2   2    0.0023     0.057   10.5   0.0    60    92   110   142   104   151 0.89 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 79915at6656          -            248   1.3e-09   35.6   0.0   1   3       2.4        60    0.6   0.0    94   133   161   201   149   205 0.82 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 79915at6656          -            248   1.3e-09   35.6   0.0   2   3   9.1e-10   2.3e-08   31.5   0.0    16   124   204   321   193   346 0.76 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 79915at6656          -            248   1.3e-09   35.6   0.0   3   3       6.2   1.5e+02   -0.7   0.0    97   124   388   415   380   417 0.57 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 79915at6656          -            248   1.6e-09   35.2   0.0   1   3     0.038      0.95    6.5   0.0    60    88    12    40     8    47 0.86 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 79915at6656          -            248   1.6e-09   35.2   0.0   2   3     0.057       1.4    6.0   0.0   203   229    65    92    57   109 0.56 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 79915at6656          -            248   1.6e-09   35.2   0.0   3   3   1.7e-05   0.00043   17.5   0.0    61   128   161   233   151   264 0.47 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 79915at6656          -            248   1.8e-09   35.1   1.6   1   3      0.11       2.7    5.1   0.0    97   128    45    77    35    91 0.82 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 79915at6656          -            248   1.8e-09   35.1   1.6   2   3       1.9        49    0.9   0.0    68    99    96   127    88   132 0.78 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 79915at6656          -            248   1.8e-09   35.1   1.6   3   3   1.3e-07   3.3e-06   24.4   1.0    84   233   167   342   151   357 0.74 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 79915at6656          -            248     3e-09   34.4   0.4   1   2   2.3e-06   5.7e-05   20.4   0.1    21   218     3   232     1   253 0.67 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 79915at6656          -            248     3e-09   34.4   0.4   2   2   0.00011    0.0028   14.8   1.0    70   197   186   331   176   348 0.73 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 79915at6656          -            248   3.2e-09   34.3   1.2   1   2         4     1e+02   -0.1   0.0   183   198    26    41     5    52 0.66 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 79915at6656          -            248   3.2e-09   34.3   1.2   2   2   3.1e-09   7.8e-08   29.8   1.1    20   123    58   179    27   179 0.71 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 79915at6656          -            248   3.9e-09   34.0   0.4   1   2    0.0014     0.035   11.2   0.1   172   200     3    31     1    37 0.84 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 79915at6656          -            248   3.9e-09   34.0   0.4   2   2   4.1e-06    0.0001   19.6   0.1    30   123    55   155    41   155 0.76 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 79915at6656          -            248   4.2e-09   33.9   0.1   1   3       5.4   1.3e+02   -0.5   0.0    59    85   422   448   415   475 0.72 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 79915at6656          -            248   4.2e-09   33.9   0.1   2   3   2.1e-06   5.3e-05   20.5   0.0   164   230   489   566   458   575 0.77 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 79915at6656          -            248   4.2e-09   33.9   0.1   3   3   9.2e-05    0.0023   15.1   0.0    60   125   538   608   526   616 0.84 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 79915at6656          -            248   1.2e-08   32.5   0.1   1   2   0.00037    0.0093   13.1   0.0   106   199    43   146    33   193 0.62 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 79915at6656          -            248   1.2e-08   32.5   0.1   2   2   2.9e-07   7.1e-06   23.3   0.0    59   195   117   272   113   272 0.81 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 79915at6656          -            248   2.9e-08   31.2   0.0   1   4     0.097       2.4    5.2   0.0   173   198    22    47     7    63 0.78 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 79915at6656          -            248   2.9e-08   31.2   0.0   2   4     0.036      0.89    6.6   0.0    57   125   103   174    84   190 0.72 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 79915at6656          -            248   2.9e-08   31.2   0.0   3   4   0.00068     0.017   12.3   0.0   171   230   238   266   180   272 0.67 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 79915at6656          -            248   2.9e-08   31.2   0.0   4   4    0.0012     0.029   11.5   0.0    64    91   242   269   239   303 0.51 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+   -            203 79915at6656          -            248   4.5e-08   30.5   0.7   1   1   2.9e-09   7.1e-08   29.9   0.7    71   199    10   157     3   165 0.81 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 79915at6656          -            248   4.6e-08   30.5   0.4   1   3       1.1        27    1.8   0.0   184   198     2    16     1    32 0.62 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 79915at6656          -            248   4.6e-08   30.5   0.4   2   3    0.0049      0.12    9.4   0.0   169   199    33    64    17    81 0.70 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 79915at6656          -            248   4.6e-08   30.5   0.4   3   3   1.9e-05   0.00048   17.3   0.0   168   198    75   106    66   107 0.79 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 79915at6656          -            248   6.8e-08   29.9   4.3   1   5      0.13       3.2    4.8   0.1   181   200    67    86    53    88 0.89 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 79915at6656          -            248   6.8e-08   29.9   4.3   2   5       3.2        80    0.2   0.0   200   229   204   237   147   247 0.60 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 79915at6656          -            248   6.8e-08   29.9   4.3   3   5      0.18       4.4    4.4   0.0   174   225   356   420   343   435 0.74 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 79915at6656          -            248   6.8e-08   29.9   4.3   4   5       0.3       7.5    3.6   0.1   163   197   607   641   596   644 0.81 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 79915at6656          -            248   6.8e-08   29.9   4.3   5   5    0.0005     0.012   12.7   0.2   160   209   656   705   642   717 0.85 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+   -            762 79915at6656          -            248   7.6e-08   29.8   0.2   1   2   4.9e-08   1.2e-06   25.8   0.1    21   196    10   218     2   231 0.66 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+   -            762 79915at6656          -            248   7.6e-08   29.8   0.2   2   2       1.3        33    1.5   0.0    70    92   203   225   191   280 0.46 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 79915at6656          -            248   9.8e-08   29.4   0.2   1   3   0.00019    0.0047   14.1   0.0    70   127    16    80     4    88 0.80 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 79915at6656          -            248   9.8e-08   29.4   0.2   2   3     0.044       1.1    6.3   0.0    68    88   101   121    89   132 0.58 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 79915at6656          -            248   9.8e-08   29.4   0.2   3   3     0.069       1.7    5.7   0.0    57    85   152   180   143   181 0.84 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 79915at6656          -            248   1.1e-07   29.3   0.0   1   2     0.091       2.3    5.3   0.0    62    86     4    28     2    71 0.65 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 79915at6656          -            248   1.1e-07   29.3   0.0   2   2   7.7e-07   1.9e-05   21.9   0.0    61   126    84   153    75   172 0.87 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 79915at6656          -            248   1.2e-07   29.1   1.6   1   2     4e-07   9.9e-06   22.9   0.3    70   142     4    83     2    87 0.85 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 79915at6656          -            248   1.2e-07   29.1   1.6   2   2      0.07       1.8    5.7   0.1    71    93    92   114    87   124 0.81 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 79915at6656          -            248   1.7e-07   28.6   3.3   1   5      0.28       7.1    3.7   0.0    57    92   179   214   167   256 0.80 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 79915at6656          -            248   1.7e-07   28.6   3.3   2   5    0.0062      0.15    9.1   0.1   153   199   265   312   261   330 0.82 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 79915at6656          -            248   1.7e-07   28.6   3.3   3   5      0.69        17    2.4   0.1   172   198   333   359   313   373 0.68 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 79915at6656          -            248   1.7e-07   28.6   3.3   4   5     0.085       2.1    5.4   0.0   172   202   380   410   360   427 0.72 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 79915at6656          -            248   1.7e-07   28.6   3.3   5   5      0.46        12    3.0   0.0    83   131   458   507   453   522 0.85 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 79915at6656          -            248   1.9e-07   28.5   0.1   1   3   0.00045     0.011   12.9   0.0    23    87     2    73     1    86 0.60 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 79915at6656          -            248   1.9e-07   28.5   0.1   2   3   4.3e-06   0.00011   19.5   0.0   154   233    30   121    28   134 0.73 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 79915at6656          -            248   1.9e-07   28.5   0.1   3   3       2.6        64    0.6   0.0   174   195   184   205   173   205 0.84 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 79915at6656          -            248   2.3e-07   28.2   0.8   1   3       0.8        20    2.2   0.0    62    88   637   663   620   677 0.59 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 79915at6656          -            248   2.3e-07   28.2   0.8   2   3    0.0099      0.25    8.5   0.1    69   123   738   797   726   806 0.68 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 79915at6656          -            248   2.3e-07   28.2   0.8   3   3   0.00032     0.008   13.3   0.0    31    88   875   937   846   947 0.76 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 79915at6656          -            248     3e-07   27.9   0.1   1   5     0.056       1.4    6.0   0.0    60    88     5    33     3    41 0.90 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 79915at6656          -            248     3e-07   27.9   0.1   2   5   0.00039    0.0097   13.1   0.0    52   126    44   123    39   127 0.82 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 79915at6656          -            248     3e-07   27.9   0.1   3   5     0.036      0.89    6.6   0.0    73   127   107   169    86   204 0.70 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 79915at6656          -            248     3e-07   27.9   0.1   4   5       6.9   1.7e+02   -0.8   0.0    68    86   239   257   207   275 0.63 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 79915at6656          -            248     3e-07   27.9   0.1   5   5       8.9   2.2e+02   -1.2   0.0    20    42   279   301   260   305 0.62 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 79915at6656          -            248   3.4e-07   27.7   0.5   1   4       4.3   1.1e+02   -0.2   0.0    74    87     4    17     2    21 0.64 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 79915at6656          -            248   3.4e-07   27.7   0.5   2   4   0.00025    0.0062   13.7   0.0   152   200    20    68     9    80 0.81 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 79915at6656          -            248   3.4e-07   27.7   0.5   3   4    0.0057      0.14    9.2   0.1   203   232    99   129    93   133 0.89 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 79915at6656          -            248   3.4e-07   27.7   0.5   4   4       3.2        79    0.3   0.0   164   195   134   165   129   165 0.72 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 79915at6656          -            248   3.5e-07   27.6   1.0   1   2   2.4e-06     6e-05   20.3   0.1    51   125    24   104     1   110 0.74 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 79915at6656          -            248   3.5e-07   27.6   1.0   2   2     0.067       1.7    5.7   0.1   164   205   112   152   107   179 0.72 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 79915at6656          -            248   3.6e-07   27.6   0.4   1   3   7.6e-05    0.0019   15.4   0.0    69   132    19    86     3    94 0.74 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 79915at6656          -            248   3.6e-07   27.6   0.4   2   3      0.18       4.5    4.3   0.0   202   231   116   145   100   166 0.66 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 79915at6656          -            248   3.6e-07   27.6   0.4   3   3       0.7        18    2.4   0.1    69    87   217   235   171   244 0.69 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 79915at6656          -            248     4e-07   27.4   1.1   1   2   2.9e-05   0.00073   16.7   0.4    58   233     1   205     1   214 0.56 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 79915at6656          -            248     4e-07   27.4   1.1   2   2     0.067       1.7    5.7   0.0   164   196   254   286   219   287 0.72 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 79915at6656          -            248   1.2e-06   25.9   1.7   1   4    0.0045      0.11    9.6   0.1   161   201    38    79    33    83 0.85 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 79915at6656          -            248   1.2e-06   25.9   1.7   2   4     0.088       2.2    5.4   0.0    62    88    93   119    79   125 0.82 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 79915at6656          -            248   1.2e-06   25.9   1.7   3   4      0.11       2.8    5.0   0.0   162   198   125   162   122   171 0.79 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 79915at6656          -            248   1.2e-06   25.9   1.7   4   4      0.73        18    2.3   0.0   181   200   241   260   215   266 0.67 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 79915at6656          -            248   1.4e-06   25.7   0.1   1   2   8.8e-06   0.00022   18.5   0.0    31   123    53   153    38   166 0.73 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 79915at6656          -            248   1.4e-06   25.7   0.1   2   2    0.0012      0.03   11.5   0.2    60   197   127   279   121   282 0.72 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+    -            158 79915at6656          -            248     2e-06   25.1   0.1   1   1   1.3e-06   3.1e-05   21.2   0.1    57   198     3   132     1   143 0.82 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 79915at6656          -            248   2.2e-06   25.0   5.2   1   3   0.00036     0.009   13.2   0.0   167   212   261   306   253   309 0.83 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 79915at6656          -            248   2.2e-06   25.0   5.2   2   3      0.56        14    2.7   0.1   165   213   305   355   297   370 0.77 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 79915at6656          -            248   2.2e-06   25.0   5.2   3   3    0.0097      0.24    8.5   0.8    21   126   394   510   389   548 0.68 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 79915at6656          -            248   3.7e-06   24.2   0.1   1   2   0.00011    0.0026   14.9   0.1    60   196    10   145     4   155 0.71 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 79915at6656          -            248   3.7e-06   24.2   0.1   2   2      0.15       3.8    4.6   0.0   178   197   171   190   150   192 0.77 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 79915at6656          -            248     4e-06   24.2   4.6   1   5      0.46        11    3.0   0.0   181   199    10    28     1    36 0.56 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 79915at6656          -            248     4e-06   24.2   4.6   2   5     0.012       0.3    8.2   0.1   167   199    41    73    31    78 0.84 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 79915at6656          -            248     4e-06   24.2   4.6   3   5    0.0072      0.18    8.9   0.0   160   200    76   117    75   130 0.83 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 79915at6656          -            248     4e-06   24.2   4.6   4   5       1.1        26    1.8   0.0    68    88   140   160   130   167 0.85 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 79915at6656          -            248     4e-06   24.2   4.6   5   5       4.3   1.1e+02   -0.2   0.0   181   197   186   202   165   204 0.70 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 79915at6656          -            248   5.2e-06   23.8   0.0   1   2   0.00074     0.018   12.1   0.0   167   196     2    31     1    36 0.85 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 79915at6656          -            248   5.2e-06   23.8   0.0   2   2    0.0024     0.059   10.5   0.0   160   185    37    62    32    64 0.85 -
