#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 83755at6656          -            256  1.3e-122  405.3   0.7   1   1  3.8e-123  8.6e-122  402.6   0.7     1   256    40   346    40   346 0.90 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 83755at6656          -            256   6.1e-15   52.5   1.3   1   2     1e-12   2.3e-11   40.8   0.4   102   221    36   155    29   169 0.86 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 83755at6656          -            256   6.1e-15   52.5   1.3   2   2    0.0049      0.11    9.1   0.0   110   137   172   199   165   213 0.71 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 83755at6656          -            256   6.5e-15   52.4   0.6   1   2     1e-05   0.00023   17.8   0.2   107   165     3    67     1    71 0.81 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 83755at6656          -            256   6.5e-15   52.4   0.6   2   2   7.5e-10   1.7e-08   31.4   0.0   128   245   161   283   113   286 0.79 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 83755at6656          -            256   1.5e-14   51.3   7.6   1   5       0.2       4.6    3.8   0.1    47   100    67   128    58   142 0.65 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 83755at6656          -            256   1.5e-14   51.3   7.6   2   5     0.047       1.1    5.8   0.0   148   242   110   199   103   215 0.75 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 83755at6656          -            256   1.5e-14   51.3   7.6   3   5   1.4e-05   0.00031   17.4   0.0    93   182   220   317   211   373 0.77 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 83755at6656          -            256   1.5e-14   51.3   7.6   4   5       0.8        18    1.8   0.1   109   165   488   549   479   554 0.75 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 83755at6656          -            256   1.5e-14   51.3   7.6   5   5   1.7e-07   3.8e-06   23.7   0.5   129   169   555   595   547   603 0.86 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 83755at6656          -            256   3.6e-14   50.0   0.8   1   2   1.3e-11   2.8e-10   37.2   0.2   130   218    12    92     2   104 0.90 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 83755at6656          -            256   3.6e-14   50.0   0.8   2   2   0.00083     0.019   11.6   0.0   136   206   115   180   106   185 0.80 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 83755at6656          -            256   3.9e-14   49.9   3.4   1   4     0.031       0.7    6.4   0.0   136   166    26    56     3    65 0.85 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 83755at6656          -            256   3.9e-14   49.9   3.4   2   4     0.025      0.57    6.7   0.0    41    69    71    99    61   104 0.77 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 83755at6656          -            256   3.9e-14   49.9   3.4   3   4   2.4e-11   5.4e-10   36.3   0.3   108   241    78   207    72   218 0.83 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 83755at6656          -            256   3.9e-14   49.9   3.4   4   4    0.0033     0.074    9.6   0.2   128   208   186   257   145   257 0.72 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 83755at6656          -            256   8.5e-14   48.8   1.3   1   3      0.16       3.5    4.1   0.0   135   176   419   458   413   468 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 83755at6656          -            256   8.5e-14   48.8   1.3   2   3   3.4e-10   7.6e-09   32.5   0.0   109   239   467   588   462   590 0.91 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 83755at6656          -            256   8.5e-14   48.8   1.3   3   3   1.3e-05   0.00029   17.5   0.1   129   182   570   619   570   619 0.93 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 83755at6656          -            256     3e-13   46.9   1.5   1   3     1e-09   2.3e-08   31.0   0.0   188   252    75   139    61   143 0.89 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 83755at6656          -            256     3e-13   46.9   1.5   2   3       0.1       2.2    4.8   0.1   142   220   202   275   143   290 0.56 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 83755at6656          -            256     3e-13   46.9   1.5   3   3    0.0096      0.22    8.1   0.0   114   164   351   408   306   409 0.80 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 83755at6656          -            256     7e-13   45.8   1.1   1   2   2.5e-06   5.6e-05   19.9   0.1    34   163    75   204    64   212 0.82 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 83755at6656          -            256     7e-13   45.8   1.1   2   2   5.6e-07   1.3e-05   22.0   0.1    37    87   217   270   208   289 0.79 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 83755at6656          -            256   1.4e-12   44.7   1.8   1   3   6.4e-06   0.00014   18.5   0.1   189   240     2    54     1    58 0.83 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 83755at6656          -            256   1.4e-12   44.7   1.8   2   3     4e-06     9e-05   19.2   0.1   114   165    58   115    53   121 0.85 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 83755at6656          -            256   1.4e-12   44.7   1.8   3   3     0.003     0.068    9.8   0.1   117   165   103   155   103   155 0.80 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-        -            112 83755at6656          -            256   2.4e-12   44.0   3.0   1   1   3.2e-13   7.1e-12   42.5   3.0   121   228     3   112     1   112 0.82 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 83755at6656          -            256   3.3e-12   43.6   3.0   1   3   7.7e-05    0.0017   15.0   0.1   131   237   138   246   119   249 0.76 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 83755at6656          -            256   3.3e-12   43.6   3.0   2   3   1.4e-06   3.1e-05   20.7   0.5   134   245   193   296   188   308 0.84 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 83755at6656          -            256   3.3e-12   43.6   3.0   3   3   2.1e-08   4.7e-07   26.7   0.6    37   219   234   402   231   428 0.80 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 83755at6656          -            256   3.3e-12   43.5   0.5   1   2    0.0019     0.043   10.4   0.0    44    78     3    37     1    50 0.86 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 83755at6656          -            256   3.3e-12   43.5   0.5   2   2   5.7e-10   1.3e-08   31.8   0.1   104   198    84   183    64   183 0.84 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 83755at6656          -            256   4.3e-12   43.2   1.7   1   3     0.053       1.2    5.7   0.0    38    67   630   659   616   667 0.81 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 83755at6656          -            256   4.3e-12   43.2   1.7   2   3     0.046         1    5.9   0.0   134   165   765   797   758   803 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+    -           1049 83755at6656          -            256   4.3e-12   43.2   1.7   3   3   4.7e-06   0.00011   19.0   0.0   123   216   849   936   843   944 0.85 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 83755at6656          -            256   4.8e-12   43.0  18.1   1   3     7e-05    0.0016   15.1   1.4   147   236   109   204    97   210 0.66 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 83755at6656          -            256   4.8e-12   43.0  18.1   2   3   4.3e-05   0.00096   15.8   2.6    85   164   211   293   206   297 0.80 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 83755at6656          -            256   4.8e-12   43.0  18.1   3   3   1.3e-06   2.9e-05   20.8   0.5   141   249   311   417   301   422 0.79 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 83755at6656          -            256   5.4e-12   42.9   3.1   1   1     2e-12   4.6e-11   39.8   3.1    62   213    10   184     1   184 0.66 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 83755at6656          -            256   8.3e-12   42.2   6.0   1   4     0.013       0.3    7.6   0.1   130   166    26    62    17    69 0.85 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 83755at6656          -            256   8.3e-12   42.2   6.0   2   4     0.092       2.1    4.9   0.0    35   117   117   201   101   204 0.75 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 83755at6656          -            256   8.3e-12   42.2   6.0   3   4     6e-07   1.4e-05   21.9   0.3    37   100   204   280   201   286 0.76 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 83755at6656          -            256   8.3e-12   42.2   6.0   4   4     0.025      0.57    6.7   0.0   129   166   367   404   352   406 0.80 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 83755at6656          -            256   8.7e-12   42.2   0.9   1   4   7.3e-06   0.00017   18.3   0.1   193   250     2    63     1    69 0.82 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 83755at6656          -            256   8.7e-12   42.2   0.9   2   4      0.95        21    1.6   0.0   112   131    51    70    49    79 0.64 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 83755at6656          -            256   8.7e-12   42.2   0.9   3   4     1e-05   0.00023   17.8   0.0   130   166   119   156    68   165 0.75 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 83755at6656          -            256   8.7e-12   42.2   0.9   4   4      0.49        11    2.5   0.0   139   166   173   203   162   203 0.62 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 83755at6656          -            256   1.1e-11   41.9   4.2   1   3     0.024      0.55    6.8   0.0    38    68    83   113    43   174 0.69 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 83755at6656          -            256   1.1e-11   41.9   4.2   2   3   2.6e-08   5.9e-07   26.3   0.9   102   216   179   295    74   305 0.90 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 83755at6656          -            256   1.1e-11   41.9   4.2   3   3   1.9e-06   4.2e-05   20.3   0.2   133   217   262   339   260   363 0.82 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 83755at6656          -            256   1.1e-11   41.8   5.6   1   5      0.47        11    2.6   0.0    35    69   199   236   169   250 0.50 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 83755at6656          -            256   1.1e-11   41.8   5.6   2   5      0.59        13    2.3   0.0    45    70   355   380   335   381 0.77 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 83755at6656          -            256   1.1e-11   41.8   5.6   3   5    0.0013     0.028   11.0   0.0   121   162   378   420   376   428 0.90 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 83755at6656          -            256   1.1e-11   41.8   5.6   4   5       1.8        42    0.6   0.1   131   169   560   603   554   610 0.72 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 83755at6656          -            256   1.1e-11   41.8   5.6   5   5   3.9e-07   8.8e-06   22.5   1.8   128   214   604   692   582   717 0.79 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 83755at6656          -            256   3.3e-11   40.3   1.6   1   3   1.3e-08   2.8e-07   27.4   0.1   131   241   154   268   150   282 0.78 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 83755at6656          -            256   3.3e-11   40.3   1.6   2   3    0.0016     0.035   10.7   0.1   174   215   285   330   253   333 0.52 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 83755at6656          -            256   3.3e-11   40.3   1.6   3   3       2.9        65   -0.0   0.0    39    67   356   385   348   386 0.37 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 83755at6656          -            256   3.3e-11   40.3   3.1   1   3   6.2e-05    0.0014   15.3   0.1   134   248     1   115     1   122 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 83755at6656          -            256   3.3e-11   40.3   3.1   2   3    0.0074      0.17    8.5   0.1    52    85   153   187   117   193 0.76 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 83755at6656          -            256   3.3e-11   40.3   3.1   3   3   7.8e-05    0.0017   15.0   0.0    53    99   193   249   189   263 0.80 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 83755at6656          -            256   3.9e-11   40.0   1.1   1   2   7.8e-08   1.8e-06   24.8   0.2    37   166    42   162    11   176 0.64 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+    -            268 83755at6656          -            256   3.9e-11   40.0   1.1   2   2     0.049       1.1    5.8   0.0   133   165   220   257   199   267 0.69 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 83755at6656          -            256   4.9e-11   39.7   4.8   1   3    0.0012     0.026   11.1   0.0   139   214     3    74     1    75 0.49 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 83755at6656          -            256   4.9e-11   39.7   4.8   2   3      0.05       1.1    5.8   0.0   201   251    93   148    81   153 0.76 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 83755at6656          -            256   4.9e-11   39.7   4.8   3   3   0.00022    0.0049   13.5   0.1    27    67   242   285   237   287 0.81 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 83755at6656          -            256   6.4e-11   39.3   0.2   1   3   0.00011    0.0025   14.5   0.0    52   172    14   127     1   136 0.69 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 83755at6656          -            256   6.4e-11   39.3   0.2   2   3     0.074       1.7    5.2   0.0    96   166    86   166    82   195 0.73 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 83755at6656          -            256   6.4e-11   39.3   0.2   3   3     6e-05    0.0014   15.3   0.0   189   247   230   297   218   304 0.72 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 83755at6656          -            256   7.6e-11   39.1   3.5   1   3    0.0024     0.053   10.1   0.0   134   168   177   211   172   256 0.79 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 83755at6656          -            256   7.6e-11   39.1   3.5   2   3     2e-05   0.00045   16.9   0.2   120   216   264   359   249   367 0.80 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 83755at6656          -            256   7.6e-11   39.1   3.5   3   3    0.0016     0.036   10.6   0.1   128   206   368   441   363   481 0.82 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-      -            115 83755at6656          -            256   7.8e-11   39.1   2.7   1   1   2.6e-11     6e-10   36.2   2.7   104   214     7   114     2   115 0.86 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 83755at6656          -            256   1.5e-10   38.1   0.2   1   2   2.5e-07   5.5e-06   23.1   0.0    37   101    62   137    44   138 0.77 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 83755at6656          -            256   1.5e-10   38.1   0.2   2   2   2.7e-06   6.1e-05   19.7   0.1    39    89   106   159   103   179 0.76 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 83755at6656          -            256   1.7e-10   37.9   0.6   1   3     1e-08   2.3e-07   27.7   0.0   130   203     4    75     2    82 0.88 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 83755at6656          -            256   1.7e-10   37.9   0.6   2   3      0.17       3.7    4.1   0.0   193   219   125   151    98   158 0.74 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 83755at6656          -            256   1.7e-10   37.9   0.6   3   3      0.34       7.7    3.0   0.1   136   161   161   186   155   192 0.74 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 83755at6656          -            256   1.9e-10   37.8   1.5   1   3       1.3        29    1.1   0.0   117   142     4    29     1    34 0.73 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 83755at6656          -            256   1.9e-10   37.8   1.5   2   3    0.0043     0.098    9.2   0.0    36    70    32    66    24    69 0.86 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 83755at6656          -            256   1.9e-10   37.8   1.5   3   3   8.4e-09   1.9e-07   28.0   0.6    85   212    51   164    50   165 0.84 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 83755at6656          -            256   3.1e-10   37.1   0.1   1   2   1.2e-07   2.7e-06   24.2   0.1    30   110    41   133    21   164 0.73 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 83755at6656          -            256   3.1e-10   37.1   0.1   2   2    0.0016     0.037   10.6   0.0   138   166   264   292   232   306 0.89 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 83755at6656          -            256   5.3e-10   36.3   1.2   1   2     0.022      0.49    6.9   0.0    83    97    20    34     1    42 0.56 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 83755at6656          -            256   5.3e-10   36.3   1.2   2   2   1.2e-08   2.8e-07   27.4   0.5    99   164    55   127    45   177 0.89 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 83755at6656          -            256   1.2e-09   35.1   4.2   1   3      0.92        21    1.6   0.0   109   159     2    58     1    64 0.63 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 83755at6656          -            256   1.2e-09   35.1   4.2   2   3      0.14       3.1    4.3   0.2   113   165    48   104    46   112 0.68 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+   -            291 83755at6656          -            256   1.2e-09   35.1   4.2   3   3   5.5e-06   0.00012   18.7   0.4    44   163   145   291   140   291 0.58 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 83755at6656          -            256   1.4e-09   35.0   2.1   1   2     0.009       0.2    8.2   0.0   200   242    25    71     3    75 0.73 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 83755at6656          -            256   1.4e-09   35.0   2.1   2   2   8.2e-10   1.8e-08   31.3   0.7   128   241    49   162    42   176 0.78 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 83755at6656          -            256   2.2e-09   34.3   1.4   1   3     0.041      0.92    6.0   0.0    77   128    23    75    12   119 0.65 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 83755at6656          -            256   2.2e-09   34.3   1.4   2   3       0.2       4.5    3.8   0.0   196   222   183   209   167   219 0.61 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 83755at6656          -            256   2.2e-09   34.3   1.4   3   3   3.1e-06     7e-05   19.5   0.2    99   220   213   337   205   340 0.74 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 83755at6656          -            256   2.8e-09   34.0   0.2   1   2   9.3e-08   2.1e-06   24.5   0.0   131   216    16    93     3   101 0.57 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+     -            182 83755at6656          -            256   2.8e-09   34.0   0.2   2   2     0.061       1.4    5.5   0.0    43    74   110   141   102   150 0.64 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 83755at6656          -            256     3e-09   33.8   0.1   1   3   9.7e-05    0.0022   14.6   0.1   135   184    15    61     9   153 0.61 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 83755at6656          -            256     3e-09   33.8   0.1   2   3       1.7        38    0.8   0.0    69   100   152   185   141   188 0.71 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 83755at6656          -            256     3e-09   33.8   0.1   3   3   0.00014    0.0032   14.1   0.0   136   246   206   315   197   323 0.85 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 83755at6656          -            256     5e-09   33.1   2.0   1   3      0.04      0.91    6.1   0.1   151   234    18    95     1   103 0.48 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 83755at6656          -            256     5e-09   33.1   2.0   2   3    0.0034     0.077    9.6   0.0   132   167    85   121    57   125 0.71 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-       -            181 83755at6656          -            256     5e-09   33.1   2.0   3   3   2.3e-07   5.3e-06   23.2   0.3    85   164   105   180   102   181 0.79 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 83755at6656          -            256     6e-09   32.9   0.0   1   3   2.1e-05   0.00048   16.8   0.0    37    77     2    42     1    56 0.72 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 83755at6656          -            256     6e-09   32.9   0.0   2   3    0.0019     0.042   10.4   0.0    63   104    86   127    45   184 0.79 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 83755at6656          -            256     6e-09   32.9   0.0   3   3       7.2   1.6e+02   -1.3   0.0   139   154   243   258   228   269 0.77 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 83755at6656          -            256   7.1e-09   32.6   2.5   1   2   3.3e-08   7.5e-07   26.0   0.7   149   238     4    86     1    92 0.85 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-    -            126 83755at6656          -            256   7.1e-09   32.6   2.5   2   2     0.018      0.41    7.2   0.1   148   167    90   109    74   123 0.72 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+    -             85 83755at6656          -            256   7.2e-09   32.6   0.3   1   1   4.3e-10   9.7e-09   32.2   0.3   152   240     2    80     1    85 0.77 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 83755at6656          -            256   7.4e-09   32.6   0.4   1   1   2.3e-07   5.1e-06   23.3   0.2    45   164    47   201    33   207 0.69 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 83755at6656          -            256   1.1e-08   32.0   0.1   1   3      0.42       9.5    2.7   0.0   132   165    19    53    11    59 0.77 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 83755at6656          -            256   1.1e-08   32.0   0.1   2   3     1e-05   0.00023   17.8   0.0    39   132    64   176    60   190 0.54 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 83755at6656          -            256   1.1e-08   32.0   0.1   3   3     0.063       1.4    5.4   0.0    46    86   249   289   229   292 0.71 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 83755at6656          -            256     2e-08   31.1   0.6   1   2   5.8e-08   1.3e-06   25.2   0.2    98   166    42   116     1   123 0.79 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 83755at6656          -            256     2e-08   31.1   0.6   2   2       1.7        38    0.8   0.0    52    76   133   158   123   211 0.61 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 83755at6656          -            256   2.2e-08   31.0   0.0   1   1   1.8e-09     4e-08   30.2   0.0    38    92     1    57     1    63 0.83 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 83755at6656          -            256   3.1e-08   30.5   0.4   1   2       0.7        16    2.0   0.0   179   239   182   242   170   258 0.76 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 83755at6656          -            256   3.1e-08   30.5   0.4   2   2   1.2e-08   2.7e-07   27.5   0.0   140   240   235   327   231   336 0.83 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 83755at6656          -            256   3.7e-08   30.3   0.5   1   3   5.2e-05    0.0012   15.5   0.1    36    69     4    37     1    41 0.93 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 83755at6656          -            256   3.7e-08   30.3   0.5   2   3     0.049       1.1    5.8   0.0    37    69    50    84    40    91 0.80 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 83755at6656          -            256   3.7e-08   30.3   0.5   3   3     0.038      0.85    6.2   0.0    40    67   107   136    91   137 0.85 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 83755at6656          -            256     1e-07   28.8   0.3   1   1   2.3e-08   5.2e-07   26.5   0.3   127   216    24   106     2   107 0.83 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 83755at6656          -            256   1.5e-07   28.3   0.7   1   2   0.00043    0.0096   12.5   0.1    38    74    41    77    33    92 0.73 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+  -            205 83755at6656          -            256   1.5e-07   28.3   0.7   2   2   0.00041    0.0093   12.6   0.1   139   180    90   127    82   202 0.66 -
