#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+    -            318 107802at6656         -            224   8.2e-96  317.4   0.6   1   1   7.3e-97     2e-95  316.1   0.6     1   224    36   304    36   304 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 107802at6656         -            224   2.4e-14   50.9   1.4   3   7     0.026      0.71    6.9   0.0    90   115   255   280   236   285 0.71 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 107802at6656         -            224   2.4e-14   50.9   1.4   4   7   3.3e-05    0.0009   16.3   0.1   155   219   258   322   250   328 0.90 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 107802at6656         -            224   2.4e-14   50.9   1.4   5   7    0.0028     0.076   10.0   0.0   148   208   293   353   282   362 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 107802at6656         -            224   2.4e-14   50.9   1.4   6   7     0.014      0.37    7.8   0.0   166   217   354   402   333   410 0.72 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 107802at6656         -            224   2.4e-14   50.9   1.4   7   7    0.0076      0.21    8.6   0.0    12   111   361   450   357   461 0.78 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   1   6     0.049       1.3    6.0   0.0   180   217    12    49     5    56 0.83 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   2   6   0.00015     0.004   14.2   0.0   174   223    92   141    69   142 0.86 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   3   6         8   2.2e+02   -1.3   0.0    69    90   159   180   149   195 0.77 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   4   6       2.5        68    0.4   0.0   191   217   196   222   164   229 0.80 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   5   6    0.0005     0.014   12.5   0.0   174   217   221   267   199   274 0.77 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 107802at6656         -            224   8.7e-14   49.1   0.0   6   6    0.0052      0.14    9.2   0.0   182   204   275   297   270   303 0.90 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 107802at6656         -            224   1.7e-13   48.2   1.2   1   3    0.0074       0.2    8.7   0.0   184   217    12    45     4    51 0.86 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 107802at6656         -            224   1.7e-13   48.2   1.2   2   3   1.1e-07   2.9e-06   24.5   0.0   154   214    66   126    59   132 0.85 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 107802at6656         -            224   1.7e-13   48.2   1.2   3   3     0.003     0.082    9.9   0.4    66   191   152   272   144   281 0.75 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 107802at6656         -            224   1.9e-13   47.9   0.2   1   3   1.2e-05   0.00033   17.7   0.0   180   213     4    37     2    42 0.94 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 107802at6656         -            224   1.9e-13   47.9   0.2   2   3     0.021      0.57    7.2   0.3    16    51    56    92    50   130 0.73 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 107802at6656         -            224   1.9e-13   47.9   0.2   3   3   1.4e-05   0.00039   17.5   0.0   151   215   165   229   151   235 0.88 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 107802at6656         -            224   2.3e-13   47.7   0.1   1   3     0.036      0.98    6.4   0.0   182   213     2    33     1    39 0.81 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 107802at6656         -            224   2.3e-13   47.7   0.1   2   3    0.0029     0.078   10.0   0.0    17    57    43    85    38   100 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 107802at6656         -            224   2.3e-13   47.7   0.1   3   3   8.9e-09   2.4e-07   28.0   0.0   155   215   105   165   101   169 0.91 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 107802at6656         -            224   3.1e-11   40.8   3.0   1   4    0.0052      0.14    9.1   0.1    12    49   142   181   136   186 0.87 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 107802at6656         -            224   3.1e-11   40.8   3.0   2   4    0.0006     0.016   12.2   0.0   175   215   185   225   181   229 0.90 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 107802at6656         -            224   3.1e-11   40.8   3.0   3   4     0.031      0.85    6.6   0.0   170   213   304   347   287   350 0.81 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 107802at6656         -            224   3.1e-11   40.8   3.0   4   4     0.002     0.054   10.5   0.0    13    52   353   392   348   435 0.86 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 107802at6656         -            224   3.3e-11   40.6   0.0   1   4       8.5   2.3e+02   -1.4   0.0   195   218     8    31     3    37 0.73 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 107802at6656         -            224   3.3e-11   40.6   0.0   2   4   8.5e-06   0.00023   18.3   0.0   175   215    71   111    39   115 0.84 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 107802at6656         -            224   3.3e-11   40.6   0.0   3   4     0.095       2.6    5.0   0.0   178   217   116   158   110   162 0.78 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 107802at6656         -            224   3.3e-11   40.6   0.0   4   4   0.00028    0.0076   13.3   0.0   164   212   190   238   159   238 0.85 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 107802at6656         -            224   3.6e-11   40.5   0.0   1   5       2.2        61    0.5   0.0   187   219    33    65    26    70 0.85 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 107802at6656         -            224   3.6e-11   40.5   0.0   2   5       5.8   1.6e+02   -0.8   0.0    15    53    48    91    45   103 0.63 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 107802at6656         -            224   3.6e-11   40.5   0.0   3   5     0.008      0.22    8.5   0.0   180   212   110   142    83   143 0.77 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 107802at6656         -            224   3.6e-11   40.5   0.0   4   5   1.9e-06   5.3e-05   20.4   0.0   153   218   125   193   119   197 0.87 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 107802at6656         -            224   3.6e-11   40.5   0.0   5   5   0.00011    0.0029   14.7   0.0   163   212   223   272   208   272 0.89 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 107802at6656         -            224   3.8e-11   40.4   0.0   1   3    0.0058      0.16    9.0   0.0   175   213     8    46     4    49 0.90 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 107802at6656         -            224   3.8e-11   40.4   0.0   2   3   2.4e-08   6.5e-07   26.6   0.0   153   219    28    94    27    99 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 107802at6656         -            224   3.8e-11   40.4   0.0   3   3     0.007      0.19    8.7   0.0   186   216   116   146   106   150 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 107802at6656         -            224   5.9e-11   39.8   0.4   1   5       4.1   1.1e+02   -0.3   0.0   195   217     7    29     5    36 0.72 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 107802at6656         -            224   5.9e-11   39.8   0.4   2   5   7.4e-05     0.002   15.2   0.0   152   213    48   110    30   118 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 107802at6656         -            224   5.9e-11   39.8   0.4   3   5       8.8   2.4e+02   -1.4   0.0   184   217   124   157   113   163 0.72 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 107802at6656         -            224   5.9e-11   39.8   0.4   4   5    0.0049      0.13    9.2   0.0   183   215   215   247   205   256 0.83 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 107802at6656         -            224   5.9e-11   39.8   0.4   5   5    0.0046      0.13    9.3   0.0   188   218   263   293   247   299 0.82 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 107802at6656         -            224   1.7e-10   38.3   1.2   1   3   0.00054     0.015   12.4   0.0   189   221     3    35     1    38 0.89 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 107802at6656         -            224   1.7e-10   38.3   1.2   2   3      0.33       8.9    3.3   0.0   182   197    39    54    35    57 0.87 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 107802at6656         -            224   1.7e-10   38.3   1.2   3   3   7.2e-06    0.0002   18.5   0.1   164   221    65   123    56   126 0.74 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 107802at6656         -            224   2.2e-10   38.0   0.1   1   3   0.00068     0.018   12.0   0.0   176   214   253   291   248   301 0.89 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 107802at6656         -            224   2.2e-10   38.0   0.1   2   3      0.78        21    2.0   0.0   153   199   363   406   357   417 0.83 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 107802at6656         -            224   2.2e-10   38.0   0.1   3   3   4.8e-06   0.00013   19.1   0.0   154   213   489   549   482   556 0.90 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 107802at6656         -            224   2.5e-10   37.8   0.0   1   3   2.2e-05   0.00058   16.9   0.0   172   214     8    50     4    55 0.77 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 107802at6656         -            224   2.5e-10   37.8   0.0   2   3   5.4e-05    0.0015   15.6   0.0   179   218    57    96    51   102 0.87 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 107802at6656         -            224   2.5e-10   37.8   0.0   3   3      0.75        20    2.1   0.0   187   218   109   140    94   145 0.78 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+   -            145 107802at6656         -            224   3.3e-10   37.4   0.0   1   2   0.00082     0.022   11.8   0.0   185   211    13    39     8    44 0.91 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+   -            145 107802at6656         -            224   3.3e-10   37.4   0.0   2   2     2e-07   5.4e-06   23.6   0.0   170   213    53    96    44   102 0.90 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 107802at6656         -            224     1e-09   35.8   0.3   1   4    0.0094      0.26    8.3   0.0   155   217    60   120    41   127 0.80 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 107802at6656         -            224     1e-09   35.8   0.3   2   4     0.013      0.34    7.9   0.0    75   117   121   166   118   169 0.73 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 107802at6656         -            224     1e-09   35.8   0.3   3   4    0.0059      0.16    9.0   0.0   177   218   164   206   160   210 0.84 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 107802at6656         -            224     1e-09   35.8   0.3   4   4      0.02      0.53    7.3   0.0   152   212   223   282   206   291 0.77 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 107802at6656         -            224   1.6e-09   35.2   5.9   1   5    0.0073       0.2    8.7   0.0   153   214    71   133    50   141 0.85 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 107802at6656         -            224   1.6e-09   35.2   5.9   2   5         1        28    1.6   0.0   176   212   374   411   344   416 0.73 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 107802at6656         -            224   1.6e-09   35.2   5.9   3   5     0.011      0.29    8.1   0.4    11   109   419   513   412   519 0.83 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 107802at6656         -            224   1.6e-09   35.2   5.9   4   5   0.00057     0.016   12.3   0.0   180   213   522   555   516   562 0.91 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 107802at6656         -            224   1.6e-09   35.2   5.9   5   5       3.6        98   -0.1   0.0   151   181   628   658   625   664 0.85 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 107802at6656         -            224   1.7e-09   35.1   0.0   1   2   3.1e-06   8.4e-05   19.7   0.0   169   218    12    66     4    72 0.72 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 107802at6656         -            224   1.7e-09   35.1   0.0   2   2     0.002     0.054   10.5   0.0   185   213    76   104    62   107 0.84 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 107802at6656         -            224   2.8e-09   34.4   1.0   1   4    0.0015     0.042   10.9   0.0   125   214    36   122     1   129 0.78 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 107802at6656         -            224   2.8e-09   34.4   1.0   2   4    0.0055      0.15    9.1   0.0    12    47   171   206   151   208 0.80 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 107802at6656         -            224   2.8e-09   34.4   1.0   3   4   0.00075      0.02   11.9   0.1    12    56   171   215   167   247 0.76 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 107802at6656         -            224   2.8e-09   34.4   1.0   4   4      0.26       7.1    3.6   0.0     9    53   248   292   240   295 0.82 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 107802at6656         -            224   4.6e-09   33.6   0.1   1   1   4.5e-10   1.2e-08   32.3   0.1   142   216    79   152     2   160 0.85 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 107802at6656         -            224     5e-09   33.5   0.0   1   2   6.4e-06   0.00017   18.7   0.0   169   214    10    55     2    63 0.89 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 107802at6656         -            224     5e-09   33.5   0.0   2   2    0.0003    0.0082   13.2   0.0   186   212    69    95    61   104 0.86 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 107802at6656         -            224   5.5e-09   33.4   5.2   1   4       1.3        35    1.3   0.0   188   204     3    19     1    32 0.74 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 107802at6656         -            224   5.5e-09   33.4   5.2   2   4    0.0056      0.15    9.0   0.1   173   202    32    61    20    78 0.76 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 107802at6656         -            224   5.5e-09   33.4   5.2   3   4      0.07       1.9    5.5   0.2   134   185   162   213    65   216 0.59 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+  -            287 107802at6656         -            224   5.5e-09   33.4   5.2   4   4     3e-05   0.00082   16.5   0.2   162   213   235   286   182   287 0.91 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 107802at6656         -            224   6.6e-09   33.1   0.1   1   4     0.094       2.6    5.0   0.0   183   218     1    36     1    42 0.91 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 107802at6656         -            224   6.6e-09   33.1   0.1   2   4      0.56        15    2.5   0.0    68    85    60    77    56   131 0.74 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 107802at6656         -            224   6.6e-09   33.1   0.1   3   4    0.0018     0.048   10.7   0.0   177   218   180   221   143   226 0.80 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 107802at6656         -            224   6.6e-09   33.1   0.1   4   4     0.019      0.51    7.3   0.0    95   113   259   277   241   343 0.73 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 107802at6656         -            224   7.4e-09   33.0   0.3   1   3      0.14       3.7    4.5   0.1    69   115    96   142    92   161 0.91 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 107802at6656         -            224   7.4e-09   33.0   0.3   2   3   0.00032    0.0088   13.1   0.0   173   224   165   216   145   216 0.84 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 107802at6656         -            224   7.4e-09   33.0   0.3   3   3    0.0013     0.036   11.1   0.0   155   212   232   289   227   289 0.92 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 107802at6656         -            224     1e-08   32.5   0.0   1   3      0.18       4.9    4.1   0.0   185   216     2    34     1    42 0.78 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 107802at6656         -            224     1e-08   32.5   0.0   2   3   1.3e-07   3.6e-06   24.2   0.0   145   219    49   124    44   127 0.91 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 107802at6656         -            224     1e-08   32.5   0.0   3   3       2.1        58    0.6   0.0   183   213   150   180   140   181 0.84 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 107802at6656         -            224   1.2e-08   32.2   0.3   1   2   0.00016    0.0043   14.1   0.0   180   214    29    63    23    70 0.91 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 107802at6656         -            224   1.2e-08   32.2   0.3   2   2    0.0017     0.046   10.7   0.3    56    86   123   153    71   206 0.48 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 107802at6656         -            224   1.3e-08   32.1   0.0   1   2     3e-05   0.00081   16.5   0.0   177   218   264   305   260   310 0.90 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 107802at6656         -            224   1.3e-08   32.1   0.0   2   2   0.00041     0.011   12.8   0.0   150   216   496   562   469   566 0.90 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 107802at6656         -            224   1.4e-08   32.1   1.5   1   5    0.0015     0.042   10.9   0.1   151   215   151   225   125   234 0.70 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 107802at6656         -            224   1.4e-08   32.1   1.5   2   5      0.36       9.7    3.1   0.0    11    49   226   265   223   273 0.60 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 107802at6656         -            224   1.4e-08   32.1   1.5   3   5       7.1   1.9e+02   -1.1   0.0    12    42   269   300   265   314 0.74 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 107802at6656         -            224   1.4e-08   32.1   1.5   4   5     0.089       2.4    5.1   0.0    18    61   316   359   311   366 0.87 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 107802at6656         -            224   1.4e-08   32.1   1.5   5   5     0.014      0.38    7.8   0.0   196   222   380   406   362   407 0.85 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 107802at6656         -            224   1.5e-08   32.0   0.3   1   1   5.1e-07   1.4e-05   22.2   0.3    20   109     1   114     1   115 0.70 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 107802at6656         -            224   1.7e-08   31.8   0.0   1   2   5.3e-08   1.4e-06   25.5   0.0   183   215     1    33     1    39 0.94 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 107802at6656         -            224   1.7e-08   31.8   0.0   2   2      0.09       2.5    5.1   0.0   180   204    40    64    33    64 0.87 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 107802at6656         -            224   2.2e-08   31.4   0.5   1   4    0.0017     0.047   10.7   0.0   179   213   626   660   580   669 0.86 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 107802at6656         -            224   2.2e-08   31.4   0.5   2   4   0.00088     0.024   11.7   0.0   155   219   737   801   731   806 0.83 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 107802at6656         -            224   2.2e-08   31.4   0.5   3   4      0.37        10    3.1   0.0   158   216   877   937   865   943 0.77 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 107802at6656         -            224   2.2e-08   31.4   0.5   4   4       3.9     1e+02   -0.2   0.0   179   213   954   988   948   996 0.84 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 107802at6656         -            224   2.3e-08   31.3   0.0   1   2   5.6e-06   0.00015   18.8   0.0   177   217    28    68    15    75 0.86 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 107802at6656         -            224   2.3e-08   31.3   0.0   2   2    0.0041      0.11    9.5   0.0   176   222    87   133    70   135 0.88 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 107802at6656         -            224   2.7e-08   31.1   0.2   1   2      0.14       3.8    4.5   0.1    94   110    91   107    29   153 0.67 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 107802at6656         -            224   2.7e-08   31.1   0.2   2   2     9e-08   2.4e-06   24.7   0.1    67   214    92   242    90   252 0.80 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 107802at6656         -            224   3.3e-08   30.9   0.4   1   4    0.0006     0.016   12.2   0.1   164   207    30    73    17    84 0.85 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 107802at6656         -            224   3.3e-08   30.9   0.4   2   4     0.015       0.4    7.7   0.0   179   218    83   126    67   131 0.69 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 107802at6656         -            224   3.3e-08   30.9   0.4   3   4       0.2       5.3    4.0   0.0   155   211   189   245   182   256 0.83 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 107802at6656         -            224   3.3e-08   30.9   0.4   4   4      0.52        14    2.6   0.0    94   110   275   291   260   307 0.82 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 107802at6656         -            224   4.5e-08   30.4   0.2   1   3     3e-07   8.3e-06   23.0   0.0   182   218    40    76    37    83 0.93 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 107802at6656         -            224   4.5e-08   30.4   0.2   2   3       4.3   1.2e+02   -0.4   0.0   188   217    90   119    77   125 0.69 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 107802at6656         -            224   4.5e-08   30.4   0.2   3   3      0.23       6.4    3.7   0.0   182   212   175   205   133   205 0.88 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 107802at6656         -            224   5.3e-08   30.2   4.8   1   4     0.001     0.028   11.5   0.1   151   215   158   226   112   233 0.83 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 107802at6656         -            224   5.3e-08   30.2   4.8   2   4     0.024      0.65    7.0   0.1    17    81   261   334   258   342 0.64 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 107802at6656         -            224   5.3e-08   30.2   4.8   3   4    0.0034     0.093    9.7   0.0   163   218   328   385   316   392 0.73 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 107802at6656         -            224   5.3e-08   30.2   4.8   4   4     0.029      0.79    6.7   0.1   153   210   362   419   360   423 0.85 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 107802at6656         -            224   6.6e-08   29.9   0.9   1   3      0.99        27    1.7   0.0    99   122   103   126    58   217 0.60 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 107802at6656         -            224   6.6e-08   29.9   0.9   2   3   7.5e-05     0.002   15.2   0.1   157   220   233   300   224   304 0.82 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 107802at6656         -            224   6.6e-08   29.9   0.9   3   3    0.0046      0.13    9.3   0.0   187   221   310   344   302   347 0.86 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 107802at6656         -            224   1.3e-07   28.8   0.1   1   3         1        27    1.7   0.0    68   117    39    60    24    77 0.65 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 107802at6656         -            224   1.3e-07   28.8   0.1   2   3   2.2e-05    0.0006   16.9   0.0   160   215    81   135    71   144 0.82 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 107802at6656         -            224   1.3e-07   28.8   0.1   3   3     0.034      0.93    6.5   0.0   169   219   227   277   219   282 0.82 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 107802at6656         -            224   1.8e-07   28.4   0.2   1   4   5.1e-05    0.0014   15.7   0.0   126   215    26   116    16   125 0.80 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 107802at6656         -            224   1.8e-07   28.4   0.2   2   4       2.1        57    0.6   0.0   179   213   122   156   114   164 0.73 -
