#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 96592at6656          -            260  6.3e-119  393.7   4.3   1   1  3.4e-117  1.2e-115  382.9   4.3     1   260     1   321     1   321 0.87 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 96592at6656          -            260   5.9e-08   30.0   3.0   1   3      0.44        16    2.4   0.0   221   252    31    62    11    70 0.85 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 96592at6656          -            260   5.9e-08   30.0   3.0   2   3     0.006      0.22    8.5   0.4     6    76    78   154    73   167 0.72 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 96592at6656          -            260   5.9e-08   30.0   3.0   3   3   2.6e-05   0.00093   16.3   0.1     2    71   167   242   166   266 0.83 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 96592at6656          -            260   9.3e-08   29.4   0.7   1   4     0.088       3.2    4.7   0.0   227   254    83   110     5   116 0.74 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 96592at6656          -            260   9.3e-08   29.4   0.7   2   4       7.5   2.7e+02   -1.7   0.0     9    36   138   165   128   188 0.71 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 96592at6656          -            260   9.3e-08   29.4   0.7   3   4      0.11         4    4.3   0.0   137   159   182   204   165   208 0.87 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+   -            289 96592at6656          -            260   9.3e-08   29.4   0.7   4   4   2.3e-05   0.00082   16.4   0.0     4    56   218   270   214   288 0.91 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 96592at6656          -            260   9.7e-08   29.3   0.4   1   3    0.0013     0.047   10.7   0.0   220   253   489   522   475   526 0.89 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 96592at6656          -            260   9.7e-08   29.3   0.4   2   3      0.13       4.7    4.1   0.1   221   251   532   562   527   568 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+    -            619 96592at6656          -            260   9.7e-08   29.3   0.4   3   3    0.0023     0.084    9.8   0.1   221   250   574   603   568   608 0.91 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 96592at6656          -            260   1.1e-07   29.1   1.3   1   4     0.045       1.6    5.6   0.0     6    80    69   144    65   153 0.86 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 96592at6656          -            260   1.1e-07   29.1   1.3   2   4    0.0031      0.11    9.4   0.0   207   251   185   229   161   234 0.90 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 96592at6656          -            260   1.1e-07   29.1   1.3   3   4    0.0062      0.22    8.4   0.0     2    36   240   274   239   290 0.78 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 96592at6656          -            260   1.1e-07   29.1   1.3   4   4      0.75        27    1.6   0.0     5    57   285   338   281   346 0.87 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 96592at6656          -            260   2.3e-07   28.1   0.2   1   3      0.81        29    1.5   0.0   144   167    17    40     7    45 0.81 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 96592at6656          -            260   2.3e-07   28.1   0.2   2   3    0.0002    0.0071   13.4   0.1     2    74    44   125    43   132 0.75 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 96592at6656          -            260   2.3e-07   28.1   0.2   3   3    0.0025     0.092    9.7   0.0   220   251   131   162   126   167 0.88 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 96592at6656          -            260     3e-07   27.7   0.1   1   3     0.056         2    5.3   0.0   220   250    82   112    70   118 0.84 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 96592at6656          -            260     3e-07   27.7   0.1   2   3   0.00011    0.0039   14.2   0.0     2    70   124   198   123   208 0.82 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 96592at6656          -            260     3e-07   27.7   0.1   3   3      0.19         7    3.5   0.0   227   254   488   515   384   520 0.71 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 96592at6656          -            260   3.3e-07   27.6   5.3   1   4      0.41        15    2.5   0.0   147   162    17    32     1    77 0.69 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 96592at6656          -            260   3.3e-07   27.6   5.3   2   4    0.0038      0.14    9.1   0.3     2    54    91   139    90   152 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 96592at6656          -            260   3.3e-07   27.6   5.3   3   4       2.4        88   -0.1   0.0    21    52   156   185   148   194 0.65 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 96592at6656          -            260   3.3e-07   27.6   5.3   4   4   4.5e-05    0.0016   15.5   0.4    20    81   194   256   177   276 0.75 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 96592at6656          -            260   5.1e-07   26.9   0.0   1   2   8.8e-07   3.2e-05   21.1   0.0   135   250     5   116     1   122 0.83 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 96592at6656          -            260   5.1e-07   26.9   0.0   2   2       1.1        40    1.1   0.0     5    34   151   180   148   181 0.86 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 96592at6656          -            260   7.8e-07   26.3   1.6   1   4    0.0022      0.08    9.9   0.1   134   176    19    60    12   134 0.63 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 96592at6656          -            260   7.8e-07   26.3   1.6   2   4       3.2   1.2e+02   -0.5   0.0   223   251   142   170   137   181 0.76 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 96592at6656          -            260   7.8e-07   26.3   1.6   3   4       0.3        11    2.9   0.0     9    47   193   231   187   240 0.89 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 96592at6656          -            260   7.8e-07   26.3   1.6   4   4     0.011      0.38    7.7   0.0    15    60   244   290   238   300 0.82 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 96592at6656          -            260   7.9e-07   26.3   0.1   1   4      0.23       8.3    3.3   0.0    12    43    10    41     2    63 0.64 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 96592at6656          -            260   7.9e-07   26.3   0.1   2   4     0.014      0.51    7.3   0.1     2    49    86   134    85   172 0.68 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 96592at6656          -            260   7.9e-07   26.3   0.1   3   4      0.16       5.7    3.8   0.0   222   239   251   268   246   281 0.84 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 96592at6656          -            260   7.9e-07   26.3   0.1   4   4     0.032       1.2    6.1   0.0   215   254   286   327   277   333 0.77 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-       -            112 96592at6656          -            260     1e-06   26.0   2.2   1   2   2.9e-05    0.0011   16.1   1.2    26    86     2    68     1    79 0.77 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-       -            112 96592at6656          -            260     1e-06   26.0   2.2   2   2    0.0021     0.075   10.0   0.0     6    48    72   112    67   112 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 96592at6656          -            260   1.2e-06   25.7   9.2   1   5   7.4e-05    0.0027   14.8   1.2     5    77    72   150    68   170 0.81 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 96592at6656          -            260   1.2e-06   25.7   9.2   2   5      0.67        24    1.8   0.1   234   252   206   224   195   230 0.85 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 96592at6656          -            260   1.2e-06   25.7   9.2   3   5     0.045       1.6    5.6   0.0   135   162   244   271   227   306 0.78 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 96592at6656          -            260   1.2e-06   25.7   9.2   4   5     0.092       3.3    4.6   0.0    21    60   352   391   345   402 0.81 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 96592at6656          -            260   1.2e-06   25.7   9.2   5   5       1.5        53    0.7   0.0   142   160   390   408   388   409 0.87 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 96592at6656          -            260   1.3e-06   25.6   0.1   1   1   7.9e-08   2.9e-06   24.5   0.1     2    83     1    91     1   176 0.86 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 96592at6656          -            260   1.3e-06   25.6   1.9   1   5     0.086       3.1    4.7   0.0     8    46   145   182   138   191 0.84 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 96592at6656          -            260   1.3e-06   25.6   1.9   2   5     0.072       2.6    5.0   0.1   222   252   193   223   188   229 0.88 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 96592at6656          -            260   1.3e-06   25.6   1.9   3   5    0.0016     0.058   10.4   0.1     3    59   234   290   232   303 0.87 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 96592at6656          -            260   1.3e-06   25.6   1.9   4   5       4.6   1.7e+02   -1.0   0.0   201   245   297   340   291   352 0.65 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 96592at6656          -            260   1.3e-06   25.6   1.9   5   5       2.2        78    0.1   0.0   229   253   374   398   364   403 0.75 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 96592at6656          -            260   2.6e-06   24.6   0.9   1   3       1.3        45    0.9   0.0   227   248    29    50    25    57 0.85 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 96592at6656          -            260   2.6e-06   24.6   0.9   2   3   0.00029     0.011   12.8   0.4    17    79    81   149    72   184 0.77 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 96592at6656          -            260   2.6e-06   24.6   0.9   3   3     0.016      0.56    7.1   0.0     2    66   190   256   189   257 0.73 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 96592at6656          -            260   5.3e-06   23.6   1.5   1   2      0.04       1.5    5.8   0.0    46    75     1    34     1    39 0.68 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 96592at6656          -            260   5.3e-06   23.6   1.5   2   2   1.2e-05   0.00045   17.3   0.3     2    70    39   114    38   115 0.83 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 96592at6656          -            260   5.3e-06   23.6   0.0   1   3     0.031       1.1    6.1   0.0   217   254    11    48     7    52 0.83 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 96592at6656          -            260   5.3e-06   23.6   0.0   2   3    0.0017     0.062   10.3   0.0     2    45    56    99    55   109 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 96592at6656          -            260   5.3e-06   23.6   0.0   3   3      0.18       6.5    3.7   0.0   227   251   118   142   110   148 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 96592at6656          -            260   9.4e-06   22.8   1.5   1   3    0.0012     0.043   10.8   0.3    21    71     3    60     1    79 0.68 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 96592at6656          -            260   9.4e-06   22.8   1.5   2   3    0.0043      0.16    9.0   0.1     2    57    26    81    25    98 0.78 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 96592at6656          -            260   9.4e-06   22.8   1.5   3   3    0.0023     0.082    9.9   0.0     2    48   112   157   111   178 0.90 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 96592at6656          -            260   1.1e-05   22.6   5.4   1   3     0.025      0.92    6.4   0.0     5    60   121   173   118   180 0.87 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 96592at6656          -            260   1.1e-05   22.6   5.4   2   3   3.3e-05    0.0012   15.9   0.5     1    76   202   284   202   300 0.80 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 96592at6656          -            260   1.1e-05   22.6   5.4   3   3       1.9        68    0.3   0.1   126   161   368   403   328   406 0.65 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 96592at6656          -            260   1.6e-05   22.0   0.0   1   2     0.016      0.59    7.1   0.0     2    36    41    76    40   119 0.82 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 96592at6656          -            260   1.6e-05   22.0   0.0   2   2   0.00035     0.013   12.5   0.0   135   202   134   200    93   211 0.78 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 96592at6656          -            260   1.7e-05   22.0   0.0   1   4         5   1.8e+02   -1.1   0.1    47   158    76   101    47   116 0.58 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 96592at6656          -            260   1.7e-05   22.0   0.0   2   4    0.0025     0.089    9.8   0.0   222   250   139   167   132   171 0.90 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 96592at6656          -            260   1.7e-05   22.0   0.0   3   4       1.6        59    0.5   0.0   220   250   179   209   172   215 0.72 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 96592at6656          -            260   1.7e-05   22.0   0.0   4   4     0.034       1.2    6.0   0.0   217   246   257   286   243   290 0.85 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 96592at6656          -            260   1.8e-05   21.9   0.2   1   3      0.45        16    2.4   0.0   209   209    91    91    25   136 0.56 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 96592at6656          -            260   1.8e-05   21.9   0.2   2   3      0.81        29    1.5   0.0     4    45   103   144   100   204 0.61 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 96592at6656          -            260   1.8e-05   21.9   0.2   3   3   6.8e-05    0.0025   14.9   0.0   225   250   244   269   232   277 0.88 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+   -            145 96592at6656          -            260   1.9e-05   21.8   0.0   1   2     0.052       1.9    5.4   0.0   229   253    18    42    11    46 0.85 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+   -            145 96592at6656          -            260   1.9e-05   21.8   0.0   2   2   9.6e-05    0.0035   14.4   0.0   217   255    61    99    52   104 0.93 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 96592at6656          -            260   2.6e-05   21.3   3.7   1   4     0.066       2.4    5.1   0.0   227   254   217   244   208   248 0.90 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 96592at6656          -            260   2.6e-05   21.3   3.7   2   4       7.1   2.6e+02   -1.6   0.0   228   251   268   291   264   296 0.74 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 96592at6656          -            260   2.6e-05   21.3   3.7   3   4     0.023      0.84    6.6   0.0     4    50   305   351   302   354 0.93 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 96592at6656          -            260   2.6e-05   21.3   3.7   4   4   0.00051     0.019   12.0   0.1     3    55   346   397   344   430 0.86 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 96592at6656          -            260   2.7e-05   21.3   0.0   1   2    0.0008     0.029   11.4   0.0   219   257    21    59     6    62 0.83 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 96592at6656          -            260   2.7e-05   21.3   0.0   2   2    0.0072      0.26    8.2   0.0   226   255    70    99    66   107 0.70 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 96592at6656          -            260   4.1e-05   20.7   0.6   1   2     0.014       0.5    7.3   0.0   209   250    68   108    57   113 0.81 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 96592at6656          -            260   4.1e-05   20.7   0.6   2   2   0.00078     0.028   11.4   0.1     4   113   122   239   119   279 0.74 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 96592at6656          -            260   7.1e-05   19.9   0.0   1   1   2.5e-05   0.00091   16.3   0.0   130   246    55   172    11   177 0.74 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 96592at6656          -            260   7.5e-05   19.8   0.4   1   2    0.0003     0.011   12.7   0.3   141   246     8   108     2   122 0.52 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 96592at6656          -            260   7.5e-05   19.8   0.4   2   2       6.4   2.3e+02   -1.4   0.0   222   235   125   138   115   147 0.82 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 96592at6656          -            260   7.6e-05   19.8   0.2   1   2       8.3     3e+02   -1.8   0.0   228   251     2    25     1    31 0.81 -
22611at6656_1629725_0:000db0|TRINITY_DN87964_c7_g1_i3:1115-1729|+ -            205 96592at6656          -            260   7.6e-05   19.8   0.2   2   2   2.4e-05   0.00088   16.3   0.1     5   101    42   146    39   205 0.61 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+   -             85 96592at6656          -            260   7.7e-05   19.8   0.1   1   1   2.2e-06   7.9e-05   19.8   0.1    23    82     3    68     1    84 0.76 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 96592at6656          -            260   0.00015   18.9   0.1   1   3     0.016      0.57    7.1   0.0     3    34    33    63    31    71 0.70 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 96592at6656          -            260   0.00015   18.9   0.1   2   3      0.02      0.71    6.8   0.0    97   163    68   127    57   132 0.70 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 96592at6656          -            260   0.00015   18.9   0.1   3   3    0.0045      0.16    8.9   0.1     1    54    91   144    91   163 0.86 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 96592at6656          -            260   0.00018   18.6   0.2   1   2   0.00027    0.0096   12.9   0.1     8   109     4   122     1   168 0.70 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 96592at6656          -            260   0.00018   18.6   0.2   2   2      0.24       8.9    3.2   0.0   216   246   270   300   206   305 0.81 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 96592at6656          -            260   0.00022   18.3   0.6   1   3      0.23       8.5    3.3   0.1     9    68    34    94    27   103 0.79 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 96592at6656          -            260   0.00022   18.3   0.6   2   3    0.0046      0.17    8.9   0.1     2    55   111   164   110   215 0.82 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 96592at6656          -            260   0.00022   18.3   0.6   3   3      0.28        10    3.0   0.0   217   249   238   270   232   272 0.89 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 96592at6656          -            260   0.00023   18.3   0.0   1   2      0.02      0.74    6.8   0.0   225   255   232   262   227   265 0.94 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 96592at6656          -            260   0.00023   18.3   0.0   2   2    0.0049      0.18    8.8   0.0   220   255   269   304   264   307 0.89 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 96592at6656          -            260   0.00027   18.0   0.1   1   3       1.9        70    0.3   0.0   230   251     5    26     2    46 0.75 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 96592at6656          -            260   0.00027   18.0   0.1   2   3      0.38        14    2.6   0.1   137   162    85   110    73   116 0.85 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-   -            183 96592at6656          -            260   0.00027   18.0   0.1   3   3   0.00082      0.03   11.3   0.0   220   254   117   151   113   155 0.89 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 96592at6656          -            260   0.00055   17.0   0.0   1   1   2.2e-05   0.00078   16.5   0.0     4    52     1    49     1    64 0.91 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 96592at6656          -            260   0.00059   16.9   2.1   1   3      0.74        27    1.6   0.0   220   249    81   110    68   120 0.85 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 96592at6656          -            260   0.00059   16.9   2.1   2   3      0.41        15    2.5   0.1    96   166   174   253   155   259 0.49 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 96592at6656          -            260   0.00059   16.9   2.1   3   3    0.0024     0.087    9.8   0.4     3    97   262   363   260   402 0.73 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 96592at6656          -            260   0.00061   16.8   0.0   1   2      0.13       4.7    4.1   0.0   228   251    77   100    59   106 0.85 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 96592at6656          -            260   0.00061   16.8   0.0   2   2    0.0017     0.062   10.3   0.0     2    55   169   223   168   244 0.88 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 96592at6656          -            260   0.00067   16.7   0.1   1   2   7.9e-05    0.0029   14.7   0.0     3    87     7    99     5   108 0.70 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 96592at6656          -            260   0.00067   16.7   0.1   2   2       3.3   1.2e+02   -0.5   0.0    68   104   206   244   171   256 0.59 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|- -             64 96592at6656          -            260   0.00098   16.2   0.0   1   1   2.7e-05   0.00098   16.2   0.0     2    56     3    55     2    64 0.87 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 96592at6656          -            260    0.0012   15.9   0.7   1   2    0.0022      0.08    9.9   0.1     2    93    55   149    54   160 0.77 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 96592at6656          -            260    0.0012   15.9   0.7   2   2      0.15       5.4    3.9   0.0    12    54   233   274   221   292 0.82 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 96592at6656          -            260    0.0022   15.0   0.0   1   3       1.2        42    1.0   0.0   220   250     2    33     1    41 0.46 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 96592at6656          -            260    0.0022   15.0   0.0   2   3     0.017       0.6    7.0   0.0     2    56    52   107    51   108 0.88 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 96592at6656          -            260    0.0022   15.0   0.0   3   3     0.026      0.95    6.4   0.0     5    54    98   147    94   177 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 96592at6656          -            260    0.0027   14.7   0.0   1   2    0.0071      0.26    8.2   0.0   198   257   608   665   537   668 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 96592at6656          -            260    0.0027   14.7   0.0   2   2      0.21       7.5    3.4   0.0   207   251   751   795   743   801 0.76 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 96592at6656          -            260    0.0033   14.4   0.0   1   3         5   1.8e+02   -1.1   0.0   133   162    16    44     8    58 0.78 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 96592at6656          -            260    0.0033   14.4   0.0   2   3      0.26       9.5    3.1   0.0   225   250    64    89    52    96 0.84 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 96592at6656          -            260    0.0033   14.4   0.0   3   3     0.012      0.43    7.5   0.0   144   237   111   206   105   222 0.71 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 96592at6656          -            260    0.0034   14.4   0.4   1   3       1.3        46    0.9   0.0   208   248   211   252   184   260 0.78 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 96592at6656          -            260    0.0034   14.4   0.4   2   3      0.71        26    1.7   0.0   116   161   255   302   242   306 0.76 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 96592at6656          -            260    0.0034   14.4   0.4   3   3     0.011       0.4    7.6   0.0   133   183   563   618   526   628 0.81 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 96592at6656          -            260    0.0055   13.7   0.2   1   2    0.0055       0.2    8.6   0.1   217   247    26    56     6    61 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 96592at6656          -            260    0.0055   13.7   0.2   2   2      0.24       8.6    3.3   0.0    65    86    65    86    53   107 0.59 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 96592at6656          -            260    0.0099   12.9   0.1   1   1    0.0019     0.067   10.2   0.1     5   253    50   291    46   297 0.70 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 96592at6656          -            260      0.01   12.8   0.4   1   2     0.015      0.56    7.1   0.0   219   250    11    42     6    51 0.85 -
