#                                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-      -            156 111730at33208        -            629   1.2e-76  254.0   0.4   1   1   1.8e-77   1.3e-76  253.8   0.4   161   311     2   156     1   156 0.96 -
380583at33208_1049336_0:00137f|TRINITY_DN79185_c7_g1_i6:749-1774|-   -            342 111730at33208        -            629   1.3e-07   25.9   0.3   2   3       3.4        26   -1.5   0.0   316   348   201   233   188   248 0.67 -
380583at33208_1049336_0:00137f|TRINITY_DN79185_c7_g1_i6:749-1774|-   -            342 111730at33208        -            629   1.3e-07   25.9   0.3   3   3     0.033      0.25    5.1   0.0   141   190   247   296   217   302 0.83 -
448514at33208_1218281_0:001263|TRINITY_DN86602_c12_g1_i1:30-551|-    -            174 111730at33208        -            629   1.7e-07   25.5   2.3   1   2     0.015      0.11    6.3   0.0   163   194    30    61    24    68 0.91 -
448514at33208_1218281_0:001263|TRINITY_DN86602_c12_g1_i1:30-551|-    -            174 111730at33208        -            629   1.7e-07   25.5   2.3   2   2   0.00014    0.0011   12.9   3.5    64   117   118   172   111   174 0.85 -
380583at33208_34638_0:002c2d|TRINITY_DN76578_c9_g1_i6:2185-2994|+    -            270 111730at33208        -            629     2e-07   25.3   0.1   1   3     0.008     0.061    7.2   0.0    87   116     6    35     1    44 0.62 -
380583at33208_34638_0:002c2d|TRINITY_DN76578_c9_g1_i6:2185-2994|+    -            270 111730at33208        -            629     2e-07   25.3   0.1   2   3     0.057      0.43    4.4   0.0    86   197    58    92    49   131 0.51 -
380583at33208_34638_0:002c2d|TRINITY_DN76578_c9_g1_i6:2185-2994|+    -            270 111730at33208        -            629     2e-07   25.3   0.1   3   3    0.0013    0.0095    9.8   0.0   180   230   170   225   157   270 0.56 -
472352at33208_8208_0:0021c3|TRINITY_DN86274_c10_g1_i1:561-890|+      -            110 111730at33208        -            629   2.2e-07   25.1   0.5   1   2   1.5e-05   0.00012   16.1   0.1   159   197    23    61     6    67 0.84 -
472352at33208_8208_0:0021c3|TRINITY_DN86274_c10_g1_i1:561-890|+      -            110 111730at33208        -            629   2.2e-07   25.1   0.5   2   2    0.0045     0.034    8.0   0.0   161   196    68   103    62   107 0.89 -
380583at33208_54969_0:003ca4|TRINITY_DN82556_c9_g1_i14:287-982|+     -            232 111730at33208        -            629   2.7e-07   24.9   0.9   1   1   5.1e-08   3.8e-07   24.4   0.9   165   275     1   112     1   120 0.89 -
448514at33208_1218281_0:001263|TRINITY_DN87574_c7_g1_i6:4671-5120|-  -            150 111730at33208        -            629   3.2e-07   24.6   1.6   1   2     3e-05   0.00022   15.2   0.0    85   119    60    94    51    99 0.91 -
448514at33208_1218281_0:001263|TRINITY_DN87574_c7_g1_i6:4671-5120|-  -            150 111730at33208        -            629   3.2e-07   24.6   1.6   2   2     0.004     0.031    8.2   0.7   158   194   114   150   103   150 0.90 -
380583at33208_10228_0:002359|TRINITY_DN87761_c2_g1_i2:1054-1722|+    -            223 111730at33208        -            629   4.5e-07   24.1   1.1   1   2   0.00035    0.0027   11.7   0.1   105   201     2   115     1   125 0.64 -
380583at33208_10228_0:002359|TRINITY_DN87761_c2_g1_i2:1054-1722|+    -            223 111730at33208        -            629   4.5e-07   24.1   1.1   2   2    0.0038     0.029    8.3   0.1    86   118   118   150   111   184 0.83 -
380583at33208_7209_0:001a44|TRINITY_DN85375_c3_g2_i8:2681-3238|-     -            186 111730at33208        -            629     5e-07   24.0   3.4   1   2   0.00053     0.004   11.1   0.8   132   194     2    67     1    75 0.79 -
380583at33208_7209_0:001a44|TRINITY_DN85375_c3_g2_i8:2681-3238|-     -            186 111730at33208        -            629     5e-07   24.0   3.4   2   2   9.3e-05    0.0007   13.6   0.1   125   223    80   184    72   186 0.71 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+   -             94 111730at33208        -            629   8.4e-07   23.2   0.0   1   2   2.3e-06   1.7e-05   18.9   0.0   158   223    12    81     2    84 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+   -             94 111730at33208        -            629   8.4e-07   23.2   0.0   2   2    0.0045     0.034    8.0   0.0   161   191    57    87    50    93 0.87 -
380583at33208_50429_0:0004db|TRINITY_DN76062_c4_g3_i5:3337-3855|-    -            173 111730at33208        -            629     1e-06   22.9   0.1   1   2   4.6e-07   3.5e-06   21.2   0.0   124   200    12    90     6    97 0.87 -
380583at33208_50429_0:0004db|TRINITY_DN76062_c4_g3_i5:3337-3855|-    -            173 111730at33208        -            629     1e-06   22.9   0.1   2   2       2.8        21   -1.2   0.0   249   270   115   136   104   143 0.59 -
380583at33208_7962_0:006e7a|TRINITY_DN82468_c10_g1_i3:2927-3622|-    -            232 111730at33208        -            629   1.3e-06   22.6   0.0   1   2   6.1e-07   4.6e-06   20.8   0.0    87   194    24   141     5   176 0.80 -
380583at33208_7962_0:006e7a|TRINITY_DN82468_c10_g1_i3:2927-3622|-    -            232 111730at33208        -            629   1.3e-06   22.6   0.0   2   2       1.3       9.7   -0.1   0.0   158   223   203   230   148   232 0.51 -
380583at33208_7200_0:0017c6|TRINITY_DN91433_c7_g1_i1:248-1084|+      -            279 111730at33208        -            629   1.8e-06   22.1   0.0   1   1   3.8e-07   2.9e-06   21.4   0.0    62   141     7    92     3   196 0.76 -
380583at33208_6412_0:0052ab|TRINITY_DN87686_c12_g1_i5:1098-1739|-    -            214 111730at33208        -            629   1.9e-06   22.1   2.5   1   2       1.2       9.4   -0.1   0.0   163   193     4    35     2    43 0.83 -
380583at33208_6412_0:0052ab|TRINITY_DN87686_c12_g1_i5:1098-1739|-    -            214 111730at33208        -            629   1.9e-06   22.1   2.5   2   2   2.2e-06   1.7e-05   18.9   2.5   160   262   103   211    67   214 0.78 -
380583at33208_7004_0:0006aa|TRINITY_DN82334_c12_g1_i3:48-452|+       -            135 111730at33208        -            629   2.1e-06   21.9   0.8   1   2     0.059      0.45    4.3   0.0   153   189    12    48     7    58 0.74 -
380583at33208_7004_0:0006aa|TRINITY_DN82334_c12_g1_i3:48-452|+       -            135 111730at33208        -            629   2.1e-06   21.9   0.8   2   2   1.3e-05   9.7e-05   16.4   0.2   157   222    62   131    55   134 0.83 -
380583at33208_6500_0:000e99|TRINITY_DN72062_c12_g1_i3:1182-2048|+    -            289 111730at33208        -            629   4.7e-06   20.8   3.4   1   2    0.0017     0.013    9.4   0.1    88   143     1    66     1    69 0.68 -
380583at33208_6500_0:000e99|TRINITY_DN72062_c12_g1_i3:1182-2048|+    -            289 111730at33208        -            629   4.7e-06   20.8   3.4   2   2     0.014       0.1    6.4   0.1   143   193   237   288   213   289 0.69 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+   -            212 111730at33208        -            629   5.7e-06   20.5   0.0   1   1   2.5e-06   1.9e-05   18.7   0.0    95   262    10   191     4   196 0.64 -
380583at33208_62625_0:0005f7|TRINITY_DN84958_c6_g2_i4:780-1469|+     -            230 111730at33208        -            629   6.2e-06   20.4   0.0   1   2   2.7e-05    0.0002   15.4   0.0   153   198    20    64     5   110 0.74 -
380583at33208_62625_0:0005f7|TRINITY_DN84958_c6_g2_i4:780-1469|+     -            230 111730at33208        -            629   6.2e-06   20.4   0.0   2   2      0.11      0.85    3.4   0.0   171   221   175   229   119   230 0.74 -
448514at33208_38123_0:000be9|TRINITY_DN80473_c9_g2_i2:792-1136|-     -            115 111730at33208        -            629   6.7e-06   20.3   0.3   1   2    0.0038     0.029    8.3   0.0   127   194     4    72     1    76 0.78 -
448514at33208_38123_0:000be9|TRINITY_DN80473_c9_g2_i2:792-1136|-     -            115 111730at33208        -            629   6.7e-06   20.3   0.3   2   2   0.00074    0.0056   10.6   0.1   160   194    81   114    75   115 0.83 -
380583at33208_104452_0:000528|TRINITY_DN77348_c7_g1_i3:1829-2608|+   -            260 111730at33208        -            629   7.3e-06   20.1   0.7   1   3     0.022      0.17    5.7   0.0   171   201     7    36     1    79 0.75 -
380583at33208_104452_0:000528|TRINITY_DN77348_c7_g1_i3:1829-2608|+   -            260 111730at33208        -            629   7.3e-06   20.1   0.7   2   3   0.00073    0.0055   10.6   0.0   134   198   115   184   107   190 0.84 -
380583at33208_104452_0:000528|TRINITY_DN77348_c7_g1_i3:1829-2608|+   -            260 111730at33208        -            629   7.3e-06   20.1   0.7   3   3      0.74       5.6    0.7   0.0   178   204   210   236   204   260 0.66 -
380583at33208_418985_0:000202|TRINITY_DN86640_c10_g1_i3:816-1481|+   -            222 111730at33208        -            629   7.7e-06   20.0   2.2   1   2     9e-06   6.8e-05   16.9   1.5   156   232    52   135    43   176 0.72 -
380583at33208_418985_0:000202|TRINITY_DN86640_c10_g1_i3:816-1481|+   -            222 111730at33208        -            629   7.7e-06   20.0   2.2   2   2     0.022      0.16    5.8   0.2     9   116   106   220   101   222 0.68 -
380583at33208_88015_0:00177d|TRINITY_DN89543_c6_g1_i3:96-773|-       -            226 111730at33208        -            629   1.1e-05   19.6   0.0   1   2    0.0086     0.065    7.1   0.0   111   204    16   110    10   134 0.74 -
380583at33208_88015_0:00177d|TRINITY_DN89543_c6_g1_i3:96-773|-       -            226 111730at33208        -            629   1.1e-05   19.6   0.0   2   2   0.00022    0.0017   12.3   0.0    90   219    73   211    67   217 0.53 -
380583at33208_39758_0:002baf|TRINITY_DN82339_c12_g2_i1:532-789|+     -             86 111730at33208        -            629   1.8e-05   18.9   0.4   1   2     0.021      0.16    5.8   0.1   178   201    20    43    12    46 0.77 -
380583at33208_39758_0:002baf|TRINITY_DN82339_c12_g2_i1:532-789|+     -             86 111730at33208        -            629   1.8e-05   18.9   0.4   2   2   0.00028    0.0021   12.0   0.1   163   196    47    78    43    85 0.84 -
380583at33208_32264_0:0026c4|TRINITY_DN92335_c1_g2_i6:309-1025|+     -            239 111730at33208        -            629   1.8e-05   18.9   5.0   1   2    0.0036     0.028    8.3   1.2   127   258     3   145     1   151 0.73 -
380583at33208_32264_0:0026c4|TRINITY_DN92335_c1_g2_i6:309-1025|+     -            239 111730at33208        -            629   1.8e-05   18.9   5.0   2   2   0.00014    0.0011   13.0   0.4   174   242   139   215   133   223 0.66 -
380583at33208_7897_0:001396|TRINITY_DN83055_c5_g1_i4:525-1127|+      -            201 111730at33208        -            629   1.9e-05   18.8   1.6   1   1   1.1e-05   8.5e-05   16.6   1.2   205   281    98   177     4   187 0.57 -
472352at33208_34740_0:002eea|TRINITY_DN92405_c11_g1_i2:286-876|+     -            197 111730at33208        -            629     2e-05   18.7   0.1   1   2      0.56       4.2    1.1   0.0   160   197    29    67     7    96 0.64 -
472352at33208_34740_0:002eea|TRINITY_DN92405_c11_g1_i2:286-876|+     -            197 111730at33208        -            629     2e-05   18.7   0.1   2   2     1e-05   7.9e-05   16.7   0.0    52   116    83   150    34   184 0.73 -
380583at33208_225164_0:005929|TRINITY_DN80667_c15_g1_i2:305-1021|+   -            239 111730at33208        -            629   2.6e-05   18.3   0.9   1   2     0.037      0.28    5.0   0.0    86   118     5    37     2    43 0.91 -
380583at33208_225164_0:005929|TRINITY_DN80667_c15_g1_i2:305-1021|+   -            239 111730at33208        -            629   2.6e-05   18.3   0.9   2   2   0.00038    0.0029   11.5   0.3   121   199    63   143    50   163 0.62 -
380583at33208_7237_0:0006d5|TRINITY_DN85821_c14_g1_i1:276-995|+      -            240 111730at33208        -            629   2.6e-05   18.3   0.2   1   2     0.012     0.091    6.6   0.0   163   197    49    82    30    86 0.82 -
380583at33208_7237_0:0006d5|TRINITY_DN85821_c14_g1_i1:276-995|+      -            240 111730at33208        -            629   2.6e-05   18.3   0.2   2   2       4.6        35   -1.9   0.0   144   169   193   218   177   228 0.79 -
111730at33208_30019_0:0005ac|TRINITY_DN90391_c7_g1_i12:1328-1870|-   -            181 111730at33208        -            629   2.6e-05   18.3   0.1   1   1   4.1e-06   3.1e-05   18.1   0.1    52   154    53   163    12   181 0.72 -
380583at33208_6198_0:00341c|TRINITY_DN90840_c6_g1_i9:2311-3006|+     -            232 111730at33208        -            629   3.6e-05   17.8   0.1   1   2   2.3e-05   0.00018   15.6   0.1    48   119    31   103    28   141 0.75 -
380583at33208_6198_0:00341c|TRINITY_DN90840_c6_g1_i9:2311-3006|+     -            232 111730at33208        -            629   3.6e-05   17.8   0.1   2   2       1.5        12   -0.4   0.0    80   117   182   222   179   232 0.73 -
380583at33208_133434_0:003b86|TRINITY_DN88294_c4_g1_i9:2167-3094|+   -            211 111730at33208        -            629   3.7e-05   17.8   0.1   1   3    0.0011    0.0084   10.0   0.0   163   192     3    32     1    38 0.88 -
380583at33208_133434_0:003b86|TRINITY_DN88294_c4_g1_i9:2167-3094|+   -            211 111730at33208        -            629   3.7e-05   17.8   0.1   2   3      0.22       1.7    2.4   0.0   174   225   104   159    96   173 0.58 -
380583at33208_133434_0:003b86|TRINITY_DN88294_c4_g1_i9:2167-3094|+   -            211 111730at33208        -            629   3.7e-05   17.8   0.1   3   3       1.3        10   -0.2   0.0    85   116   180   211   175   211 0.86 -
380583at33208_29159_0:003170|TRINITY_DN88572_c7_g1_i6:43-894|-       -            284 111730at33208        -            629   6.7e-05   17.0   0.1   1   2      0.15       1.2    2.9   0.0   131   196     2    73     1    79 0.73 -
380583at33208_29159_0:003170|TRINITY_DN88572_c7_g1_i6:43-894|-       -            284 111730at33208        -            629   6.7e-05   17.0   0.1   2   2   0.00035    0.0026   11.7   0.0    85   118    84   117    80   136 0.85 -
380583at33208_29031_0:0013b6|TRINITY_DN82757_c9_g2_i2:397-768|-      -            124 111730at33208        -            629   8.3e-05   16.6   0.0   1   1   4.2e-05   0.00032   14.7   0.0   124   195    49   122    41   124 0.82 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 111730at33208        -            629   0.00013   16.0   0.0   1   2     0.015      0.12    6.3   0.0   245   271    65    91    58   107 0.82 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-   -            179 111730at33208        -            629   0.00013   16.0   0.0   2   2    0.0046     0.035    8.0   0.0    11    72   110   173   102   176 0.80 -
380583at33208_1737458_0:00511b|TRINITY_DN81367_c0_g2_i1:68-346|-     -             93 111730at33208        -            629   0.00018   15.6   0.1   1   1   0.00098    0.0075   10.2   0.0   165   212     1    50     1    53 0.75 -
380583at33208_29159_0:002c90|TRINITY_DN81367_c0_g1_i1:15-341|-       -            109 111730at33208        -            629   0.00022   15.3   1.7   1   2   5.5e-05   0.00042   14.3   0.8   145   215     3    74     1    93 0.68 -
380583at33208_29159_0:002c90|TRINITY_DN81367_c0_g1_i1:15-341|-       -            109 111730at33208        -            629   0.00022   15.3   1.7   2   2      0.32       2.4    1.9   0.0    98   194    79    98    62   107 0.56 -
380583at33208_7536_0:00293c|TRINITY_DN90217_c3_g1_i1:342-917|+       -            192 111730at33208        -            629   0.00025   15.1   0.0   1   1   5.5e-05   0.00042   14.3   0.0   160   198    15    53     3    76 0.87 -
380583at33208_72036_0:002c65|TRINITY_DN74360_c12_g2_i2:282-911|+     -            210 111730at33208        -            629   0.00025   15.0   0.0   1   1   5.3e-05    0.0004   14.4   0.0    62   117   151   207   139   209 0.81 -
380583at33208_6573_0:0014d2|TRINITY_DN80445_c11_g1_i4:188-751|-      -            188 111730at33208        -            629   0.00028   14.9   0.1   1   1   4.3e-05   0.00033   14.7   0.1   127   195    32   102    22   137 0.85 -
380583at33208_9258_0:003cbc|TRINITY_DN73000_c10_g2_i1:86-280|+       -             65 111730at33208        -            629   0.00033   14.7   0.0   1   1   4.6e-05   0.00035   14.6   0.0   164   223     2    65     1    65 0.83 -
111730at33208_8022_0:008577|TRINITY_DN76062_c4_g3_i5:5140-5409|-     -             90 111730at33208        -            629   0.00035   14.6   0.0   1   1   5.3e-05    0.0004   14.4   0.0   177   230    30    90    24    90 0.70 -
380583at33208_6279_0:0022d9|TRINITY_DN93328_c6_g1_i6:2976-3407|-     -            144 111730at33208        -            629   0.00038   14.5   1.5   1   1   0.00015    0.0011   12.9   1.3   173   271     2   115     1   126 0.77 -
380583at33208_29159_0:003170|TRINITY_DN74606_c10_g1_i7:1348-1770|-   -            141 111730at33208        -            629   0.00046   14.2   1.0   1   1    0.0008    0.0061   10.5   1.0   132   206    15    99    12   124 0.65 -
472352at33208_37653_0:002944|TRINITY_DN90607_c6_g1_i9:2079-2681|+    -            201 111730at33208        -            629   0.00051   14.0   0.3   1   1   0.00011    0.0008   13.4   0.3   124   196    92   168    90   199 0.77 -
448514at33208_1218281_0:001263|TRINITY_DN69814_c0_g1_i1:884-1318|-   -            145 111730at33208        -            629   0.00059   13.8   0.1   1   1   8.7e-05   0.00066   13.7   0.1   145   221    32   111    13   127 0.86 -
380583at33208_6210_0:001f6b|TRINITY_DN81296_c10_g1_i2:2794-3771|-    -            326 111730at33208        -            629   0.00089   13.2   0.2   1   1   0.00032    0.0024   11.8   0.2   157   196   256   296   150   300 0.58 -
380583at33208_121225_0:000a5f|TRINITY_DN69814_c0_g1_i1:1814-2458|-   -            215 111730at33208        -            629    0.0011   12.9   0.0   1   2       1.1       8.7    0.1   0.0    24   116    31   126    15   130 0.63 -
380583at33208_121225_0:000a5f|TRINITY_DN69814_c0_g1_i1:1814-2458|-   -            215 111730at33208        -            629    0.0011   12.9   0.0   2   2    0.0014      0.01    9.7   0.0    30   115   122   215   114   215 0.70 -
380583at33208_39758_0:00029d|TRINITY_DN93438_c7_g1_i18:778-1089|+    -            104 111730at33208        -            629    0.0016   12.4   0.1   1   1   0.00027    0.0021   12.0   0.1   127   197    24    99    16   102 0.79 -
380583at33208_6183_0:00159c|TRINITY_DN77327_c10_g2_i3:1746-2309|+    -            188 111730at33208        -            629    0.0016   12.4   0.0   1   1   0.00045    0.0034   11.3   0.0   125   195    79   151    75   183 0.77 -
472352at33208_6198_0:003e11|TRINITY_DN76209_c5_g1_i2:1208-1384|+     -             59 111730at33208        -            629    0.0025   11.8   0.3   1   2       1.4        10   -0.2   0.0   182   195     5    18     2    26 0.87 -
472352at33208_6198_0:003e11|TRINITY_DN76209_c5_g1_i2:1208-1384|+     -             59 111730at33208        -            629    0.0025   11.8   0.3   2   2   0.00076    0.0057   10.6   0.2   159   191    25    56    12    59 0.79 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+    -             51 111730at33208        -            629    0.0028   11.6   0.1   1   1   0.00039     0.003   11.5   0.1   159   198     2    42     1    48 0.85 -
380583at33208_108931_0:000149|TRINITY_DN92934_c7_g1_i5:567-1169|-    -            201 111730at33208        -            629    0.0029   11.6   0.1   1   2    0.0014     0.011    9.7   0.1   128   214    16   107    12   118 0.70 -
380583at33208_108931_0:000149|TRINITY_DN92934_c7_g1_i5:567-1169|-    -            201 111730at33208        -            629    0.0029   11.6   0.1   2   2       3.9        29   -1.7   0.0   155   189   160   195   135   199 0.66 -
380583at33208_35019_0:002c56|TRINITY_DN87574_c7_g1_i6:3866-4459|-    -            198 111730at33208        -            629    0.0029   11.5   0.2   1   3     0.004      0.03    8.2   0.0   164   195     2    33     1    41 0.94 -
380583at33208_35019_0:002c56|TRINITY_DN87574_c7_g1_i6:3866-4459|-    -            198 111730at33208        -            629    0.0029   11.5   0.2   2   3       2.1        16   -0.8   0.0   245   276    53    85    47   105 0.65 -
380583at33208_35019_0:002c56|TRINITY_DN87574_c7_g1_i6:3866-4459|-    -            198 111730at33208        -            629    0.0029   11.5   0.2   3   3       1.6        12   -0.5   0.0   245   270   156   181   147   188 0.79 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-    -            128 111730at33208        -            629    0.0031   11.5   0.0   1   1     0.032      0.25    5.2   0.0   177   196     7    26     3    50 0.70 -
380583at33208_9483_0:000657|TRINITY_DN89994_c8_g2_i2:1281-1610|+     -            110 111730at33208        -            629    0.0043   11.0   0.0   1   2     0.039      0.29    4.9   0.0    90   117     3    30     1    40 0.69 -
380583at33208_9483_0:000657|TRINITY_DN89994_c8_g2_i2:1281-1610|+     -            110 111730at33208        -            629    0.0043   11.0   0.0   2   2     0.073      0.55    4.0   0.0   172   212    64   107    52   109 0.77 -
380583at33208_7536_0:00293c|TRINITY_DN82317_c5_g2_i8:2175-2678|+     -            168 111730at33208        -            629    0.0049   10.8   0.0   1   1   0.00079     0.006   10.5   0.0   128   195     6    75     2   134 0.65 -
380583at33208_319348_0:004166|TRINITY_DN77898_c9_g3_i2:126-653|+     -            176 111730at33208        -            629     0.017    9.0   3.2   1   3      0.15       1.1    3.0   0.5   165   205     1    43     1    70 0.58 -
380583at33208_319348_0:004166|TRINITY_DN77898_c9_g3_i2:126-653|+     -            176 111730at33208        -            629     0.017    9.0   3.2   2   3     0.011     0.087    6.7   0.5   160   196    41    79    38   105 0.79 -
380583at33208_319348_0:004166|TRINITY_DN77898_c9_g3_i2:126-653|+     -            176 111730at33208        -            629     0.017    9.0   3.2   3   3       1.5        11   -0.3   0.0    99   116   113   130    92   164 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/111730at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/rerun_results/111730at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/111730at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:35:21 2026
# [ok]
