#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 83303at6656          -            284   2.4e-62  207.7   1.5   1   1   1.4e-63   2.8e-62  207.5   1.5    27   126     5   106     2   106 0.97 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i5:617-1027|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   3   3      0.01      0.22    7.7   0.0    26    61   101   136    96   137 0.91 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i7:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   1   3      0.05       1.1    5.4   0.1    76   102    24    50     8    56 0.70 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i7:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   2   3    0.0076      0.16    8.1   0.0    27    62    60    95    55   103 0.90 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i7:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   3   3      0.01      0.22    7.7   0.0    26    61   101   136    96   137 0.91 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i8:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   1   3      0.05       1.1    5.4   0.1    76   102    24    50     8    56 0.70 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i8:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   2   3    0.0076      0.16    8.1   0.0    27    62    60    95    55   103 0.90 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i8:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   3   3      0.01      0.22    7.7   0.0    26    61   101   136    96   137 0.91 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i9:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   1   3      0.05       1.1    5.4   0.1    76   102    24    50     8    56 0.70 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i9:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   2   3    0.0076      0.16    8.1   0.0    27    62    60    95    55   103 0.90 -
45131at6656_108931_0:001866|TRINITY_DN93367_c10_g1_i9:618-1028|-  -            137 83303at6656          -            284     2e-06   24.2   0.4   3   3      0.01      0.22    7.7   0.0    26    61   101   136    96   137 0.91 -
83303at6656_13686_0:00342e|TRINITY_DN75784_c6_g1_i1:1919-2257|-   -            113 83303at6656          -            284   3.4e-06   23.4   0.1   1   1   2.6e-07   5.5e-06   22.8   0.1    32   147     1   112     1   113 0.85 -
83303at6656_13686_0:00342e|TRINITY_DN75784_c6_g1_i2:2182-2520|-   -            113 83303at6656          -            284   3.4e-06   23.4   0.1   1   1   2.6e-07   5.5e-06   22.8   0.1    32   147     1   112     1   113 0.85 -
83303at6656_246812_0:002e7f|TRINITY_DN80667_c15_g1_i2:176-775|+   -            200 83303at6656          -            284   3.8e-06   23.3   1.6   1   3       1.3        28    0.8   0.0   269   284    16    31    12    31 0.89 -
83303at6656_246812_0:002e7f|TRINITY_DN80667_c15_g1_i2:176-775|+   -            200 83303at6656          -            284   3.8e-06   23.3   1.6   2   3    0.0095       0.2    7.8   0.0    18    63    96   141    88   148 0.90 -
83303at6656_246812_0:002e7f|TRINITY_DN80667_c15_g1_i2:176-775|+   -            200 83303at6656          -            284   3.8e-06   23.3   1.6   3   3    0.0058      0.12    8.5   0.0    29    65   149   185   143   194 0.88 -
83303at6656_6958_0:002cf6|TRINITY_DN83055_c5_g1_i3:495-989|+      -            165 83303at6656          -            284   3.9e-06   23.3   0.5   1   1   9.1e-07   1.9e-05   21.0   0.5    36   143    17   130    12   165 0.71 -
83303at6656_6958_0:002cf6|TRINITY_DN83055_c5_g1_i4:495-989|+      -            165 83303at6656          -            284   3.9e-06   23.3   0.5   1   1   9.1e-07   1.9e-05   21.0   0.5    36   143    17   130    12   165 0.71 -
83303at6656_13249_0:0026cd|TRINITY_DN83983_c5_g2_i1:1099-1677|-   -            193 83303at6656          -            284   4.1e-06   23.2   2.2   1   1     5e-07     1e-05   21.8   2.2    28   148    57   183    27   190 0.76 -
45131at6656_108931_0:001866|TRINITY_DN76940_c7_g1_i1:664-1020|+   -            119 83303at6656          -            284   5.6e-06   22.7   0.0   1   2       6.6   1.4e+02   -1.5   0.0   175   199     3    27     1    35 0.66 -
45131at6656_108931_0:001866|TRINITY_DN76940_c7_g1_i1:664-1020|+   -            119 83303at6656          -            284   5.6e-06   22.7   0.0   2   2   7.3e-06   0.00015   18.0   0.0    17    65    31    80    28   114 0.71 -
83303at6656_7370_0:002c98|TRINITY_DN80523_c6_g1_i2:1779-2390|-    -            204 83303at6656          -            284   1.1e-05   21.8   0.0   1   1   8.6e-07   1.8e-05   21.1   0.0    64   200    55   190    31   196 0.77 -
83303at6656_7370_0:002c98|TRINITY_DN80523_c6_g1_i4:2254-2865|-    -            204 83303at6656          -            284   1.1e-05   21.8   0.0   1   1   8.6e-07   1.8e-05   21.1   0.0    64   200    55   190    31   196 0.77 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i3:2435-3130|-  -            232 83303at6656          -            284   1.9e-05   21.0   7.1   1   3   6.5e-05    0.0014   14.9   0.3    29    70    43    85     7    92 0.86 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i3:2435-3130|-  -            232 83303at6656          -            284   1.9e-05   21.0   7.1   2   3     0.039      0.81    5.8   0.6    33    67   104   139   100   148 0.84 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i3:2435-3130|-  -            232 83303at6656          -            284   1.9e-05   21.0   7.1   3   3      0.47       9.9    2.2   0.0   269   284   161   176   143   176 0.82 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i1:185-880|-    -            232 83303at6656          -            284   1.9e-05   21.0   7.1   1   3   6.5e-05    0.0014   14.9   0.3    29    70    43    85     7    92 0.86 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i1:185-880|-    -            232 83303at6656          -            284   1.9e-05   21.0   7.1   2   3     0.039      0.81    5.8   0.6    33    67   104   139   100   148 0.84 -
83303at6656_88015_0:00425f|TRINITY_DN82468_c10_g1_i1:185-880|-    -            232 83303at6656          -            284   1.9e-05   21.0   7.1   3   3      0.47       9.9    2.2   0.0   269   284   161   176   143   176 0.82 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i1:212-1213|-  -            334 83303at6656          -            284   2.4e-05   20.6   0.0   1   4      0.31       6.4    2.8   0.0   160   190    70    99    38   112 0.79 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i1:212-1213|-  -            334 83303at6656          -            284   2.4e-05   20.6   0.0   2   4     0.077       1.6    4.8   0.0    27    95   118   186   107   193 0.71 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i1:212-1213|-  -            334 83303at6656          -            284   2.4e-05   20.6   0.0   3   4      0.02      0.42    6.7   0.0    31    63   209   241   191   252 0.78 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i1:212-1213|-  -            334 83303at6656          -            284   2.4e-05   20.6   0.0   4   4       5.6   1.2e+02   -1.3   0.0   270   284   312   326   293   326 0.84 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i2:1357-2358|- -            334 83303at6656          -            284   2.4e-05   20.6   0.0   1   4      0.31       6.4    2.8   0.0   160   190    70    99    38   112 0.79 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i2:1357-2358|- -            334 83303at6656          -            284   2.4e-05   20.6   0.0   2   4     0.077       1.6    4.8   0.0    27    95   118   186   107   193 0.71 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i2:1357-2358|- -            334 83303at6656          -            284   2.4e-05   20.6   0.0   3   4      0.02      0.42    6.7   0.0    31    63   209   241   191   252 0.78 -
83303at6656_218467_0:0012e6|TRINITY_DN73327_c12_g1_i2:1357-2358|- -            334 83303at6656          -            284   2.4e-05   20.6   0.0   4   4       5.6   1.2e+02   -1.3   0.0   270   284   312   326   293   326 0.84 -
45131at6656_38123_0:000be9|TRINITY_DN71308_c0_g1_i2:400-957|-     -            186 83303at6656          -            284   9.1e-05   18.8   1.7   1   3     0.032      0.66    6.1   0.0     2    95    25   133    24   136 0.69 -
45131at6656_38123_0:000be9|TRINITY_DN71308_c0_g1_i2:400-957|-     -            186 83303at6656          -            284   9.1e-05   18.8   1.7   2   3    0.0089      0.19    7.9   0.0    27    62   108   143   104   146 0.89 -
45131at6656_38123_0:000be9|TRINITY_DN71308_c0_g1_i2:400-957|-     -            186 83303at6656          -            284   9.1e-05   18.8   1.7   3   3    0.0037     0.077    9.2   1.1   145   191   138   178   128   185 0.72 -
83303at6656_116153_0:000adb|TRINITY_DN85368_c12_g1_i1:274-894|+   -            207 83303at6656          -            284   9.6e-05   18.7   0.0   1   1   8.8e-06   0.00018   17.8   0.0    41   199    59   204    12   207 0.80 -
83303at6656_116153_0:000adb|TRINITY_DN85368_c12_g1_i3:274-894|+   -            207 83303at6656          -            284   9.6e-05   18.7   0.0   1   1   8.8e-06   0.00018   17.8   0.0    41   199    59   204    12   207 0.80 -
83303at6656_121845_0:000632|TRINITY_DN72062_c12_g1_i3:1311-1571|+ -             87 83303at6656          -            284   0.00055   16.2   0.0   1   1   2.8e-05   0.00059   16.1   0.0    29    95     1    69     1    81 0.90 -
83303at6656_121845_0:000632|TRINITY_DN72062_c12_g1_i4:1180-1440|+ -             87 83303at6656          -            284   0.00055   16.2   0.0   1   1   2.8e-05   0.00059   16.1   0.0    29    95     1    69     1    81 0.90 -
83303at6656_72036_0:000c3c|TRINITY_DN88294_c4_g1_i3:1961-2764|+   -            268 83303at6656          -            284    0.0008   15.7   0.0   1   1   0.00027    0.0056   12.9   0.0    78   152     2    86     1   137 0.58 -
83303at6656_72036_0:000c3c|TRINITY_DN88294_c4_g1_i4:2020-2823|+   -            268 83303at6656          -            284    0.0008   15.7   0.0   1   1   0.00027    0.0056   12.9   0.0    78   152     2    86     1   137 0.58 -
83303at6656_72036_0:000c3c|TRINITY_DN88294_c4_g1_i7:202-1005|+    -            268 83303at6656          -            284    0.0008   15.7   0.0   1   1   0.00027    0.0056   12.9   0.0    78   152     2    86     1   137 0.58 -
83303at6656_72036_0:000c3c|TRINITY_DN88294_c4_g1_i8:1978-2781|+   -            268 83303at6656          -            284    0.0008   15.7   0.0   1   1   0.00027    0.0056   12.9   0.0    78   152     2    86     1   137 0.58 -
83303at6656_52283_0:0008bc|TRINITY_DN84398_c2_g1_i2:803-1474|+    -            224 83303at6656          -            284    0.0011   15.2   0.1   1   2     0.082       1.7    4.7   0.1    27    62    25    59     5    83 0.74 -
83303at6656_52283_0:0008bc|TRINITY_DN84398_c2_g1_i2:803-1474|+    -            224 83303at6656          -            284    0.0011   15.2   0.1   2   2    0.0057      0.12    8.5   0.0    25    95   150   219   127   224 0.76 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i2:41-754|-     -            238 83303at6656          -            284    0.0013   14.9   0.1   1   2       1.7        36    0.4   0.1    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i2:41-754|-     -            238 83303at6656          -            284    0.0013   14.9   0.1   2   2   0.00051     0.011   12.0   0.0    78   158    91   173    80   191 0.80 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i10:648-1397|-  -            250 83303at6656          -            284    0.0015   14.7   0.1   1   2       1.9        39    0.3   0.0    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i10:648-1397|-  -            250 83303at6656          -            284    0.0015   14.7   0.1   2   2   0.00053     0.011   11.9   0.0    78   159    91   174    80   194 0.79 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i12:648-1397|-  -            250 83303at6656          -            284    0.0015   14.7   0.1   1   2       1.9        39    0.3   0.0    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i12:648-1397|-  -            250 83303at6656          -            284    0.0015   14.7   0.1   2   2   0.00053     0.011   11.9   0.0    78   159    91   174    80   194 0.79 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i5:648-1397|-   -            250 83303at6656          -            284    0.0015   14.7   0.1   1   2       1.9        39    0.3   0.0    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i5:648-1397|-   -            250 83303at6656          -            284    0.0015   14.7   0.1   2   2   0.00053     0.011   11.9   0.0    78   159    91   174    80   194 0.79 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i8:648-1397|-   -            250 83303at6656          -            284    0.0015   14.7   0.1   1   2       1.9        39    0.3   0.0    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i8:648-1397|-   -            250 83303at6656          -            284    0.0015   14.7   0.1   2   2   0.00053     0.011   11.9   0.0    78   159    91   174    80   194 0.79 -
45131at6656_38123_0:000be9|TRINITY_DN84398_c2_g1_i1:414-716|+     -            101 83303at6656          -            284    0.0019   14.4   0.0   1   1   0.00054     0.011   11.9   0.0    25    97    21    92     3    97 0.77 -
45131at6656_38123_0:000be9|TRINITY_DN84398_c2_g1_i3:1190-1492|+   -            101 83303at6656          -            284    0.0019   14.4   0.0   1   1   0.00054     0.011   11.9   0.0    25    97    21    92     3    97 0.77 -
83303at6656_32264_0:0028ea|TRINITY_DN84398_c2_g1_i3:626-1456|+    -            277 83303at6656          -            284    0.0023   14.2   0.9   1   2      0.05       1.1    5.4   0.6    41   150     6   118     1   142 0.56 -
83303at6656_32264_0:0028ea|TRINITY_DN84398_c2_g1_i3:626-1456|+    -            277 83303at6656          -            284    0.0023   14.2   0.9   2   2     0.025      0.53    6.4   0.0    26    69   210   254   187   276 0.77 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i1:793-1278|-  -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i3:802-1287|-  -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i4:927-1412|-  -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i5:1080-1565|- -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i6:1071-1556|- -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i7:936-1421|-  -            162 83303at6656          -            284    0.0027   13.9   0.1   1   1    0.0003    0.0063   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i1:706-1170|+   -            155 83303at6656          -            284    0.0064   12.7   0.4   1   1   0.00048      0.01   12.0   0.4    25   123    32   129    17   146 0.79 -
45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i4:706-1170|+   -            155 83303at6656          -            284    0.0064   12.7   0.4   1   1   0.00048      0.01   12.0   0.4    25   123    32   129    17   146 0.79 -
45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i5:706-1170|+   -            155 83303at6656          -            284    0.0064   12.7   0.4   1   1   0.00048      0.01   12.0   0.4    25   123    32   129    17   146 0.79 -
45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i6:706-1170|+   -            155 83303at6656          -            284    0.0064   12.7   0.4   1   1   0.00048      0.01   12.0   0.4    25   123    32   129    17   146 0.79 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i10:3420-3797|- -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i10:3420-3797|- -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i2:3420-3797|-  -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i2:3420-3797|-  -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i4:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i4:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i5:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i5:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i7:3420-3797|-  -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i7:3420-3797|-  -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i8:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   1   2     0.024       0.5    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i8:3439-3816|-  -            126 83303at6656          -            284     0.014   11.6   0.2   2   2      0.33       6.8    2.8   0.1   169   191    96   118    89   124 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/hmmer_output/rerun_results/83303at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 14:51:47 2026
# [ok]
