#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 118807at6656         -            237   3.6e-97  323.7   5.5   1   1   4.5e-98   7.7e-97  322.6   5.5     1   237     9   277     9   277 0.89 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 118807at6656         -            237   2.4e-26   91.9   2.6   4   5   3.5e-10   6.1e-09   34.9   0.0    60   155   488   588   477   597 0.85 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 118807at6656         -            237   2.4e-26   91.9   2.6   5   5       0.3       5.2    5.7   0.0     7    52   625   671   620   681 0.78 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 118807at6656         -            237   2.8e-26   91.6   0.0   1   3   0.00043    0.0074   15.0   0.1    49   112    20    85     3    95 0.47 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 118807at6656         -            237   2.8e-26   91.6   0.0   2   3   1.2e-06     2e-05   23.4   0.0    37   121    94   176    81   186 0.83 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 118807at6656         -            237   2.8e-26   91.6   0.0   3   3   8.5e-15   1.5e-13   50.0   0.0    11   109   196   299   189   304 0.90 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 118807at6656         -            237   3.2e-26   91.4   0.0   1   3   2.1e-09   3.6e-08   32.4   0.0    15   117     5   107     2   111 0.79 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 118807at6656         -            237   3.2e-26   91.4   0.0   2   3   3.4e-09   5.8e-08   31.7   0.0     6   128    79   161    75   183 0.58 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 118807at6656         -            237   3.2e-26   91.4   0.0   3   3   1.8e-10   3.1e-09   35.9   0.0    27   118   183   275   169   293 0.83 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+      -            299 118807at6656         -            237   4.6e-26   90.9   1.1   1   2      0.36       6.1    5.4   0.4   131   198    68   139    58   141 0.64 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+      -            299 118807at6656         -            237   4.6e-26   90.9   1.1   2   2   6.4e-24   1.1e-22   79.9   0.0     5   159   140   297   136   298 0.91 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 118807at6656         -            237   6.1e-26   90.6   2.6   1   5     0.038      0.64    8.6   0.1     7   121    98   222    94   228 0.72 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 118807at6656         -            237   6.1e-26   90.6   2.6   2   5       3.3        57    2.3   0.0    83   138   298   354   284   368 0.83 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 118807at6656         -            237   6.1e-26   90.6   2.6   3   5     5e-10   8.5e-09   34.4   0.0     7   129   348   472   342   485 0.75 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 118807at6656         -            237   6.1e-26   90.6   2.6   4   5   4.3e-10   7.3e-09   34.6   0.0    60   155   488   588   477   597 0.85 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 118807at6656         -            237   6.1e-26   90.6   2.6   5   5      0.36       6.1    5.4   0.0     7    52   625   671   620   681 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 118807at6656         -            237   6.2e-26   90.5   3.0   1   5     0.027      0.46    9.1   0.1     7   121    47   171    43   177 0.72 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 118807at6656         -            237   6.2e-26   90.5   3.0   2   5       2.7        46    2.6   0.0    83   138   247   303   230   307 0.83 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 118807at6656         -            237   6.2e-26   90.5   3.0   3   5   3.5e-10     6e-09   34.9   0.0     7   129   297   421   291   434 0.75 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 118807at6656         -            237   6.2e-26   90.5   3.0   4   5   2.8e-10   4.9e-09   35.2   0.0    60   155   437   537   424   547 0.85 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 118807at6656         -            237   6.2e-26   90.5   3.0   5   5      0.27       4.6    5.8   0.0     7    52   574   620   569   630 0.78 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-    -            169 118807at6656         -            237   1.3e-25   89.5   0.1   1   1   9.5e-27   1.6e-25   89.1   0.1     5   156     5   163     1   169 0.89 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-    -            169 118807at6656         -            237   1.3e-25   89.5   0.1   1   1   9.5e-27   1.6e-25   89.1   0.1     5   156     5   163     1   169 0.89 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 118807at6656         -            237   1.3e-25   89.5   0.1   1   1   9.5e-27   1.6e-25   89.1   0.1     5   156     5   163     1   169 0.89 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   1   6       8.6   1.5e+02    0.9   0.2   160   205    23    67    15    86 0.71 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   2   6   2.3e-05   0.00039   19.2   0.1    48   129    63   145    57   154 0.84 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   3   6   3.7e-07   6.4e-06   25.0   0.1    26    80   169   226   164   236 0.85 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   4   6   0.00017     0.003   16.3   1.2    24   168   318   468   312   487 0.60 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   5   6   3.9e-10   6.7e-09   34.8   0.4     6   138   486   619   481   623 0.90 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   6   6    0.0053     0.091   11.4   0.1    13    54   577   619   566   668 0.66 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   1   6       8.6   1.5e+02    0.9   0.2   160   205    23    67    15    86 0.71 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   2   6   2.3e-05   0.00039   19.2   0.1    48   129    63   145    57   154 0.84 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   3   6   3.7e-07   6.4e-06   25.0   0.1    26    80   169   226   164   236 0.85 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   4   6   0.00017     0.003   16.3   1.2    24   168   318   468   312   487 0.60 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   5   6   3.9e-10   6.7e-09   34.8   0.4     6   138   486   619   481   623 0.90 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 118807at6656         -            237   2.2e-25   88.7  17.9   6   6    0.0053     0.091   11.4   0.1    13    54   577   619   566   668 0.66 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   1   6       8.8   1.5e+02    0.9   0.2   160   205    25    69    17    88 0.71 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   2   6   2.3e-05   0.00039   19.2   0.1    48   129    65   147    59   156 0.84 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   3   6   3.8e-07   6.5e-06   25.0   0.1    26    80   171   228   166   238 0.85 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   4   6   0.00018    0.0031   16.2   1.2    24   168   320   470   314   489 0.60 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   5   6   1.2e-06   2.1e-05   23.3   0.2    40   129   481   570   475   580 0.86 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   6   6    0.0054     0.093   11.4   0.1    13    54   579   621   568   670 0.66 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   1   6       8.8   1.5e+02    0.9   0.2   160   205    25    69    17    88 0.71 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   2   6   2.3e-05   0.00039   19.2   0.1    48   129    65   147    59   156 0.84 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   3   6   3.8e-07   6.5e-06   25.0   0.1    26    80   171   228   166   238 0.85 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   4   6   0.00018    0.0031   16.2   1.2    24   168   320   470   314   489 0.60 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   5   6   1.2e-06   2.1e-05   23.3   0.2    40   129   481   570   475   580 0.86 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 118807at6656         -            237   2.5e-25   88.5  18.0   6   6    0.0054     0.093   11.4   0.1    13    54   579   621   568   670 0.66 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-    -            272 118807at6656         -            237   2.6e-25   88.5   0.5   1   4   2.2e-06   3.8e-05   22.5   0.0    59   121    11    75     1    80 0.84 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-    -            272 118807at6656         -            237   2.6e-25   88.5   0.5   2   4   2.3e-05    0.0004   19.1   0.0    83   158    80   155    76   166 0.90 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-    -            272 118807at6656         -            237   2.6e-25   88.5   0.5   3   4   0.00088     0.015   14.0   0.0    79   129   168   218   162   222 0.87 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-    -            272 118807at6656         -            237   2.6e-25   88.5   0.5   4   4   3.2e-12   5.5e-11   41.6   0.8    10    97   182   271   177   272 0.90 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   1   6       8.8   1.5e+02    0.9   0.2   160   205    25    69    17    88 0.71 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   2   6   2.3e-05   0.00039   19.2   0.1    48   129    65   147    59   156 0.84 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   3   6   3.8e-07   6.5e-06   25.0   0.1    26    80   171   228   166   238 0.85 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   4   6   0.00018    0.0031   16.2   1.2    24   168   320   470   314   489 0.60 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   5   6   1.2e-06   2.1e-05   23.3   0.2    40   129   481   570   475   580 0.86 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   6   6    0.0054     0.093   11.4   0.1    13    54   579   621   568   670 0.66 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   1   6       8.8   1.5e+02    0.9   0.2   160   205    25    69    17    88 0.71 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   2   6   2.3e-05   0.00039   19.2   0.1    48   129    65   147    59   156 0.84 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   3   6   3.8e-07   6.5e-06   25.0   0.1    26    80   171   228   166   238 0.85 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   4   6   0.00018    0.0031   16.2   1.2    24   168   320   470   314   489 0.60 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   5   6   1.2e-06   2.1e-05   23.3   0.2    40   129   481   570   475   580 0.86 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 118807at6656         -            237   2.6e-25   88.5  18.0   6   6    0.0054     0.093   11.4   0.1    13    54   579   621   568   670 0.66 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 118807at6656         -            237   4.7e-25   87.6   1.0   1   2      0.43       7.3    5.2   0.2   128   198   418   492   412   496 0.65 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 118807at6656         -            237   4.7e-25   87.6   1.0   2   2   2.1e-23   3.6e-22   78.2   0.0     5   160   493   651   489   652 0.92 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-     -            201 118807at6656         -            237   7.2e-25   87.0   0.0   1   2   3.4e-15   5.8e-14   51.3   0.0    58   159     6   111     1   115 0.87 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-     -            201 118807at6656         -            237   7.2e-25   87.0   0.0   2   2     7e-12   1.2e-10   40.5   0.0    29   134    62   170    60   198 0.87 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-    -            313 118807at6656         -            237     1e-24   86.5   2.1   1   2   2.2e-05   0.00038   19.2   0.0    67   117     1    51     1    75 0.88 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-    -            313 118807at6656         -            237     1e-24   86.5   2.1   2   2   8.2e-20   1.4e-18   66.4   1.0    16   171   115   273   100   309 0.87 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 118807at6656         -            237   2.8e-24   85.1   0.4   1   4     0.018      0.31    9.7   0.0    55   117    78   148    60   156 0.78 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 118807at6656         -            237   2.8e-24   85.1   0.4   2   4    0.0064      0.11   11.1   0.0    57   123   130   195   123   197 0.89 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 118807at6656         -            237   2.8e-24   85.1   0.4   3   4   2.5e-13   4.3e-12   45.2   0.0     8   124   163   280   158   285 0.91 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 118807at6656         -            237   2.8e-24   85.1   0.4   4   4   1.5e-07   2.6e-06   26.3   0.0     4    73   285   356   282   358 0.88 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-   -            482 118807at6656         -            237   3.1e-24   85.0   2.5   1   2   1.7e-14     3e-13   49.0   0.1     6   121   215   340   212   343 0.85 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-   -            482 118807at6656         -            237   3.1e-24   85.0   2.5   2   2   5.6e-13   9.6e-12   44.1   0.3    57   128   318   389   317   415 0.91 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 118807at6656         -            237   4.8e-24   84.3   1.4   1   5       8.5   1.5e+02    0.9   0.0    42   114    90   120    44   165 0.56 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 118807at6656         -            237   4.8e-24   84.3   1.4   2   5       2.7        47    2.5   0.0    83   138   241   297   225   301 0.83 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 118807at6656         -            237   4.8e-24   84.3   1.4   3   5   3.3e-10   5.7e-09   35.0   0.0     7   129   291   415   285   429 0.75 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 118807at6656         -            237   4.8e-24   84.3   1.4   4   5   2.9e-10   4.9e-09   35.2   0.0    59   154   430   530   417   539 0.85 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 118807at6656         -            237   4.8e-24   84.3   1.4   5   5      0.27       4.6    5.8   0.0     7    52   568   614   563   624 0.78 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+    -            213 118807at6656         -            237   6.6e-24   83.9   0.3   1   1   5.1e-25   8.8e-24   83.5   0.3     2   161    31   195    30   206 0.91 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 118807at6656         -            237   8.3e-24   83.6   2.6   1   3   3.2e-14   5.5e-13   48.1   0.1     6   120   215   339   212   341 0.85 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 118807at6656         -            237   8.3e-24   83.6   2.6   2   3   6.9e-13   1.2e-11   43.8   0.3    57   128   318   389   317   408 0.92 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 118807at6656         -            237   8.3e-24   83.6   2.6   3   3      0.09       1.5    7.4   0.2    20   115   413   511   408   512 0.82 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   1   3   6.4e-11   1.1e-09   37.3   0.5    39   119    66   146    60   154 0.94 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   2   3     4e-06   6.9e-05   21.6   0.0    57   127   207   280   170   296 0.84 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   3   3   5.9e-08     1e-06   27.6   0.0    45   173   240   383   240   388 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   1   3   6.4e-11   1.1e-09   37.3   0.5    39   119    66   146    60   154 0.94 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   2   3     4e-06   6.9e-05   21.6   0.0    57   127   207   280   170   296 0.84 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+     -            409 118807at6656         -            237   1.1e-23   83.2   1.1   3   3   5.9e-08     1e-06   27.6   0.0    45   173   240   383   240   388 0.79 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   1   4      0.35         6    5.5   0.0   131   159   101   129    98   139 0.67 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   2   4   2.1e-05   0.00037   19.3   5.7    49   122   153   230   136   245 0.79 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   3   4     3e-08   5.2e-07   28.6   0.1    34   122   254   340   245   345 0.89 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   4   4   1.7e-10   2.9e-09   36.0   0.2    81   156   344   422   338   424 0.86 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   1   4      0.35         6    5.5   0.0   131   159   101   129    98   139 0.67 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   2   4   2.1e-05   0.00037   19.3   5.7    49   122   153   230   136   245 0.79 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   3   4     3e-08   5.2e-07   28.6   0.1    34   122   254   340   245   345 0.89 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 118807at6656         -            237   1.4e-23   82.8  17.4   4   4   1.7e-10   2.9e-09   36.0   0.2    81   156   344   422   338   424 0.86 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   1   4   4.5e-11   7.7e-10   37.8   0.6    39   120    66   147    60   192 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   2   4   4.7e-06   8.1e-05   21.4   0.0    57   127   207   280   178   297 0.86 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   3   4   1.9e-05   0.00033   19.4   0.0   100   171   308   381   293   384 0.76 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   4   4       1.6        27    3.3   0.0    39    70   372   403   370   408 0.87 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   1   4   4.5e-11   7.7e-10   37.8   0.6    39   120    66   147    60   192 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   2   4   4.7e-06   8.1e-05   21.4   0.0    57   127   207   280   178   297 0.86 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   3   4   1.9e-05   0.00033   19.4   0.0   100   171   308   381   293   384 0.76 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+     -            408 118807at6656         -            237   1.5e-23   82.7   3.3   4   4       1.6        27    3.3   0.0    39    70   372   403   370   408 0.87 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 118807at6656         -            237   2.1e-23   82.3   0.1   1   3   9.1e-13   1.6e-11   43.4   0.1     4   140     5   146     2   159 0.78 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 118807at6656         -            237   2.1e-23   82.3   0.1   2   3   1.1e-08   1.8e-07   30.1   0.0    60   127   157   224   152   248 0.92 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 118807at6656         -            237   2.1e-23   82.3   0.1   3   3      0.71        12    4.5   0.0    81   114   278   311   244   317 0.89 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 118807at6656         -            237   2.1e-23   82.2   0.5   1   2   8.4e-15   1.4e-13   50.0   0.0    11   127    94   212    84   222 0.79 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 118807at6656         -            237   2.1e-23   82.2   0.5   2   2   1.4e-08   2.4e-07   29.7   0.1    68   127   235   294   212   315 0.84 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 118807at6656         -            237     3e-23   81.7   5.2   1   4       1.2        20    3.8   0.0    56   118    70   128    43   145 0.65 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 118807at6656         -            237     3e-23   81.7   5.2   2   4   2.1e-09   3.6e-08   32.4   0.0    25   155   163   298   155   318 0.83 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 118807at6656         -            237     3e-23   81.7   5.2   3   4      0.94        16    4.1   0.0    40    88   473   521   437   538 0.69 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 118807at6656         -            237     3e-23   81.7   5.2   4   4   8.8e-12   1.5e-10   40.2   3.3    14   125   488   599   477   608 0.86 -
83755at6656_7539_0:001b71|TRINITY_DN92485_c10_g1_i3:632-1066|-     -            145 118807at6656         -            237   5.3e-23   80.9   5.6   1   2   3.5e-10     6e-09   34.9   0.0    58   120     3    65     1    68 0.95 -
83755at6656_7539_0:001b71|TRINITY_DN92485_c10_g1_i3:632-1066|-     -            145 118807at6656         -            237   5.3e-23   80.9   5.6   2   2     2e-13   3.4e-12   45.5   5.0    38   115    67   144    64   145 0.96 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 118807at6656         -            237   6.4e-23   80.7   1.5   1   2   1.4e-09   2.3e-08   33.0   0.1     8   116     6   121     1   139 0.72 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 118807at6656         -            237   6.4e-23   80.7   1.5   2   2   7.5e-14   1.3e-12   46.9   0.1    20   156   156   288   150   294 0.87 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 118807at6656         -            237   6.4e-23   80.7   1.5   1   2   1.4e-09   2.3e-08   33.0   0.1     8   116     6   121     1   139 0.72 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 118807at6656         -            237   6.4e-23   80.7   1.5   2   2   7.5e-14   1.3e-12   46.9   0.1    20   156   156   288   150   294 0.87 -
