#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 83755at6656          -            256  4.4e-122  405.3   0.7   1   1  1.6e-122  2.9e-121  402.6   0.7     1   256    40   346    40   346 0.90 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-   -            521 83755at6656          -            256   2.3e-19   68.7   1.7   1   2   1.1e-09   2.1e-08   32.8   0.1   132   252   310   424   308   430 0.61 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-   -            521 83755at6656          -            256   2.3e-19   68.7   1.7   2   2   3.3e-07   6.2e-06   24.7   0.3   130   210   434   520   429   521 0.88 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 83755at6656          -            256   2.3e-19   68.7   1.7   1   2   1.1e-09   2.1e-08   32.8   0.1   132   252   310   424   308   430 0.61 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 83755at6656          -            256   2.3e-19   68.7   1.7   2   2   3.3e-07   6.2e-06   24.7   0.3   130   210   434   520   429   521 0.88 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+   -            272 83755at6656          -            256     1e-18   66.6   1.6   1   3   2.3e-05   0.00043   18.7   0.2   191   250    36    95    31   101 0.86 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+   -            272 83755at6656          -            256     1e-18   66.6   1.6   2   3   1.7e-07   3.1e-06   25.7   0.0   130   217   109   191    95   198 0.80 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+   -            272 83755at6656          -            256     1e-18   66.6   1.6   3   3   9.4e-06   0.00017   20.0   0.0    98   163   199   272   191   272 0.84 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 83755at6656          -            256     1e-18   66.6   1.6   1   3   2.3e-05   0.00043   18.7   0.2   191   250    36    95    31   101 0.86 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 83755at6656          -            256     1e-18   66.6   1.6   2   3   1.7e-07   3.1e-06   25.7   0.0   130   217   109   191    95   198 0.80 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 83755at6656          -            256     1e-18   66.6   1.6   3   3   9.4e-06   0.00017   20.0   0.0    98   163   199   272   191   272 0.84 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 83755at6656          -            256   1.1e-18   66.6   3.2   1   3   5.4e-07     1e-05   24.0   0.0   137   223   215   301   209   304 0.82 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 83755at6656          -            256   1.1e-18   66.6   3.2   2   3   1.8e-09   3.3e-08   32.2   0.6   134   219   305   382   297   398 0.53 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 83755at6656          -            256   1.1e-18   66.6   3.2   3   3     0.063       1.2    7.4   0.0   189   242   445   498   437   508 0.90 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-   -            219 83755at6656          -            256   1.1e-18   66.5   2.0   1   2   3.3e-15   6.2e-14   50.9   0.5    98   218     6   126     3   137 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-   -            219 83755at6656          -            256   1.1e-18   66.5   2.0   2   2    0.0048     0.089   11.1   0.0   136   206   149   214   140   219 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-   -            219 83755at6656          -            256   1.1e-18   66.5   2.0   1   2   3.3e-15   6.2e-14   50.9   0.5    98   218     6   126     3   137 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-   -            219 83755at6656          -            256   1.1e-18   66.5   2.0   2   2    0.0048     0.089   11.1   0.0   136   206   149   214   140   219 0.80 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+      -            299 83755at6656          -            256   1.1e-18   66.5   1.2   1   3      0.37       6.9    4.9   0.1   137   176    68   105    63   117 0.86 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+      -            299 83755at6656          -            256   1.1e-18   66.5   1.2   2   3   5.6e-12     1e-10   40.4   0.2   109   252   114   250   109   253 0.89 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+      -            299 83755at6656          -            256   1.1e-18   66.5   1.2   3   3   5.2e-07   9.7e-06   24.1   0.1   149   214   237   294   235   297 0.50 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i3:1630-2427|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   1   3    0.0013     0.024   13.0   0.0   132   165     5    38     2    50 0.71 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i3:1630-2427|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   2   3    0.0011     0.021   13.2   0.1    37    68    59    90    52    96 0.58 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i3:1630-2427|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   3   3   7.3e-11   1.4e-09   36.7   0.0   109   207   166   266   155   266 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i5:1290-2087|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   1   3    0.0013     0.024   13.0   0.0   132   165     5    38     2    50 0.71 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i5:1290-2087|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   2   3    0.0011     0.021   13.2   0.1    37    68    59    90    52    96 0.58 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i5:1290-2087|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   3   3   7.3e-11   1.4e-09   36.7   0.0   109   207   166   266   155   266 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   1   3    0.0013     0.024   13.0   0.0   132   165     5    38     2    50 0.71 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   2   3    0.0011     0.021   13.2   0.1    37    68    59    90    52    96 0.58 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+   -            266 83755at6656          -            256   1.2e-18   66.4   0.5   3   3   7.3e-11   1.4e-09   36.7   0.0   109   207   166   266   155   266 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   1   3   7.6e-12   1.4e-10   39.9   0.1   133   237     2   100     1   106 0.91 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   2   3   1.1e-05    0.0002   19.8   0.0   201   242   108   149   101   152 0.90 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   3   3      0.68        13    4.0   0.0    86    99   151   164   149   168 0.74 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   1   3   7.6e-12   1.4e-10   39.9   0.1   133   237     2   100     1   106 0.91 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   2   3   1.1e-05    0.0002   19.8   0.0   201   242   108   149   101   152 0.90 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   3   3      0.68        13    4.0   0.0    86    99   151   164   149   168 0.74 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   1   3   7.6e-12   1.4e-10   39.9   0.1   133   237     2   100     1   106 0.91 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   2   3   1.1e-05    0.0002   19.8   0.0   201   242   108   149   101   152 0.90 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 83755at6656          -            256   2.9e-18   65.1   1.6   3   3      0.68        13    4.0   0.0    86    99   151   164   149   168 0.74 -
81307at6656_199890_0:001a0f|TRINITY_DN87574_c7_g1_i10:3940-4746|-  -            269 83755at6656          -            256   4.5e-18   64.5   8.4   1   2   1.5e-12   2.8e-11   42.3   1.3    34   203     4   176     3   190 0.85 -
81307at6656_199890_0:001a0f|TRINITY_DN87574_c7_g1_i10:3940-4746|-  -            269 83755at6656          -            256   4.5e-18   64.5   8.4   2   2   6.3e-10   1.2e-08   33.7   0.9   115   203    83   176    59   260 0.85 -
81307at6656_199890_0:001a0f|TRINITY_DN87574_c7_g1_i2:4138-4944|-   -            269 83755at6656          -            256   4.5e-18   64.5   8.4   1   2   1.5e-12   2.8e-11   42.3   1.3    34   203     4   176     3   190 0.85 -
81307at6656_199890_0:001a0f|TRINITY_DN87574_c7_g1_i2:4138-4944|-   -            269 83755at6656          -            256   4.5e-18   64.5   8.4   2   2   6.3e-10   1.2e-08   33.7   0.9   115   203    83   176    59   260 0.85 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   1   5    0.0033     0.061   11.6   0.0   191   238   109   156    58   176 0.89 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   2   5    0.0007     0.013   13.8   0.1   131   170   187   226   162   284 0.75 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   3   5    0.0039     0.073   11.4   0.1   130   217   377   459   342   474 0.76 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   4   5     0.014      0.25    9.6   0.1    35    73   480   518   458   528 0.73 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   5   5   1.6e-07   2.9e-06   25.8   0.6   103   229   488   612   486   631 0.87 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   1   5    0.0033     0.061   11.6   0.0   191   238   109   156    58   176 0.89 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   2   5    0.0007     0.013   13.8   0.1   131   170   187   226   162   284 0.75 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   3   5    0.0039     0.073   11.4   0.1   130   217   377   459   342   474 0.76 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   4   5     0.014      0.25    9.6   0.1    35    73   480   518   458   528 0.73 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 83755at6656          -            256   4.8e-18   64.4  10.1   5   5   1.6e-07   2.9e-06   25.8   0.6   103   229   488   612   486   631 0.87 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 83755at6656          -            256     5e-18   64.3   6.7   1   3   0.00071     0.013   13.8   0.0    38    70     2    34     1    67 0.83 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 83755at6656          -            256     5e-18   64.3   6.7   2   3   1.6e-05    0.0003   19.2   0.6    37    90    87   144    82   222 0.69 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 83755at6656          -            256     5e-18   64.3   6.7   3   3     2e-09   3.8e-08   32.0   0.2   112   245   222   358   210   366 0.76 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   1   5    0.0032     0.059   11.7   0.0   190   238   110   158    58   178 0.88 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   2   5   0.00071     0.013   13.8   0.1   131   170   189   228   164   286 0.75 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   3   5    0.0041     0.077   11.3   0.1   130   217   379   461   344   474 0.76 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   4   5     0.014      0.26    9.6   0.1    35    73   482   520   460   530 0.73 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   5   5   6.7e-06   0.00012   20.5   0.1   132   229   525   614   521   633 0.89 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   1   5    0.0032     0.059   11.7   0.0   190   238   110   158    58   178 0.88 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   2   5   0.00071     0.013   13.8   0.1   131   170   189   228   164   286 0.75 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   3   5    0.0041     0.077   11.3   0.1   130   217   379   461   344   474 0.76 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   4   5     0.014      0.26    9.6   0.1    35    73   482   520   460   530 0.73 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   5   5   6.7e-06   0.00012   20.5   0.1   132   229   525   614   521   633 0.89 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   1   5    0.0032     0.059   11.7   0.0   190   238   110   158    58   178 0.88 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   2   5   0.00071     0.013   13.8   0.1   131   170   189   228   164   286 0.75 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   3   5    0.0041     0.077   11.3   0.1   130   217   379   461   344   474 0.76 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   4   5     0.014      0.26    9.6   0.1    35    73   482   520   460   530 0.73 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   5   5   6.7e-06   0.00012   20.5   0.1   132   229   525   614   521   633 0.89 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   1   5    0.0032     0.059   11.7   0.0   190   238   110   158    58   178 0.88 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   2   5   0.00071     0.013   13.8   0.1   131   170   189   228   164   286 0.75 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   3   5    0.0041     0.077   11.3   0.1   130   217   379   461   344   474 0.76 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   4   5     0.014      0.26    9.6   0.1    35    73   482   520   460   530 0.73 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 83755at6656          -            256   5.1e-18   64.3  10.1   5   5   6.7e-06   0.00012   20.5   0.1   132   229   525   614   521   633 0.89 -
58110at6656_1155016_0:0002d3|TRINITY_DN93367_c10_g1_i6:104-442|-   -            113 83755at6656          -            256   6.8e-18   63.9   0.1   1   1   3.8e-19     7e-18   63.9   0.1   142   246     4   103     1   113 0.87 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 83755at6656          -            256   6.9e-18   63.9   9.1   1   2    0.0003    0.0055   15.1   0.6   115   166     3    66     1   116 0.79 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 83755at6656          -            256   6.9e-18   63.9   9.1   2   2   3.3e-14   6.1e-13   47.7   2.8    92   248   111   268    97   269 0.84 -
81307at6656_62324_0:000406|TRINITY_DN87574_c7_g1_i4:3926-4792|-    -            289 83755at6656          -            256   1.3e-17   63.0   9.5   1   2   1.5e-12   2.7e-11   42.3   1.2    34   203     8   180     7   221 0.86 -
81307at6656_62324_0:000406|TRINITY_DN87574_c7_g1_i4:3926-4792|-    -            289 83755at6656          -            256   1.3e-17   63.0   9.5   2   2   1.2e-09   2.3e-08   32.7   1.7   115   203    87   180    62   274 0.86 -
81307at6656_62324_0:000406|TRINITY_DN87574_c7_g1_i7:3728-4594|-    -            289 83755at6656          -            256   1.3e-17   63.0   9.5   1   2   1.5e-12   2.7e-11   42.3   1.2    34   203     8   180     7   221 0.86 -
81307at6656_62324_0:000406|TRINITY_DN87574_c7_g1_i7:3728-4594|-    -            289 83755at6656          -            256   1.3e-17   63.0   9.5   2   2   1.2e-09   2.3e-08   32.7   1.7   115   203    87   180    62   274 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 83755at6656          -            256     2e-17   62.4   1.0   1   3      0.68        13    4.1   0.0   135   176   419   458   412   468 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 83755at6656          -            256     2e-17   62.4   1.0   2   3   2.6e-11   4.8e-10   38.2   0.1   109   252   467   603   462   606 0.89 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 83755at6656          -            256     2e-17   62.4   1.0   3   3   1.6e-06     3e-05   22.5   0.1   149   214   590   647   588   650 0.50 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-     -            230 83755at6656          -            256   2.2e-17   62.2   5.0   1   2    0.0014     0.026   12.9   0.2   129   166     5    42     2    94 0.84 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-     -            230 83755at6656          -            256   2.2e-17   62.2   5.0   2   2   1.2e-13   2.1e-12   45.9   1.7    91   231    86   225    65   227 0.86 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+     -            287 83755at6656          -            256   3.6e-17   61.5   3.0   1   2   2.9e-09   5.4e-08   31.5   0.4   123   248    30   151     6   160 0.81 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+     -            287 83755at6656          -            256   3.6e-17   61.5   3.0   2   2   3.9e-07   7.3e-06   24.5   0.1   114   215   144   243   143   245 0.68 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+     -            287 83755at6656          -            256   3.6e-17   61.5   3.0   1   2   2.9e-09   5.4e-08   31.5   0.4   123   248    30   151     6   160 0.81 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+     -            287 83755at6656          -            256   3.6e-17   61.5   3.0   2   2   3.9e-07   7.3e-06   24.5   0.1   114   215   144   243   143   245 0.68 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 83755at6656          -            256   1.1e-16   59.9   3.6   1   5       2.8        51    2.1   0.0   194   245     5    54     2    65 0.73 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 83755at6656          -            256   1.1e-16   59.9   3.6   2   5   1.8e-09   3.3e-08   32.2   0.1   191   252    91   152    79   156 0.91 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 83755at6656          -            256   1.1e-16   59.9   3.6   3   5     1e-05   0.00019   19.9   0.1   102   171   130   205   130   215 0.81 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 83755at6656          -            256   1.1e-16   59.9   3.6   4   5      0.31       5.7    5.2   0.0    94   129   391   425   379   444 0.78 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 83755at6656          -            256   1.1e-16   59.9   3.6   5   5       1.1        21    3.3   0.0   139   164   488   513   465   546 0.64 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 83755at6656          -            256   1.5e-16   59.5   2.2   1   4     6e-06   0.00011   20.6   0.1    37    98     3    76     2    77 0.84 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 83755at6656          -            256   1.5e-16   59.5   2.2   2   4     0.012      0.22    9.8   0.2   196   249    58   111    50   119 0.76 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 83755at6656          -            256   1.5e-16   59.5   2.2   3   4   5.3e-09   9.9e-08   30.6   0.1    99   166   142   215   109   227 0.85 -
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+    -            325 83755at6656          -            256   1.5e-16   59.5   2.2   4   4       4.9        91    1.2   0.0   223   241   280   298   262   312 0.77 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 83755at6656          -            256   2.1e-16   59.0   3.9   1   4      0.17       3.1    6.1   0.0   113   169     8    71     2    76 0.57 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 83755at6656          -            256   2.1e-16   59.0   3.9   2   4   4.7e-06   8.8e-05   21.0   0.1    99   166    81   155    67   161 0.73 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 83755at6656          -            256   2.1e-16   59.0   3.9   3   4   0.00018    0.0033   15.8   0.0   106   216   131   247   120   259 0.76 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-    -            312 83755at6656          -            256   2.1e-16   59.0   3.9   4   4   1.7e-08   3.1e-07   29.0   0.7   123   237   204   311   196   312 0.88 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 83755at6656          -            256   2.8e-16   58.6   6.2   1   3     0.013      0.25    9.6   0.0   111   165   127   182   114   184 0.79 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 83755at6656          -            256   2.8e-16   58.6   6.2   2   3   8.4e-07   1.6e-05   23.4   0.0   193   247   159   216   150   227 0.80 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-    -            486 83755at6656          -            256   2.8e-16   58.6   6.2   3   3     2e-09   3.7e-08   32.0   3.3    36   217   273   483   270   485 0.70 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-   -            482 83755at6656          -            256   2.9e-16   58.6   3.6   1   2   3.4e-07   6.3e-06   24.7   0.0   137   224   215   302   207   307 0.82 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-   -            482 83755at6656          -            256   2.9e-16   58.6   3.6   2   2   3.3e-09   6.1e-08   31.3   0.6   135   216   306   379   297   385 0.43 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   1   7     0.068       1.3    7.3   0.0   106   155    20    74    16   122 0.80 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   2   7       8.5   1.6e+02    0.5   0.0    46   115   102   122    89   172 0.49 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   3   7      0.25       4.6    5.5   0.1    79   129   168   218   138   223 0.79 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   4   7     0.019      0.36    9.1   0.1   135   217   345   420   283   425 0.59 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   5   7   4.4e-10   8.2e-09   34.2   0.0   105   239   394   528   392   543 0.83 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   6   7       5.7   1.1e+02    1.0   0.2    85    99   534   548   530   587 0.66 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 83755at6656          -            256   4.3e-16   58.0   8.1   7   7       1.9        35    2.6   0.1    96   128   619   651   544   665 0.60 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 83755at6656          -            256   5.4e-16   57.7   0.4   1   2       4.5        83    1.4   0.0    14    79    67   130    61   131 0.64 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+      -            506 83755at6656          -            256   5.4e-16   57.7   0.4   2   2   9.2e-17   1.7e-15   56.1   0.3    19   169   114   288    99   293 0.79 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-    -            282 83755at6656          -            256   5.9e-16   57.6   2.4   1   3      0.29       5.5    5.2   0.0   192   241     5    54     2    66 0.81 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-    -            282 83755at6656          -            256   5.9e-16   57.6   2.4   2   3   6.4e-10   1.2e-08   33.6   0.1   126   235    72   175    62   177 0.85 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-    -            282 83755at6656          -            256   5.9e-16   57.6   2.4   3   3   6.2e-09   1.1e-07   30.4   0.4   114   246   138   273   127   282 0.78 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 83755at6656          -            256   5.9e-16   57.6   2.4   1   3      0.29       5.5    5.2   0.0   192   241     5    54     2    66 0.81 -
