#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 126074at6656         -            265   1.4e-69  233.3   0.2   1   1   4.6e-69   1.1e-67  227.1   0.1    12   250    10   296     4   313 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i4:2077-2952|+   -            292 126074at6656         -            265   4.8e-10   38.1   0.0   2   3   1.8e-07   4.3e-06   25.2   0.0    27   110    70   160    66   170 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i4:2077-2952|+   -            292 126074at6656         -            265   4.8e-10   38.1   0.0   3   3      0.23       5.4    5.2   0.0    34    69   213   249   206   255 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i7:259-1134|+    -            292 126074at6656         -            265   4.8e-10   38.1   0.0   1   3       1.9        44    2.2   0.0    73   105    29    62    21    67 0.65 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i7:259-1134|+    -            292 126074at6656         -            265   4.8e-10   38.1   0.0   2   3   1.8e-07   4.3e-06   25.2   0.0    27   110    70   160    66   170 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i7:259-1134|+    -            292 126074at6656         -            265   4.8e-10   38.1   0.0   3   3      0.23       5.4    5.2   0.0    34    69   213   249   206   255 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i8:2035-2910|+   -            292 126074at6656         -            265   4.8e-10   38.1   0.0   1   3       1.9        44    2.2   0.0    73   105    29    62    21    67 0.65 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i8:2035-2910|+   -            292 126074at6656         -            265   4.8e-10   38.1   0.0   2   3   1.8e-07   4.3e-06   25.2   0.0    27   110    70   160    66   170 0.85 -
83755at6656_72036_0:002a32|TRINITY_DN88294_c4_g1_i8:2035-2910|+   -            292 126074at6656         -            265   4.8e-10   38.1   0.0   3   3      0.23       5.4    5.2   0.0    34    69   213   249   206   255 0.85 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   1   4       1.9        45    2.2   0.0    89   106    70    87    54    98 0.70 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   2   4     0.044         1    7.5   0.0    37    99    98   162    89   171 0.82 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   3   4     0.014      0.33    9.2   0.0    33   108   177   251   163   259 0.75 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   4   4    0.0005     0.012   13.9   0.0    33    78   257   303   253   315 0.86 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   1   4       1.9        45    2.2   0.0    89   106    70    87    54    98 0.70 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   2   4     0.044         1    7.5   0.0    37    99    98   162    89   171 0.82 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   3   4     0.014      0.33    9.2   0.0    33   108   177   251   163   259 0.75 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 126074at6656         -            265   5.4e-10   38.0   0.3   4   4    0.0005     0.012   13.9   0.0    33    78   257   303   253   315 0.86 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 126074at6656         -            265   5.6e-10   37.9   0.1   1   3       0.7        16    3.6   0.0   151   172    98   119    86   124 0.75 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 126074at6656         -            265   5.6e-10   37.9   0.1   2   3   0.00069     0.016   13.5   0.0    36   117   126   211   120   232 0.83 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 126074at6656         -            265   5.6e-10   37.9   0.1   3   3     5e-05    0.0012   17.2   0.0    29    97   243   314   232   322 0.83 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 126074at6656         -            265   7.4e-10   37.5   0.4   1   3   0.00096     0.023   13.0   0.0   189   249    14    78     2    95 0.82 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 126074at6656         -            265   7.4e-10   37.5   0.4   2   3       1.5        34    2.5   0.0    71   107   179   216   147   228 0.68 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 126074at6656         -            265   7.4e-10   37.5   0.4   3   3   2.4e-05   0.00056   18.2   0.1    53   109   259   318   243   341 0.79 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 126074at6656         -            265   7.4e-10   37.5   0.4   1   3   0.00096     0.023   13.0   0.0   189   249    14    78     2    95 0.82 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 126074at6656         -            265   7.4e-10   37.5   0.4   2   3       1.5        34    2.5   0.0    71   107   179   216   147   228 0.68 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 126074at6656         -            265   7.4e-10   37.5   0.4   3   3   2.4e-05   0.00056   18.2   0.1    53   109   259   318   243   341 0.79 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   1   7     0.092       2.2    6.5   0.0    36    65    40    70    11    73 0.81 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   2   7      0.12       2.9    6.1   0.1   140   184   245   289   234   298 0.82 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   3   7      0.03       0.7    8.1   0.1    72   107   324   360   281   363 0.54 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   4   7     0.027      0.63    8.2   0.0    33    69   325   362   312   385 0.59 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   5   7    0.0087       0.2    9.9   0.0    35   109   369   448   360   456 0.72 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   6   7      0.61        14    3.8   0.4    93   126   476   507   457   515 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-    -            719 126074at6656         -            265   7.7e-10   37.5   8.6   7   7       2.5        58    1.8   0.1    37    75   563   602   544   627 0.77 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+   -            496 126074at6656         -            265     1e-09   37.0   0.2   1   3   0.00059     0.014   13.7   0.1    56   108    62   115    20   121 0.84 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+   -            496 126074at6656         -            265     1e-09   37.0   0.2   2   3   0.00091     0.021   13.1   0.0    33   110   121   201   116   209 0.84 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+   -            496 126074at6656         -            265     1e-09   37.0   0.2   3   3     0.094       2.2    6.4   0.0    39   108   396   465   387   479 0.90 -
19590at6656_76194_0:0029c2|TRINITY_DN84760_c5_g1_i1:69-518|-      -            150 126074at6656         -            265   1.1e-09   37.0   1.7   1   3       2.1        50    2.0   0.0   152   174     6    28     1    33 0.78 -
19590at6656_76194_0:0029c2|TRINITY_DN84760_c5_g1_i1:69-518|-      -            150 126074at6656         -            265   1.1e-09   37.0   1.7   2   3   6.4e-09   1.5e-07   29.9   0.2    37   108    34   107    32   115 0.88 -
19590at6656_76194_0:0029c2|TRINITY_DN84760_c5_g1_i1:69-518|-      -            150 126074at6656         -            265   1.1e-09   37.0   1.7   3   3       2.7        62    1.7   0.0   217   244   120   150   108   150 0.76 -
83755at6656_7539_0:001b71|TRINITY_DN92485_c10_g1_i3:632-1066|-    -            145 126074at6656         -            265   1.2e-09   36.9   0.4   1   3   7.6e-05    0.0018   16.6   0.0    51   109     2    63     1    64 0.83 -
83755at6656_7539_0:001b71|TRINITY_DN92485_c10_g1_i3:632-1066|-    -            145 126074at6656         -            265   1.2e-09   36.9   0.4   2   3   2.3e-07   5.4e-06   24.9   0.1    33   108    26   104    22   109 0.84 -
83755at6656_7539_0:001b71|TRINITY_DN92485_c10_g1_i3:632-1066|-    -            145 126074at6656         -            265   1.2e-09   36.9   0.4   3   3      0.16       3.9    5.7   0.2    33    66   110   144   105   145 0.86 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 126074at6656         -            265   1.3e-09   36.7   0.0   1   4   8.2e-05    0.0019   16.5   0.0    51   108     8    67     4    77 0.80 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 126074at6656         -            265   1.3e-09   36.7   0.0   2   4    0.0031     0.073   11.3   0.0    37   109   167   244   160   254 0.74 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 126074at6656         -            265   1.3e-09   36.7   0.0   3   4      0.05       1.2    7.4   0.0    39    78   213   253   208   270 0.82 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 126074at6656         -            265   1.3e-09   36.7   0.0   4   4       1.1        26    2.9   0.0    77   108   297   329   290   331 0.76 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 126074at6656         -            265   1.6e-09   36.4   3.4   1   2   4.1e-05   0.00096   17.5   0.6    33   128    58   156    50   161 0.83 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 126074at6656         -            265   1.6e-09   36.4   3.4   2   2   6.8e-06   0.00016   20.0   0.1    39   131   157   255   153   273 0.81 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 126074at6656         -            265   1.7e-09   36.3   0.8   1   4     0.062       1.5    7.0   0.0    39    78     3    43     1    66 0.82 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 126074at6656         -            265   1.7e-09   36.3   0.8   2   4     0.013      0.31    9.3   0.0    38   104    88   156    81   163 0.85 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 126074at6656         -            265   1.7e-09   36.3   0.8   3   4     0.029      0.67    8.2   0.0    19   106   229   324   220   326 0.71 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 126074at6656         -            265   1.7e-09   36.3   0.8   4   4    0.0037     0.087   11.1   0.2    38   106   295   367   287   367 0.81 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 126074at6656         -            265   1.9e-09   36.2   0.0   1   4    0.0012     0.029   12.6   0.0    38   108   100   173    76   183 0.82 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 126074at6656         -            265   1.9e-09   36.2   0.0   2   4      0.76        18    3.5   0.0    39   109   143   224   136   231 0.70 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 126074at6656         -            265   1.9e-09   36.2   0.0   3   4     0.013      0.31    9.2   0.0    37    98   233   295   225   299 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 126074at6656         -            265   1.9e-09   36.2   0.0   4   4     0.015      0.35    9.1   0.0    34   103   356   428   349   429 0.77 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+   -            430 126074at6656         -            265   1.9e-09   36.2   0.0   1   4    0.0012     0.029   12.6   0.0    38   108   100   173    76   183 0.82 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+   -            430 126074at6656         -            265   1.9e-09   36.2   0.0   2   4      0.76        18    3.5   0.0    39   109   143   224   136   231 0.70 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+   -            430 126074at6656         -            265   1.9e-09   36.2   0.0   3   4     0.013      0.31    9.2   0.0    37    98   233   295   225   299 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+   -            430 126074at6656         -            265   1.9e-09   36.2   0.0   4   4     0.015      0.35    9.1   0.0    34   103   357   429   350   430 0.77 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   1   8       1.1        25    3.0   0.0    45    73    19    47     5    68 0.86 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   2   8     0.099       2.3    6.4   0.0    36    65    91   121    59   124 0.79 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   3   8      0.14       3.3    5.9   0.1   140   184   302   346   291   355 0.82 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   4   8     0.027      0.64    8.2   0.1    72   107   381   417   338   427 0.57 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   5   8    0.0043       0.1   10.8   0.0    32   108   381   460   370   463 0.76 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   6   8     0.011      0.27    9.5   0.0    35   109   426   505   418   510 0.71 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   7   8      0.65        15    3.7   0.4    93   126   533   564   514   575 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-    -            800 126074at6656         -            265     2e-09   36.1  13.9   8   8       2.8        67    1.6   0.1    37    75   620   659   601   684 0.77 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 126074at6656         -            265     2e-09   36.1   0.0   1   3         3        70    1.5   0.0    39    59    21    41    10    66 0.58 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 126074at6656         -            265     2e-09   36.1   0.0   2   3    0.0049      0.11   10.7   0.0    27   109    91   176    86   183 0.80 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 126074at6656         -            265     2e-09   36.1   0.0   3   3   6.2e-06   0.00014   20.2   0.0    34   108   183   258   179   262 0.87 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   1   4       1.7        40    2.3   0.0    79   111    42    75    19    95 0.72 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   2   4   6.4e-06   0.00015   20.1   0.0    39   109   130   202   111   209 0.88 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   3   4     0.029      0.67    8.1   0.0    79   115   213   250   207   262 0.79 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   4   4       3.9        91    1.2   0.0    33    61   251   279   245   287 0.78 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   1   4       1.7        40    2.3   0.0    79   111    42    75    19    95 0.72 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   2   4   6.4e-06   0.00015   20.1   0.0    39   109   130   202   111   209 0.88 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   3   4     0.029      0.67    8.1   0.0    79   115   213   250   207   262 0.79 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 126074at6656         -            265   2.1e-09   36.1   0.2   4   4       3.9        91    1.2   0.0    33    61   251   279   245   287 0.78 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 126074at6656         -            265   2.9e-09   35.6   0.0   1   3    0.0069      0.16   10.2   0.0    37    98     2    64     1    69 0.88 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 126074at6656         -            265   2.9e-09   35.6   0.0   2   3   1.3e-05   0.00031   19.1   0.1    34   109   126   204   119   210 0.84 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 126074at6656         -            265   2.9e-09   35.6   0.0   3   3       1.5        34    2.5   0.0    39    65   215   242   208   244 0.78 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 126074at6656         -            265   3.2e-09   35.4   1.7   1   3   0.00059     0.014   13.7   0.1    91   108     6    23     3    33 0.88 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 126074at6656         -            265   3.2e-09   35.4   1.7   2   3       2.6        61    1.7   0.0   217   244    36    66    25    69 0.67 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 126074at6656         -            265   3.2e-09   35.4   1.7   3   3   4.2e-05   0.00099   17.4   0.0    35   107    75   152    68   157 0.81 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 126074at6656         -            265   3.4e-09   35.3   2.3   1   5      0.38       8.9    4.5   0.0   134   169   136   171   120   178 0.83 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 126074at6656         -            265   3.4e-09   35.3   2.3   2   5   0.00068     0.016   13.5   0.0    78   126   193   242   184   245 0.78 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 126074at6656         -            265   3.4e-09   35.3   2.3   3   5      0.33       7.6    4.7   0.0    36    96   233   295   230   304 0.75 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 126074at6656         -            265   3.4e-09   35.3   2.3   4   5      0.02      0.47    8.6   0.1    39   106   278   346   254   350 0.74 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 126074at6656         -            265   3.4e-09   35.3   2.3   5   5      0.78        18    3.4   0.0    83   108   372   398   347   426 0.81 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 126074at6656         -            265   3.4e-09   35.3   7.5   1   3   1.2e-07   2.9e-06   25.7   0.3    26   110   192   281   175   284 0.82 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 126074at6656         -            265   3.4e-09   35.3   7.5   2   3   0.00059     0.014   13.7   1.5    56   113   267   332   246   413 0.64 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 126074at6656         -            265   3.4e-09   35.3   7.5   3   3      0.15       3.5    5.8   0.2    46   107   388   453   381   453 0.65 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 126074at6656         -            265   4.3e-09   35.0   0.7   1   2    0.0022     0.052   11.8   0.0    41   108   215   293   208   302 0.71 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 126074at6656         -            265   4.3e-09   35.0   0.7   2   2   3.1e-06   7.2e-05   21.2   0.2    38   135   305   405   293   420 0.82 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   1   7     0.093       2.2    6.5   0.0    36    65    40    70    11    73 0.81 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   2   7      0.12       2.9    6.1   0.1   140   184   251   295   240   304 0.82 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   3   7      0.03       0.7    8.1   0.1    72   107   330   366   287   369 0.54 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   4   7     0.027      0.63    8.2   0.0    33    69   331   368   318   391 0.59 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   5   7    0.0088      0.21    9.8   0.0    35   109   375   454   366   462 0.72 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   6   7      0.62        15    3.8   0.4    93   126   482   513   463   521 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-    -            725 126074at6656         -            265   4.5e-09   35.0  11.6   7   7       2.5        59    1.8   0.1    37    75   569   608   550   633 0.77 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   1   7       1.2        28    2.8   0.0    45    73    19    47     5    69 0.86 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   2   7      0.12       2.7    6.2   0.0    36    65    91   121    59   124 0.79 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   3   7      0.16       3.9    5.7   0.1   140   184   302   346   291   355 0.82 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   4   7     0.029      0.69    8.1   0.1    72   108   381   418   337   427 0.56 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   5   7     0.012      0.28    9.4   0.0    35   109   426   505   417   512 0.72 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   6   7      0.76        18    3.5   0.4    93   126   533   564   512   575 0.79 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-    -            913 126074at6656         -            265   6.3e-09   34.5  14.0   7   7       3.3        78    1.4   0.1    37    75   620   659   601   684 0.77 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   1   7       1.2        28    2.8   0.0    45    73    19    47     5    69 0.86 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   2   7      0.12       2.7    6.2   0.0    36    65    91   121    59   124 0.79 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   3   7      0.16       3.9    5.7   0.1   140   184   302   346   291   355 0.82 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   4   7     0.029      0.69    8.1   0.1    72   108   381   418   337   427 0.56 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   5   7     0.012      0.28    9.4   0.0    35   109   426   505   417   512 0.72 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   6   7      0.76        18    3.5   0.4    93   126   533   564   512   575 0.79 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 126074at6656         -            265   6.6e-09   34.4  14.2   7   7       3.3        78    1.4   0.1    37    75   620   659   601   684 0.77 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   1   4   5.9e-05    0.0014   17.0   0.1    34   108    67   144    53   232 0.80 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   2   4      0.42        10    4.3   0.0    52    92   208   253   197   280 0.54 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   3   4       2.6        62    1.7   0.1    36   108   247   325   239   339 0.50 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   4   4     0.035      0.81    7.9   0.0   189   239   348   402   338   408 0.70 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   1   4   5.9e-05    0.0014   17.0   0.1    34   108    67   144    53   232 0.80 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   2   4      0.42        10    4.3   0.0    52    92   208   253   197   280 0.54 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   3   4       2.6        62    1.7   0.1    36   108   247   325   239   339 0.50 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 126074at6656         -            265   6.8e-09   34.4   1.8   4   4     0.035      0.81    7.9   0.0   189   239   348   402   338   408 0.70 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 126074at6656         -            265   8.6e-09   34.0   7.1   1   4       7.3   1.7e+02    0.2   0.0    51   245   292   310   272   319 0.59 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 126074at6656         -            265   8.6e-09   34.0   7.1   2   4   1.7e-07   4.1e-06   25.3   0.2    26   110   310   399   292   402 0.82 -
