#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 71018at6656          -            402  4.3e-118  393.8   1.7   1   1  1.8e-118    3e-117  391.0   1.7    98   402     1   359     1   359 0.89 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i1:331-933|-     -            201 71018at6656          -            402   8.8e-22   76.6   5.7   1   3    0.0026     0.044   11.7   0.0   299   365    18    84    12    90 0.87 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i1:331-933|-     -            201 71018at6656          -            402   8.8e-22   76.6   5.7   2   3   1.2e-09     2e-08   32.6   0.2   276   376    37   145    30   150 0.83 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i1:331-933|-     -            201 71018at6656          -            402   8.8e-22   76.6   5.7   3   3     1e-13   1.7e-12   46.0   1.4   293   385   104   197    99   201 0.91 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   1   6       8.8   1.5e+02    0.1   0.0   301   361    20    79    11    87 0.71 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   2   6       2.9        49    1.7   0.0   292   317    93   118    86   123 0.79 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   3   6      0.64        11    3.9   0.1   292   324   186   218   141   226 0.51 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   4   6       7.2   1.2e+02    0.4   0.0   146   188   292   335   256   359 0.54 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   5   6   1.5e-13   2.6e-12   45.5   0.2   273   377   365   471   297   486 0.88 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i2:78-2477|-     -            800 71018at6656          -            402   9.4e-22   76.5   8.9   6   6   4.8e-06   8.1e-05   20.8   0.0   301   368   480   550   475   569 0.69 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 71018at6656          -            402     1e-21   76.4   7.8   1   5       1.9        32    2.3   0.0   290   317    40    67     9    72 0.77 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 71018at6656          -            402     1e-21   76.4   7.8   2   5      0.56       9.5    4.1   0.1   292   324   135   167    90   175 0.51 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 71018at6656          -            402     1e-21   76.4   7.8   3   5       6.2     1e+02    0.6   0.0   146   188   241   284   201   307 0.55 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 71018at6656          -            402     1e-21   76.4   7.8   4   5   1.4e-13   2.3e-12   45.6   0.2   272   377   313   420   244   434 0.88 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i5:97-2271|-     -            725 71018at6656          -            402     1e-21   76.4   7.8   5   5   4.3e-06   7.2e-05   20.9   0.0   301   368   429   499   423   516 0.69 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+    -            496 71018at6656          -            402   1.7e-21   75.7   4.2   1   4         4        68    1.3   0.0   344   395     4    58     2    62 0.72 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+    -            496 71018at6656          -            402   1.7e-21   75.7   4.2   2   4   1.8e-16   3.1e-15   55.1   1.5   274   382    66   173    60   176 0.94 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+    -            496 71018at6656          -            402   1.7e-21   75.7   4.2   3   4   5.9e-08   9.9e-07   27.0   0.3   270   328   145   203   143   208 0.94 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i4:237-1724|+    -            496 71018at6656          -            402   1.7e-21   75.7   4.2   4   4    0.0026     0.043   11.8   0.0   291   339   393   440   388   453 0.86 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 71018at6656          -            402   2.4e-21   75.2   5.1   1   4       4.4        75    1.1   0.0   344   395     4    58     2    64 0.73 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 71018at6656          -            402   2.4e-21   75.2   5.1   2   4   2.1e-16   3.5e-15   54.9   1.6   274   382    66   173    60   177 0.94 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 71018at6656          -            402   2.4e-21   75.2   5.1   3   4   5.6e-08   9.4e-07   27.1   0.4   269   328   144   203   139   208 0.93 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+    -            551 71018at6656          -            402   2.4e-21   75.2   5.1   4   4     0.003      0.05   11.6   0.0   291   339   393   440   388   453 0.86 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 71018at6656          -            402   2.7e-21   75.0   2.8   1   4   4.4e-08   7.4e-07   27.5   0.0   293   379     2    90     1    91 0.82 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 71018at6656          -            402   2.7e-21   75.0   2.8   2   4   5.5e-05   0.00093   17.3   0.0   292   363    87   157    83   163 0.53 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 71018at6656          -            402   2.7e-21   75.0   2.8   3   4   6.3e-05    0.0011   17.1   0.0   308   373   223   289   209   298 0.82 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 71018at6656          -            402   2.7e-21   75.0   2.8   4   4    0.0016     0.026   12.5   0.6   294   364   296   367   291   367 0.65 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 71018at6656          -            402     3e-21   74.9   9.1   1   5       3.2        54    1.6   0.0   291   317    92   118    82   122 0.81 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 71018at6656          -            402     3e-21   74.9   9.1   2   5      0.75        13    3.7   0.1   292   324   186   218   141   226 0.51 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 71018at6656          -            402     3e-21   74.9   9.1   3   5       8.9   1.5e+02    0.1   0.0   146   188   292   335   254   357 0.55 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 71018at6656          -            402     3e-21   74.9   9.1   4   5   1.8e-13     3e-12   45.2   0.2   272   377   364   471   295   486 0.88 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i4:214-2952|-     -            913 71018at6656          -            402     3e-21   74.9   9.1   5   5   5.7e-06   9.6e-05   20.5   0.0   301   368   480   550   475   569 0.69 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402     5e-21   74.1   0.1   1   4     0.038      0.64    7.9   0.0   328   387     3    65     2    69 0.87 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402     5e-21   74.1   0.1   2   4   2.9e-05   0.00049   18.2   0.0   284   327    46    89    40    97 0.88 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402     5e-21   74.1   0.1   3   4   2.9e-13   4.9e-12   44.5   0.0   268   376    72   180    65   192 0.87 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 71018at6656          -            402     5e-21   74.1   0.1   4   4   0.00016    0.0027   15.7   0.0   291   323   261   293   224   310 0.78 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-    -            279 71018at6656          -            402   8.3e-21   73.4   2.0   1   4    0.0014     0.023   12.7   0.0   351   388    11    48     4    52 0.89 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-    -            279 71018at6656          -            402   8.3e-21   73.4   2.0   2   4   3.4e-07   5.7e-06   24.5   0.0   287   329    74   116    54   126 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-    -            279 71018at6656          -            402   8.3e-21   73.4   2.0   3   4    0.0044     0.074   11.0   0.0   299   365   129   195   121   207 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-    -            279 71018at6656          -            402   8.3e-21   73.4   2.0   4   4     1e-09   1.8e-08   32.8   0.2   276   381   148   261   140   277 0.82 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   1   3   1.2e-12   1.9e-11   42.6   0.0   291   385     4   100     1   101 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   2   3   4.3e-06   7.2e-05   20.9   0.0   291   328    90   127    88   138 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   3   3   0.00012     0.002   16.2   0.0   288   325   141   179   137   186 0.89 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   1   3   1.2e-12   1.9e-11   42.6   0.0   291   385     4   100     1   101 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   2   3   4.3e-06   7.2e-05   20.9   0.0   291   328    90   127    88   138 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-   -            219 71018at6656          -            402   1.5e-20   72.6   0.2   3   3   0.00012     0.002   16.2   0.0   288   325   141   179   137   186 0.89 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 71018at6656          -            402   1.5e-20   72.6   0.1   1   3   1.1e-05   0.00019   19.6   0.1   284   333    26    75    11    82 0.87 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 71018at6656          -            402   1.5e-20   72.6   0.1   2   3   2.5e-10   4.2e-09   34.9   0.0   293   376    76   160    72   172 0.88 -
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i3:64-957|+    -            298 71018at6656          -            402   1.5e-20   72.6   0.1   3   3   0.00014    0.0024   15.9   0.0   291   323   241   273   204   290 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 71018at6656          -            402   1.9e-20   72.2   7.7   1   4       1.9        31    2.4   0.0   290   317    40    67     9    73 0.77 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 71018at6656          -            402   1.9e-20   72.2   7.7   2   4       6.2     1e+02    0.6   0.0   146   188   235   278   196   301 0.55 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 71018at6656          -            402   1.9e-20   72.2   7.7   3   4   1.4e-13   2.3e-12   45.6   0.2   272   377   307   414   238   428 0.88 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 71018at6656          -            402   1.9e-20   72.2   7.7   4   4   4.2e-06   7.1e-05   20.9   0.0   301   368   423   493   417   510 0.69 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   1   3   1.7e-06   2.8e-05   22.3   2.5   310   401   113   225    99   226 0.77 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   2   3    0.0034     0.057   11.4   0.2   289   323   260   293   255   305 0.76 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   3   3   6.5e-13   1.1e-11   43.4   0.8   298   392   309   408   301   424 0.81 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   1   3   1.7e-06   2.8e-05   22.3   2.5   310   401   113   225    99   226 0.77 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   2   3    0.0034     0.057   11.4   0.2   289   323   260   293   255   305 0.76 -
96971at6656_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+      -            424 71018at6656          -            402   3.8e-20   71.2  14.5   3   3   6.5e-13   1.1e-11   43.4   0.8   298   392   309   408   301   424 0.81 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 71018at6656          -            402     5e-20   70.8   1.1   1   2   3.4e-10   5.7e-09   34.4   0.6   309   399    11   112     1   114 0.54 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 71018at6656          -            402     5e-20   70.8   1.1   2   2   4.7e-11   7.9e-10   37.3   0.0   272   371   104   207    93   215 0.82 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i3:311-955|+      -            215 71018at6656          -            402     5e-20   70.8   1.1   1   2   3.4e-10   5.7e-09   34.4   0.6   309   399    11   112     1   114 0.54 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i3:311-955|+      -            215 71018at6656          -            402     5e-20   70.8   1.1   2   2   4.7e-11   7.9e-10   37.3   0.0   272   371   104   207    93   215 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   1   4     0.026      0.44    8.5   0.0   293   323     1    30     1    54 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   2   4     2e-10   3.4e-09   35.2   0.1   305   385    64   139    43   149 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   3   4   0.00073     0.012   13.6   0.1   170   227   155   220   150   231 0.60 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i1:2850-3737|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   4   4   0.00052    0.0087   14.1   0.2   266   323   233   288   224   294 0.90 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   1   4     0.026      0.44    8.5   0.0   293   323     1    30     1    54 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   2   4     2e-10   3.4e-09   35.2   0.1   305   385    64   139    43   149 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   3   4   0.00073     0.012   13.6   0.1   170   227   155   220   150   231 0.60 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   4   4   0.00052    0.0087   14.1   0.2   266   323   233   288   224   294 0.90 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   1   4     0.026      0.44    8.5   0.0   293   323     1    30     1    54 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   2   4     2e-10   3.4e-09   35.2   0.1   305   385    64   139    43   149 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   3   4   0.00073     0.012   13.6   0.1   170   227   155   220   150   231 0.60 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i5:2836-3723|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   4   4   0.00052    0.0087   14.1   0.2   266   323   233   288   224   294 0.90 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i6:2834-3721|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   1   4     0.026      0.44    8.5   0.0   293   323     1    30     1    54 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i6:2834-3721|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   2   4     2e-10   3.4e-09   35.2   0.1   305   385    64   139    43   149 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i6:2834-3721|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   3   4   0.00073     0.012   13.6   0.1   170   227   155   220   150   231 0.60 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i6:2834-3721|-   -            296 71018at6656          -            402   6.2e-20   70.5   6.4   4   4   0.00052    0.0087   14.1   0.2   266   323   233   288   224   294 0.90 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   1   2   9.8e-08   1.7e-06   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   2   2   8.5e-14   1.4e-12   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   1   2   9.8e-08   1.7e-06   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   2   2   8.5e-14   1.4e-12   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   1   2   9.8e-08   1.7e-06   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   2   2   8.5e-14   1.4e-12   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   1   2   9.8e-08   1.7e-06   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   2   2   8.5e-14   1.4e-12   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   1   2   9.8e-08   1.7e-06   26.3   0.2   275   345    10    80     2    84 0.86 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-    -            184 71018at6656          -            402   1.1e-19   69.7   2.2   2   2   8.5e-14   1.4e-12   46.3   0.2   297   389    74   167    72   172 0.89 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   1.4e-19   69.4   0.4   1   3   1.3e-07   2.2e-06   25.9   0.3   295   387    17   111     4   118 0.87 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   1.4e-19   69.4   0.4   2   3   3.9e-08   6.5e-07   27.7   0.0   266   380   116   233   109   236 0.82 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 71018at6656          -            402   1.4e-19   69.4   0.4   3   3   4.6e-06   7.7e-05   20.8   0.0   300   385   195   284   190   305 0.51 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   1.6e-19   69.2   2.6   1   4     0.031      0.51    8.2   0.0   311   386   114   192    98   198 0.66 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   1.6e-19   69.2   2.6   2   4     1e-07   1.7e-06   26.3   0.0   295   365   227   299   207   304 0.89 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   1.6e-19   69.2   2.6   3   4      0.48       8.1    4.3   0.0   283   323   305   346   299   354 0.88 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 71018at6656          -            402   1.6e-19   69.2   2.6   4   4   1.5e-07   2.6e-06   25.7   1.0   301   368   526   593   495   602 0.86 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i7:597-3569|+     -            991 71018at6656          -            402   3.1e-19   68.2   0.8   1   4    0.0032     0.053   11.5   0.0   293   345   572   623   564   635 0.85 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i7:597-3569|+     -            991 71018at6656          -            402   3.1e-19   68.2   0.8   2   4   4.9e-10   8.2e-09   33.9   0.2   292   368   666   741   662   749 0.88 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i7:597-3569|+     -            991 71018at6656          -            402   3.1e-19   68.2   0.8   3   4       7.9   1.3e+02    0.3   0.0   336   369   753   786   742   804 0.78 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i7:597-3569|+     -            991 71018at6656          -            402   3.1e-19   68.2   0.8   4   4   5.8e-05   0.00098   17.2   0.0   297   367   806   878   800   893 0.90 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i1:594-3694|+    -            992 71018at6656          -            402   3.1e-19   68.2   0.8   1   4    0.0032     0.053   11.5   0.0   293   345   573   624   565   636 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i1:594-3694|+    -            992 71018at6656          -            402   3.1e-19   68.2   0.8   2   4   4.9e-10   8.2e-09   33.9   0.2   292   368   667   742   663   750 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i1:594-3694|+    -            992 71018at6656          -            402   3.1e-19   68.2   0.8   3   4       7.9   1.3e+02    0.3   0.0   336   369   754   787   743   805 0.78 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i1:594-3694|+    -            992 71018at6656          -            402   3.1e-19   68.2   0.8   4   4   5.8e-05   0.00098   17.2   0.0   297   367   807   879   801   894 0.90 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+    -           1008 71018at6656          -            402   3.4e-19   68.1   0.9   1   4    0.0032     0.054   11.5   0.0   293   345   589   640   581   652 0.85 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+    -           1008 71018at6656          -            402   3.4e-19   68.1   0.9   2   4     5e-10   8.5e-09   33.9   0.2   292   368   683   758   678   764 0.88 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+    -           1008 71018at6656          -            402   3.4e-19   68.1   0.9   3   4       8.2   1.4e+02    0.2   0.0   336   369   770   803   759   820 0.78 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i10:597-3620|+    -           1008 71018at6656          -            402   3.4e-19   68.1   0.9   4   4     6e-05     0.001   17.1   0.0   297   367   823   895   817   909 0.90 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+    -           1009 71018at6656          -            402   3.4e-19   68.1   0.9   1   4    0.0032     0.054   11.4   0.0   293   345   590   641   582   653 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+    -           1009 71018at6656          -            402   3.4e-19   68.1   0.9   2   4     5e-10   8.5e-09   33.9   0.2   292   368   684   759   679   765 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+    -           1009 71018at6656          -            402   3.4e-19   68.1   0.9   3   4       8.2   1.4e+02    0.2   0.0   336   369   771   804   760   821 0.78 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i8:594-3745|+    -           1009 71018at6656          -            402   3.4e-19   68.1   0.9   4   4     6e-05     0.001   17.1   0.0   297   367   824   896   818   910 0.90 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 71018at6656          -            402   3.7e-19   68.0   2.1   1   2   7.7e-13   1.3e-11   43.1   0.8   298   385     2    92     1    95 0.84 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 71018at6656          -            402   3.7e-19   68.0   2.1   2   2     5e-08   8.4e-07   27.3   0.1   293   364    84   153    81   155 0.83 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+    -           1031 71018at6656          -            402   3.8e-19   68.0   0.9   1   4    0.0033     0.056   11.4   0.0   293   345   612   663   604   675 0.85 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+    -           1031 71018at6656          -            402   3.8e-19   68.0   0.9   2   4   5.2e-10   8.7e-09   33.8   0.2   292   368   706   781   701   787 0.88 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+    -           1031 71018at6656          -            402   3.8e-19   68.0   0.9   3   4       8.4   1.4e+02    0.2   0.0   336   369   793   826   782   843 0.78 -
13019at6656_69319_0:001cc7|TRINITY_DN92257_c8_g1_i11:597-3689|+    -           1031 71018at6656          -            402   3.8e-19   68.0   0.9   4   4   6.2e-05     0.001   17.1   0.0   297   367   846   918   840   932 0.90 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+    -           1032 71018at6656          -            402   3.8e-19   67.9   0.9   1   4    0.0033     0.056   11.4   0.0   293   345   613   664   605   676 0.85 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+    -           1032 71018at6656          -            402   3.8e-19   67.9   0.9   2   4   5.2e-10   8.7e-09   33.8   0.2   292   368   707   782   702   788 0.88 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+    -           1032 71018at6656          -            402   3.8e-19   67.9   0.9   3   4       8.4   1.4e+02    0.2   0.0   336   369   794   827   783   844 0.78 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i4:594-3814|+    -           1032 71018at6656          -            402   3.8e-19   67.9   0.9   4   4   6.2e-05     0.001   17.1   0.0   297   367   847   919   841   933 0.90 -
