#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 109174at6656         -            256   1.6e-67  226.8   2.1   1   1     2e-67   1.4e-65  220.4   2.1     1   248     2   315     2   316 0.82 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   3   5     0.085       6.1    5.3   0.0    94   208   367   400   276   418 0.70 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   4   5     0.052       3.8    6.0   0.0    13    69   423   479   419   486 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   5   5       1.8   1.3e+02    0.9   0.0   208   223   488   503   484   504 0.90 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   1   5       4.7   3.4e+02   -0.4   0.0    88   113   233   258   230   268 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   2   5       4.5   3.3e+02   -0.4   0.0    62    81   276   295   250   317 0.77 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   3   5     0.085       6.1    5.3   0.0    94   208   367   400   276   418 0.70 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   4   5     0.052       3.8    6.0   0.0    13    69   423   479   419   486 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 109174at6656         -            256   0.00036   19.2   0.4   5   5       1.8   1.3e+02    0.9   0.0   208   223   488   503   484   504 0.90 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 109174at6656         -            256   0.00076   18.1   0.4   1   3       5.1   3.7e+02   -0.5   0.0   192   208    13    29     8    41 0.85 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 109174at6656         -            256   0.00076   18.1   0.4   2   3    0.0017      0.12   10.9   0.0   168   227   151   219   130   223 0.74 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 109174at6656         -            256   0.00076   18.1   0.4   3   3      0.01      0.73    8.3   0.1    96   161   206   262   195   280 0.78 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 109174at6656         -            256   0.00084   17.9   0.0   1   3      0.16        11    4.4   0.0    28    64    32    71    15    94 0.70 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 109174at6656         -            256   0.00084   17.9   0.0   2   3    0.0083       0.6    8.6   0.0    89   118   126   157   114   163 0.80 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 109174at6656         -            256   0.00084   17.9   0.0   3   3       1.6   1.2e+02    1.1   0.0    19    44   193   218   186   241 0.88 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 109174at6656         -            256   0.00084   17.9   0.0   1   3      0.16        11    4.4   0.0    28    64    32    71    15    94 0.70 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 109174at6656         -            256   0.00084   17.9   0.0   2   3    0.0083       0.6    8.6   0.0    89   118   126   157   114   163 0.80 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 109174at6656         -            256   0.00084   17.9   0.0   3   3       1.6   1.2e+02    1.1   0.0    19    44   193   218   186   241 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 109174at6656         -            256   0.00096   17.8   0.2   1   4      0.15        11    4.5   0.0   130   162    40    72     7    92 0.71 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 109174at6656         -            256   0.00096   17.8   0.2   2   4       0.1       7.6    5.0   0.0    89   110    93   114    81   125 0.86 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 109174at6656         -            256   0.00096   17.8   0.2   3   4         2   1.4e+02    0.8   0.0    64    83   138   157   120   162 0.61 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 109174at6656         -            256   0.00096   17.8   0.2   4   4       0.9        65    1.9   0.0    89   110   271   292   225   308 0.85 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   1   4      0.64        47    2.4   0.0    91   115     3    27     1    37 0.78 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   2   4      0.06       4.3    5.8   0.0   168   206    43    83    34    88 0.82 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   3   4      0.37        27    3.2   0.0    88   113    90   115    84   125 0.86 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i4:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   4   4       1.2        87    1.5   0.0    90   112   134   156   119   163 0.79 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   1   4      0.64        47    2.4   0.0    91   115     3    27     1    37 0.78 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   2   4      0.06       4.3    5.8   0.0   168   206    43    83    34    88 0.82 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   3   4      0.37        27    3.2   0.0    88   113    90   115    84   125 0.86 -
31196at6656_1629725_0:001392|TRINITY_DN79895_c5_g1_i7:405-896|-   -            164 109174at6656         -            256   0.00097   17.7   0.0   4   4       1.2        87    1.5   0.0    90   112   134   156   119   163 0.79 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   1   4       4.8   3.5e+02   -0.4   0.0    42    83    23    66    15    77 0.80 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   2   4     0.006      0.44    9.0   0.0    25   115   118   208   114   222 0.76 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   3   4         9   6.5e+02   -1.4   0.0    66   112   228   247   208   261 0.66 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   4   4       5.1   3.7e+02   -0.5   0.0    63    88   309   334   304   336 0.89 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   1   4       4.8   3.5e+02   -0.4   0.0    42    83    23    66    15    77 0.80 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   2   4     0.006      0.44    9.0   0.0    25   115   118   208   114   222 0.76 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   3   4         9   6.5e+02   -1.4   0.0    66   112   228   247   208   261 0.66 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 109174at6656         -            256    0.0013   17.4   0.5   4   4       5.1   3.7e+02   -0.5   0.0    63    88   309   334   304   336 0.89 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 109174at6656         -            256    0.0015   17.1   0.0   1   3     0.082       5.9    5.3   0.0   192   241   153   208   149   216 0.84 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 109174at6656         -            256    0.0015   17.1   0.0   2   3      0.31        22    3.4   0.0   191   233   196   243   192   259 0.73 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 109174at6656         -            256    0.0015   17.1   0.0   3   3     0.047       3.4    6.1   0.0   172   225   261   321   247   351 0.85 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   1   4    0.0058      0.42    9.1   0.0    90   116    85   111    78   119 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   2   4       4.3   3.1e+02   -0.3   0.0    90   114   127   151   115   165 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   3   4         2   1.4e+02    0.8   0.0    64    96   309   337   289   346 0.67 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i2:47-1535|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   4   4         5   3.6e+02   -0.5   0.0   209   233   350   374   347   385 0.78 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   1   4    0.0058      0.42    9.1   0.0    90   116    85   111    78   119 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   2   4       4.3   3.1e+02   -0.3   0.0    90   114   127   151   115   165 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   3   4         2   1.4e+02    0.8   0.0    64    96   309   337   289   346 0.67 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i4:47-1689|+    -            409 109174at6656         -            256    0.0015   17.1   0.0   4   4         5   3.6e+02   -0.5   0.0   209   233   350   374   347   385 0.78 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   1   4    0.0058      0.42    9.1   0.0    90   116    85   111    78   119 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   2   4       4.3   3.1e+02   -0.3   0.0    90   114   127   151   115   165 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   3   4         2   1.4e+02    0.8   0.0    64    96   309   337   289   346 0.67 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i3:47-1270|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   4   4       5.1   3.7e+02   -0.5   0.0   209   233   350   374   347   384 0.78 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   1   4    0.0058      0.42    9.1   0.0    90   116    85   111    78   119 0.90 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   2   4       4.3   3.1e+02   -0.3   0.0    90   114   127   151   115   165 0.79 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   3   4         2   1.4e+02    0.8   0.0    64    96   309   337   289   346 0.67 -
116982at6656_6669_0:00100a|TRINITY_DN75389_c16_g1_i5:47-1424|+    -            408 109174at6656         -            256    0.0016   17.0   0.0   4   4       5.1   3.7e+02   -0.5   0.0   209   233   350   374   347   384 0.78 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 109174at6656         -            256    0.0021   16.6   0.2   1   4      0.44        32    2.9   0.0   135   162     5    32     1    50 0.79 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 109174at6656         -            256    0.0021   16.6   0.2   2   4     0.083         6    5.3   0.0    89   110    53    74    35    84 0.86 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 109174at6656         -            256    0.0021   16.6   0.2   3   4       1.6   1.2e+02    1.1   0.0    63    83    97   117    77   121 0.61 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 109174at6656         -            256    0.0021   16.6   0.2   4   4      0.73        53    2.2   0.0    89   110   231   252   183   268 0.85 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 109174at6656         -            256    0.0022   16.6   0.0   1   3       2.5   1.8e+02    0.5   0.0    63   107    11    28     4    45 0.61 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 109174at6656         -            256    0.0022   16.6   0.0   2   3     0.063       4.6    5.7   0.0   209   237    57    85    53    97 0.88 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-     -            155 109174at6656         -            256    0.0022   16.6   0.0   3   3     0.026       1.9    7.0   0.0    90   115    98   123    88   154 0.90 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 109174at6656         -            256    0.0025   16.4   0.3   1   2     0.013      0.91    8.0   0.0    92   163   116   179   112   194 0.80 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 109174at6656         -            256    0.0025   16.4   0.3   2   2      0.32        23    3.4   0.0    89   111   415   437   393   440 0.85 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 109174at6656         -            256    0.0025   16.4   0.3   1   2     0.013      0.91    8.0   0.0    92   163   116   179   112   194 0.80 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 109174at6656         -            256    0.0025   16.4   0.3   2   2      0.32        23    3.4   0.0    89   111   416   438   394   441 0.85 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-   -            196 109174at6656         -            256     0.003   16.1   0.2   1   2    0.0022      0.16   10.5   0.1    90   193     2   114     1   135 0.68 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-   -            196 109174at6656         -            256     0.003   16.1   0.2   2   2      0.53        38    2.7   0.0   139   160   138   159   128   174 0.71 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-   -            196 109174at6656         -            256     0.003   16.1   0.2   1   2    0.0022      0.16   10.5   0.1    90   193     2   114     1   135 0.68 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-   -            196 109174at6656         -            256     0.003   16.1   0.2   2   2      0.53        38    2.7   0.0   139   160   138   159   128   174 0.71 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 109174at6656         -            256    0.0031   16.1   0.3   1   3       8.1   5.9e+02   -1.2   0.0   192   208   186   202   176   207 0.84 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 109174at6656         -            256    0.0031   16.1   0.3   2   3    0.0032      0.23    9.9   0.0   168   227   324   392   314   399 0.72 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 109174at6656         -            256    0.0031   16.1   0.3   3   3     0.019       1.4    7.4   0.1    95   161   378   435   367   453 0.78 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+     -            236 109174at6656         -            256    0.0033   16.0   0.0   1   3       0.6        43    2.5   0.0   170   192    48    70    28    79 0.79 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+     -            236 109174at6656         -            256    0.0033   16.0   0.0   2   3    0.0035      0.25    9.8   0.0    91   164    52   125    46   191 0.74 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+     -            236 109174at6656         -            256    0.0033   16.0   0.0   3   3       3.3   2.4e+02    0.1   0.0   176   203   198   224   193   233 0.81 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 109174at6656         -            256    0.0033   16.0   0.0   1   3      0.11       8.1    4.9   0.0   192   241   269   324   265   332 0.84 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 109174at6656         -            256    0.0033   16.0   0.0   2   3       1.3        95    1.4   0.0   210   233   336   359   331   375 0.81 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 109174at6656         -            256    0.0033   16.0   0.0   3   3      0.08       5.8    5.4   0.0   172   225   377   437   362   444 0.84 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 109174at6656         -            256    0.0034   16.0   0.0   1   3      0.11       8.1    4.9   0.0   192   241   271   326   267   334 0.84 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 109174at6656         -            256    0.0034   16.0   0.0   2   3       1.3        95    1.4   0.0   210   233   338   361   333   377 0.81 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 109174at6656         -            256    0.0034   16.0   0.0   3   3      0.08       5.8    5.4   0.0   172   225   379   439   364   446 0.84 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i1:64-2349|+   -            762 109174at6656         -            256    0.0034   15.9   0.0   1   2    0.0034      0.25    9.9   0.0   159   207   101   151    88   155 0.78 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i1:64-2349|+   -            762 109174at6656         -            256    0.0034   15.9   0.0   2   2       0.4        29    3.1   0.0    63    97   158   190   155   225 0.87 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+   -            762 109174at6656         -            256    0.0034   15.9   0.0   1   2    0.0034      0.25    9.9   0.0   159   207   101   151    88   155 0.78 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+   -            762 109174at6656         -            256    0.0034   15.9   0.0   2   2       0.4        29    3.1   0.0    63    97   158   190   155   225 0.87 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   1   3      0.52        38    2.7   0.0   187   231    21    65     1    74 0.75 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   2   3     0.019       1.4    7.4   0.0    52   110    39   102    25   107 0.63 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i2:726-1319|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   3   3      0.22        16    3.9   0.0    63    84   122   143   112   149 0.68 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   1   3      0.52        38    2.7   0.0   187   231    21    65     1    74 0.75 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   2   3     0.019       1.4    7.4   0.0    52   110    39   102    25   107 0.63 -
40929at6656_116153_0:0023e9|TRINITY_DN82339_c12_g1_i7:725-1318|-  -            198 109174at6656         -            256    0.0038   15.8   0.1   3   3      0.22        16    3.9   0.0    63    84   122   143   112   149 0.68 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i3:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   1   4       3.9   2.8e+02   -0.2   0.0   122   122    99    99    67   130 0.51 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i3:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   2   4       5.8   4.2e+02   -0.7   0.0    65    80   115   130   105   141 0.83 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i3:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   3   4     0.026       1.9    7.0   0.0    89   112   171   194   166   197 0.86 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i3:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   4   4      0.32        23    3.4   0.0    57    79   259   281   254   283 0.81 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   1   4       3.9   2.8e+02   -0.2   0.0   122   122    99    99    67   130 0.51 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   2   4       5.8   4.2e+02   -0.7   0.0    65    80   115   130   105   141 0.83 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   3   4     0.026       1.9    7.0   0.0    89   112   171   194   166   197 0.86 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 109174at6656         -            256    0.0046   15.5   0.5   4   4      0.32        23    3.4   0.0    57    79   259   281   254   283 0.81 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 109174at6656         -            256    0.0049   15.4   0.2   1   3       0.8        58    2.1   0.0    81   113    10    42     2    51 0.73 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 109174at6656         -            256    0.0049   15.4   0.2   2   3    0.0095      0.69    8.4   0.0    45   109   134   190    93   195 0.71 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 109174at6656         -            256    0.0049   15.4   0.2   3   3       5.1   3.7e+02   -0.6   0.0    94   124   221   251   215   254 0.84 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 109174at6656         -            256    0.0049   15.4   0.2   1   3       0.8        58    2.1   0.0    81   113    10    42     2    51 0.73 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 109174at6656         -            256    0.0049   15.4   0.2   2   3    0.0095      0.69    8.4   0.0    45   109   134   190    93   195 0.71 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i5:676-1470|+    -            265 109174at6656         -            256    0.0049   15.4   0.2   3   3       5.1   3.7e+02   -0.6   0.0    94   124   221   251   215   254 0.84 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 109174at6656         -            256    0.0051   15.4   0.4   1   3       1.7   1.2e+02    1.0   0.0    88   112   274   298   239   308 0.75 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 109174at6656         -            256    0.0051   15.4   0.4   2   3     0.077       5.6    5.4   0.0   209   234   320   345   309   356 0.88 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 109174at6656         -            256    0.0051   15.4   0.4   3   3      0.27        20    3.6   0.0    64    89   362   386   356   408 0.71 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 109174at6656         -            256    0.0052   15.3   0.6   1   3       1.9   1.4e+02    0.9   0.0    88   112   274   298   243   309 0.76 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 109174at6656         -            256    0.0052   15.3   0.6   2   3      0.09       6.5    5.2   0.0   209   233   320   344   309   352 0.88 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 109174at6656         -            256    0.0052   15.3   0.6   3   3      0.25        18    3.8   0.0    64    89   362   386   351   409 0.68 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 109174at6656         -            256    0.0054   15.3   0.2   1   3      0.13       9.3    4.7   0.0   130   162    40    72     7    90 0.71 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 109174at6656         -            256    0.0054   15.3   0.2   2   3      0.09       6.5    5.2   0.0    89   110    93   114    81   125 0.86 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 109174at6656         -            256    0.0054   15.3   0.2   3   3       1.7   1.2e+02    1.0   0.0    64    83   138   157   120   162 0.61 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 109174at6656         -            256    0.0062   15.1   0.1   1   3      0.79        58    2.1   0.0    91   110    54    73    46   115 0.84 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 109174at6656         -            256    0.0062   15.1   0.1   2   3    0.0068      0.49    8.9   0.1    71   124   194   252   183   270 0.69 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 109174at6656         -            256    0.0062   15.1   0.1   3   3       4.6   3.4e+02   -0.4   0.0    66   226   265   280   244   292 0.62 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 109174at6656         -            256     0.007   14.9   0.1   1   2    0.0048      0.35    9.4   0.0    90   117   105   132   102   229 0.74 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 109174at6656         -            256     0.007   14.9   0.1   2   2      0.56        40    2.6   0.0   209   226   275   292   214   308 0.82 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 109174at6656         -            256    0.0084   14.7   0.1   1   2      0.29        21    3.5   0.0   209   226    71    88    41    98 0.74 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 109174at6656         -            256    0.0084   14.7   0.1   2   2     0.065       4.7    5.7   0.0    88   109   114   135    96   142 0.79 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 109174at6656         -            256    0.0085   14.7   1.0   1   4      0.45        33    2.9   0.0    84   112     4    32     2    36 0.85 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 109174at6656         -            256    0.0085   14.7   1.0   2   4     0.037       2.7    6.5   0.0    90   114    93   117    38   124 0.88 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 109174at6656         -            256    0.0085   14.7   1.0   3   4       5.8   4.2e+02   -0.7   0.0    89   109   135   157   132   161 0.80 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 109174at6656         -            256    0.0085   14.7   1.0   4   4       3.6   2.6e+02   -0.0   0.0    21    46   161   186   149   191 0.87 -
