#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 66028at6656          -            273  1.7e-166  551.0   2.4   1   1    8e-167  4.1e-165  546.5   2.4     1   273     8   323     8   323 0.95 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i4:366-1226|+   -            287 66028at6656          -            273   4.4e-07   28.2   3.6   1   3         6   3.1e+02   -0.8   0.0   219   251     2    33     1    48 0.73 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i4:366-1226|+   -            287 66028at6656          -            273   4.4e-07   28.2   3.6   2   3      0.45        23    2.9   0.0   104   128    59    83    17    90 0.75 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i4:366-1226|+   -            287 66028at6656          -            273   4.4e-07   28.2   3.6   3   3   1.4e-07   6.9e-06   24.3   0.7   100   255   100   252    97   255 0.73 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   1   3      0.86        44    2.0   0.0   215   252    38    74    11    87 0.80 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   2   3      0.88        44    2.0   0.0   105   128   100   123    95   130 0.86 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   3   3   8.9e-07   4.5e-05   21.6   1.1   100   227   140   262   137   286 0.62 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   1   3      0.86        44    2.0   0.0   215   252    38    74    11    87 0.80 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   2   3      0.88        44    2.0   0.0   105   128   100   123    95   130 0.86 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 66028at6656          -            273   4.5e-07   28.2   4.0   3   3   8.9e-07   4.5e-05   21.6   1.1   100   227   140   262   137   286 0.62 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   1   3     0.055       2.8    5.9   0.0   184   251    47   112    14   130 0.71 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   2   3   2.4e-06   0.00012   20.2   0.0   132   254    80   201    55   205 0.79 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   3   3      0.02         1    7.3   0.0   204   251   195   242   193   254 0.90 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   1   3     0.055       2.8    5.9   0.0   184   251    47   112    14   130 0.71 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   2   3   2.4e-06   0.00012   20.2   0.0   132   254    80   201    55   205 0.79 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 66028at6656          -            273   4.9e-07   28.1   0.6   3   3      0.02         1    7.3   0.0   204   251   195   242   193   254 0.90 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 66028at6656          -            273   5.3e-07   28.0   0.8   1   2   1.9e-05   0.00097   17.3   0.4    94   251     8   159     4   162 0.68 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 66028at6656          -            273   5.3e-07   28.0   0.8   2   2      0.13       6.5    4.7   0.0   217   251   168   201   133   213 0.71 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 66028at6656          -            273   7.4e-07   27.5   0.8   1   3     4e-06    0.0002   19.5   0.0   151   254     8   113     4   119 0.82 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 66028at6656          -            273   7.4e-07   27.5   0.8   2   3     0.011      0.58    8.2   0.0   204   251   107   154   105   166 0.90 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 66028at6656          -            273   7.4e-07   27.5   0.8   3   3       3.5   1.8e+02   -0.0   0.1   218   249   165   195   157   198 0.74 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i5:311-844|+     -            178 66028at6656          -            273     1e-06   27.0   1.7   1   1   3.5e-08   1.8e-06   26.2   1.7    97   252     4   160     1   170 0.85 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i2:311-802|+     -            164 66028at6656          -            273   1.5e-06   26.5   2.4   1   1   5.5e-08   2.8e-06   25.6   2.4    97   251     4   159     1   162 0.85 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i7:656-1840|+    -            395 66028at6656          -            273   1.6e-06   26.4   0.4   1   3    0.0079       0.4    8.7   0.0    31    92    38   100     8   108 0.71 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i7:656-1840|+    -            395 66028at6656          -            273   1.6e-06   26.4   0.4   2   3      0.77        39    2.2   0.0   221   254   153   185   136   191 0.78 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i7:656-1840|+    -            395 66028at6656          -            273   1.6e-06   26.4   0.4   3   3   0.00084     0.043   11.9   0.1   158   248   223   317   212   333 0.77 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i3:819-1943|+    -            375 66028at6656          -            273   1.7e-06   26.3   0.6   1   3    0.0089      0.45    8.5   0.0    36    92    23    80     8    88 0.67 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i3:819-1943|+    -            375 66028at6656          -            273   1.7e-06   26.3   0.6   2   3      0.72        36    2.3   0.0   221   254   133   165   116   171 0.78 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i3:819-1943|+    -            375 66028at6656          -            273   1.7e-06   26.3   0.6   3   3   0.00077     0.039   12.0   0.1   158   248   203   297   192   313 0.77 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+   -            377 66028at6656          -            273   1.7e-06   26.3   0.6   1   3    0.0088      0.45    8.5   0.0    36    92    25    82     9    90 0.67 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+   -            377 66028at6656          -            273   1.7e-06   26.3   0.6   2   3      0.72        37    2.3   0.0   221   254   135   167   118   173 0.78 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+   -            377 66028at6656          -            273   1.7e-06   26.3   0.6   3   3   0.00077     0.039   12.0   0.1   158   248   205   299   194   315 0.77 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   1   4     0.064       3.2    5.7   0.0   216   251     4    39     1    46 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   2   4    0.0012     0.061   11.4   0.0   215   252    47    83    43    88 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   3   4      0.39        20    3.1   0.0   214   250    88   123    84   131 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   4   4       1.8        90    1.0   0.0   219   250   148   178   127   185 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   1   4     0.064       3.2    5.7   0.0   216   251     4    39     1    46 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   2   4    0.0012     0.061   11.4   0.0   215   252    47    83    43    88 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   3   4      0.39        20    3.1   0.0   214   250    88   123    84   131 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 66028at6656          -            273   2.1e-06   26.0   0.2   4   4       1.8        90    1.0   0.0   219   250   148   178   127   185 0.80 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 66028at6656          -            273   7.2e-06   24.2   2.3   1   2   4.1e-07   2.1e-05   22.7   2.4    41   204     5   174     2   257 0.75 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 66028at6656          -            273   7.2e-06   24.2   2.3   2   2       4.3   2.2e+02   -0.3   0.0   109   183   219   289   180   305 0.64 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   1   2       0.1       5.2    5.0   0.0   216   251    43    77    39    86 0.85 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 66028at6656          -            273   7.8e-06   24.1   1.5   2   2   3.1e-05    0.0016   16.6   0.1   101   252   100   250    78   258 0.78 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   1   4    0.0056      0.28    9.2   0.0   217   252   101   135    41   141 0.74 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   2   4      0.11       5.8    4.9   0.0   214   255   186   226   174   235 0.87 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   3   4     0.013      0.64    8.0   0.1    95   144   389   440   344   475 0.72 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   4   4         1        51    1.8   0.1   149   187   539   578   478   611 0.55 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   1   4    0.0056      0.28    9.2   0.0   217   252   101   135    41   141 0.74 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   2   4      0.11       5.8    4.9   0.0   214   255   186   226   174   235 0.87 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   3   4     0.013      0.64    8.0   0.1    95   144   389   440   344   475 0.72 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-  -            796 66028at6656          -            273     8e-06   24.1   6.1   4   4         1        51    1.8   0.1   149   187   539   578   478   611 0.55 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 66028at6656          -            273     8e-06   24.1   0.3   1   3       1.2        63    1.5   0.0   221   252    43    73     6    89 0.64 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 66028at6656          -            273     8e-06   24.1   0.3   2   3    0.0032      0.16   10.0   0.0   159   254   107   210    53   219 0.66 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i5:331-1146|-   -            272 66028at6656          -            273     8e-06   24.1   0.3   3   3    0.0045      0.23    9.5   0.0   101   143   231   271   222   272 0.89 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   1   4    0.0056      0.29    9.2   0.0   217   252   103   137    43   143 0.74 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   2   4      0.12       5.9    4.9   0.0   214   255   188   228   176   237 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   3   4     0.013      0.65    8.0   0.1    95   144   391   442   346   477 0.72 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   4   4         1        52    1.8   0.1   149   187   541   580   480   613 0.55 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   1   4    0.0056      0.29    9.2   0.0   217   252   103   137    43   143 0.74 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   2   4      0.12       5.9    4.9   0.0   214   255   188   228   176   237 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   3   4     0.013      0.65    8.0   0.1    95   144   391   442   346   477 0.72 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   4   4         1        52    1.8   0.1   149   187   541   580   480   613 0.55 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   1   4    0.0056      0.29    9.2   0.0   217   252   103   137    43   143 0.74 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   2   4      0.12       5.9    4.9   0.0   214   255   188   228   176   237 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   3   4     0.013      0.65    8.0   0.1    95   144   391   442   346   477 0.72 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   4   4         1        52    1.8   0.1   149   187   541   580   480   613 0.55 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   1   4    0.0056      0.29    9.2   0.0   217   252   103   137    43   143 0.74 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   2   4      0.12       5.9    4.9   0.0   214   255   188   228   176   237 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   3   4     0.013      0.65    8.0   0.1    95   144   391   442   346   477 0.72 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-    -            806 66028at6656          -            273   8.2e-06   24.1   6.1   4   4         1        52    1.8   0.1   149   187   541   580   480   613 0.55 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 66028at6656          -            273   8.7e-06   24.0   1.4   1   3      0.24        12    3.8   0.1   104   232    11   137     4   159 0.48 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 66028at6656          -            273   8.7e-06   24.0   1.4   2   3    0.0082      0.41    8.6   0.0   205   254   202   250   140   258 0.67 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 66028at6656          -            273   8.7e-06   24.0   1.4   3   3    0.0055      0.28    9.2   0.0   101   143   271   311   262   312 0.89 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i2:331-873|-      -            181 66028at6656          -            273     1e-05   23.8   0.1   1   2      0.12       5.9    4.9   0.0   219   253     1    35     1    50 0.85 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i2:331-873|-      -            181 66028at6656          -            273     1e-05   23.8   0.1   2   2   2.6e-05    0.0013   16.8   0.0   188   251    58   120    49   129 0.85 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 66028at6656          -            273     1e-05   23.8   0.1   1   2      0.12       5.9    4.9   0.0   219   253     1    35     1    50 0.85 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 66028at6656          -            273     1e-05   23.8   0.1   2   2   2.6e-05    0.0013   16.8   0.0   188   251    58   120    49   129 0.85 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-   -            260 66028at6656          -            273   1.1e-05   23.7   8.3   1   3   6.6e-05    0.0034   15.5   0.4   105   171    14    75    10    86 0.86 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-   -            260 66028at6656          -            273   1.1e-05   23.7   8.3   2   3     0.011      0.56    8.2   2.0   125   237    75   184    60   196 0.73 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-   -            260 66028at6656          -            273   1.1e-05   23.7   8.3   3   3      0.22        11    3.9   0.0   113   251   210   259   194   260 0.50 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i1:656-1528|+    -            291 66028at6656          -            273   1.3e-05   23.5   0.2   1   3    0.0047      0.24    9.4   0.0    31    92    38   100     6   108 0.72 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i1:656-1528|+    -            291 66028at6656          -            273   1.3e-05   23.5   0.2   2   3      0.49        25    2.8   0.0   221   254   153   185   134   191 0.79 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i1:656-1528|+    -            291 66028at6656          -            273   1.3e-05   23.5   0.2   3   3     0.018      0.92    7.5   0.0   200   255   225   280   208   289 0.70 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-    -            219 66028at6656          -            273   2.4e-05   22.5   5.8   1   2     3e-05    0.0015   16.6   0.4   104   171    30    92    13   101 0.83 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-    -            219 66028at6656          -            273   2.4e-05   22.5   5.8   2   2    0.0085      0.43    8.6   2.2   125   237    92   201    77   212 0.74 -
40929at6656_224129_0:0022f0|TRINITY_DN79765_c9_g1_i3:1-1025|+     -            299 66028at6656          -            273   2.8e-05   22.3   0.0   1   1   7.7e-07   3.9e-05   21.8   0.0   101   251   151   296   118   298 0.83 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i1:331-933|-    -            201 66028at6656          -            273   3.1e-05   22.2   0.2   1   2    0.0029      0.15   10.1   0.0   205   254    91   139    27   148 0.64 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i1:331-933|-    -            201 66028at6656          -            273   3.1e-05   22.2   0.2   2   2    0.0027      0.14   10.2   0.0   101   143   160   200   150   201 0.89 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 66028at6656          -            273   4.4e-05   21.7   0.0   1   4      0.47        24    2.9   0.0   219   252     1    33     1    50 0.78 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 66028at6656          -            273   4.4e-05   21.7   0.0   2   4      0.61        31    2.5   0.0   212   251    41    79    36    82 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 66028at6656          -            273   4.4e-05   21.7   0.0   3   4    0.0013     0.067   11.2   0.0   198   260    70   128    47   142 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i3:811-1728|+    -            306 66028at6656          -            273   4.4e-05   21.7   0.0   4   4     0.002       0.1   10.6   0.0   133   225    89   184    81   201 0.62 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 66028at6656          -            273   4.8e-05   21.6   0.0   1   4      0.47        24    2.9   0.0   219   252     1    33     1    50 0.78 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 66028at6656          -            273   4.8e-05   21.6   0.0   2   4      0.61        31    2.5   0.0   212   251    41    79    36    82 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 66028at6656          -            273   4.8e-05   21.6   0.0   3   4    0.0018     0.089   10.8   0.0   199   260    71   128    62   142 0.80 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 66028at6656          -            273   4.8e-05   21.6   0.0   4   4    0.0021      0.11   10.6   0.0   133   225    89   184    81   199 0.62 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i10:331-966|+    -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i10:331-966|+    -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i1:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i1:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i5:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i5:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i6:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i6:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i7:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
