#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 43728at6656          -            431  2.4e-194  645.4  13.9   1   1  9.2e-194  1.7e-192  639.3  13.9     3   431    45   550    43   550 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-   -            802 43728at6656          -            431     8e-18   63.7   0.3   3   5   1.7e-10   3.2e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-   -            802 43728at6656          -            431     8e-18   63.7   0.3   4   5     1e-05   0.00019   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-   -            802 43728at6656          -            431     8e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|-  -            803 43728at6656          -            431     8e-18   63.7   0.3   1   5   0.00063     0.012   13.8   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|-  -            803 43728at6656          -            431     8e-18   63.7   0.3   2   5    0.0053     0.098   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|-  -            803 43728at6656          -            431     8e-18   63.7   0.3   3   5   1.7e-10   3.2e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|-  -            803 43728at6656          -            431     8e-18   63.7   0.3   4   5     1e-05   0.00019   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|-  -            803 43728at6656          -            431     8e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-   -            803 43728at6656          -            431     8e-18   63.7   0.3   1   5   0.00063     0.012   13.8   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-   -            803 43728at6656          -            431     8e-18   63.7   0.3   2   5    0.0053     0.098   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-   -            803 43728at6656          -            431     8e-18   63.7   0.3   3   5   1.7e-10   3.2e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-   -            803 43728at6656          -            431     8e-18   63.7   0.3   4   5     1e-05   0.00019   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-   -            803 43728at6656          -            431     8e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   1   5    0.0006     0.011   13.8   0.0   369   408    31    70    15    72 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   2   5    0.0067      0.12   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   3   5   1.5e-10   2.7e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   1   5    0.0006     0.011   13.8   0.0   369   408    31    70    15    72 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   2   5    0.0067      0.12   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   3   5   1.5e-10   2.7e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|-  -            816 43728at6656          -            431   8.1e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|-  -            805 43728at6656          -            431   8.1e-18   63.7   0.3   1   5   0.00063     0.012   13.8   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|-  -            805 43728at6656          -            431   8.1e-18   63.7   0.3   2   5    0.0053     0.098   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|-  -            805 43728at6656          -            431   8.1e-18   63.7   0.3   3   5   1.7e-10   3.2e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|-  -            805 43728at6656          -            431   8.1e-18   63.7   0.3   4   5     1e-05   0.00019   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|-  -            805 43728at6656          -            431   8.1e-18   63.7   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
113960at6656_6832_0:000732|TRINITY_DN89013_c5_g1_i13:403-2262|+    -            620 43728at6656          -            431   8.2e-18   63.7   0.4   1   2     1e-05   0.00019   19.7   0.0   163   220    76   134    67   173 0.78 -
113960at6656_6832_0:000732|TRINITY_DN89013_c5_g1_i13:403-2262|+    -            620 43728at6656          -            431   8.2e-18   63.7   0.4   2   2   1.5e-12   2.7e-11   42.2   0.1   365   429   550   613   518   615 0.86 -
113960at6656_6832_0:000732|TRINITY_DN89013_c5_g1_i19:141-2000|+    -            620 43728at6656          -            431   8.2e-18   63.7   0.4   1   2     1e-05   0.00019   19.7   0.0   163   220    76   134    67   173 0.78 -
113960at6656_6832_0:000732|TRINITY_DN89013_c5_g1_i19:141-2000|+    -            620 43728at6656          -            431   8.2e-18   63.7   0.4   2   2   1.5e-12   2.7e-11   42.2   0.1   365   429   550   613   518   615 0.86 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-   -            806 43728at6656          -            431   8.2e-18   63.7   0.3   1   5   0.00063     0.012   13.8   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-   -            806 43728at6656          -            431   8.2e-18   63.7   0.3   2   5    0.0053     0.098   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-   -            806 43728at6656          -            431   8.2e-18   63.7   0.3   3   5   1.7e-10   3.2e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-   -            806 43728at6656          -            431   8.2e-18   63.7   0.3   4   5     1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-   -            806 43728at6656          -            431   8.2e-18   63.7   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|-  -            819 43728at6656          -            431   8.2e-18   63.7   0.3   1   5    0.0006     0.011   13.8   0.0   369   408    31    70    15    72 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|-  -            819 43728at6656          -            431   8.2e-18   63.7   0.3   2   5    0.0067      0.12   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|-  -            819 43728at6656          -            431   8.2e-18   63.7   0.3   3   5   1.5e-10   2.7e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|-  -            819 43728at6656          -            431   8.2e-18   63.7   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|-  -            819 43728at6656          -            431   8.2e-18   63.7   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   105   219    72   221 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   2   4   5.7e-06   0.00011   20.5   0.0   361   429   344   411   314   412 0.90 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   3   4      0.23       4.4    5.3   0.1   172   205   482   515   459   519 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   4   4   1.7e-08   3.2e-07   28.8   0.0   168   239   520   596   516   609 0.87 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   105   219    72   221 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   2   4   5.7e-06   0.00011   20.5   0.0   361   429   344   411   314   412 0.90 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   3   4      0.23       4.4    5.3   0.1   172   205   482   515   459   519 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i6:187-2858|-   -            796 43728at6656          -            431   8.5e-18   63.6   6.8   4   4   1.7e-08   3.2e-07   28.8   0.0   168   239   520   596   516   609 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   107   221    74   223 0.79 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   2   4   5.8e-06   0.00011   20.5   0.0   361   429   346   413   316   414 0.90 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   3   4      0.23       4.3    5.3   0.1   172   205   484   517   458   521 0.80 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   4   4   1.6e-08     3e-07   28.9   0.0   168   239   522   598   517   620 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   107   221    74   223 0.79 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   2   4   5.8e-06   0.00011   20.5   0.0   361   429   346   413   316   414 0.90 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   3   4      0.23       4.3    5.3   0.1   172   205   484   517   458   521 0.80 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   4   4   1.6e-08     3e-07   28.9   0.0   168   239   522   598   517   620 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   107   221    74   223 0.79 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   2   4   5.8e-06   0.00011   20.5   0.0   361   429   346   413   316   414 0.90 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   3   4      0.23       4.3    5.3   0.1   172   205   484   517   458   521 0.80 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i4:169-2720|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   4   4   1.6e-08     3e-07   28.9   0.0   168   239   522   598   517   620 0.87 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   1   4     0.022      0.41    8.7   0.1   315   429   107   221    74   223 0.79 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   2   4   5.8e-06   0.00011   20.5   0.0   361   429   346   413   316   414 0.90 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   3   4      0.23       4.3    5.3   0.1   172   205   484   517   458   521 0.80 -
31119at6656_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-     -            806 43728at6656          -            431   8.7e-18   63.6   6.8   4   4   1.6e-08     3e-07   28.9   0.0   168   239   522   598   517   620 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   1   5   0.00064     0.012   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   2   5    0.0054       0.1   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   3   5   1.8e-10   3.3e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   4   5   1.1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   1   5   0.00064     0.012   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   2   5    0.0054       0.1   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   3   5   1.8e-10   3.3e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   4   5   1.1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   8.9e-18   63.6   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   1   5   0.00064     0.012   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   2   5    0.0054       0.1   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   3   5   1.8e-10   3.3e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   4   5   1.1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   1   5   0.00064     0.012   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   2   5    0.0054       0.1   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   3   5   1.8e-10   3.3e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   4   5   1.1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|-  -            821 43728at6656          -            431   8.9e-18   63.6   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-   -            833 43728at6656          -            431     9e-18   63.6   0.3   1   5   0.00057     0.011   13.9   0.0   369   409    31    71    15    73 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-   -            833 43728at6656          -            431     9e-18   63.6   0.3   2   5    0.0068      0.13   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-   -            833 43728at6656          -            431     9e-18   63.6   0.3   3   5   1.5e-10   2.8e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-   -            833 43728at6656          -            431     9e-18   63.6   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-   -            833 43728at6656          -            431     9e-18   63.6   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 43728at6656          -            431     9e-18   63.6   0.3   1   5   0.00064     0.012   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 43728at6656          -            431     9e-18   63.6   0.3   2   5    0.0054       0.1   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 43728at6656          -            431     9e-18   63.6   0.3   3   5   1.8e-10   3.3e-09   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 43728at6656          -            431     9e-18   63.6   0.3   4   5   1.1e-05    0.0002   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 43728at6656          -            431     9e-18   63.6   0.3   5   5      0.12       2.3    6.2   0.0   172   231   173   237   166   247 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   1   5   0.00057     0.011   13.9   0.0   369   409    31    71    15    73 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   2   5    0.0068      0.13   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   3   5   1.5e-10   2.8e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   1   5   0.00057     0.011   13.9   0.0   369   409    31    71    15    73 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   2   5    0.0068      0.13   10.4   0.0   366   411    71   115    70   117 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   3   5   1.5e-10   2.8e-09   35.6   0.0   337   429    86   174    84   176 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   4   5   1.2e-05   0.00023   19.4   0.0   372   429   160   216   157   218 0.95 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-   -            834 43728at6656          -            431     9e-18   63.6   0.3   5   5      0.12       2.2    6.3   0.0   172   230   186   249   177   260 0.64 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   1   6   0.00022    0.0041   15.3   0.3   178   225    72   124    63   129 0.82 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   2   6      0.04      0.74    7.8   0.2   385   429    95   146    93   150 0.75 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   3   6       2.4        44    2.0   0.0   186   243   130   191   125   196 0.76 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   4   6   0.00059     0.011   13.9   0.0   172   228   199   260   191   261 0.82 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   5   6   2.1e-06     4e-05   21.9   0.1   374   430   259   315   256   316 0.97 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   9.8e-18   63.4   2.1   6   6   0.00019    0.0036   15.5   0.0   372   431   300   358   293   358 0.94 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 43728at6656          -            431   1.4e-17   63.0   0.3   1   4       0.6        11    4.0   0.0   157   229   402   475   394   486 0.80 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 43728at6656          -            431   1.4e-17   63.0   0.3   2   4   8.3e-05    0.0016   16.7   0.0   165   221   483   540   471   546 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 43728at6656          -            431   1.4e-17   63.0   0.3   3   4     2e-06   3.8e-05   22.0   0.1   373   429   549   604   544   606 0.94 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+     -            652 43728at6656          -            431   1.4e-17   63.0   0.3   4   4   0.00014    0.0026   15.9   0.0   166   205   610   649   605   652 0.92 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+   -            229 43728at6656          -            431   3.1e-17   61.8   0.8   1   3   3.6e-09   6.7e-08   31.0   0.1   374   429     7    66     1    68 0.83 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+   -            229 43728at6656          -            431   3.1e-17   61.8   0.8   2   3     0.027      0.51    8.4   0.0   180   212    85   117    71   157 0.60 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+   -            229 43728at6656          -            431   3.1e-17   61.8   0.8   3   3   1.3e-05   0.00024   19.3   0.0   165   232   156   227   133   229 0.71 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 43728at6656          -            431     5e-17   61.1   3.0   1   5     0.077       1.4    6.9   0.0   177   237    47   119    36   133 0.60 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 43728at6656          -            431     5e-17   61.1   3.0   2   5       5.1        95    0.9   0.0   248   277   244   275   234   296 0.78 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 43728at6656          -            431     5e-17   61.1   3.0   3   5   0.00049    0.0091   14.1   0.0   172   207   329   364   315   377 0.84 -
13934at6656_378494_0:004e3c|TRINITY_DN80523_c6_g1_i1:97-2537|-     -            719 43728at6656          -            431     5e-17   61.1   3.0   4   5     2e-06   3.7e-05   22.0   0.0   350   429   407   489   395   491 0.79 -
