#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
87928at6656_294128_0:003b80|TRINITY_DN78516_c9_g1_i1:1607-2704|-   -            366 87928at6656          -            293  1.6e-153  509.1   0.0   1   1  1.3e-154  1.9e-153  508.8   0.0     2   293    37   366    36   366 0.91 -
132340at6656_54969_0:0029cc|TRINITY_DN83628_c8_g2_i7:4625-5629|-   -            335 87928at6656          -            293   2.5e-28   98.1   0.1   1   1     3e-29   4.7e-28   97.2   0.1    56   233    72   248    10   251 0.84 -
132340at6656_54969_0:0029cc|TRINITY_DN83628_c8_g2_i9:4141-5145|-   -            335 87928at6656          -            293   2.5e-28   98.1   0.1   1   1     3e-29   4.7e-28   97.2   0.1    56   233    72   248    10   251 0.84 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i2:1748-2677|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   1   2   2.2e-15   3.4e-14   51.8   0.0    59   147    71   163     2   169 0.83 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i2:1748-2677|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   2   2   6.2e-13   9.5e-12   43.7   0.0   145   237   179   267   165   282 0.88 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i5:2438-3367|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   1   2   2.2e-15   3.4e-14   51.8   0.0    59   147    71   163     2   169 0.83 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i5:2438-3367|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   2   2   6.2e-13   9.5e-12   43.7   0.0   145   237   179   267   165   282 0.88 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i8:1455-2384|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   1   2   2.2e-15   3.4e-14   51.8   0.0    59   147    71   163     2   169 0.83 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i8:1455-2384|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   2   2   6.2e-13   9.5e-12   43.7   0.0   145   237   179   267   165   282 0.88 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i9:2447-3376|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   1   2   2.2e-15   3.4e-14   51.8   0.0    59   147    71   163     2   169 0.83 -
132340at6656_54969_0:0029cc|TRINITY_DN84591_c8_g1_i9:2447-3376|+   -            310 87928at6656          -            293     4e-28   97.5   0.1   2   2   6.2e-13   9.5e-12   43.7   0.0   145   237   179   267   165   282 0.88 -
132340at6656_54969_0:0029cc|TRINITY_DN82559_c14_g1_i2:1121-2071|-  -            317 87928at6656          -            293   4.8e-28   97.2   0.0   1   1   4.5e-29     7e-28   96.7   0.0    10   232    17   254     3   260 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN82559_c14_g1_i3:1121-2071|-  -            317 87928at6656          -            293   4.8e-28   97.2   0.0   1   1   4.5e-29     7e-28   96.7   0.0    10   232    17   254     3   260 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN82559_c14_g1_i4:1121-2071|-  -            317 87928at6656          -            293   4.8e-28   97.2   0.0   1   1   4.5e-29     7e-28   96.7   0.0    10   232    17   254     3   260 0.78 -
66366at6656_136037_0:001cf3|TRINITY_DN91258_c13_g2_i3:220-1680|+   -            487 87928at6656          -            293     2e-27   95.1   0.3   1   1   4.1e-28   6.3e-27   93.5   0.3    58   234    91   274    38   291 0.75 -
66366at6656_136037_0:001cf3|TRINITY_DN91258_c13_g2_i5:545-2005|+   -            487 87928at6656          -            293     2e-27   95.1   0.3   1   1   4.1e-28   6.3e-27   93.5   0.3    58   234    91   274    38   291 0.75 -
66366at6656_136037_0:001cf3|TRINITY_DN91258_c13_g2_i6:217-1677|+   -            487 87928at6656          -            293     2e-27   95.1   0.3   1   1   4.1e-28   6.3e-27   93.5   0.3    58   234    91   274    38   291 0.75 -
66366at6656_136037_0:001cf3|TRINITY_DN91258_c13_g2_i2:133-1458|+   -            442 87928at6656          -            293   3.4e-27   94.4   0.1   1   1   6.4e-28   9.8e-27   92.9   0.1    60   234    48   229    14   246 0.83 -
67491at6656_294128_0:001650|TRINITY_DN91906_c0_g1_i1:92-958|+      -            289 87928at6656          -            293   4.4e-27   94.1   0.0   1   1   3.8e-28   5.9e-27   93.6   0.0    35   234    48   247    16   265 0.86 -
67491at6656_294128_0:001650|TRINITY_DN91906_c0_g1_i2:92-958|+      -            289 87928at6656          -            293   4.4e-27   94.1   0.0   1   1   3.8e-28   5.9e-27   93.6   0.0    35   234    48   247    16   265 0.86 -
67491at6656_294128_0:001650|TRINITY_DN91906_c0_g1_i4:92-958|+      -            289 87928at6656          -            293   4.4e-27   94.1   0.0   1   1   3.8e-28   5.9e-27   93.6   0.0    35   234    48   247    16   265 0.86 -
132340at6656_54969_0:0029cc|TRINITY_DN92266_c7_g1_i1:288-1229|+    -            314 87928at6656          -            293   6.4e-27   93.5   0.0   1   1   5.8e-28   8.9e-27   93.1   0.0    19   207    42   235    30   305 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN92266_c7_g1_i2:288-1229|+    -            314 87928at6656          -            293   6.4e-27   93.5   0.0   1   1   5.8e-28   8.9e-27   93.1   0.0    19   207    42   235    30   305 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN92266_c7_g1_i5:288-1229|+    -            314 87928at6656          -            293   6.4e-27   93.5   0.0   1   1   5.8e-28   8.9e-27   93.1   0.0    19   207    42   235    30   305 0.77 -
66366at6656_7536_0:0047b3|TRINITY_DN77519_c13_g2_i1:565-1581|+     -            339 87928at6656          -            293   1.2e-26   92.7   0.3   1   2   1.8e-12   2.7e-11   42.2   0.1    38   134    47   142    11   154 0.79 -
66366at6656_7536_0:0047b3|TRINITY_DN77519_c13_g2_i1:565-1581|+     -            339 87928at6656          -            293   1.2e-26   92.7   0.3   2   2   2.1e-14   3.2e-13   48.5   0.0   145   233   203   286   195   289 0.93 -
66366at6656_116153_0:001347|TRINITY_DN78176_c10_g1_i1:869-1639|+   -            257 87928at6656          -            293   2.2e-26   91.8   0.1   1   1   1.8e-27   2.7e-26   91.4   0.1    23   234    21   238     8   250 0.80 -
66366at6656_116153_0:001347|TRINITY_DN78176_c10_g1_i3:630-1400|+   -            257 87928at6656          -            293   2.2e-26   91.8   0.1   1   1   1.8e-27   2.7e-26   91.4   0.1    23   234    21   238     8   250 0.80 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i13:495-1376|+   -            294 87928at6656          -            293   2.3e-26   91.7   1.0   1   2   4.9e-12   7.6e-11   40.8   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i13:495-1376|+   -            294 87928at6656          -            293   2.3e-26   91.7   1.0   2   2   8.7e-15   1.3e-13   49.8   0.1   144   187   205   248   194   288 0.88 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i5:385-1266|+    -            294 87928at6656          -            293   2.3e-26   91.7   1.0   1   2   4.9e-12   7.6e-11   40.8   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i5:385-1266|+    -            294 87928at6656          -            293   2.3e-26   91.7   1.0   2   2   8.7e-15   1.3e-13   49.8   0.1   144   187   205   248   194   288 0.88 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i9:437-1318|+    -            294 87928at6656          -            293   2.3e-26   91.7   1.0   1   2   4.9e-12   7.6e-11   40.8   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i9:437-1318|+    -            294 87928at6656          -            293   2.3e-26   91.7   1.0   2   2   8.7e-15   1.3e-13   49.8   0.1   144   187   205   248   194   288 0.88 -
66366at6656_378494_0:0001f4|TRINITY_DN83879_c13_g1_i2:228-1253|+   -            342 87928at6656          -            293   2.4e-26   91.7   0.0   1   1     2e-27   3.1e-26   91.3   0.0    36   234    87   294    53   323 0.77 -
66366at6656_378494_0:0001f4|TRINITY_DN83879_c13_g1_i4:228-1253|+   -            342 87928at6656          -            293   2.4e-26   91.7   0.0   1   1     2e-27   3.1e-26   91.3   0.0    36   234    87   294    53   323 0.77 -
66366at6656_378494_0:0001f4|TRINITY_DN83879_c13_g1_i6:228-1253|+   -            342 87928at6656          -            293   2.4e-26   91.7   0.0   1   1     2e-27   3.1e-26   91.3   0.0    36   234    87   294    53   323 0.77 -
66366at6656_378494_0:0001f4|TRINITY_DN83879_c13_g1_i7:228-1253|+   -            342 87928at6656          -            293   2.4e-26   91.7   0.0   1   1     2e-27   3.1e-26   91.3   0.0    36   234    87   294    53   323 0.77 -
66366at6656_378494_0:0001f4|TRINITY_DN83879_c13_g1_i8:228-1253|+   -            342 87928at6656          -            293   2.4e-26   91.7   0.0   1   1     2e-27   3.1e-26   91.3   0.0    36   234    87   294    53   323 0.77 -
67491at6656_69319_0:0000f1|TRINITY_DN85359_c12_g1_i1:272-937|-     -            222 87928at6656          -            293   2.8e-26   91.4   0.0   1   1   2.2e-27   3.3e-26   91.2   0.0    32   235     9   214     6   222 0.86 -
67491at6656_69319_0:0000f1|TRINITY_DN85359_c12_g1_i3:297-962|-     -            222 87928at6656          -            293   2.8e-26   91.4   0.0   1   1   2.2e-27   3.3e-26   91.2   0.0    32   235     9   214     6   222 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i10:437-1381|+   -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i10:437-1381|+   -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i12:495-1439|+   -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i12:495-1439|+   -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i1:385-1329|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i1:385-1329|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i2:385-1329|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i2:385-1329|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i3:495-1439|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i3:495-1439|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i4:437-1381|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   1   2   5.8e-12     9e-11   40.5   0.1    22   135    28   149     8   164 0.77 -
66366at6656_83485_0:0018a0|TRINITY_DN87701_c11_g4_i4:437-1381|+    -            315 87928at6656          -            293     3e-26   91.3   1.0   2   2   9.5e-15   1.5e-13   49.7   0.1   144   187   205   248   195   289 0.86 -
75704at6656_34740_0:00324b|TRINITY_DN91455_c13_g1_i1:118-786|+     -            223 87928at6656          -            293   3.1e-26   91.3   0.0   1   1   2.5e-27   3.8e-26   91.0   0.0    32   206    46   222    37   223 0.89 -
66366at6656_222816_0:000543|TRINITY_DN87701_c11_g4_i8:2-1054|+     -            351 87928at6656          -            293   6.4e-26   90.2   1.5   1   2   7.5e-12   1.2e-10   40.2   0.1    22   135    16   137     4   152 0.76 -
66366at6656_222816_0:000543|TRINITY_DN87701_c11_g4_i8:2-1054|+     -            351 87928at6656          -            293   6.4e-26   90.2   1.5   2   2   1.1e-14   1.8e-13   49.4   0.1   144   187   193   236   183   277 0.87 -
75704at6656_158441_0:0000eb|TRINITY_DN75005_c9_g1_i4:119-984|+     -            217 87928at6656          -            293   7.4e-26   90.0   0.0   1   1   5.8e-27     9e-26   89.8   0.0    35   175    71   217    52   217 0.82 -
67491at6656_6958_0:000043|TRINITY_DN85359_c12_g1_i2:294-1403|-     -            370 87928at6656          -            293   8.4e-26   89.8   0.0   1   1   7.6e-27   1.2e-25   89.4   0.0    33   235   157   361   153   370 0.85 -
67491at6656_6958_0:000043|TRINITY_DN85359_c12_g1_i5:269-1378|-     -            370 87928at6656          -            293   8.4e-26   89.8   0.0   1   1   7.6e-27   1.2e-25   89.4   0.0    33   235   157   361   153   370 0.85 -
67491at6656_6958_0:000043|TRINITY_DN85359_c12_g1_i8:1088-2197|-    -            370 87928at6656          -            293   8.4e-26   89.8   0.0   1   1   7.6e-27   1.2e-25   89.4   0.0    33   235   157   361   153   370 0.85 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i1:180-1172|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i2:931-1923|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i3:805-1797|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i4:931-1923|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i5:805-1797|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN71339_c11_g1_i7:180-1172|+   -            331 87928at6656          -            293   8.8e-26   89.8   0.0   1   1   7.8e-27   1.2e-25   89.3   0.0    51   233    77   266    15   268 0.77 -
75704at6656_224129_0:002c37|TRINITY_DN92052_c4_g1_i9:248-847|+     -            200 87928at6656          -            293   9.8e-26   89.6   0.0   1   1   7.3e-27   1.1e-25   89.4   0.0    32   178    48   200    20   200 0.87 -
67491at6656_125945_0:00297f|TRINITY_DN85359_c12_g1_i7:359-1345|-   -            329 87928at6656          -            293   1.2e-25   89.3   0.0   1   1   1.2e-26   1.8e-25   88.7   0.0    33   234   121   324   117   326 0.86 -
87928at6656_113334_0:0036d3|TRINITY_DN83370_c10_g1_i1:30-281|+     -             84 87928at6656          -            293   1.2e-25   89.3   0.1   1   1   8.9e-27   1.4e-25   89.2   0.1   147   233     1    83     1    84 0.94 -
28325at6656_52283_0:001727|TRINITY_DN87548_c10_g1_i4:1306-2079|+   -            258 87928at6656          -            293   1.3e-25   89.2   0.0   1   1   1.2e-26   1.9e-25   88.7   0.0    42   188    57   206    22   258 0.74 -
28325at6656_52283_0:001727|TRINITY_DN87548_c10_g1_i5:1306-2139|+   -            278 87928at6656          -            293   2.3e-25   88.4   0.1   1   1     2e-26     3e-25   88.0   0.1    41   187    56   205    19   258 0.78 -
66366at6656_224129_0:002849|TRINITY_DN93157_c9_g1_i10:7116-8012|-  -            299 87928at6656          -            293   6.7e-25   86.9   0.0   1   1     6e-26   9.3e-25   86.4   0.0    50   228    75   265    13   274 0.72 -
66366at6656_224129_0:002849|TRINITY_DN93157_c9_g1_i1:7128-8024|-   -            299 87928at6656          -            293   6.7e-25   86.9   0.0   1   1     6e-26   9.3e-25   86.4   0.0    50   228    75   265    13   274 0.72 -
66366at6656_224129_0:002849|TRINITY_DN93157_c9_g1_i2:7124-8020|-   -            299 87928at6656          -            293   6.7e-25   86.9   0.0   1   1     6e-26   9.3e-25   86.4   0.0    50   228    75   265    13   274 0.72 -
75704at6656_454923_0:0024b3|TRINITY_DN91455_c13_g1_i2:91-720|+     -            210 87928at6656          -            293   9.4e-25   86.4   0.0   1   1   7.5e-26   1.2e-24   86.1   0.0    32   182    55   210    46   210 0.90 -
67491at6656_29031_0:002969|TRINITY_DN79086_c10_g1_i1:7-1021|-      -            237 87928at6656          -            293   1.1e-24   86.2   0.1   1   1   8.5e-26   1.3e-24   85.9   0.1    32   235    39   229    14   237 0.84 -
66366at6656_407821_0:004347|TRINITY_DN86073_c8_g2_i3:74-634|+      -            187 87928at6656          -            293   1.3e-24   86.0   0.0   1   1   1.2e-25   1.9e-24   85.4   0.0    95   233    11   148     7   150 0.85 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i1:353-1252|+   -            300 87928at6656          -            293   2.8e-24   84.9   0.0   1   1   2.4e-25   3.7e-24   84.4   0.0    36   226    55   249     5   262 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i6:353-1252|+   -            300 87928at6656          -            293   2.8e-24   84.9   0.0   1   1   2.4e-25   3.7e-24   84.4   0.0    36   226    55   249     5   262 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i7:353-1252|+   -            300 87928at6656          -            293   2.8e-24   84.9   0.0   1   1   2.4e-25   3.7e-24   84.4   0.0    36   226    55   249     5   262 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i8:353-1252|+   -            300 87928at6656          -            293   2.8e-24   84.9   0.0   1   1   2.4e-25   3.7e-24   84.4   0.0    36   226    55   249     5   262 0.78 -
75704at6656_133901_0:001b12|TRINITY_DN90150_c8_g1_i14:1874-2671|+  -            266 87928at6656          -            293   4.7e-24   84.1   0.1   1   1   1.2e-24   1.9e-23   82.2   0.1    30   185    64   224    47   263 0.86 -
75704at6656_133901_0:001b12|TRINITY_DN90150_c8_g1_i17:2340-3137|+  -            266 87928at6656          -            293   4.7e-24   84.1   0.1   1   1   1.2e-24   1.9e-23   82.2   0.1    30   185    64   224    47   263 0.86 -
75704at6656_133901_0:001b12|TRINITY_DN90150_c8_g1_i18:2385-3182|+  -            266 87928at6656          -            293   4.7e-24   84.1   0.1   1   1   1.2e-24   1.9e-23   82.2   0.1    30   185    64   224    47   263 0.86 -
75704at6656_133901_0:001b12|TRINITY_DN90150_c8_g1_i2:197-994|+     -            266 87928at6656          -            293   4.7e-24   84.1   0.1   1   1   1.2e-24   1.9e-23   82.2   0.1    30   185    64   224    47   263 0.86 -
28325at6656_52283_0:001727|TRINITY_DN88167_c8_g1_i1:867-1670|+     -            268 87928at6656          -            293   6.1e-24   83.7   0.0   1   1   5.4e-25   8.3e-24   83.3   0.0    31   185    56   216    43   260 0.79 -
28325at6656_52283_0:001727|TRINITY_DN88167_c8_g1_i2:867-1670|+     -            268 87928at6656          -            293   6.1e-24   83.7   0.0   1   1   5.4e-25   8.3e-24   83.3   0.0    31   185    56   216    43   260 0.79 -
75704at6656_51655_0:000c37|TRINITY_DN90699_c11_g1_i5:302-1222|+    -            307 87928at6656          -            293   1.7e-23   82.3   0.3   1   2   3.5e-22   5.4e-21   74.1   0.1    26   177    39   196    22   204 0.82 -
75704at6656_51655_0:000c37|TRINITY_DN90699_c11_g1_i5:302-1222|+    -            307 87928at6656          -            293   1.7e-23   82.3   0.3   2   2      0.15       2.3    6.4   0.0   214   235   268   289   256   304 0.82 -
75704at6656_7237_0:0026c2|TRINITY_DN90098_c11_g1_i2:75-917|+       -            281 87928at6656          -            293   2.3e-23   81.8   0.1   1   1   1.9e-24     3e-23   81.5   0.1    48   235    57   247    21   258 0.82 -
75704at6656_7237_0:0026c2|TRINITY_DN90098_c11_g1_i3:75-917|+       -            281 87928at6656          -            293   2.3e-23   81.8   0.1   1   1   1.9e-24     3e-23   81.5   0.1    48   235    57   247    21   258 0.82 -
87928at6656_6945_0:0008c1|TRINITY_DN90803_c5_g2_i6:350-1255|+      -            302 87928at6656          -            293   2.3e-23   81.8   0.0   1   1   1.8e-24   2.8e-23   81.6   0.0    31   187    57   227    36   290 0.84 -
75704at6656_133901_0:001b12|TRINITY_DN83267_c10_g1_i6:274-1119|+   -            282 87928at6656          -            293   2.8e-23   81.6   0.0   1   1   2.7e-24   4.2e-23   81.0   0.0    35   191    60   231    38   269 0.85 -
75704at6656_133901_0:001b12|TRINITY_DN83267_c10_g1_i7:274-1119|+   -            282 87928at6656          -            293   2.8e-23   81.6   0.0   1   1   2.7e-24   4.2e-23   81.0   0.0    35   191    60   231    38   269 0.85 -
75704at6656_133901_0:001b12|TRINITY_DN90150_c8_g1_i15:636-1301|+   -            222 87928at6656          -            293     4e-23   81.1   0.0   1   1     3e-24   4.7e-23   80.8   0.0    29   183    63   222    40   222 0.86 -
75704at6656_62625_0:000832|TRINITY_DN80376_c14_g1_i2:110-875|+     -            206 87928at6656          -            293   4.2e-23   81.0   0.1   1   1   3.3e-24     5e-23   80.7   0.1    17   172    45   206    32   206 0.86 -
75704at6656_7004_0:001161|TRINITY_DN83267_c10_g1_i1:563-1246|+     -            228 87928at6656          -            293   4.3e-23   80.9   0.0   1   1   3.7e-24   5.7e-23   80.6   0.0    47   191    12   171     1   213 0.84 -
87928at6656_121225_0:00018f|TRINITY_DN90803_c5_g2_i2:144-680|+     -            179 87928at6656          -            293   4.7e-23   80.8   0.1   1   1   3.3e-24     5e-23   80.7   0.1    35   186     1   166     1   179 0.84 -
87928at6656_218467_0:0034e5|TRINITY_DN90803_c5_g2_i7:144-1013|+    -            290 87928at6656          -            293   1.1e-22   79.7   0.1   1   1   8.8e-24   1.4e-22   79.3   0.1    35   187     1   167     1   232 0.84 -
87928at6656_218467_0:0034e5|TRINITY_DN90803_c5_g2_i8:144-1013|+    -            290 87928at6656          -            293   1.1e-22   79.7   0.1   1   1   8.8e-24   1.4e-22   79.3   0.1    35   187     1   167     1   232 0.84 -
75704at6656_1629725_0:000be4|TRINITY_DN82648_c9_g3_i5:35-580|+     -            182 87928at6656          -            293   1.3e-22   79.4   0.1   1   1   9.7e-24   1.5e-22   79.2   0.1    31   166    43   182    11   182 0.84 -
75704at6656_35570_0:000d47|TRINITY_DN92881_c1_g4_i2:1066-1962|-    -            299 87928at6656          -            293     2e-22   78.7   0.0   1   1   1.8e-23   2.8e-22   78.3   0.0    76   235   115   278    98   292 0.84 -
75704at6656_35570_0:000d47|TRINITY_DN92881_c1_g4_i3:647-1543|-     -            299 87928at6656          -            293     2e-22   78.7   0.0   1   1   1.8e-23   2.8e-22   78.3   0.0    76   235   115   278    98   292 0.84 -
75704at6656_35570_0:000d47|TRINITY_DN92881_c1_g4_i5:580-1476|-     -            299 87928at6656          -            293     2e-22   78.7   0.0   1   1   1.8e-23   2.8e-22   78.3   0.0    76   235   115   278    98   292 0.84 -
75704at6656_35570_0:000d47|TRINITY_DN92881_c1_g4_i7:647-1543|-     -            299 87928at6656          -            293     2e-22   78.7   0.0   1   1   1.8e-23   2.8e-22   78.3   0.0    76   235   115   278    98   292 0.84 -
75704at6656_133901_0:001b12|TRINITY_DN83267_c10_g1_i4:274-939|+    -            222 87928at6656          -            293   2.7e-22   78.3   0.0   1   1   2.7e-23   4.1e-22   77.7   0.0    35   182    60   222    38   222 0.85 -
75704at6656_43151_0:0020f1|TRINITY_DN90150_c8_g1_i3:368-919|+      -            184 87928at6656          -            293   4.8e-22   77.5   0.1   1   1   1.4e-22   2.1e-21   75.4   0.1    50   185     2   142     1   181 0.84 -
28325at6656_438503_0:00283b|TRINITY_DN88915_c8_g2_i6:539-1366|+    -            276 87928at6656          -            293   6.4e-22   77.1   0.0   1   1   7.8e-23   1.2e-21   76.2   0.0    22   185    33   206    22   264 0.78 -
28325at6656_438503_0:00283b|TRINITY_DN88915_c8_g2_i7:539-1366|+    -            276 87928at6656          -            293   6.4e-22   77.1   0.0   1   1   7.8e-23   1.2e-21   76.2   0.0    22   185    33   206    22   264 0.78 -
28325at6656_438503_0:00283b|TRINITY_DN88915_c8_g2_i8:479-1306|+    -            276 87928at6656          -            293   6.4e-22   77.1   0.0   1   1   7.8e-23   1.2e-21   76.2   0.0    22   185    33   206    22   264 0.78 -
28325at6656_438503_0:00283b|TRINITY_DN88915_c8_g2_i9:479-1306|+    -            276 87928at6656          -            293   6.4e-22   77.1   0.0   1   1   7.8e-23   1.2e-21   76.2   0.0    22   185    33   206    22   264 0.78 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i11:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i13:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i14:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i15:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i16:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i19:2049-2969|-  -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i1:2049-2969|-   -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i2:2049-2969|-   -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i3:2049-2969|-   -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
