#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
132857at6656_294128_0:003caa|TRINITY_DN78574_c9_g1_i1:101-820|+     -            240 132857at6656         -            201   2.1e-69  231.9   4.8   1   1   2.6e-71   2.9e-69  231.4   4.8     1   201     9   240     9   240 0.88 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i1:420-818|+      -            133 132857at6656         -            201   1.8e-11   42.7  14.1   2   2   3.5e-10   3.9e-08   31.8   6.6    70   150    27   117    27   124 0.84 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i4:578-976|+      -            133 132857at6656         -            201   1.8e-11   42.7  14.1   1   2   4.1e-07   4.5e-05   21.8   0.8    77   118    11    54     1    57 0.47 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i4:578-976|+      -            133 132857at6656         -            201   1.8e-11   42.7  14.1   2   2   3.5e-10   3.9e-08   31.8   6.6    70   150    27   117    27   124 0.84 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i8:420-818|+      -            133 132857at6656         -            201   1.8e-11   42.7  14.1   1   2   4.1e-07   4.5e-05   21.8   0.8    77   118    11    54     1    57 0.47 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i8:420-818|+      -            133 132857at6656         -            201   1.8e-11   42.7  14.1   2   2   3.5e-10   3.9e-08   31.8   6.6    70   150    27   117    27   124 0.84 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i9:644-1042|+     -            133 132857at6656         -            201   1.8e-11   42.7  14.1   1   2   4.1e-07   4.5e-05   21.8   0.8    77   118    11    54     1    57 0.47 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i9:644-1042|+     -            133 132857at6656         -            201   1.8e-11   42.7  14.1   2   2   3.5e-10   3.9e-08   31.8   6.6    70   150    27   117    27   124 0.84 -
56523at6656_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+      -            357 132857at6656         -            201   5.2e-11   41.2  15.9   1   3   9.2e-09     1e-06   27.2   6.5    64   180    63   190    34   207 0.74 -
56523at6656_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+      -            357 132857at6656         -            201   5.2e-11   41.2  15.9   2   3   1.8e-07     2e-05   23.0   4.6    24   173   125   280   120   288 0.76 -
56523at6656_13686_0:00299e|TRINITY_DN89605_c2_g1_i2:461-1531|+      -            357 132857at6656         -            201   5.2e-11   41.2  15.9   3   3   8.5e-05    0.0094   14.2   1.3    18   147   216   352   213   357 0.59 -
132857at6656_72036_0:00037d|TRINITY_DN85551_c9_g1_i1:724-1248|-     -            175 132857at6656         -            201   5.7e-11   41.1   9.9   1   2   2.9e-07   3.2e-05   22.3   2.9    96   146    39    96    31   102 0.84 -
132857at6656_72036_0:00037d|TRINITY_DN85551_c9_g1_i1:724-1248|-     -            175 132857at6656         -            201   5.7e-11   41.1   9.9   2   2     0.013       1.5    7.1   0.1    21    51   134   164   129   172 0.75 -
132857at6656_72036_0:00037d|TRINITY_DN85551_c9_g1_i3:677-1201|-     -            175 132857at6656         -            201   5.7e-11   41.1   9.9   1   2   2.9e-07   3.2e-05   22.3   2.9    96   146    39    96    31   102 0.84 -
132857at6656_72036_0:00037d|TRINITY_DN85551_c9_g1_i3:677-1201|-     -            175 132857at6656         -            201   5.7e-11   41.1   9.9   2   2     0.013       1.5    7.1   0.1    21    51   134   164   129   172 0.75 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i5:103-507|+      -            135 132857at6656         -            201   1.6e-10   39.6   9.5   1   2     5e-07   5.5e-05   21.5   0.7    23    61    13    57     4    59 0.52 -
132857at6656_62625_0:0007a3|TRINITY_DN83239_c5_g1_i5:103-507|+      -            135 132857at6656         -            201   1.6e-10   39.6   9.5   2   2   4.8e-07   5.3e-05   21.6   2.4    97   150    58   119    56   126 0.80 -
56523at6656_407821_0:004cdd|TRINITY_DN77653_c4_g2_i4:130-651|-      -            174 132857at6656         -            201   2.9e-10   38.8   2.6   1   1   1.6e-11   1.8e-09   36.2   2.6    30   137    60   168    42   172 0.76 -
132857at6656_88501_0:0018fa|TRINITY_DN84755_c16_g1_i1:358-876|+     -            173 132857at6656         -            201     4e-10   38.3   0.1   1   1   2.4e-10   2.7e-08   32.3   0.1    24   153    19   173    16   173 0.75 -
87575at6656_294128_0:00319d|TRINITY_DN83605_c10_g1_i4:158-892|-     -            245 132857at6656         -            201   9.4e-10   37.1  29.5   1   3   2.8e-05     0.003   15.8   5.8    53   118    33   103    13   106 0.72 -
87575at6656_294128_0:00319d|TRINITY_DN83605_c10_g1_i4:158-892|-     -            245 132857at6656         -            201   9.4e-10   37.1  29.5   2   3   8.5e-06   0.00095   17.5   8.4    74   152   102   186   100   187 0.84 -
87575at6656_294128_0:00319d|TRINITY_DN83605_c10_g1_i4:158-892|-     -            245 132857at6656         -            201   9.4e-10   37.1  29.5   3   3   2.5e-05    0.0028   16.0   6.9    43   121   152   238   150   242 0.80 -
87527at6656_121845_0:0018b4|TRINITY_DN75940_c8_g5_i1:0-344|-        -            115 132857at6656         -            201   1.7e-09   36.3   3.7   1   1   2.1e-10   2.3e-08   32.5   3.7    50   141     4   113     1   115 0.51 -
87527at6656_6669_0:004541|TRINITY_DN71258_c0_g1_i1:522-1139|+       -            206 132857at6656         -            201   1.8e-09   36.2  12.3   1   2   7.1e-07   7.9e-05   21.0   1.0   104   162    17    82     3    89 0.84 -
87527at6656_6669_0:004541|TRINITY_DN71258_c0_g1_i1:522-1139|+       -            206 132857at6656         -            201   1.8e-09   36.2  12.3   2   2   1.9e-06   0.00021   19.6   3.2    24   129    91   204    79   206 0.68 -
87527at6656_6669_0:004541|TRINITY_DN71258_c0_g1_i2:522-1139|+       -            206 132857at6656         -            201   1.8e-09   36.2  12.3   1   2   7.1e-07   7.9e-05   21.0   1.0   104   162    17    82     3    89 0.84 -
87527at6656_6669_0:004541|TRINITY_DN71258_c0_g1_i2:522-1139|+       -            206 132857at6656         -            201   1.8e-09   36.2  12.3   2   2   1.9e-06   0.00021   19.6   3.2    24   129    91   204    79   206 0.68 -
132857at6656_378494_0:004f86|TRINITY_DN91669_c1_g1_i1:165-533|+     -            123 132857at6656         -            201   2.9e-09   35.5   0.2   1   1   5.2e-09   5.8e-07   28.0   0.2    41   141     4   123     2   123 0.69 -
132857at6656_378494_0:004f86|TRINITY_DN91669_c1_g1_i4:2064-2432|+   -            123 132857at6656         -            201   2.9e-09   35.5   0.2   1   1   5.2e-09   5.8e-07   28.0   0.2    41   141     4   123     2   123 0.69 -
56523at6656_7200_0:001acd|TRINITY_DN77653_c4_g2_i2:2432-2866|-      -            145 132857at6656         -            201   4.3e-09   35.0   2.3   1   2   6.5e-07   7.2e-05   21.1   0.3    96   151     8    70     1    73 0.50 -
56523at6656_7200_0:001acd|TRINITY_DN77653_c4_g2_i2:2432-2866|-      -            145 132857at6656         -            201   4.3e-09   35.0   2.3   2   2     3e-07   3.3e-05   22.3   1.0    71   162    27   126    27   141 0.78 -
132857at6656_6973_0:003c53|TRINITY_DN88999_c6_g1_i1:96-485|-        -            130 132857at6656         -            201   5.3e-09   34.6   1.8   1   1   3.2e-09   3.6e-07   28.7   1.8    27   138     3   119     1   130 0.40 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i1:541-897|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   1   2   1.2e-06   0.00013   20.3   0.7   105   150     4    57     1    61 0.76 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i1:541-897|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   2   2   8.8e-05    0.0098   14.2   1.8   102   153    48   107    47   111 0.70 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i2:541-897|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   1   2   1.2e-06   0.00013   20.3   0.7   105   150     4    57     1    61 0.76 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i2:541-897|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   2   2   8.8e-05    0.0098   14.2   1.8   102   153    48   107    47   111 0.70 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i3:267-623|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   1   2   1.2e-06   0.00013   20.3   0.7   105   150     4    57     1    61 0.76 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i3:267-623|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   2   2   8.8e-05    0.0098   14.2   1.8   102   153    48   107    47   111 0.70 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i4:267-623|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   1   2   1.2e-06   0.00013   20.3   0.7   105   150     4    57     1    61 0.76 -
132857at6656_378494_0:004f86|TRINITY_DN92851_c12_g1_i4:267-623|+    -            119 132857at6656         -            201   1.1e-07   30.4   5.7   2   2   8.8e-05    0.0098   14.2   1.8   102   153    48   107    47   111 0.70 -
87527at6656_34740_0:003847|TRINITY_DN93585_c4_g4_i2:295-807|+       -            171 132857at6656         -            201   3.3e-07   28.8   8.8   1   2   2.8e-06   0.00031   19.1   0.6    97   153     5    62     2    67 0.89 -
87527at6656_34740_0:003847|TRINITY_DN93585_c4_g4_i2:295-807|+       -            171 132857at6656         -            201   3.3e-07   28.8   8.8   2   2   0.00017     0.019   13.3   1.9    76   147    69   145    65   158 0.77 -
87527at6656_34740_0:003847|TRINITY_DN93585_c4_g4_i5:295-807|+       -            171 132857at6656         -            201   3.3e-07   28.8   8.8   1   2   2.8e-06   0.00031   19.1   0.6    97   153     5    62     2    67 0.89 -
87527at6656_34740_0:003847|TRINITY_DN93585_c4_g4_i5:295-807|+       -            171 132857at6656         -            201   3.3e-07   28.8   8.8   2   2   0.00017     0.019   13.3   1.9    76   147    69   145    65   158 0.77 -
87527at6656_1155016_0:000bd3|TRINITY_DN72727_c13_g1_i11:1266-1628|+ -            121 132857at6656         -            201   5.8e-07   28.0   2.0   1   2    0.0029      0.33    9.2   0.1    21    40    21    40     2    52 0.67 -
87527at6656_1155016_0:000bd3|TRINITY_DN72727_c13_g1_i11:1266-1628|+ -            121 132857at6656         -            201   5.8e-07   28.0   2.0   2   2   4.5e-08     5e-06   24.9   1.5    21    84    21    90    13   120 0.75 -
87527at6656_1155016_0:000bd3|TRINITY_DN72727_c13_g1_i14:1266-1628|+ -            121 132857at6656         -            201   5.8e-07   28.0   2.0   1   2    0.0029      0.33    9.2   0.1    21    40    21    40     2    52 0.67 -
87527at6656_1155016_0:000bd3|TRINITY_DN72727_c13_g1_i14:1266-1628|+ -            121 132857at6656         -            201   5.8e-07   28.0   2.0   2   2   4.5e-08     5e-06   24.9   1.5    21    84    21    90    13   120 0.75 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i11:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i11:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i12:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i12:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i13:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i13:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i15:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i15:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i16:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i16:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i19:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i19:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i1:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i1:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i20:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i20:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i21:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i21:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i22:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i22:373-1077|+    -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i2:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i2:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i4:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i4:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i5:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i5:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i6:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i6:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i8:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i8:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i9:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   1   2       4.8   5.4e+02   -1.3   0.1    66    79    41    55    26    78 0.44 -
87575at6656_222816_0:00118d|TRINITY_DN93447_c4_g1_i9:373-1077|+     -            235 132857at6656         -            201   1.8e-06   26.4   4.0   2   2   1.7e-08   1.8e-06   26.4   4.0    67   176   102   219    87   225 0.84 -
87575at6656_156304_0:000c72|TRINITY_DN93447_c4_g1_i18:364-1080|+    -            239 132857at6656         -            201   1.9e-06   26.3   4.0   1   2         5   5.5e+02   -1.3   0.1    66    79    45    59    30    82 0.44 -
87575at6656_156304_0:000c72|TRINITY_DN93447_c4_g1_i18:364-1080|+    -            239 132857at6656         -            201   1.9e-06   26.3   4.0   2   2   1.7e-08   1.9e-06   26.3   4.0    67   176   106   223    91   229 0.84 -
87527at6656_121845_0:002a7b|TRINITY_DN78702_c6_g4_i1:18-188|-       -             57 132857at6656         -            201   4.5e-06   25.1   0.2   1   1   6.1e-08   6.8e-06   24.5   0.2    96   136     8    55     1    57 0.59 -
123853at6656_133901_0:0038ef|TRINITY_DN80803_c3_g1_i1:104-799|+     -            232 132857at6656         -            201   3.7e-05   22.1   2.4   1   1   6.4e-07     7e-05   21.2   2.3    98   179    40   128     3   137 0.75 -
123853at6656_133901_0:0038ef|TRINITY_DN80803_c3_g1_i2:104-799|+     -            232 132857at6656         -            201   3.7e-05   22.1   2.4   1   1   6.4e-07     7e-05   21.2   2.3    98   179    40   128     3   137 0.75 -
123853at6656_133901_0:0038ef|TRINITY_DN80803_c3_g1_i4:104-841|+     -            246 132857at6656         -            201   4.3e-05   21.9   2.4   1   1   7.8e-07   8.6e-05   20.9   2.4    98   179    40   128     3   139 0.75 -
980at6656_6669_0:002e01|TRINITY_DN93731_c3_g2_i4:475-1710|-         -            412 132857at6656         -            201    0.0025   16.1   2.8   1   1   4.3e-05    0.0047   15.2   2.8    25   119    10   104     3   138 0.79 -
980at6656_6669_0:002e01|TRINITY_DN93731_c3_g2_i14:365-2017|-        -            551 132857at6656         -            201     0.004   15.5   2.8   1   1     7e-05    0.0078   14.5   2.8    25   119    10   104     3   137 0.79 -
980at6656_7130_0:0037d4|TRINITY_DN93731_c3_g2_i7:3-1931|-           -            643 132857at6656         -            201    0.0082   14.4   3.2   1   1   0.00014     0.015   13.6   3.2    25   119     7   101     3   134 0.79 -
113668at6656_136037_0:00184c|TRINITY_DN71058_c0_g2_i1:401-1429|+    -            343 132857at6656         -            201     0.029   12.6   7.2   1   2       6.5   7.2e+02   -1.7   0.0   129   157   129   157   127   159 0.80 -
113668at6656_136037_0:00184c|TRINITY_DN71058_c0_g2_i1:401-1429|+    -            343 132857at6656         -            201     0.029   12.6   7.2   2   2    0.0022      0.24    9.6   5.7    67   131   252   328   229   336 0.66 -
113668at6656_136037_0:00184c|TRINITY_DN71058_c0_g2_i2:1-1383|+      -            461 132857at6656         -            201     0.062   11.6   6.9   1   2       9.4     1e+03   -2.2   0.0   129   157   247   275   245   277 0.80 -
113668at6656_136037_0:00184c|TRINITY_DN71058_c0_g2_i2:1-1383|+      -            461 132857at6656         -            201     0.062   11.6   6.9   2   2    0.0032      0.35    9.1   5.5    68   131   371   446   347   454 0.66 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/132857at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/hmmer_output/initial_run_results/132857at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/132857at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 14:44:46 2026
# [ok]
