#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 96592at6656          -            260  2.1e-118  393.7   4.3   1   1  1.4e-116  4.2e-115  382.9   4.3     1   260     1   321     1   321 0.87 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+    -            652 96592at6656          -            260   1.6e-09   36.8   0.9   1   4    0.0057      0.17   10.6   0.0   220   253   489   522   475   526 0.89 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+    -            652 96592at6656          -            260   1.6e-09   36.8   0.9   2   4      0.57        17    4.0   0.1   221   251   532   562   527   568 0.86 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+    -            652 96592at6656          -            260   1.6e-09   36.8   0.9   3   4      0.01       0.3    9.8   0.1   221   250   574   603   568   608 0.91 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+    -            652 96592at6656          -            260   1.6e-09   36.8   0.9   4   4     0.067         2    7.1   0.0   220   250   615   645   602   650 0.82 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   1.7e-09   36.8   0.1   1   5      0.28       8.3    5.0   0.0   219   251     3    35     1    45 0.69 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   1.7e-09   36.8   0.1   2   5       1.5        45    2.6   0.0     4    38    51    85    47    92 0.84 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   1.7e-09   36.8   0.1   3   5     0.011      0.31    9.7   0.0     2    33    93   124    92   132 0.93 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   1.7e-09   36.8   0.1   4   5       1.6        47    2.6   0.0   222   250   140   168   129   176 0.83 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   1.7e-09   36.8   0.1   5   5     0.023      0.69    8.6   0.0     2    52   182   233   181   262 0.81 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 96592at6656          -            260   4.6e-09   35.4   0.3   1   2     2e-08   5.9e-07   28.5   0.1     3    83     6    89     4   111 0.82 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 96592at6656          -            260   4.6e-09   35.4   0.3   2   2      0.23       6.7    5.3   0.0     7    58   115   166   110   184 0.83 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 96592at6656          -            260   4.6e-09   35.4   0.3   1   2     2e-08   5.9e-07   28.5   0.1     3    83     6    89     4   111 0.82 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 96592at6656          -            260   4.6e-09   35.4   0.3   2   2      0.23       6.7    5.3   0.0     7    58   115   166   110   184 0.83 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   1   4     0.078       2.3    6.9   0.0   220   251   158   189   152   196 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   2   4      0.11       3.2    6.4   0.1     2    74   200   278   199   280 0.78 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   3   4   0.00067      0.02   13.6   0.2     3    79   243   325   241   339 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   4   4     0.012      0.34    9.6   0.1    21    76   344   404   325   413 0.72 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   1   4     0.078       2.3    6.9   0.0   220   251   158   189   152   196 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   2   4      0.11       3.2    6.4   0.1     2    74   200   278   199   280 0.78 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   3   4   0.00067      0.02   13.6   0.2     3    79   243   325   241   339 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 96592at6656          -            260   4.8e-09   35.3   0.8   4   4     0.012      0.34    9.6   0.1    21    76   344   404   325   413 0.72 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 96592at6656          -            260   5.6e-09   35.1   0.1   1   3    0.0012     0.035   12.8   0.0     1    72    45   119    45   136 0.84 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 96592at6656          -            260   5.6e-09   35.1   0.1   2   3      0.22       6.3    5.4   0.0   225   252   137   164   128   169 0.87 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 96592at6656          -            260   5.6e-09   35.1   0.1   3   3    0.0029     0.084   11.6   0.0   217   251   171   205   165   213 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   1   4     0.082       2.4    6.8   0.0   220   251   158   189   152   196 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   2   4       3.7   1.1e+02    1.4   0.0     2    54   200   252   199   256 0.80 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   3   4   0.00076     0.022   13.5   0.2     3    78   243   324   241   336 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   4   4     0.013      0.37    9.5   0.1    21    76   344   404   325   412 0.72 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   1   4     0.082       2.4    6.8   0.0   220   251   158   189   152   196 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   2   4       3.7   1.1e+02    1.4   0.0     2    54   200   252   199   256 0.80 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   3   4   0.00076     0.022   13.5   0.2     3    78   243   324   241   336 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   6.1e-09   35.0   1.2   4   4     0.013      0.37    9.5   0.1    21    76   344   404   325   412 0.72 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 96592at6656          -            260   6.3e-09   34.9   3.2   1   3      0.79        23    3.6   0.0   221   252    18    49     9    57 0.84 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 96592at6656          -            260   6.3e-09   34.9   3.2   2   3    0.0035       0.1   11.3   0.3     5    76    64   141    60   154 0.73 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+   -            311 96592at6656          -            260   6.3e-09   34.9   3.2   3   3   3.1e-05    0.0009   18.0   0.1     2    72   154   230   153   254 0.83 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   1   3   4.3e-05    0.0013   17.6   0.0     2    72     4    82     3    89 0.82 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   2   3    0.0096      0.28    9.9   0.0     2    45    90   133    89   143 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i2:3297-3953|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   3   3      0.98        29    3.3   0.0   228   251   153   176   145   182 0.86 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   1   3   4.3e-05    0.0013   17.6   0.0     2    72     4    82     3    89 0.82 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   2   3    0.0096      0.28    9.9   0.0     2    45    90   133    89   143 0.87 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i8:3316-3972|-  -            219 96592at6656          -            260   8.5e-09   34.5   0.1   3   3      0.98        29    3.3   0.0   228   251   153   176   145   182 0.86 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   8.6e-09   34.5   0.5   1   4       1.5        45    2.6   0.0   142   190     7    61     4    73 0.68 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   8.6e-09   34.5   0.5   2   4     0.011      0.34    9.6   0.0   135   191    85   148    76   161 0.76 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   8.6e-09   34.5   0.5   3   4     0.011      0.33    9.6   0.1   138   161   223   246   213   259 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   8.6e-09   34.5   0.5   4   4     0.079       2.3    6.8   0.1   135   161   263   289   246   310 0.66 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 96592at6656          -            260   1.1e-08   34.1   5.1   1   4    0.0026     0.076   11.7   0.1     4    75     1    78     1    94 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 96592at6656          -            260   1.1e-08   34.1   5.1   2   4       2.8        81    1.8   0.1   229   252   148   171    98   176 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 96592at6656          -            260   1.1e-08   34.1   5.1   3   4     0.054       1.6    7.4   0.0   128   160   184   216   175   225 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i1:248-1303|-    -            352 96592at6656          -            260   1.1e-08   34.1   5.1   4   4     0.002     0.057   12.1   0.2     9    76   248   322   244   340 0.81 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   1.1e-08   34.1   5.1   1   4    0.0026     0.076   11.7   0.1     4    75     1    78     1    94 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   1.1e-08   34.1   5.1   2   4       2.8        81    1.8   0.1   229   252   148   171    98   176 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   1.1e-08   34.1   5.1   3   4     0.054       1.6    7.4   0.0   128   160   184   216   175   225 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   1.1e-08   34.1   5.1   4   4     0.002     0.057   12.1   0.2     9    76   248   322   244   340 0.81 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   1.4e-08   33.8   4.0   1   3    0.0003    0.0089   14.8   0.0     4    48    11    55     8    62 0.90 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   1.4e-08   33.8   4.0   2   3   0.00014    0.0041   15.9   0.2    17    83    66   138    57   179 0.79 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   1.4e-08   33.8   4.0   3   3       1.2        35    3.0   0.2     8    73   181   254   174   260 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 96592at6656          -            260   1.6e-08   33.6   1.1   1   5       3.8   1.1e+02    1.4   0.0    16    73    18    81     5    89 0.71 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 96592at6656          -            260   1.6e-08   33.6   1.1   2   5      0.44        13    4.4   0.0     2    71    46   121    45   127 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 96592at6656          -            260   1.6e-08   33.6   1.1   3   5   0.00085     0.025   13.3   0.0   220   250   130   160   124   165 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 96592at6656          -            260   1.6e-08   33.6   1.1   4   5       1.5        44    2.7   0.0   221   248   173   200   165   209 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 96592at6656          -            260   1.6e-08   33.6   1.1   5   5     0.062       1.8    7.2   0.0   223   245   217   239   200   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 96592at6656          -            260   1.6e-08   33.6   1.1   1   5       3.8   1.1e+02    1.4   0.0    16    73    18    81     5    89 0.71 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 96592at6656          -            260   1.6e-08   33.6   1.1   2   5      0.44        13    4.4   0.0     2    71    46   121    45   127 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 96592at6656          -            260   1.6e-08   33.6   1.1   3   5   0.00085     0.025   13.3   0.0   220   250   130   160   124   165 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 96592at6656          -            260   1.6e-08   33.6   1.1   4   5       1.5        44    2.7   0.0   221   248   173   200   165   209 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 96592at6656          -            260   1.6e-08   33.6   1.1   5   5     0.062       1.8    7.2   0.0   223   245   217   239   200   253 0.85 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i5:150-863|+    -            238 96592at6656          -            260   1.6e-08   33.6   0.4   1   1   9.4e-09   2.8e-07   29.5   0.4     2   158    77   237    76   238 0.64 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 96592at6656          -            260   1.6e-08   33.6   0.4   1   1   9.4e-09   2.8e-07   29.5   0.4     2   158    77   237    76   238 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 96592at6656          -            260   1.8e-08   33.5   1.2   1   5       4.3   1.3e+02    1.2   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 96592at6656          -            260   1.8e-08   33.5   1.2   2   5      0.44        13    4.4   0.0     2    71    46   121    44   126 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 96592at6656          -            260   1.8e-08   33.5   1.2   3   5   0.00081     0.024   13.4   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 96592at6656          -            260   1.8e-08   33.5   1.2   4   5       1.4        41    2.8   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 96592at6656          -            260   1.8e-08   33.5   1.2   5   5     0.067         2    7.1   0.0   223   245   217   239   205   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 96592at6656          -            260   1.8e-08   33.5   1.2   1   5       4.3   1.3e+02    1.2   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 96592at6656          -            260   1.8e-08   33.5   1.2   2   5      0.44        13    4.4   0.0     2    71    46   121    44   126 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 96592at6656          -            260   1.8e-08   33.5   1.2   3   5   0.00081     0.024   13.4   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 96592at6656          -            260   1.8e-08   33.5   1.2   4   5       1.4        41    2.7   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 96592at6656          -            260   1.8e-08   33.5   1.2   5   5     0.067         2    7.1   0.0   223   245   217   239   205   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 96592at6656          -            260   1.8e-08   33.5   1.2   1   5       4.3   1.3e+02    1.2   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 96592at6656          -            260   1.8e-08   33.5   1.2   2   5      0.44        13    4.4   0.0     2    71    46   121    44   126 0.66 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 96592at6656          -            260   1.8e-08   33.5   1.2   3   5   0.00081     0.024   13.4   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 96592at6656          -            260   1.8e-08   33.5   1.2   4   5       1.4        41    2.7   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 96592at6656          -            260   1.8e-08   33.5   1.2   5   5     0.067         2    7.1   0.0   223   245   217   239   205   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    31    94    18   100 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   2   5      0.46        14    4.3   0.0     2    71    59   134    58   139 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   3   5   0.00083     0.024   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   4   5       1.4        42    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   5   5     0.063       1.8    7.2   0.0   223   245   230   252   213   266 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    31    94    18   100 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   2   5      0.46        14    4.3   0.0     2    71    59   134    58   139 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   3   5   0.00083     0.024   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   4   5       1.4        42    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 96592at6656          -            260   1.8e-08   33.4   1.2   5   5     0.063       1.8    7.2   0.0   223   245   230   252   213   266 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 96592at6656          -            260   1.8e-08   33.4   1.0   1   5       4.7   1.4e+02    1.0   0.0    16    73    31    94    27   102 0.72 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 96592at6656          -            260   1.8e-08   33.4   1.0   2   5      0.43        13    4.4   0.0     2    71    59   134    58   143 0.67 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 96592at6656          -            260   1.8e-08   33.4   1.0   3   5   0.00085     0.025   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 96592at6656          -            260   1.8e-08   33.4   1.0   4   5       1.5        43    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 96592at6656          -            260   1.8e-08   33.4   1.0   5   5     0.074       2.2    6.9   0.0   223   245   230   252   218   262 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 96592at6656          -            260   1.8e-08   33.4   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    31    94    18   100 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 96592at6656          -            260   1.8e-08   33.4   1.2   2   5      0.46        14    4.3   0.0     2    71    59   134    58   139 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 96592at6656          -            260   1.8e-08   33.4   1.2   3   5   0.00083     0.024   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 96592at6656          -            260   1.8e-08   33.4   1.2   4   5       1.4        42    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 96592at6656          -            260   1.8e-08   33.4   1.2   5   5     0.063       1.8    7.2   0.0   223   245   230   252   213   266 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   1   5       4.8   1.4e+02    1.0   0.0    16    73    31    94    27   102 0.72 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   2   5      0.44        13    4.4   0.0     2    71    59   134    58   143 0.67 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   3   5   0.00085     0.025   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   4   5       1.5        43    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   5   5     0.075       2.2    6.9   0.0   223   245   230   252   218   262 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   1   5       4.8   1.4e+02    1.0   0.0    16    73    31    94    27   102 0.72 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   2   5      0.44        13    4.4   0.0     2    71    59   134    58   143 0.67 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   3   5   0.00085     0.025   13.3   0.0   220   250   143   173   139   181 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   4   5       1.5        43    2.7   0.0   221   248   186   213   178   223 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 96592at6656          -            260   1.8e-08   33.4   1.0   5   5     0.075       2.2    6.9   0.0   223   245   230   252   218   262 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 96592at6656          -            260   1.9e-08   33.3   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 96592at6656          -            260   1.9e-08   33.3   1.2   2   5      0.46        14    4.3   0.0     2    71    46   121    45   126 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 96592at6656          -            260   1.9e-08   33.3   1.2   3   5   0.00083     0.025   13.3   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 96592at6656          -            260   1.9e-08   33.3   1.2   4   5       1.4        43    2.7   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 96592at6656          -            260   1.9e-08   33.3   1.2   5   5     0.063       1.9    7.2   0.0   223   245   217   239   200   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   2   5      0.46        14    4.3   0.0     2    71    46   121    45   126 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   3   5   0.00083     0.025   13.3   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   4   5       1.4        43    2.7   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   5   5     0.063       1.8    7.2   0.0   223   245   217   239   200   253 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   1   5       4.4   1.3e+02    1.1   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   1.9e-08   33.3   1.2   2   5      0.46        14    4.3   0.0     2    71    46   121    45   126 0.65 -
